english;spanish;french;italian;german;japanese;chinese
Lobster Coil;Campana de Langosta;Boucle homard;Campana Aragosta;Hummer-Lende;;
Lobster Coat;Cota de Langosta;Taille homard;Fiancale Aragosta;Hummer-Waffenrock;;
Kut-Ku Tasset D;Muslera de Kut-Ku D;Tassettes Kut-Ku D;Falda Kut-Ku D;Kut-Ku-Beinzeug D;;
Kut-Ku Coat D;Cota de Kut-Ku D;Taille Kut-Ku D;Fianc. Kut-Ku D;Kut-Ku-Waffenrock D;;
Gypceros Tasset D;Muslera Gypceros D;Tassettes Gypceros D;Falda Gypceros D;Gypceros-Beinzeug D;;
Gypceros Coat D;Cota de Gypceros D;Taille Gypceros D;Fiancale Gypceros D;Gypceros-WaffenrockD;;
Khezu Tasset D;Muslera de Khezu D;Tassettes Khezu D;Falda Khezu D;Khezu-Beinzeug D;;
Khezu Coat D;Cota de Khezu D;Taille Khezu D;Fiancale Khezu D;Khezu-Waffenrock D;;
Basarios Tasset;Muslera de Basarios;Tassettes Basarios;Falda Basarios;Basarios-Beinzeug;;
Basarios Coat;Cota de Basarios;Taille Basarios;Fiancale Basarios;Basarios-Waffenrock;;
Monoblos Coil;Campana de Monoblos;Boucle Monoblos;Campana di Monoblos;Monoblos-Lende;;
Monoblos Coat;Cota de Monoblos;Taille Monoblos;Fiancale di Monoblos;Monoblos-Waffenrock;;
Garuga Tasset;Muslera de Garuga;Tassettes Garuga;Falda Garuga;Garuga-Beinzeug;;
Garuga Coat;Cota de Garuga;Taille Garuga;Fiancale Garuga;Garuga-Waffenrock;;
Blango Tasset;Muslera de Blango;Tassettes Blango;Falda di Blango;Blango-Beinzeug;;
Blango Coat;Cota de Blango;Taille Blango;Fiancale di Blango;Blango-Waffenrock;;
Ceanataur Tasset;Muslera de Ceanataur;Tassettes Ceanataur;Falda di Ceanataur;Ceanataur-Beinzeug;;
Ceanataur Coat;Cota de Ceanataur;Taille Ceanataur;Fiancale Ceanataur;Ceanataur-Waffenrock;;
Rathian Tasset;Muslera de Rathian;Tassettes Rathian;Falda Rathian;Rathian-Beinzeug;;
Rathian Coat;Cota de Rathian;Taille Rathian;Fiancale Rathian;Rathian-Waffenrock;;
Tigrex Tasset;Muslera de Tigrex;Tassettes Tigrex;Falda di Tigrex;Tigrex-Beinzeug;;
Tigrex Coat;Cota de Tigrex;Taille Tigrex;Fiancale di Tigrex;Tigrex-Waffenrock;;
Rathalos Tasset;Muslera de Rathalos;Tassettes Rathalos;Falda Rathalos;Rathalos-Beinzeug;;
Rathalos Coat;Cota de Rathalos;Taille Rathalos;Fiancale Rathalos;Rathalos-Waffenrock;;
Diablo Coil;Campana de Diablo;Boucle Diablos;Campana di Diablos;Diablos-Lende;;
Diablo Coat;Cota de Diablo;Taille Diablos;Fiancale di Diablos;Diablos-Waffenrock;;
Gravios Tasset;Muslera de Gravios;Tassettes Gravios;Falda Gravios;Gravios-Beinzeug;;
Gravios Coat;Cota de Gravios;Taille Gravios;Fiancale Gravios;Gravios-Waffenrock;;
Diablo Coil D;Campana de Diablo D;Boucle Diablos D;Campana di Diablos D;Diablos-Lende D;;
Diablo Coat D;Cota de Diablo D;Taille Diablos D;Fiancale Diablos D;Diablos-Waffenrock D;;
Gravios Tasset D;Muslera de Gravios D;Tassettes Gravios D;Falda Gravios D;Gravios-Beinzeug D;;
Gravios Coat D;Cota de Gravios D;Taille Gravios D;Fiancale Gravios D;Gravios-Waffenrock D;;
Mosswine Hip;Cadera de Mosswine;Flanc Mosswine;Anca Mosswine;Mosswine-Hüfte;;
Bistro Apron;Mandil de Chef;Tablier Bistro;Grembiule Bistro;Bistro-Schürze;;
Black Belt Tasset;Muslera Cint. Negro;Tass. ceinture noire;Falda Cintura Nera;Schwarzgurt-Beinzeug;;
Shinobi Belt (Sun);Cint. Shinobi (Sol);Cein. Shinobi Soleil;Cint. Shinobi (Sole);Shinobi-Gürtel Sonne;;
Shinobi Belt (Moon);Cint. Shinobi (Luna);Ceint. Shinobi Lune;Cint. Shinobi (Luna);Shinobi-Gürtel Mond;;
Guild Knight Coat;Cota Caball. Gremio;Taille de la guilde;Fiancale Cav. Gilda;GildenritterWffnroc;;
Guild Knight Kilt;Falda Caball. Gremio;Kilt de la guilde;Kilt Cavaliere Gilda;Gildenritter-Kilt;;
Guardian Coil;Campana de Guardián;Boucle du gardien;Campana Guardiano;Wächter-Waffenrock;;
Guardian Coat;Cota de Guardián;Taille du gardien;Fiancale Guardiano;Wächter-Lende;;
Maiden's Skirt;Falda de Doncella;Jupe de demoiselle;Gonna da Donna;Magd-Minirock;;
Personal Frills;Volantes Personales;Volant personnel;Fronzoli Personali;Persönliche Rüschen;;
Helper Skirt;Falda de Ayudante;Jupe aide;Gonna Aiutante;Helfer-Rock;;
Healer Frills;Volantes de Sanador;Volant guérisseuse;Fronzoli Guaritrice;Heiler-Rüschen;;
Remobra Belt;Cinturón de Remobra;Ceinture Remobra;Cintura di Remobra;Remobra-Gürtel;;
Melahoa Skirt;Falda de Melahoa;Jupe Melahoa;Gonna Melahoa;Melahoa-Rock;;
Melahoa Trunk;Tronco Melahoa;Tronc Melahoa;Tronco Melahoa;Melahoa-Stamm;;
Makluva Coat;Cota de Makluva;Taille Makluva;Fiancale Makluva;Makluva-Waffenrock;;
Makluva Fin;Aleta de Makluva;Aileron Makluva;Pinna Makluva;Makluva-Flosse;;
Hypno Tasset;Muslera Hypno;Tassettes Hypno;Falda Hypno;Hypno-Beinzeug;;
Hypno Coat;Cota de Hypno;Taille Hypno;Fiancale Hypno;Hypno-Waffenrock;;
Obituary Anca;Anca de Obituario;Anca nécrologie;Anca Necrologio;Todes-Anca;;
Obituary Cocusa;Cocusa de Obituario;Cocusa nécrologie;Cocusa Necrologio;Todes-Cocusa;;
Butterfly Anca;Anca de Mariposa;Anca papillon;Anca Farfalla;Schmetterling-Anca;;
Butterfly Cocusa;Cocusa de Mariposa;Cocusa papillon;Cocusa Farfalla;Schmetterling-Cocusa;;
Black Spine;Espinazo Negro;Dos noir;Spina Nera;Schwarzes Rückgrat;;
Black Scale;Escama Negra;Écaille noire;Squama Nera;Schwarze Schuppe;;
Death Stench Bowels;Intest. Hed. Muer.;Boyaux odeur de mort;Budella Puzza Morte;Todesgestank-Gedärm;;
Death Stench Belly;Barriga Hedor Muerte;Ventre odeur de mort;Panc. Puzza di Morte;Todesgestank-Bauch;;
Lava Tasset;Muslera Lava;Tassettes Lava;Falda Lava;Lava-Beinzeug;;
Lava Coat;Cota de Lava;Taille Lava;Fiancale Lava;Lava-Waffenrock;;
Mizuha Sash;Fajín Mizuha;Ceinturon Mizuha;Fascia Mizuha;Mizuha-Schärpe;;
Extravagant Coat;Cota Extravagante;Taille extravagance;Fiancale Stravagante;Extrvgntr Waffenrock;;
Kushala Cocoon;Capullo Kushala;Cocon Kushala;Bozzolo di Kushala;Kushala-Kokon;;
Kushala Wind Wrap;Cinta Viento Kushala;Pagne Vent Kushala;Cinta Vento Kushala;Kushala-Windumhang;;
Kirin Hoop;Aro de Kirin;Anneau Kirin;Cerchio Kirin;Kirin-Reifen;;
Kirin Shorts;Calzoncillos Kirin;Culotte Kirin;Pantaloncini Kirin;Kirin-Shorts;;
Guardian Spirit Coil;Camp. Espír. Guard.;Boucle esprit Gard.;Camp. Spir. Guard.;Wächterseelen-Lende;;
Carnage Wrap;Cinta de Matanza;Pagne carnage;Mantello Strage;Gemetzelumhang;;
Auroros Tasset;Muslera Auroros;Tassettes Auroros;Falda Auroros;Auroros-Beinzeug;;
Genesis Tasset;Muslera Génesis;Tassettes Genesis;Falda Genesis;Genesis-Beinzeug;;
Borealis Tasset;Muslera Boreal;Tassettes Borealis;Falda Borealis;Borealis-Beinzeug;;
Glyph Tasset;Muslera de Glyph;Tassettes Glyphe;Falda Glifo;Glyph-Beinzeug;;
Red Borealis Tasset;Musl. Boreal Rojo;Tass. Borealis rouge;Falda Borealis Rossa;RotBorealis-Beinzeug;;
Red Glyph Tasset;Muslera Glyph Rojo;Tasset. Glyphe rouge;Falda Glifo Rossa;Rot. Glyph-Beinzeug;;
Empress Tasset;Muslera Emperatriz;Tasset. Impératrice;Falda Imperatrice;Kaiserin-Beinzeug;;
Empress Coat;Cota de Emperatriz;Taille Impératrice;Fiancale Imperatrice;Kaiserin-Waffenrock;;
Indra Wrap;Cinta de Indra;Pagne Indra;Falda Indra;Indra-Umhang;;
Steadfast Coat;Cota Firme;Taille inébranlable;Fiancale Solido;Standfester Wffnrck;;
Kaiser Tasset;Muslera de Kaiser;Tassettes Kaiser;Falda del Kaiser;Kaiser-Beinzeug;;
Kaiser Coat;Cota de Kaiser;Taille Kaiser;Fiancale del Kaiser;Kaiser-Waffenrock;;
(dummy)Red Lobster Tasset;(dummy)Red Lobster Tasset;(dummy)Red Lobster Tasset;(dummy)Red Lobster Tasset;(dummy)Red Lobster Tasset;;
(dummy)Red Lobster Coat;(dummy)Red Lobster Coat;(dummy)Red Lobster Coat;(dummy)Red Lobster Coat;(dummy)Red Lobster Coat;;
Monodevil Coil;Campana de Monodevil;Boucle Monodevil;Campana Monodevil;Monodevil-Lende;;
Monodevil Coat;Cota de Monodevil;Taille Monodevil;Fiancale Monodevil;Monodevil-Waffenrock;;
Rathian Heart Coil;Camp. Corazón Rath.;Boucle cœur Rathian;Campana Cuore Rathi.;Rathianherz-Lende;;
Rathian Heart Coat;Cota Corazón Rathian;Taille cœur Rathian;Fianc. Cuore Rathian;Rathianherz-WffnRock;;
Rathalos Soul Coil;Camp. Alma Rath.;Boucle âme Rathalos;Camp. Anima Rathalos;Rathalosseelen-Lende;;
Rathalos Soul Coat;Cota Alma Rathalos;Taille âme Rathalos;Fianc.Anima Rathalos;Rathalosseelen-Rock;;
Mafumofu Coat S;Cota de Mafumofu S;Taille Mafumofu S;Fiancale Mafumofu S;Mafumofu-Wffnrck S;;
Leather Belt S;Cinturón de Cuero S;Ceinture de cuir S;Cintura Cuoio S;Ledergürtel S;;
Chain Belt S;Cinturón de Malla S;Ceint. de mailles S;Cintura Maglia S;Kettengürtel S;;
Hunter's Tasset S;Muslera de Cazador S;Tass. de chasseur S;Falda Cacciatore S;Jäger-Beinzeug S;;
Hunter's Coat S;Cota de Cazador S;Taille de chasseur S;Fiancale Cacciat. S;Jäger-Waffenrock S;;
Bone Tasset S;Muslera de Hueso S;Tassettes d'os S;Falda d’Osso S;Knochen-Beinzeug S;;
Bone Coat S;Cota de Hueso S;Taille d'os S;Fiancale d'Osso S;Knochen-Waffenrock S;;
Battle Tasset S;Muslera de Combate S;Tasset. de combat S;Falda Battaglia S;Kampf-Beinzeug S;;
Battle Coat S;Cota de Combate S;Taille de combat S;Fiancale Battaglia S;Kampf-Waffenrock S;;
Velociprey Tasset S;Muslera Velociprey S;Tasset. Velociprey S;Falda Velociprey S;Velociprey-BeinzeugS;;
Velociprey Coat S;Cota de Velociprey S;Taille Velociprey S;Fianc. Velociprey S;Velociprey-WffnRockS;;
Vespoid Tasset S;Muslera de Vespoid S;Tassettes Vespoid S;Falda Vespoid S;Vespoid-Beinzeug S;;
Vespoid Coat S;Cota de Vespoid S;Taille Vespoid S;Fiancale Vespoid S;Vespoid-Waffenrock S;;
Hi-Metal Tasset S;Muslera Megametal S;Tasset. haut-métal S;Falda Hi-Metal S;Hochmetallbeinzeug S;;
Hi-Metal Coat S;Cota de Megametal S;Taille haut-métal S;Fianc.Hi-Metal S;Hochmetall-Rock S;;
Steel Belt S;Cinturón de Acero S;Ceinture d'acier S;Cintura Acciaio S;Stahlgürtel S;;
Hornet Tasset S;Muslera de Hornet. S;Tassettes Hornet S;Falda Hornet S;Hornissen-Beinzeug S;;
Hornet Coat S;Cota de Hornet. S;Taille Hornet S;Fiancale Hornet S;HornissenWaffenrockS;;
Genprey Tasset S;Muslera de Genprey S;Tassettes Genprey S;Falda Genprey S;Genprey-Beinzeug S;;
Genprey Coat S;Cota de Genprey S;Taille Genprey S;Fiancale Genprey S;Genprey-Waffenrock S;;
Ioprey Tasset S;Muslera de Ioprey S;Tassettes Ioprey S;Falda Ioprey S;Ioprey-Beinzeug S;;
Ioprey Coat S;Cota de Ioprey S;Taille Ioprey S;Fiancale Ioprey S;Ioprey-Waffenrock S;;
Kut-Ku Tasset S;Muslera de Kut-Ku S;Tassettes Kut-Ku S;Falda Kut-Ku S;Kut-Ku-Beinzeug S;;
Kut-Ku Coat S;Cota de Kut-Ku S;Taille Kut-Ku S;Fiancale Kut-Ku S;Kut-Ku-Waffenrock S;;
Cephalos Tasset S;Muslera Cephalos S;Tassettes Cephalos S;Falda Cephalos S;Cephalos-Beinzeug S;;
Cephalos Coat S;Cota de Cephalos S;Taille Cephalos S;Fiancale Cephalos S;Cephalos-WaffenrockS;;
Conga Tasset S;Muslera de Conga S;Tasset. Conga S;Falda di Conga S;Conga-Beinzeug S;;
Conga Coat S;Cota de Conga S;Taille Conga S;Fiancale di Conga S;Conga-Waffenrock S;;
Gypceros Tasset S;Muslera Gypceros S;Tassettes Gypceros S;Falda Gypceros S;Gypceros-Beinzeug S;;
Gypceros Coat S;Cota de Gypceros S;Taille Gypceros S;Fiancale Gypceros S;Gypceros-WaffenrockS;;
Khezu Tasset S;Muslera de Khezu S;Tassettes Khezu S;Falda Khezu S;Khezu-Beinzeug S;;
Khezu Coat S;Cota de Khezu S;Taille Khezu S;Fiancale Khezu S;Khezu-Waffenrock S;;
Hermitaur Tasset S;Muslera Hermitaur S;Tasset. Hermitaur S;Falda Hermitaur S;Hermitaur-Beinzeug S;;
Hermitaur Coat S;Cota de Hermitaur S;Taille Hermitaur S;Fiancale Hermitaur S;Hermitaur-Wffnrck S;;
Hypno Tasset S;Muslera Hypno S;Tassettes Hypno S;Falda Hypno S;Hypno-Beinzeug S;;
Hypno Coat S;Cota de Hypno S;Taille Hypno S;Fiancale Hypno S;Hypno-Waffenrock S;;
Basarios Tasset S;Muslera Basarios S;Tassettes Basarios S;Falda Basarios S;Basarios-Beinzeug S;;
Basarios Coat S;Cota de Basarios S;Taille Basarios S;Fiancale Basarios S;Basarios-WaffenrockS;;
Plesioth Tasset S;Muslera Plesioth S;Tassettes Plesioth S;Falda Plesioth S;Plesioth-Beinzeug S;;
Plesioth Coat S;Cota de Plesioth S;Taille Plesioth S;Fiancale Plesioth S;Plesioth-Wffnrck S;;
Monoblos Coil S;Campana de Monobl. S;Boucle Monoblos S;Campana Monoblos S;Monoblos-Lende S;;
Monoblos Coat S;Cota de Monoblos S;Taille Monoblos S;Fiancale Monoblos S;Monoblos-WaffenrockS;;
Garuga Tasset S;Muslera Garuga S;Tassettes Garuga S;Falda Garuga S;Garuga-Beinzeug S;;
Garuga Coat S;Cota de Garuga S;Taille Garuga S;Fiancale Garuga S;Garuga-Waffenrock S;;
Blango Tasset S;Muslera de Blango S;Tassettes Blango S;Falda di Blango S;Blango-Beinzeug S;;
Blango Coat S;Cota de Blango S;Taille Blango S;Fiancale di Blango S;Blango-Waffenrock S;;
Ceanataur Tasset S;Muslera Ceanataur S;Tasset. Ceanataur S;Falda di Ceanataur S;Ceanataur-Beinzeug S;;
Ceanataur Coat S;Cota de Ceanataur S;Taille Ceanataur S;Fiancale Ceanataur S;Ceanataur-Wffnrock S;;
Rathian Tasset S;Muslera de Rathian S;Tassettes Rathian S;Falda Rathian S;Rathian-Beinzeug S;;
Rathian Coat S;Cota de Rathian S;Taille Rathian S;Fiancale Rathian S;Rathian-Waffenrock S;;
Narga Tasset S;Muslera Narga S;Tassettes Narga S;Falda Narga S;Narga-Beinzeug S;;
Narga Coat S;Cota de Narga S;Taille Narga S;Fiancale Narga S;Narga-Waffenrock S;;
Tigrex Tasset S;Muslera de Tigrex S;Tassettes Tigrex S;Falda di Tigrex S;Tigrex-Beinzeug S;;
Tigrex Coat S;Cota de Tigrex S;Taille Tigrex S;Fiancale di Tigrex S;Tigrex-Waffenrock S;;
Rathalos Tasset S;Muslera Rathalos S;Tassettes Rathalos S;Falda Rathalos S;Rathalos-Beinzeug S;;
Rathalos Coat S;Cota de Rathalos S;Taille Rathalos S;Fiancale Rathalos S;Rathalos-WaffenrockS;;
Diablo Coil S;Campana de Diablo S;Boucle Diablos S;Campana di Diablos S;Diablos-Lende S;;
Diablo Coat S;Cota de Diablo S;Taille Diablos S;Fiancale Diablos S;Diablos-Waffenrock S;;
Gravios Tasset S;Muslera de Gravios S;Tassettes Gravios S;Falda Gravios S;Gravios-Beinzeug S;;
Gravios Coat S;Cota de Gravios S;Taille Gravios S;Fiancale Gravios S;Gravios-Waffenrock S;;
Leather Belt U;Cinturón de Cuero U;Ceinture de cuir U;Cintura Cuoio U;Ledergürtel U;;
Chain Belt U;Cinturón de Malla U;Ceint. de mailles U;Cintura Maglia U;Kettengürtel U;;
Hunter's Tasset U;Muslera de Cazador U;Tass. de chasseur U;Falda Cacciatore U;Jäger-Beinzeug U;;
Hunter's Coat U;Cota de Cazador U;Taille de chasseur U;Fiancale Cacciat. U;Jäger-Waffenrock U;;
Bone Tasset U;Muslera de Hueso U;Tassettes d'os U;Falda d’Osso U;Knochen-Beinzeug U;;
Bone Coat U;Cota de Hueso U;Taille d'os U;Fiancale d’Osso U;Knochen-Waffenrock U;;
Battle Tasset U;Muslera de Combate U;Tasset. de combat U;Falda Battaglia U;Kampf-Beinzeug U;;
Battle Coat U;Cota de Combate U;Taille de combat U;Fiancale Battaglia U;Kampf-Waffenrock U;;
Giaprey Tasset U;Muslera de Giaprey U;Tassettes Giaprey U;Falda di Giaprey U;Giaprey-Beinzeug U;;
Giaprey Coat U;Cota de Giaprey U;Taille Giaprey U;Fiancale Giaprey U;Giaprey-Waffenrock U;;
Vespoid Tasset U;Muslera de Vespoid U;Tassettes Vespoid U;Falda Vespoid U;Vespoid-Beinzeug U;;
Vespoid Coat U;Cota de Vespoid U;Taille Vespoid U;Fiancale Vespoid U;Vespoid-Waffenrock U;;
Hi-Metal Tasset U;Muslera Megametal U;Tasset. haut-métal U;Falda Hi-Metal U;Hochmetall-BeinzeugU;;
Hi-Metal Coat U;Cota de Megametal U;Taille haut-métal U;Fiancale Hi-Metal U;HochmetallWffnrock U;;
Steel Belt U;Cinturón de Acero U;Ceinture d'acier U;Cintura Acciaio U;Stahlgürtel U;;
Hornet Tasset U;Muslera de Hornet. U;Tassettes Hornet U;Falda Hornet U;Hornissen-Beinzeug U;;
Hornet Coat U;Cota de Hornet. U;Taille Hornet U;Fiancale Hornet U;HornissenWaffenrockU;;
Genprey Tasset U;Muslera de Genprey U;Tassettes Genprey U;Falda Genprey U;Genprey-Beinzeug U;;
Genprey Coat U;Cota de Genprey U;Taille Genprey U;Fiancale Genprey U;Genprey-Waffenrock U;;
Ioprey Tasset U;Muslera de Ioprey U;Tassettes Ioprey U;Falda Ioprey U;Ioprey-Beinzeug U;;
Ioprey Coat U;Cota de Ioprey U;Taille Ioprey U;Fiancale Ioprey U;Ioprey-Waffenrock U;;
Kut-Ku Tasset U;Muslera de Kut-Ku U;Tassettes Kut-Ku U;Falda Kut-Ku U;Kut-Ku-Beinzeug U;;
Kut-Ku Coat U;Cota de Kut-Ku U;Taille Kut-K u U;Fiancale Kut-Ku U;Kut-Ku-Waffenrock U;;
Cephalos Tasset U;Muslera Cephalos U;Tassettes Cephalos U;Falda Cephalos U;Cephalos-Beinzeug U;;
Cephalos Coat U;Cota de Cephalos U;Taille Cephalos U;Fiancale Cephalos U;Cephalos-WaffenrockU;;
Conga Tasset U;Muslera de Conga U;Tasset. Conga U;Falda di Conga U;Conga-Beinzeug U;;
Conga Coat U;Cota de Conga U;Taille Conga U;Fiancale di Conga U;Conga-Waffenrock U;;
Gypceros Tasset U;Muslera Gypceros U;Tassettes Gypceros U;Falda Gypceros U;Gypceros-Beinzeug U;;
Gypceros Coat U;Cota de Gypceros U;Taille Gypceros U;Fiancale Gypceros U;Gypceros-WaffenrockU;;
Khezu Tasset U;Muslera de Khezu U;Tassettes Khezu U;Falda Khezu U;Khezu-Beinzeug U;;
Khezu Coat U;Cota de Khezu U;Taille Khezu U;Fiancale Khezu U;Khezu-Waffenrock U;;
Hermitaur Tasset U;Muslera Hermitaur U;Tasset. Hermitaur U;Falda Hermitaur U;Hermitaur-Beinzeug U;;
Hermitaur Coat U;Cota de Hermitaur U;Taille Hermitaur U;Fiancale Hermitaur U;Hermitaur-Wffnrck U;;
Basarios Tasset U;Muslera Basarios U;Tassettes Basarios U;Falda Basarios U;Basarios-Beinzeug U;;
Basarios Coat U;Cota de Basarios U;Taille Basarios U;Fiancale Basarios U;Basarios-WaffenrockU;;
Blango Tasset U;Muslera de Blango U;Tassettes Blango U;Falda di Blango U;Blango-Beinzeug U;;
Blango Coat U;Cota de Blango U;Taille Blango U;Fiancale di Blango U;Blango-Waffenrock U;;
Ceanataur Tasset U;Muslera Ceanataur U;Tasset. Ceanataur U;Falda di Ceanataur U;Ceanataur-Beinzeug U;;
Ceanataur Coat U;Cota de Ceanataur U;Taille Ceanataur U;Fiancale Ceanataur U;Ceanataur-Wffnrock U;;
Diablo Coil U;Campana de Diablo U;Boucle Diablos U;Campana di Diablos U;Diablos-Lende U;;
Diablo Coat U;Cota de Diablo U;Taille Diablos U;Fiancale Diablos U;Diablos-Waffenrock U;;
Gravios Tasset U;Muslera de Gravios U;Tassettes Gravios U;Falda Gravios U;Gravios-Beinzeug U;;
Gravios Coat U;Cota de Gravios U;Taille Gravios U;Fiancale Gravios U;Gravios-Waffenrock U;;
Black Belt Tasset S;Musl. Cint. Neg. S;Tass. ceint. noire S;Falda Cintura Nera S;SchwarzgurtBeinzeugS;;
Shinobi Belt(Heaven);Cint. Shinobi(Par.);Ceint. Shinobi Cieux;Cint. Shin. (Parad.);ShinobGürtlHimmelrch;;
Shinobi Belt (Earth);Cint. Shinobi(Tier.);Ceint. Shinobi Terre;Cint. Shin. (Terra);Shinobi-Gürtel Erde;;
Red Guild Guard Coil;Cmp. Guar. Gre. Roja;Boucle grd.gld rouge;Camp. Rossa G. Gilda;Rt GildWächt-Wffnrck;;
Red Guild Guard Coat;Cota Guar. Gre. Roja;Taille grd.gld rouge;Fianc. Rosso G.Gilda;Rt GildWächt-Lende;;
Blue GuildGuard Coil;Cmp. Gua. Grem. Azul;Boucle grd.gld bleue;Camp.Blu Guard.Gilda;Bl GildWächt-Wffnrck;;
Blue GuildGuard Coat;Cota Gua. Grem. Azul;Taille grd.gld bleue;Fianc. Blu G. Gilda;Bl GildWächt-Lende;;
Red Guild Guard Coil;Cmp. Guar. Gre. Roja;Boucle grd.gld rouge;Camp. Rossa G. Gilda;Rt GildWächt-Wffnrck;;
Red Guild Guard Coat;Cota Guar. Gre. Roja;Taille grd.gld rouge;Fianc. Rosso G.Gilda;Rt GildWächt-Lende;;
Blue GuildGuard Coil;Cmp. Gua. Grem. Azul;Boucle grd.gld bleue;Camp.Blu Guard.Gilda;Bl GildWächt-Wffnrck;;
Blue GuildGuard Coat;Cota Gua. Grem. Azul;Taille grd.gld bleue;Fianc. Blu G. Gilda;Bl GildWächt-Lende;;
(dummy)Devil Blos Coil;(dummy)Devil Blos Coil;(dummy)Devil Blos Coil;(dummy)Devil Blos Coil;(dummy)Devil Blos Coil;;
(dummy)Devil Blos Coat;(dummy)Devil Blos Coat;(dummy)Devil Blos Coat;(dummy)Devil Blos Coat;(dummy)Devil Blos Coat;;
(dummy)Jolly Roger Coil;(dummy)Jolly Roger Coil;(dummy)Jolly Roger Coil;(dummy)Jolly Roger Coil;(dummy)Jolly Roger Coil;;
