english;spanish;french;italian;german;japanese;chinese
Swordsman Jewel;Joya espadachí n;Joyau bretteur;Gll Spadaccino;SchwrtkampfJuwel;;
Razor Jewel;Joya de cuchilla;Joyau rasoir;Gioiello Rasoio;Klingen-Juwel;;
Cutter Jewel;Joya de cúter;Joyau coupeur;Gll Taglierino;Schneid-Juwel;;
Sword Draw Jewel;Joya DesenfEsp;J. dégaine épée;Gll sfila spada;Schwertzug-Juwel;;
UnsheathingJewel;Joya arma en m.;J. arme en main;Gll sguainatore;ErnsthaftesJuwel;;
ShortChargeJewel;Joya CargaCorta;J. c harge courte;Gll Carica Corta;Kurzlade-Juwel;;
RapidChargeJewel;Joya CargaRápida;Joyau charge rpd;Gio.CaricaRapida;SchnellladeJuwel;;
Expert Jewel;Joya de experto;Joyau expert;Gioiello Esperto;Experten-Juwel;;
Celebrity Jewel;Joya celebridad;Joyau célébrité;Gll Celebrità;Promi-Juwel;;
Hermit Jewel;Joya de ermitaño;Joyau ermite;Gioiello Eremita;Einsiedler-Juwel;;
Grinder Jewel;Joya de afilador;Joyau pileur;Gioiello Mulino;Schleif-Juwel;;
Stone Wall Jewel;Joya par. piedra;Joyau muraille;Gll Muro pietra;Steinmauer-Juwel;;
IronCurtainJewel;Joya telón acero;Joyau rideau fer;GllCort.di ferro;EisnVorhangJuwel;;
Hard Wall Jewel;Joya pared dura;Joyau mur solide;Gll Muro duro;Hartmauer-Juwel;;
Wall Jewel;Joya pared;Joyau mur;Gioiello muro;Mauer-Juwel;;
StrongWall Jewel;Joya par. fuerte;Joyau rempart;Gll Muraglione;FesteMauer-Juwel;;
HvnlyShieldJewel;Joya escudo div.;Joyauboucl. ciel;Gll ScudoCeleste;HimmlSchldJuwel;;
Hardball Jewel;Joya lanzamiento;Joyau boulet;Gll Baseball;Wurf-Juwel;;
Early Bird Jewel;Joya madrugador;Joyau lève-tôt;Gll Mattiniero;Frühaufst-Juwel;;
High Speed Jewel;Joya alta veloc.;Joyau gd vitesse;Gll Alta veloc.;Schnell-Juwel;;
Cont. Fire Jewel;Joya FuegoCont;Joyau tir cont.;Gll Fuoco cont.;Dauerfeuer-Juwel;;
Barrage Jewel;Joya de ráfaga;Joyau barrage;Gioiello Raffica;Sperrfeuer-Juwel;;
Recoilless Jewel;Joya retroceso;Joyau anti-recul;Gll Senza rinc.;Rckstoßlos-Juwel;;
Shockless Jewel;Joya sin golpes;Joyau immobile;Gll Senza scosse;Schocklos-Juwel;;
StrongShot Jewel;Joya disp. fuer.;Joyau tir puiss.;Gll Colpo forte;StarkSchss-Juwel;;
StrongShotJewel+;Joya disp. fuer+;Joyau tir puiss+;Gll Colpo forte+;StrkSchussJuwel+;;
Pierce Jewel;Joya perforación;Joyau perçant;Gioiello Foro;Pierce-Juwel;;
Pierce Jewel+;Joya perf.+;Joyau p erçant +;Gioiello Foro+;Pierce-Juwel+;;
Pellet Jewel;Joya de perdigón;Joyau plomb;Gll Pallottola;Schrot-Juwel;;
Pellet Jewel+;Joya perdigón+;Joyau plomb +;Gll Pallottola+;Schrot-Juwel+;;
Shot Bonus Jewel;Joya bon. disp.;Joyau bonus tir;Gll Colpo bonus;BonusschussJuwel;;
PierceBonusJewel;Joya bon. perf.;Joyau bon. perç.;Gll Foro bonus;PierceBonusJuwel;;
PelletBonusJewel;Joya bon. perd.;Joyau bonus Plb;GllPallott.bonus;SchrotBonusJuwel;;
Crag Bonus Jewel;Joya bon. expl.;JoyauBonusExpl.;Gll Picco bonus;Crag-Bonus-Juwel;;
ScattrBonusJewel;Joya bon. frag.;Joyau bonus frag;Gll Framm. bonus;ScattrBonusJuwel;;
Power Coat Jewel;Joya RevestEng;J. Enduit énerg.;Gll sost. Forza;KraftbeschchtJwl;;
PowerCAddJewel;Joya AñRevEng;J. Aj. End énerg;GllAggSostForza;KrftBeschZufüJwl;;
Combo Coat Jewel;Joya RevestCombo;J. Enduit combo;Gll sost. Combo;KombobeschchtJwl;;
PoisonCoatJewel;Joya RevestVenen;J. Enduit poison;Gll sost. Veleno;GiftbeschichtJwl;;
ParalysCoatJewel;Joya RevestParál;J. Enduit paral.;Gll sost. Paral.;LähmbeschichtJwl;;
ParalysisCAddJwl;Joya AñRevParal;J. Aj. End Para.;GllAggSostParal;ParaBeschZufüJwl;;
Sleep Coat Jewel;Joya RevestSueño;J. Enduit somm.;Gll sost. Sonno;SchlafbschchtJwl;;
Ammo Box Jewel;Joya caja munic.;Joyau boîte mun.;Gll Cassa mun.;MunitKiste-Juwel;;
Magazine Jewel;Joya de cargador;Joyau barillet;Gll Caricatore;Magazin-Juwel;;
Sniper Jewel;Joya francotir.;Joyau sniper;Gll Cecchino;HeckenschtzJuwel;;
SharpshootrJewel;Joya gran tirad.;Joyau tir. élite;Gll Tir. scelto;ScharfschtzJuwel;;
SpecialAtk Jewel;Joya ataq. esp.;Joyau att. spé.;GllAttaccoSpec;SpezAngriffJuwel;;
SpecialAtkJewel+;Joya atq espec;Joyau att. spé.+;GllAttaccoSpec+;SpezialangrJuwl+;;
Element Jewel;Joya elemental;Joyau élément;Gll Elemento;Element-Juwel;;
Element Jewel+;Joya elemental+;Joyau élément +;Gll Elemento+;Element-Juwel+;;
Bombardier Jewel;Joya bombardero;Joyau bombardier;Gll Bombardiere;Bombardier-Juwel;;
TrapMasterJewel;Joya maestTrampa;Joyau m. piège;Gll mastro trap.;FallenmeisterJwl;;
PickyEater Jewel;Joya de comilón;Joyau picoreur;Gll Schizzinoso;Pingel-Juwel;;
Fasting Jewel;Joya de ayuno;Joyau diète;Gioiello Digiuno;Fasten-Juwel;;
No Food Jewel;Joya anul. com.;Joyau jeun;Gioiello no cibo;Kein-Essen-Juwel;;
Fatso Jewel;Joya de gordo;Joyau gradubide;Gll Ciccione;Fett-Juwel;;
QuickEaterJewel;Joya comer ráp.;Joyau mangevite;Gll Mangiaveloce;Schnelless-Juwel;;
Fast Food Jewel;Joya comida ráp.;Joyau Fast Food;Gll Fast Food;Fast-Food-Juwel;;
Scarfing Jewel;Joya de zampón;Joyau bouffe;Gll ingordigia;Abflammen-Juwel;;
BBQ Jewel;Joya de barbacoa;Joyau BBQ;Gioiello BBQ;Grill-Juwel;;
Marathon Jewel;Joya de maratón;Joyau marathon;Gll Maratona;Marathon-Juwel;;
Sprinter Jewel;Joya velocista;Joyau sprinteur;Gll Scattista;Sprinter-Juwel;;
ConsitutnJewel;Joya constit.;Joyau constit.;Gll Costituzione;KonstitutionJuwl;;
Health Jewel;Joya salud;Joyau santé;Gioiello salute;GesundheitsJuwel;;
Protection Jewel;Joya protección;Joyau protection;Gll Protezione;Schutz-Juwel;;
DivineProtectJwl;Joya prot.divina;J. prot. divine;GllProtez.Divina;GöttlSchutzJuwel;;
Earplug Jewel;Joya tapón oí do;Joyau bouchon;Gll Tpp orecchie;Ohrstöpsel-Juwel;;
Silencer Jewel;Joya silenciador;Joyau silencieux;Gll Silenziatore;Dämpf-Juwel;;
PaperweightJewel;Joya pisapapeles;Joyau pressepap.;Gll Fermacarte;BriefbeschwJuwel;;
HeavyMetal Jewel;Joya metal pes.;Joyau mét. lourd;Gll Metallo pes.;SchwermetallJuwl;;
Solid Rock Jewel;Joya roca sólida;Joyau roc solide;Gio.RocciaSolida;MassivsteinJuwel;;
Melt-Proof Jewel;Joya anti-fusión;Joyau fondpas;Gll No-fusione;SchmelzfestJuwel;;
Anti-Thaw Jewel;Joya anti-hielo;Joyau antigel;Gll Anti-gelo;Anti-Tau-Juwel;;
Evade Jewel;Joya de evasión;Joyau évasion;Gll Evasione;Ausweich-Juwel;;
Dodge Jewel;Joya de elusión;Joyau parade;Gll Schivata;Vermeid-Juwel;;
Jumping Jewel;Joya salto;Joyau de saut;Gioiello salto;Sprung-Juwel;;
Flying Jewel;Joya vuelo;Joyau volant;Gioello volante;Fliegendes Juwel;;
Danger Jewel;Joya de peligro;Joyau danger;Gll Pericolo;Gefahren-Juwel;;
Pinch Jewel;Joya de riesgo;Joyau de crise;Gll emergenza;Zwick-Juwel;;
Crisis Jewel;Joya de crisis;Joyau crise;Gioiello Crisi;Krisen-Juwel;;
Guts Jewel;Joya agallas;Joyau tripes;Gioiel. coraggio;Mut-Juwel;;
More Guts Jewel;Joya más agallas;Joyau courage;GioielloImpavido;Mehr-Mut-Juwel;;
Alarm Jewel;Joya de alarma;Joyau alarme;Gioiello Allarme;Alarm-Juwel;;
StayingPwr Jewel;Joya poder pers.;Joyau pvr pers.;Gll Permanenza;Durchhalte-Juwel;;
Permanence Jewel;Joya permanencia;Joyau permanence;Gll Permanenza+;Dauer-Juwel;;
Eternal Jewel;Joya eterna;Joyau éternel;Gioiello eterno;Ewiges Juwel;;
Friendship Jewel;Joya de amistad;Joyau amitié;Gll Amicizia;Freundsch-Juwel;;
Beloved Jewel;Joya amada;Joyau adoré;Gioiello Amato;Geliebten-Juwel;;
Tenderness Jewel;Joya ternura;Joyau tendresse;Gio. tenerezza;ZärtlichkeitJwel;;
Backpacker Jewel;Joya mochilero;Joyau explorat.;Gll Viaggiatore;Rucksack-Juwel;;
Impervious Jewel;Joya inmune;Joyau imperméab.;Gll Impervio;UndurchlässJuwel;;
Omnipotent Jewel;Joya omnipotente;Joyau omnipotent;Gll Onnipotente;Allmachts-Juwel;;
TrueResistJewel;Joya res. aut.;V. joyau résist.;Gio.vera resist.;EchtWiderstJuwel;;
Inferno Jewel;Joya infernal;Joyau infernal;Gioiello Inferno;Inferno-Juwel;;
Crimson Jewel;Joya carmesí;Joyau pourpre;Gioiello cremisi;Purpur-Juwel;;
Stream Jewel;Joya de arroyo;Joyau courant;Gll Ruscello;Fluss-Juwel;;
Torrent Jewel;Joya de torrente;Joyau torrent;Gll Torrente;Sturzflut-Juwel;;
Freeze Jewel;Joya de helada;Joyau gel;Gioiello Gelo;Frost-Juwel;;
Glacier Jewel;Joya de glaciar;Joyau glacier;Gll Ghiacciaio;Gletscher-Juwel;;
Lightning Jewel;Joya de rayo;Joyau éclair;Gioiello Fulmine;Blitz-Juwel;;
Thunder Jewel;Joya de trueno;Joyau tonnerre;Gioiello Tuono;Donner-Juwel;;
Slayer Jewel;Joya de asesino;Joyau tueur;Gll Uccisore;Schlächter-Juwel;;
Extinction Jewel;Joya extinción;Joyau extinction;Gll Estinzione;AusrottungsJuwel;;
DragonslyrJewel;Joya Matadrag.;Joy. tueur drg;GllAmmazzaDraghi;DrachentöterJwel;;
CoolBreeze Jewel;Joya bri. fresca;Joyau souff. fr.;Gll Brezza frsc;KühleBrise-Juwel;;
Cold Wind Jewel;Joya viento frí o;Joyau vent glacé;Gll Vento freddo;KalterWind-Juwel;;
ColdBreezeJewel;Joya brisa frí a;Joyau souff. gl.;GllBrezzaFredda;KalteBrise-Juwel;;
WarmBreeze Jewel;Joya bri. cálida;J. souff. Tiède;Gll Brezza calda;WarmeBrise-Juwel;;
Hot Wind Jewel;Joya v. cálido;Joyau vent chaud;Gll Vento caldo;HeißerWind-Juwel;;
HotBreezeJewel;Joya brisa cálor;Joyau souff. ch.;GllBrezzaCalda;HeißeBrise-Juwel;;
Map Jewel;Joya de mapa;Joyau plan;Gioiello Mappa;Karten-Juwel;;
Gathering Jewel;Joya de recogida;Joyau collecte;Gll Raccolta;Sammel-Juwel;;
Grab'n'DashJewel;Joya coge-corre;Joyau volàlatire;GllPrendi-scappa;Greifzu-Juwel;;
Good Luck Jewel;Joya b. suerte;Joyau bon augure;GllBuona fortuna;Viel-Glück-Juwel;;
Blessing Jewel;Joya bendición;Joyau béni;Gll Benedizione;Segens-Juwel;;
HideCutter Jewel;Joya cúter piel;Joyau cuir;Gll Tagliapelle;FellschneidJuwel;;
Carving Jewel;Joya cortador;Joyau dépeçage;Gioiello scalco;SchnitzereiJuwel;;
Tranq Jewel;Joya tranquil.;Joyau tranq.;GllTranquillante;BeruhigungsJuwel;;
Knockout Jewel;Joya KO;Joyau KO;Gioiello KO;Knockout-Juwel;;
Fate Jewel;Joya de destino;Joyau avenir;Gioiello Fato;Schicksals-Juwel;;
Destiny Jewel;Joya de sino;Joyau destiné;Gioiello Destino;Fügungs-Juwel;;
Fisher Jewel;Joya pescador;Joyau pêcheur;Gll Pescatore;Angler-Juwel;;
Psychic Jewel;Joya psí quica;Joyau psychique;Gll psichico;Visions-Juwel;;
Perceive Jewel;Joya percepción;Joyau perception;Gll Percezione;WahrnehmungJuwel;;
Feel Good Jewel;Joya bienestar;Joyau jovialité;Gll Benessere;Wohlfühl-Juwel;;
SpeedyRecvrJewel;Joya rec. veloz;Joyau récup.vite;Gll Rec. veloce;SchnllGenesJuwel;;
Curing Jewel;Joya curadora;Joyau soignant;Gll guaritore;Heilungs-Juwel;;
Cure All Jewel;Joya curatodo;Joyau soins;Gioiello Panacea;Heil alles-Juwel;;
Cure All Jewel+;Joya curatodo+;Joyau soins +;GioielloPanacea+;AllheilmitlJuwel;;
Professor Jewel;Joya de profesor;Joyau professeur;Gll Professore;Professor-Juwel;;
Armory Jewel;Joya de armerí a;Joyau armurerie;Gioiello Armeria;Waffnkmmer-Juwel;;
SecretArts Jewel;Joya artes secr.;Joyau artsecrets;Gll Arti segrete;GeheimKunstJuwel;;
Small Arms Jewel;Joya brazos peq.;Joyau petitbras;Gll Armi piccole;Handwaffen-Juwel;;
Howitzer Jewel;Joya de obús;Joyau obusier;Gioiello Obice;Haubitzen-Juwel;;
Fife Jewel;Joya de pí fano;Joyau fifre;Gioiello Piffero;Pfeif-Juwel;;
Cat Guide Jewel;Joya guí a gato;Joyau guide chat;Gll guida gatto;KatzenführerJwel;;
Cat Attack Jewel;Joya ataque gato;Joyau att. chat;Gll attac. gatto;KatzenangrifJwel;;
CatDefenseJewel;Joya def gato;Joyau déf. chat;Gll difesa gatto;KatzenverteidJwl;;
