english;spanish;french;italian;german;japanese;chinese
LV2 Paralysis S;Disp. Paral. Nv2;;;;LV2 麻痺弾;LV2 麻痹弹
LV1 Sleep S;Disp. Sueño Nv1;;;;LV1 睡眠弾;LV1 睡眠弹
LV2 Sleep S;Disp. Sueño Nv2;;;;LV2 睡眠弾;LV2 睡眠弹
LV1 Exhaust S;Disp. Fatiga Nv1;;;;LV1 減気弾;LV1 减气弹
LV2 Exhaust S;Disp. Fatiga Nv2;;;;LV2 減気弾;LV2 减气弹
Slicing S;Disp. Cortador;;;;斬裂弾;斩裂弹
Wyvernfire S;Fuego de Wyvern;;;;竜撃弾;龙击弹
Slime S;Disparo Baba;;;;爆破弾;爆破弹
LV1 Recov S;Disp. Recup. Nv1;;;;LV1 回復弾;LV1 回复弹
LV2 Recov S;Disp . Recup. Nv2;;;;LV2 回復弾;LV2 回复弹
Demon S;Disparo Demonio;;;;鬼人弾 ;鬼人弹
Armor S;Disparo Armadura;;;;硬化弾 ;硬化弹
Paint S;Disparo Pintura;;;;ペイント弾 ;染色弹
Tranq S;Disp. Tranquil.;;;;捕獲用麻酔弾 ;捕获用麻醉弹
Empty Bottle;Frasco Vacío;;;;空きビン;空瓶
Power Coating;Rev. De Energía;;;;強撃ビン;强击瓶
C.Range Coating;Rev. De Corte;;;;接撃ビン ;接击瓶
Poison Coating;Rev. De Veneno;;;;毒ビン ;毒瓶
Paralysis Coating;Rev. Paralizante;;;;麻痺ビン ;麻痹瓶
Sleep Coating;Rev. De Sueño;;;;睡眠ビン ;睡眠瓶
Exhaust Coating;Rev. De Fatiga;;;;減気ビン ;减气瓶
Slime Coating;Revest. Baba;;;;爆破ビン ;爆破瓶
Paint Coating;Rev. De Pintura;;;;ペイントビン ;染色瓶
Bugfood Power+1, Fire+1;Cebo Bicho Poder / Fuego;;;;力の虫餌・火;力之虫饵・火
Bugfood Stamina+1, Water+1;Cebo Bicho Estamina / Fuego;;;;体の虫餌・水;体之虫饵・水
Bugfood Speed+1, Thunder+1;Cebo Bicho Velocidad / Trueno;;;;速の虫餌・雷;速之虫饵・雷
Bugfood Speed+1, Ice+1;Cebo Bicho Velocidad / Hielo;;;;速の虫餌・氷;速之虫饵・冰
Bugfood Stamina+1, Dragon+1;Cebo Bicho Estamina / Dragón;;;;体の虫餌・龍;体之虫饵・龙
Bugfood Power+2;Cebo Bicho Poder +;;;;力の上虫餌;力之上虫饵
Bugfood Stamina+2;Cebo Bicho Estamina +;;;;体の上虫餌;体之上虫饵
Bugfood Speed+2;Cebo Bicho Velocidad +;;;;速の上虫餌;速之上虫饵
Bugfood, Fire+2;Cebo Bicho Fuego +;;;;虫餌・火炎;虫饵・火炎
Bugfood, Water+2;Cebo Bicho Agua +;;;;虫餌・流水;虫饵・流水
Bugfood, Thunder+2;Cebo Bicho Trueno +;;;;虫餌・雷光;虫饵・雷光
Bugfood, Ice+2;Cebo Bicho Hielo +;;;;虫餌・氷結;虫饵・冰结
Bugfood, Dragon+2;Cebo Bicho Dragón +;;;;虫餌・破龍;虫饵・破龙
Bugfood Power+2, Fire+1;Cebo Bicho Poder + / Fuego;;;;力の上虫餌・火;力之上虫饵・火
Bugfood Stamina+2, Water+1;Cebo Bicho Estamina + / Agua;;;;体の上虫餌・水;体之上虫饵・水
Bugfood Speed+2, Thunder+1;Cebo Bicho Velocidad + / Trueno;;;;速の上虫餌・雷;速之上虫饵・雷
Bugfood Power+1, Fire+2;Cebo Bicho Poder / Fuego +;;;;力の虫餌・火炎;力之虫饵・火炎
Bugfood Speed+1, Water+2;Cebo Bicho Velocidad / Agua +;;;;速の虫餌・流水;速之虫饵・流水
Bugfood Speed+1, Thunder+2;Cebo Bicho Velocidad / Trueno +;;;;速の虫餌・雷光;速之虫饵・雷光
Bugfood Speed+1, Ice+2;Cebo Bicho Velocidad / Hielo +;;;;速の虫餌・氷結;速之虫饵・冰结
Bugfood Stamina+1, Dragon+2;Cebo Bicho Estamina / Dragón +;;;;体の虫餌・破龍;体之虫饵・破龙
Worm;Gusano;;;;釣りミミズ;蚯蚓鱼饵
Mega Fishing Fly;Megamosca Pesca;;;;釣りフィーバエ;苍蝇鱼饵
Frog;Rana;;;;釣りカエル;青蛙鱼饵
Sushifish Bait;Cebo Pez Sushi;;;;サシミダンゴ;鱼刺身团子
Arowana Bait;Cebo Reventón;;;;バクダンゴ;虫团子
Goldenfish Bait;Cebo Pez Dorado;;;;黄金ダンゴ;黄金团子
Old Pickaxe;Pico Antiguo;;;;ボロピッケル;破铁镐
Pickaxe;Pico de Hierro;;;;ピッケル;铁镐
Mega Pickaxe;Megapico;;;;ピッケルグレート;铁镐Ｇ
Old Bugnet;Red Bichos Ant.;;;;ボロ虫あみ;破捕虫网
Bugnet;Red de Bichos;;;;虫あみ;捕虫网
Mega Bugnet;Megarred bichos;;;;虫あみグレート;捕虫网Ｇ
BBQ Spit;Asador Barbacoa;;;;肉焼きセット;烤肉架
Whetstone;Piedra de Afilar;;;;砥石;砥石
Binoculars;Prismáticos;;;;双眼鏡;双眼镜
Garbage;Basura;;;;もえないゴミ;不可燃垃圾
Field Horn;Cuerno Atrayente;;;;角笛;角笛
Health Horn;Flauta de Salud;;;;回復笛;回复笛
Antidote Horn;Flauta Antídoto;;;;解毒笛;解毒笛
Demon Horn;Flauta Demonio;;;;鬼人笛;鬼人笛
Armor Horn;Flauta Armadura;;;;硬化笛;硬化笛
Honey;Miel;;;;ハチミツ;蜂蜜
Herb;Hierba;;;;薬草;药草
AntidoteHerb;Hierba Antídoto;;;;げどく草;解毒草
Fire Herb;Hierba de Fuego;;;;火薬草;火药草
Ivy;Hiedra;;;;ツタの葉;常春藤叶
Sleep Herb;Hierba Somnífera;;;;ネムリ草;睡眠草
Sap Plant;Planta de Savia;;;;ネンチャク草;粘着草
Felvine;Vid Felyne;;;;マタタビ;木天蓼
Sunset Root;Raiz de Pasto;;;;落陽草の根;洛阳草的根
Hot Pepper;Pimiento Picante;;;;トウガラシ;辣椒
Dragonflower Seed;Flor Dragón Esp.;;;;竜仙花の種;龙仙花种子
Dragonflower;Flor Dragón;;;;竜仙花;龙仙花
Dragon Elixir;Elixir Dragón;;;;竜仙丹;龙仙丹
Blue Mushroom;Seta Azúl;;;;アオキノコ;蓝蘑菇
Nitroshroom;Nitroseta;;;;ニトロダケ;硝化伞菇
Parashroom;Paraliseta;;;;マヒダケ;麻痹伞菇
Toadstool;Hongo;;;;毒テングダケ;毒伞菇
Exciteshroom;Seta Excitante;;;;ドキドキノコ;心跳蘑菇
Stamina Shroom;Hongo Resistencia;;;;クタビレタケ;疲劳伞菇
Dragon Toadstool;Hongo Dragón;;;;マンドラゴラ;曼陀罗
Paintberry;Baya Pintura;;;;ペイントの実;染色果
Might Seed;Semilla de Poder;;;;怪力の種;怪力之种
Adamant Seed;Semilla Armadura;;;;忍耐の種;忍耐之种
Nulberry;Curibaya;;;;ウチケシの実;抵消果实
Dragonfell Berry;Baya Mata Dragón;;;;龍殺しの実;杀龙果
Scatternut;Nuez Frágil;;;;はじけクルミ;爆裂核桃
Needleberry;Baya Aguja;;;;ハリの実;针果
Spikeberry;Baya Penetrante;;;;ツラヌキの実;贯通果
Bomberry;Baya Bomba;;;;カクサンの実;扩散果
Bumblepumpkin;Supercalabazón;;;;ペピポパンプキン;大南瓜
Stone;Piedra;;;;石ころ;小石子
Iron Ore;Mineral hierro;;;;鉄鉱石;铁矿石
Earth Crystal;Cristal tierra;;;;大地の結晶;大地结晶
Machalite Ore;Min. Machalita;;;;マカライト鉱石;燕雀石
Dragonite Ore;Min. Dragonita;;;;ドラグライト鉱石;辉龙石
Lightcrystal;Cristal ligero;;;;ライトクリスタル;光水晶
Ice Crystal;Cristal Hielo;;;;氷結晶;冰结晶
Firestone;Piedra Fuego;;;;紅蓮石;红莲石
Levitalite Ore;Mineral Rebitelita;;;;レビテライト鉱石;天闪石
Sky Crystal;Mineral Cielo;;;;天空の結晶;天空结晶
Carbalite Ore;Mineral Carbalita;;;;カブレライト鉱石;灵鹤石
Novacrystal;Cristal Nova;;;;ノヴァクリスタル;辉水晶
Union Ore;Mineral Fucium;;;;ユニオン鉱石;白鹭石
Firecell Stone;Piedra Lava;;;;獄炎石;狱炎石
Fulcralite Ore;Mineral Fulcolita;;;;フルクライト鉱石;星崩石
Polisher;Piedra Abrasiva;;;;研磨材;研磨材
Polisher+;Piedra Abrasiva Alta Cal.;;;;高級研磨材;高级研磨材
HG Polisher;Piedra Abrasiva Superior;;;;最高級研磨材;最高级研磨材
Armor Stone;Piedra Armadura;;;;鎧石;铠石
Armor Sphere;Esfera Armadura;;;;鎧玉;铠玉
Armor Sphere+;Esfera Armadura+;;;;上鎧玉;上铠玉
Adv Armor Sphere;Esf. Armad. av.;;;;尖鎧玉;尖铠玉
Hrd Armor Sphere;Esf. Armad. Dura;;;;堅鎧玉;坚铠玉
Hvy Armor Sphere;Esf. Armad. Pes.;;;;重鎧玉;重铠玉
Tru Armor Sphere;Esf. Armad. Pura;;;;真鎧玉;真铠玉
Whetfish;Caballa Cuchillo;;;;キレアジ;切味鱼
Sushifish;Pez Sushi;;;;サシミウオ;鱼刺身
Sleepfish;Pez Somnífero;;;;眠魚;眠鱼
Pin Tuna;Atún Pincho;;;;ハリマグロ;针金枪鱼
Spear Tuna;Pez Arpón;;;;カジキマグロ;旗鱼
Popfish;Pez Estruendoso;;;;はじけイワシ;爆裂沙丁鱼
Scatterfish;Pez Frágil;;;;カクサンデメキン;扩散凸眼金鱼
Burst Arowana;Arrowana Revent.;;;;ハレツアロワナ;破裂龙鱼
Bomb Arowana;Arrowana Bomba;;;;バクレツアロワナ;爆裂龙鱼
Glutton Tuna;Atún Glotón;;;;大食いマグロ;贪食金枪鱼
Great Glutton Tuna;Atun Gloton Alfa;;;;ドス大食いマグロ;超贪食金枪鱼
Sm Goldenfish;Pez Dorado Peq.;;;;小金魚;小金鱼
Wanchovy;Anchoa;;;;シンドイワシ;深水沙丁鱼
Ancient Fish;Pez Antiguo;;;;古代魚;古代鱼
Cutlassfish;Cortacuello Azul;;;;イチノタチウオ;太刀鱼
Guild Ticket;Billete del Gremio;;;;ギルドチケット;工会票
Guild Ticket S;Billete del Gremio S;;;;ギルドチケットS;工会票Ｓ
Insect Husk;Cáscara Insecto;;;;虫の死骸;虫的死骸
Guild Ticket+;Billete del Gremio G;;;;ギルドチケットＧ;工会票Ｇ
Bombhopper;Pestimontes;;;;ボンバッタ;骨蚱蜢
Snakebee Larva;Larva Serpiente;;;;ツチハチノコ;土蜂的幼虫
Godbug;Bicho Divino;;;;不死虫;不死虫
Bitterbug;Bicho Amargo;;;;にが虫;苦虫
Flashbug;Bicho Luminoso;;;;光蟲;光虫
Thunderbug;Bicho Eléctrico;;;;雷光虫;雷光虫
Gluehopper;Saltamontes Pegajoso;;;;のりこねバッタ;粘着蚱蜢
Killer Beetle;Escarab. Asesino;;;;キラビートル;杀人蜂幼虫
Hercudrome;Hercudrome;;;;ドスヘラクレス;独角甲虫王
Fulgurbug;Bicho Fulgor;;;;超電雷光虫;超电雷光虫
Rare Scarab;Escarabajo Raro;;;;マレコガネ;稀有金龟子
Maiden Butterfly;Libelula Escarabajo;;;;オオツノアゲハ;大津风蝴蝶
Butterfly Beetle;Mariposa Escarabajo;;;;オオクワアゲハ;大锹扬羽虫
Monster Bone S;Hueso Monstruo Peq.;;;;竜骨【小】;龙骨【小】
Monster Bone M;Hueso Monstruo Med.;;;;竜骨【中】;龙骨【中】
Monster Bone L;Hueso Montruo Grnde.;;;;竜骨【大】;龙骨【大】
Mystery Bone;Hueso Misterioso;;;;なぞの骨;谜之骨
Unkown Skull;Cráneo Desconoc.;;;;なぞの頭骨;谜之头骨
Monster Bone+;Hueso Monstruo +;;;;上竜骨;上龙骨
Monster Keenbone;Hueso Monstruo Afilado;;;;尖竜骨;尖龙骨
Monster Hardbone;Hueso Monstruo Duro;;;;堅竜骨;坚龙骨
Elder Dragonbone;Hueso de Drgn. Anciano;;;;古龍骨;古龙骨
Avian Finebone;Hueso aviar fino;;;;上質な鳥竜骨;上质的鸟龙骨
Pelagus Bone;Hueso Bruto;;;;獣骨;兽骨
Jumbo Bone;Hueso Descomunal;;;;大きな骨;大骨
Stoutbone;Hueso Robusto;;;;堅牢な骨;坚固之骨
Dragonbone Relic;Hueso Reliquia Dragón;;;;いにしえの龍骨;远古龙骨
Wyvern Fang;Colmillo Wyvern;;;;竜の牙;龙牙
Wyvern Claw;Garra de Wyvern;;;;竜の爪;龙爪
Bird Wyvern Stone;Gema ave Wyvern;;;;鳥竜玉;鸟龙玉
Wyvern Stone;Piedra de Wyvern;;;;竜玉;龙玉
Elder Dragon Blood;Sangre Drgn. Anc.;;;;古龍の血;古龙血
Steel Egg;Huevo de acero;;;;鋼のたまご;钢蛋
Silver Egg;Huevo de plata;;;;銀のたまご;银蛋
Golden Egg;Huevo de oro;;;;金のたまご;金蛋
Slickaxe;Pico de Expansion;;;;フエールピッケル;增殖镐
Screamer;Lanzagritos;;;;鳴き袋;鸣袋
Poison Sac;Bolsa de Veneno;;;;毒袋;毒袋
Toxin Sac;Bolsa de Toxinas;;;;猛毒袋;猛毒袋
Paralysis Sac;Bolsa Parálisis;;;;麻痺袋;麻痹袋
Sleep Sac;Bolsa Somnífera;;;;睡眠袋;睡眠袋
Flame Sac;Bolsa de Llama;;;;火炎袋;火炎袋
Inferno Sac;Bolsa Infernal;;;;爆炎袋;爆炎袋
Thunder Sac;Bolsa Electrica;;;;電気袋;电气袋
Lightning Sac;Bolsa Trueno;;;;電撃袋;电击袋
Frost Sac;Bolsa Helada;;;;氷結袋;冰结袋
Freezer Sac;Bolsa Congelante;;;;凍結袋;冻结袋
Aqua Sac;Bolsa Agua;;;;水袋;水袋
Torrent Sac;Bolsta Torrente;;;;大水袋;大水袋
Dash Extract;Extracto Poder;;;;狂走エキス;狂走浸出物
Pale Extract;Extracto Pálido;;;;アルビノエキス;白色浸出物
Gargwa Feather;Pluma Gargwa;;;;丸鳥の羽;丸鸟的羽
Kelbi Horn;Cuerno de Kelbi;;;;ケルビの角;羚鹿的角
Blue Kelbi Horn;Cuer. Kelbi Azul;;;;ケルビの蒼角;羚鹿的苍角
Warm Pelt;Piel Cálida;;;;暖かい毛皮;暖和的毛皮
Quality Pelt;Pel Alta Calid.;;;;上質な毛皮;上质的毛皮
Rhenoplos Shell;Concha Rhenoplos;;;;草食竜の甲殻;草食龙的甲壳
Rhenoplos Carapace;Capar. Rhenoplos;;;;草食竜の堅殻;草食龙的坚壳
Rhenoplos Scalp;Cuero Cab. Rhenoplos;;;;草食竜の頭殻;草食龙的头壳
Slagtoth Hide;Piel de Slagtoth;;;;垂皮竜の皮;垂皮龙的皮
Slagtoth Hide+;Piel Slagtoth +;;;;垂皮竜の上皮;垂皮龙的上皮
Bnahabra Shell;Concha Bnahabra;;;;飛甲虫の甲殻;飞甲虫的甲壳
Bnahabra Carapace;Caparazon Bnahabra;;;;飛甲虫の堅殻;飞甲虫的坚壳
Bnahabra Wing;Ala Bnahabra;;;;飛甲虫の羽;飞甲虫的羽
Altaroth Jaw;Mandíb. Altaroth;;;;甲虫の大顎;甲虫的大颚
Altaroth Stomach;Estóm. Altaroth;;;;甲虫の腹袋;甲虫的腹袋
Quality Sac;Bolsa de Calidad;;;;上質な腹袋;上质的腹袋
Sharpened Fang;Colmillo afilado;;;;とがった牙;尖牙
Kunchuu Shell;Concha de Kunchuu;;;;盾虫の甲殻;盾虫的甲壳
Kunchuu Carapace;Caparazon de kunchuu;;;;盾虫の堅殻;盾虫的坚壳
Remobra Skin;Piel de Remobra;;;;翼蛇竜の皮;翼蛇龙的皮
Remobra Skin+;Piel de Remobra +;;;;翼蛇竜の上皮;翼蛇龙的上皮
Striped Skin;Piel Rayada;;;;縞模様の皮;缟模样的皮
Remobra Skull;Cabeza de Remobra;;;;翼蛇竜の頭;翼蛇龙的头
Jaggi Scale;Escama Jaggi;;;;ジャギィの鱗;小狗龙的鳞
Jaggi Scale+;Escama Jaggi +;;;;ジャギィの上鱗;小狗龙的上鳞
Jaggi Hide;Piel Jaggi;;;;ジャギィの皮;小狗龙的皮
Bird Wyvern Fang;Colm. Ave Wyvern;;;;鳥竜種の牙;鸟龙种的牙
Bird Wyvern Hide+;Piel de Ave Resistente;;;;強靭な鳥竜皮;强韧的鸟龙皮
Great Jaggi Hide;Piel Gran Jaggi;;;;狗竜の皮;狗龙的皮
Great Jaggi Hide+;Piel Gran Jaggi +;;;;狗竜の上皮;狗龙的上皮
Great Jaggi Claw;Garra Gran Jaggi;;;;狗竜の爪;狗龙的爪
Great Jaggi Claw+;Garra G-Jaggi +;;;;狗竜の尖爪;狗龙的尖爪
King's Frill;Adorno Real;;;;王者のエリマキ;王者的围脖
Great Jaggi Head;Cabeza G-Jaggi;;;;狗竜の頭;狗龙的头
Velociprey Scale;Escama de Velociprey;;;;ランポスの鱗;蓝速龙的鳞
Velociprey Scale+;Escama de Velociprey +;;;;ランポスの上鱗;蓝速龙的上鳞
Velociprey Hide;Piel de Velociprey;;;;ランポスの皮;蓝速龙的皮
Velociprey Hide+;Piel de Velociprey +;;;;ランポスの上皮;蓝速龙的上皮
Velocidrome Hide;Piel de Velocidrome;;;;ドスランポスの皮;蓝速龙王的皮
Velocidrome Claw;Garra de Velocidrome;;;;ドスランポスの爪;蓝速龙王的爪
Velociprey Claw+;Garra de Velocidrome +;;;;ランポスの尖爪;蓝速龙的尖爪
Velocidrome Head;Cabeza de Velocidrome;;;;ドスランポスの頭;蓝速龙王的头
Genprey Fang;Colmillo de Genprey;;;;ゲネポスの麻痺牙;黄速龙的麻痹牙
Genprey Scale;Escama de Genprey ;;;;ゲネポスの鱗;黄速龙的鳞
Genprey Scale+;Escama de Genprey +;;;;ゲネポスの上鱗;黄速龙的上鳞
Genprey Hide;Piel Genprey;;;;ゲネポスの皮;黄速龙的皮
Genprey Hide+;Piel Genprey +;;;;ゲネポスの上皮;黄速龙的上皮
Gendrome Hide;Piel de Gendrome;;;;ドスゲネポスの皮;黄速龙王的皮
Gendrome Tail;Cola de Gendrome;;;;ドスゲネポスの尾;黄速龙王的尾
Gendrome Head;Cabeza de Gendrome;;;;ドスゲネポスの頭;黄速龙王的头
Ioprey Fang;Colmillo de Ioprey;;;;イーオスの毒牙;红速龙的毒牙
Ioprey Scale;Escamade Ioprey;;;;イーオスの鱗;红速龙的鳞
Ioprey Scale+;Escama de Ioprey +;;;;イーオスの上鱗;红速龙的上鳞
Ioprey Hide;Piel de Ioprey;;;;イーオスの皮;红速龙的皮
Ioprey Hide+;Piel de Ioprey +;;;;イーオスの上皮;红速龙的上皮
Iodrome Hide;Piel de Iodrome;;;;ドスイーオスの皮;红速龙王的皮
Iodrome Head;Cabeza de Iodrome;;;;ドスイーオスの頭;红速龙王的头
Lagombi Pelt;Piel de Lagombi;;;;白兎獣の毛;白兔兽的毛
Lagombi Pelt+;Piel de Lagombi +;;;;白兎獣の剛毛;白兔兽的刚毛
Lagombi Ear;Oreja Lagombi;;;;白兎獣の耳;白兔兽的耳
Lagombi Ear+;Oreja Lagombi +;;;;白兎獣の大耳;白兔兽的大耳
Lagombi Plastron;Peto de Lagombi;;;;白兎獣の腹甲;白兔兽的腹甲
Lagombi Plastron+;Peto de Lagombi +;;;;白兎獣の堅腹甲;白兔兽的坚腹甲
Lagombi Claw;Garra Lagombi;;;;白兎獣の氷爪;白兔兽的冰爪
Lagombi Claw+;Garra Lagombi +;;;;白兎獣の凍爪;白兔兽的冻爪
Kut-Ku Scale;Escama de Kut-Ku;;;;怪鳥の鱗;怪鸟的鳞
Kut-Ku Scale+;Escama de Kut-Ku +;;;;怪鳥の上鱗;怪鸟的上鳞
Kut-Ku Shell;Concha de Kut-Ku;;;;怪鳥の甲殻;怪鸟的甲壳
Kut-Ku Carapace;Caparazón de Kut-Ku;;;;怪鳥の堅殻;怪鸟的坚壳
Kut-Ku Ear;Oreja de Kut-Ku;;;;怪鳥の耳;怪鸟的耳
Kut-Ku Long Ear;Oreja Larga de Kut-Ku;;;;怪鳥の地獄耳;怪鸟的地狱耳
Huge Beak;Pico Gigante;;;;巨大なクチバシ;巨大的喙
Fine Beak;Pico Esplendido;;;;立派なクチバシ;漂亮的喙
Kut-Ku Webbing;Cincha de Kut-Ku;;;;怪鳥の翼膜;怪鸟的翼膜
Blue Kut-Ku Scale+;Escama Kut-Ku Azul  +;;;;青怪鳥の上鱗;青怪鸟的上鳞
