english;spanish;french;italian;german;japanese;chinese
Butterfly Clypeus;Clípeo de mariposa;Clypeus Papillon;Caput farfalla;Schmetterling-Clypeus;パピメルカプト;
Death Stench Brain;Cerebro pestilente;Cerveau putride;Cervello puzza morte;Todesgestank-Hirn;デスギアゲヒル;
Death Stench Soul;Alma pestilente;Âme putride;Anima puzza morte;Todesgestank-Seele;デスギアゼレ;
Acorn Helm;Casco de bellota;Heaume Châtaigne;Elmo ghianda;Eichelhelm;どんぐりヘルム;
Acorn Cap;Gorra de bellota;Calot Châtaigne;Cappello ghianda;Eichelkappe;どんぐりキャップ;
Mosgharl Vizor;Visera de Mosgharl;Visière Mosgharl;Visiera Mosgharl;Mosgharl-Visier;マギュルフロール;
Mosgharl Brim;Ala de Mosgharl;Voile Mosgharl;Tesa Mosgharl;Mosgharl-Krempe;マギュルブルーメ;
Edel Vizor;Visera de Edel;Visière Edel;Visiera Edel;Edel-Visier;エーデルフロール;
Edel Bloom;Flor de Edel;Fleur Edel;Fiore Edel;Edel-Blüte;エーデルブルーメ;
Skalda Vertex;Vértice de Skalda;Vertex Skalda;Zenith Skalda;Skalda-Vertex;スカルダテスタ;
Skalda Clypeus;Clípeo de Skalda;Clypeus Skalda;Caput Skalda;Skalda-Clypeus;スカルダカプト;
Spio Vertex;Vértice de Spio;Vertex Spio;Zenith Spio;Spio-Vertex;スパイオテスタ;
Spio Clypeus;Clípeo de Spio;Clypeus Spio;Caput Spio;Spio-Clypeus;スパイオカプト;
Larinoth Mask;Máscara Larinoth;Masque Larinoth;Maschera Larinoth;Larinoth-Maske;リモスフェイク;
Gargwa Mask;Máscara de Gargwa;Masque Gargwa;Maschera Gargwa;Gargwa-Maske;ガーグァフェイク;
Moofah Head;Cabeza de Moofah;Tête Moofah;Testa Moofah;Muufah-Kopf;ムーファヘッド;
Moofah Wig;Peluca de Moofah;Perruque Moofah;Parrucca Moofah;Muufah-Perücke;ムーファウィッグ;
False Felyne;Felyne falso;Faux Felyne;Falso Felyne;Falsche Felyne;アイルーフェイク;
Velociprey Head;Cabeza Velociprey;Tête Velociprey;Testa Velociprey;Velociprey-Kopf;ランポスヘッド;
Velociprey Mask;Máscara Velociprey;Masque Velociprey;Maschera Velociprey;Velociprey-Maske;ランポスフェイス;
Genprey Head;Cabeza de Genprey;Tête Genprey;Testa Genprey;Genprey-Kopf;ゲネポスヘッド;
Genprey Mask;Máscara de Genprey;Masque Genprey;Maschera Genprey;Genprey-Maske;ゲネポスフェイス;
Ioprey Head;Cabeza de Ioprey;Tête Ioprey;Testa Ioprey;Ioprey-Haupt;イーオスヘッド;
Ioprey Mask;Máscara de Ioprey;Visage Ioprey;Faccia Ioprey;Ioprey-Gesicht;イーオスフェイス;
Remobra Headgear;Cubrecabeza Remobra;Tête Remobra;Copricapo Remobra;RemobraKopfbedeckung;ガブラスヘッド;
Remobra Mask;Máscara de Remobra;Visage Remobra;Maschera Remobra;Remobra-Maske;ガブラスフェイス;
Ioprey Helm;Casco de Ioprey;Heaume Ioprey;Elmo Ioprey;Ioprey-Helm;イーオスヘルム;
Ioprey Cap;Gorro de Ioprey;Calot Ioprey;Cappello Ioprey;Ioprey-Kappe;イーオスキャップ;
Kut-Ku Helm;Casco de Kut-Ku;Heaume Kut-Ku;Elmo Kut-Ku;Kut-Ku-Helm;クックヘルム;
Kut-Ku Cap;Gorro de Kut-Ku;Calot Kut-Ku;Cappello Kut-Ku;Kut-Ku-Kappe;クックキャップ;
Lagombi Helm;Casco de Lagombi;Heaume Lagombi;Elmo Lagombi;Lagombi-Helm;ウルクヘルム;
Lagombi Cap;Gorro de Lagombi;Calot Lagombi;Cappello Lagombi;Lagombi-Kappe;ウルクキャップ;
Gypceros Helm;Casco de Gypceros;Heaume Gypceros;Elmo Gypceros;Gypceros-Helm;ゲリョスヘルム;
Gypceros Cap;Gorro de Gypceros;Calot Gypceros;Cappello Gypceros;Gypceros-Kappe;ゲリョスキャップ;
Tetsucabra Helm;Casco de Tetsucabra;Heaume Tetsucabra;Elmo Tetsucabra;Tetsucabra-Helm;カブラヘルム;
Tetsucabra Cap;Gorro de Tetsucabra;Calot Tetsucabra;Cappello Tetsucabra;Tetsucabra-Kappe;カブラキャップ;
Hermitaur Helm;Casco de Hermitaur;Heaume Hermitaur;Elmo Hermitaur;Hermitaur-Helm;ザザミヘルム;
Hermitaur Cap;Gorro de Hermitaur;Calot Hermitaur;Cappello Hermitaur;Hermitaur-Kappe;ザザミキャップ;
Volvidon Helm;Casco de Volvidon;Heaume Volvidon;Elmo Volvidon;Volvidon-Helm;ラングロヘルム;
Volvidon Cap;Gorro de Volvidon;Calot Volvidon;Cappello Volvidon;Volvidon-Kappe;ラングロキャップ;
Ludroth Helm;Casco de Ludroth;Heaume Ludroth;Elmo Ludroth;Ludroth-Helm;ルドロスヘルム;
Ludroth Cap;Gorro de Ludroth;Calot Ludroth;Cappello Ludroth;Ludroth-Kappe;ルドロスキャップ;
Malfestio Helm;Casco de Malfestio;Heaume Malfestio;Elmo Malfestio;Malfestio-Helm;ホロロヘルム;
Malfestio Cap;Gorra de Malfestio;Calot Malfestio;Cappello Malfestio;Malfestio-Kappe;ホロロキャップ;
Khezu Helm;Casco de Khezu;Heaume Khezu;Elmo Khezu;Khezu-Helm;フルフルヘルム;
Khezu Cap;Gorro de Khezu;Calot Khezu;Cappello Khezu;Khezu-Kappe;フルフルキャップ;
Rathian Helm;Casco de Rathian;Heaume Rathian;Elmo Rathian;Rathian-Helm;レイアヘルム;
Rathian Cap;Gorro de Rathian;Calot Rathian;Cappello Rathian;Rathian-Kappe;レイアキャップ;
Nibelsnarf Helm;Casco de Nibelsnarf;Heaume Nibelsnarf;Elmo Nibelsnarf;Nibelsnarf-Helm;ハプルヘルム;
Nibelsnarf Cap;Gorro de Nibelsnarf;Calot Nibelsnarf;Cappello Nibelsnarf;Nibelsnarf-Kappe;ハプルキャップ;
Blango Helm;Casco de Blango;Heaume Blango;Elmo Blango;Blango-Helm;ブランゴヘルム;
Blango Cap;Gorro de Blango;Calot Blango;Cappello Blango;Blango-Kappe;ブランゴキャップ;
Ceanataur Helm;Casco de Ceanataur;Heaume Ceanataur;Elmo Ceanataur;Ceanataur-Helm;ギザミヘルム;
Ceanataur Cap;Gorro de Ceanataur;Calot Ceanataur;Cappello Ceanataur;Ceanataur-Kappe;ギザミキャップ;
Najarala Helm;Casco de Najarala;Heaume Najarala;Elmo Najarala;Najarala-Helm;ガララヘルム;
Najarala Cap;Gorro de Najarala;Calot Najarala;Cappello Najarala;Najarala-Kappe;ガララキャップ;
Nargacuga Helm;Casco de Nargacuga;Heaume Nargacuga;Elmo Nargacuga;Nargacuga-Helm;ナルガヘルム;
Nargacuga Cap;Gorro de Nargacuga;Calot Nargacuga;Cappello Nargacuga;Nargacuga-Kappe;ナルガキャップ;
Scholarly Hood;Capucha de erudito;Capuchon du savoir;Berretto sapiente;Gelehrtenkapuze;サージュフート;
Scholarly Cap;Gorra de erudito;Calot du savoir;Cappello sapiente;Gelehrtenkappe;サージュキャップ;
Vaik Helm;Casco de Vaik;Heaume Vaik;Elmo Vaik;Vaik-Helm;ヴァイクヘルム;
Vaik Cap;Gorra de Vaik;Calot Vaik;Cappello Vaik;Vaik-Kappe;ヴァイクキャップ;
Skull Visage;Rostro cadavérico;Tête de mort;Viso di teschio;Schädel-Antlitz;スカルヘッド;
Skull Mask;Máscara de calavera;Visage de mort;Faccia di teschio;Totenschädel;スカルフェイス;
Aelucanth Vertex;Vértice de Aelucanth;Vertex Aelucanth;Zenith Aelucanth;Aelucanth-Vertex;ロワーガテスタ;
Aelucanth Clypeus;Clípeo Aelucanth;Clypeus Aelucanth;Caput Aelucanth;Aelucanth-Clypeus;ロワーガカプト;
Rhopessa Vertex;Vértice de Rhopessa;Vertex Rhopessa;Zenith Rhopessa;Rhopessa-Vertex;ファルメルテスタ;
Rhopessa Clypeus;Clípeo de Rhopessa;Clypeus Rhopessa;Caput Rhopessa;Rhopessa-Clypeus;ファルメルカプト;
Garuga Helm;Casco de Garuga;Heaume Garuga;Elmo Garuga;Garuga-Helm;ガルルガヘルム;
Garuga Cap;Gorro de Garuga;Calot Garuga;Cappello Garuga;Garuga-Kappe;ガルルガキャップ;
Garuga Mask;Máscara de Garuga;Masque Garuga;Maschera Garuga;Garuga-Maske;ガルルガフェイク;
Uragaan Helm;Casco de Uragaan;Heaume Uragaan;Elmo Uragaan;Uragaan-Helm;ガンキンヘルム;
Uragaan Cap;Gorro de Uragaan;Calot Uragaan;Cappello Uragaan;Uragaan-Kappe;ガンキンキャップ;
Rathalos Helm;Casco de Rathalos;Heaume Rathalos;Elmo Rathalos;Rathalos-Helm;レウスヘルム;
Rathalos Cap;Gorro de Rathalos;Calot Rathalos;Cappello Rathalos;Rathalos-Kappe;レウスキャップ;
Lagiacrus Helm;Casco de Lagiacrus;Heaume Lagiacrus;Elmo Lagiacrus;Lagiacrus-Helm;ラギアヘルム;
Lagiacrus Cap;Gorro de Lagiacrus;Calot Lagiacrus;Cappello Lagiacrus;Lagiacrus-Kappe;ラギアキャップ;
Zinogre Helm;Casco de Zinogre;Heaume Zinogre;Elmo Zinogre;Zinogre-Helm;ジンオウヘルム;
Zinogre Cap;Gorro de Zinogre;Calot Zinogre;Cappello Zinogre;Zinogre-Kappe;ジンオウキャップ;
Mizutsune Helm;Casco de Mizutsune;Heaume Mizutsune;Elmo Mizutsune;Mizutsune-Helm;ミツネヘルム;
Mizutsune Mask;Máscara Mizutsune;Masque Mizutsune;Maschera Mizutsune;Mizutsune-Maske;ミツネキャップ;
Astalos Helm;Casco de Astalos;Heaume Astalos;Elmo Astalos;Astalos-Helm;ゼクスヘルム;
Astalos Cap;Gorro de Astalos;Calot Astalos;Cappello Astalos;Astalos-Kappe;ゼクスキャップ;
Gammoth Helm;Casco de Gammoth;Heaume Gammoth;Elmo Gammoth;Gammoth-Helm;ガムートヘルム;
Gammoth Cap;Gorro de Gammoth;Calot Gammoth;Cappello Gammoth;Gammoth-Kappe;ガムートキャップ;
Glavenus Helm;Casco de Glavenus;Heaume Glavenus;Elmo Glavenus;Glavenus-Helm;ディノヘルム;
Glavenus Cap;Gorro de Glavenus;Calot Glavenus;Cappello Glavenus;Glavenus-Kappe;ディノキャップ;
Gore Helm;Casco de Gore;Heaume Gore;Elmo Gore Magala;Gore-Magala-Helm;ゴアヘルム;
Gore Cap;Gorro de Gore;Calot Gore;Cappello Gore Magala;Gore-Magala-Kappe;ゴアキャップ;
Regios Helm;Casco de Regios;Heaume Regios;Elmo Regios;Regios-Helm;レギオスヘルム;
Regios Cap;Gorro de Regios;Calot Regios;Cappello Regios;Regios-Kappe;レギオスキャップ;
Tigrex Helm;Casco de Tigrex;Heaume Tigrex;Elmo Tigrex;Tigrex-Helm;レックスヘルム;
Tigrex Cap;Gorro de Tigrex;Calot Tigrex;Cappello Tigrex;Tigrex-Kappe;レックスキャップ;
Kirin Horn;Cuerno de Kirin;Corne Kirin;Corno Kirin;Kirin-Horn;キリンホーン;
Kirin Crest;Cresta de Kirin;Crête Kirin;Cresta Kirin;Kirin-Kamm;キリンコルノ;
Brachydios Helm;Casco de Brachydios;Heaume Brachydios;Elmo Brachydios;Brachydios-Helm;ブラキヘルム;
Brachydios Cap;Gorro de Brachydios;Calot Brachydios;Cappello Brachydios;Brachydios-Kappe;ブラキキャップ;
Arc Helm;Casco de arco;Heaume Archange;Elmo dell'arco;Erz-Helm;アークヘルム;
Arc Cap;Gorro de arco;Calot Archange;Cappello dell'arco;Erz-Kappe;アークキャップ;
Storge Helm;Casco de amor filial;Heaume Philia;Elmo storge;Philia-Helm;フィリアヘルム;
Storge Cap;Gorro de amor filial;Calot Philia;Cappello storge;Philia-Kappe;フィリアキャップ;
Kushala Glare;Fulgor de Kushala;Regard Kushala;Riverbero Kushala;Kushala-Blender;クシャナアンク;
Kushala Snarl;Gruñido de Kushala;Grondement Kushala;Ringhio Kushala;Kushala-Knurrer;クシャナスーラ;
Mizuha Cap;Gorro de Mizuha;Eboshi Mizuha;Cappello Mizuha;Mizuha-Eboshi;ミヅハ【烏帽子】;
Cham Hat;Gorro extravagante;Eboshi fantasque;Cappello stravagante;Fantasie-Eboshi;トヨタマ【烏帽子】;
Kaiser Crown;Corona de Káiser;Couronne Kaiser;Corona Kaiser;Kaiser-Krone;カイザークラウン;
Kaiser Mask;Máscara de Káiser;Masque Kaiser;Maschera Kaiser;Kaiser-Maske;カイザーマスク;
Skeletal Skull;Cráneo óseo;Crâne squelette;Cranio scheletrico;Skelett-Schädel;骸装甲【頭骨】;
Decayed Skull;Cráneo roto;Crâne ancien;Cranio decomposto;Modriger Schädel;屍装甲【頭骨】;
Black Head;Cabeza negra;Tête noire;Testa nera;Schwarzer Kopf;ブラックヘッド;
Black Face;Cara negra;Visage noir;Faccia nera;Schwarzes Gesicht;ブラックフェイス;
Black Belt Helm;Casco cinturón negro;Heaume obi noir;Elmo cintura nera;Schwarzgurt-Helm;クロオビヘルム;
Black Belt Cap;Gorro cinturón negro;Calot obi noir;Capp. cintura nera;Schwarzgurt-Kappe;クロオビキャップ;
Guild Bard Lobos;Pluma bardo gremio;Fedora de barde;Feluca bardo;Gildenbarden-Lobos;ギルドバードロポス;
Guild Bard Hat;Sombrero bardo gremio;Chapeau de barde;Copricapo bardo;Gildenbarden-Hut;ギルドバードハット;
Maiden's Hat;Sombrero sirvienta;Serre-tête Soubrette;Copricapo damigella;Magd-Hut;メイドカチューシャ;
French Maid Glasses;Gafas de criada;Lunettes Gothic Lolita;Occhiali french maid;Hausmagd-Brille;プライベートグラス;
Helper Hood;Capucha de ayudante;Capuchon Servante;Cappuccio aiutante;Helfer-Haube;ヘルパーフード;
Healer Glasses;Gafas de sanador;Lunettes Guérisseuse;Occhiali guaritrice;Heiler-Brille;ヒーラーグラス;
Dianthus Cap;Capucha Dianthus;Bonnet Dianthus;Cappa Dianthus;Dianthus-Kappe;撫子【布冠】;
Campanile Cap;Capucha campanilla;Bonnet Campanile;Cappa Campanile;Campanile-Kappe;桔梗【布冠】;
Bath Towel;Toalla de baño;Serviette de bain;Asciugamano da bagno;Badehandtuch;ユアミタオル;
Gourmew Toque;Sombrero Gourmiáu;Toque Gourmiaou;Toque Gourmiao;Gourmiau-Haube;グルニャントック;
Gourmew Cap;Gorro de Gourmiáu;Calot Gourmiaou;Cappello Gourmiao;Gourmiau-Kappe;グルニャンキャップ;
Leather Helm S;Casco de cuero S;Heaume en cuir S;Elmo di cuoio S;Leder-Helm S;レザーＳヘルム;
Leather Cap S;Gorro de cuero S;Calot en cuir S;Cappello di cuoio S;Leder-Kappe S;レザーＳキャップ;
Chainmail Helm S;Casco de malla S;Heaume en maille S;Elmo di cotta S;Ketten-Helm S;チェーンＳヘルム;
Chainmail Cap S;Gorro de malla S;Calot en maille S;Cappello di cotta S;Ketten-Kappe S;チェーンＳキャップ;
Bherna Turban S;Turbante Bherna S;Turban Bherna S;Turbante Bherna S;Bherna-Turban S;ベルダーＳターバン;
Bherna Cap S;Gorra de Bherna S;Calot Bherna S;Cappello Bherna S;Bherna-Kappe S;ベルダーＳキャップ;
Hunting Helm S;Casco de caza S;Heaume Fauconnier S;Elmo caccia S;Jagdhelm S;ハントＳヘルム;
Hunting Cap S;Gorra de caza S;Calot Fauconnier S;Cappello caccia S;Jagdkappe S;ハントＳキャップ;
Mafumofu Hood S;Capucha Mafumofu S;Capuchon Mafumofu S;Cappuccio Mafumofu S;Mafumofu-Kapuze S;マフモフＳフード;
Mafumofu Cap S;Gorra Mafumofu S;Calot Mafumofu S;Cappello Mafumofu S;Mafumofu-Kappe S;マフモフＳキャップ;
Yukumo Sky Kasa;Kasa cielo Yukumo;Kasa Yukumo Ciel;Kasa Yukumo cielo;Yukumo-Kasa Luft;ユクモノカサ・天;
Yukumo Land Kasa;Kasa tierra Yukumo;Kasa Yukumo Terre;Kasa Yukumo terra;Yukumo-Kasa Land;ユクモノカサ・地;
Hunter's Helm S;Casco de cazador S;Heaume de chasseur S;Elmo cacciatore S;Jäger-Helm S;ハンターＳヘルム;
Hunter's Cap S;Gorro de cazador S;Calot de chasseur S;Capp. cacciatore S;Jäger-Kappe S;ハンターＳキャップ;
Hunter's Helm R;Casco cazador R;Heaume chasseur R;Elmo cacciatore R;Jäger-Helm R;ハンターＲヘルム;
Hunter's Cap R;Gorro cazador R;Calot chasseur R;Capp. cacciatore R;Jäger-Kappe R;ハンターＲキャップ;
Bone Helm S;Casco de hueso S;Heaume d'os S;Elmo d'osso S;Knochen-Helm S;ボーンＳヘルム;
Bone Cap S;Gorro de hueso S;Calot d'os S;Cappello d'osso S;Knochen-Kappe S;ボーンＳキャップ;
Chaos Archbun;Archipastel caos;Chignon du chaos;Arcifungo del caos;Chaos-Erzknoten;混沌のパオ・覇;
Chaos Archdiadem;Archidiadema caos;Fronteau du chaos;Arcidiadema del caos;Chaos-Erzdiadem;混沌のヅァン・覇;
Melahoa Hat S;Sombrero Melahoa S;Chapeau Melahoa S;Cappello Melahoa S;Melahoa-Hut S;メルホアＳフロール;
Melahoa Bloom S;Flor Melahoa S;Fleur Melahoa S;Fiore Melahoa S;Melahoa-Blüte S;メルホアＳブルーメ;
Melahoa Hat U;Sombrero Melahoa U;Coiffe Melahoa U;Cappello Melahoa U;Melahoa-Hut U;メルホアＵフロール;
Melahoa Bloom U;Flor Melahoa U;Fleur Melahoa U;Fiore Melahoa U;Melahoa-Blüte U;メルホアＵブルーメ;
Makluva Hood S;Capucha Makluva S;Capuchon Makluva S;Cappuccio Makluva S;Makluva-Kapuze S;マカルパＳフード;
Makluva Gills S;Agallas Makluva S;Branchies Makluva S;Branchie Makluva S;Makluva-Kiemen S;マカルパＳブランシ;
Makluva Hood U;Capucha Makluva U;Capuchon Makluva U;Cappuccio Makluva U;Makluva-Kapuze U;マカルパＵフード;
Makluva Gills U;Agallas Makluva U;Branchies Makluva U;Branchie Makluva U;Makluva-Kiemen U;マカルパＵブランシ;
Bistro Toque S;Sombrero de chef S;Toque de bistro S;Toque Bistrò S;Bistro-Haube S;ビストロＳトック;
Bistro Cap S;Gorro de chef S;Calot de bistro S;Cappello Bistrò S;Bistro-Kappe S;ビストロＳキャップ;
Acorn Helm S;Casco de bellota S;Casque Châtaigne S;Elmo ghianda S;Eichelhelm S;どんぐりＳヘルム;
Acorn Cap S;Gorra de bellota S;Calot Châtaigne S;Cappello ghianda S;Eichelkappe S;どんぐりＳキャップ;
Mosgharl Vizor S;Visera Mosgharl S;Visière Mosgharl S;Visiera Mosgharl S;Mosgharl-Visier S;マギュルＳフロール;
Mosgharl Brim S;Ala de Mosgharl S;Voile Mosgharl S;Tesa Mosgharl S;Mosgharl-Krempe S;マギュルＳブルーメ;
Edel Vizor S;Visera de Edel S;Visière Edel S;Visiera Edel S;Edel-Visier S;エーデルＳフロール;
Edel Bloom S;Flor de Edel S;Fleur Edel S;Fiore Edel S;Edel-Blüte S;エーデルＳブルーメ;
Moofah Head S;Cabeza de Moofah S;Tête Moofah S;Testa Moofah S;Muufah-Kopf S;ムーファＳヘッド;
Moofah Wig S;Peluca de Moofah S;Perruque Moofah S;Parrucca Moofah S;Muufah-Perücke S;ムーファＳウィッグ;
Slagtoth Hood;Capucha de Slagtoth;Capuche Slagtoth;Cappuccio Slagtoth;Slagtoth-Kapuze;ズワロフード;
Slagtoth Cowl;Caperuza de Slagtoth;Coule Slagtoth;Bautta Slagtoth;Slagtoth-Kutte;ズワロフッド;
Larinoth Mask S;Máscara Larinoth S;Masque Larinoth S;Maschera Larinoth S;Larinoth-Maske S;リモスＳフェイク;
Gargwa Mask S;Máscara Gargwa S;Masque Gargwa S;Maschera Gargwa S;Gargwa-Maske S;ガーグァＳフェイク;
False Felyne S;Felyne falso S;Faux Felyne S;Falso Felyne S;Falsche Felyne S;アイルーＳフェイク;
Velociprey Head S;Cabeza Velociprey S;Tête Velociprey S;Testa Velociprey S;Velociprey-Kopf S;ランポスＳヘッド;
Velociprey Mask S;Máscara Velociprey S;Masque Velociprey S;Maschera Velociprey S;Velociprey-Maske S;ランポスＳフェイス;
Genprey Head S;Cabeza Genprey S;Tête Genprey S;Testa Genprey S;Genprey-Kopf S;ゲネポスＳヘッド;
Genprey Mask S;Máscara Genprey S;Masque Genprey S;Maschera Genprey S;Genprey-Maske S;ゲネポスＳフェイス;
Ioprey Head S;Cabeza Ioprey S;Tête Ioprey S;Testa Ioprey S;Ioprey-Kopf S;イーオスＳヘッド;
Ioprey Mask S;Máscara Ioprey S;Visage Ioprey S;Maschera Ioprey S;Ioprey-Maske S;イーオスＳフェイス;
Remobra Headgear S;Cubrecabez. Remobra S;Tête Remobra S;Copricapo Remobra S;RemobraKopfbedeckngS;ガブラスＳヘッド;
Remobra Mask S;Máscara de Remobra S;Visage Remobra S;Maschera Remobra S;Remobra-Maske S;ガブラスＳフェイス;
