english;spanish;french;italian;german;japanese;chinese
Nargacuga Coat;;;;;ナルガコート;
Scholarly Sash;;;;;サージュコイル;
Scholarly Coat;;;;;サージュコート;
Vaik Faulds;;;;;ヴァイクフォールド;
Vaik Coat;;;;;ヴァイクコート;
Aelucanth Elytra;;;;;ロワーガアンカ;
Aelucanth Alae;;;;;ロワーガコクサ;
Rhopessa Elytra;;;;;ファルメルアンカ;
Rhopessa Alae;;;;;ファルメルコクサ;
Garuga Tassets;;;;;ガルルガフォールド;
Garuga Coat;;;;;ガルルガコート;
Uragaan Faulds;;;;;ガンキンフォールド;
Uragaan Coat;;;;;ガンキンコート;
Rathalos Faulds;;;;;レウスフォールド;
Rathalos Coat;;;;;レウスコート;
Lagiacrus Faulds;;;;;ラギアフォールド;
Lagiacrus Coat;;;;;ラギアコート;
Zinogre Faulds;;;;;ジンオウフォールド;
Zinogre Coat;;;;;ジンオウコート;
Mizutsune Faulds;;;;;ミツネフォールド;
Mizutsune Coat;;;;;ミツネコート;
Astalos Faulds;;;;;ゼクスフォールド;
Astalos Coat;;;;;ゼクスコート;
Gammoth Faulds;;;;;ガムートフォールド;
Gammoth Coat;;;;;ガムートコート;
Glavenus Faulds;;;;;ディノフォールド;
Glavenus Coat;;;;;ディノコート;
Gore Faulds;;;;;ゴアフォールド;
Gore Coat;;;;;ゴアコート;
Regios Tassets;;;;;レギオスフォールド;
Regios Coat;;;;;レギオスコート;
Tigrex Tassets;;;;;レックスフォールド;
Tigrex Coat;;;;;レックスコート;
Kirin Hoop;;;;;キリンフープ;
Kirin Shorts;;;;;キリンショルト;
Brachydios Faulds;;;;;ブラキフォールド;
Brachydios Coat;;;;;ブラキコート;
Arc Faulds;;;;;アークフォールド;
Arc Coat;;;;;アークコート;
Storge Faulds;;;;;フィリアフォールド;
Storge Coat;;;;;フィリアコート;
Kushala Cocoon;;;;;クシャナアンダ;
Kushala Wind Wrap;;;;;クシャナアドミ;
Mizuha Sash;;;;;ミヅハ【丸帯】;
Cham Coat;;;;;トヨタマ【丸帯】;
Kaiser Tassets;;;;;カイザーフォールド;
Kaiser Coat;;;;;カイザーコート;
Skeletal Hipbone;;;;;骸装甲【腰骨】;
Decayed Hipbone;;;;;屍装甲【腰骨】;
Black Spine;;;;;ブラックスパイン;
Black Scale;;;;;ブラックスケイル;
Black Belt Tassets;;;;;クロオビフォールド;
Black Belt Coat;;;;;クロオビコート;
Guild Bard Coil;;;;;ギルドバードコイル;
Guild Bard Coat;;;;;ギルドバードコート;
Maiden's Skirt;;;;;メイドスカート;
French Maid Frills;;;;;プライベートフリル;
Helper Skirt;;;;;ヘルパースカート;
Healer Frills;;;;;ヒーラーフリル;
Dianthus Skirt;;;;;撫子【枝垂】;
Campanile Skirt;;;;;桔梗【枝垂】;
Gourmew Sarong;;;;;グルニャンサロン;
Gourmew Apron;;;;;グルニャンエプロン;
Leather Faulds S;;;;;レザーＳフォールド;
Leather Coat S;;;;;レザーＳコート;
Chainmail Faulds S;;;;;チェーンＳフォールド;
Chainmail Coat S;;;;;チェーンＳコート;
Bherna Belt S;;;;;ベルダーＳベルト;
Bherna Coat S;;;;;ベルダーＳコート;
Hunting Faulds S;;;;;ハントＳフォールド;
Hunting Coat S;;;;;ハントＳコート;
Mafumofu Coil S;;;;;マフモフＳコイル;
Mafumofu Coat S;;;;;マフモフＳコート;
Yukumo Sky Obi;;;;;ユクモノオビ・天;
Yukumo Land Obi;;;;;ユクモノオビ・地;
Loc Lac Kilt S;;;;;ロックラックＳコイル;
Hunter's Faulds S;;;;;ハンターＳフォールド;
Hunter's Coat S;;;;;ハンターＳコート;
Hunter's Faulds R;;;;;ハンターＲフォールド;
Hunter's Coat R;;;;;ハンターＲコート;
Bone Faulds S;;;;;ボーンＳフォールド;
Bone Coat S;;;;;ボーンＳコート;
Light Belt S;;;;;スキンライトＳベルト;
Iron Belt S;;;;;アイアンＳベルト;
Melahoa Folia S;;;;;メルホアＳオッハ;
Melahoa Trunk S;;;;;メルホアＳブラット;
Melahoa Folia U;;;;;メルホアＵオッハ;
Melahoa Trunk U;;;;;メルホアＵブラット;
Makluva Coil S;;;;;マカルパＳコイル;
Makluva Fin S;;;;;マカルパＳナジュワ;
Makluva Coil U;;;;;マカルパＵコイル;
Makluva Fin U;;;;;マカルパＵナジュワ;
Bistro Sarong S;;;;;ビストロＳサロン;
Bistro Apron S;;;;;ビストロＳエプロン;
Mosgharl Folia S;;;;;マギュルＳオッハ;
Mosgharl Fronds S;;;;;マギュルＳブラット;
Edel Folia S;;;;;エーデルＳオッハ;
Edel Fronds S;;;;;エーデルＳブラット;
Moofah Coil S;;;;;ムーファＳコイル;
Moofah Coat S;;;;;ムーファＳコート;
Remobra Belt S;;;;;ガブラスーツＳベルト;
Remobra Band S;;;;;ガブラスーツＳバンド;
Mosswine Hip S;;;;;モスＳヒップ;
Rhenoplos Coil S;;;;;リノプロＳコイル;
Rhenoplos Coat S;;;;;リノプロＳコート;
Jaggi Faulds S;;;;;ジャギィＳフォールド;
Jaggi Coat S;;;;;ジャギィＳコート;
Droth Faulds S;;;;;ドロスＳフォールド;
Droth Coat S;;;;;ドロスＳコート;
Uroktor Tassets S;;;;;コトルＳフォールド;
Uroktor Coat S;;;;;コトルＳコート;
Maccao Faulds S;;;;;マッカォＳフォールド;
Maccao Coat S;;;;;マッカォＳコート;
Velociprey Tassets S;;;;;ランポスＳフォールド;
Velociprey Coat S;;;;;ランポスＳコート;
Giaprey Faulds S;;;;;ギアノスＳフォールド;
Giaprey Coat S;;;;;ギアノスＳコート;
Genprey Tassets S;;;;;ゲネポスＳフォールド;
Genprey Coat S;;;;;ゲネポスＳコート;
EX Genprey Tassets;;;;;EXゲネポスフォールド;
EX Genprey Coat;;;;;EXゲネポスコート;
Ioprey Tassets S;;;;;イーオスＳフォールド;
Ioprey Coat S;;;;;イーオスＳコート;
EX Ioprey Tassets;;;;;EXイーオスフォールド;
EX Ioprey Coat;;;;;EXイーオスコート;
Vespoid Tassets S;;;;;ランゴＳフォールド;
Vespoid Coat S;;;;;ランゴＳコート;
EX Vespoid Tassets;;;;;EXランゴフォールド;
EX Vespoid Coat;;;;;EXランゴコート;
Hornetaur Tassets S;;;;;タロスＳフォールド;
Hornetaur Coat S;;;;;タロスＳコート;
EX Hornetaur Tassets;;;;;EXタロスフォールド;
EX Hornetaur Coat;;;;;EXタロスコート;
Hornetaur Tassets R;;;;;タロスＲフォールド;
Hornetaur Coat R;;;;;タロスＲコート;
Bnahabra Coil S;;;;;ブナハＳコイル;
Bnahabra Coat S;;;;;ブナハＳコート;
Bulldrome Faulds S;;;;;ファンゴＳフォールド;
Bulldrome Coat S;;;;;ファンゴＳコート;
Arzuros Faulds S;;;;;アシラＳフォールド;
Arzuros Coat S;;;;;アシラＳコート;
Cephalos Tassets S;;;;;ガレオスＳフォールド;
Cephalos Coat S;;;;;ガレオスＳコート;
EX Cephalos Tassets;;;;;EXガレオスフォールド;
EX Cephalos Coat;;;;;EXガレオスコート;
Kut-Ku Tassets S;;;;;クックＳフォールド;
Kut-Ku Coat S;;;;;クックＳコート;
Kecha Faulds;;;;;ケチャフォールド;
Kecha Coat;;;;;ケチャコート;
Lagombi Faulds S;;;;;ウルクＳフォールド;
Lagombi Coat S;;;;;ウルクＳコート;
Gypceros Tassets S;;;;;ゲリョスＳフォールド;
Gypceros Coat S;;;;;ゲリョスＳコート;
Gypceros Tassets R;;;;;ゲリョスＲフォールド;
Gypceros Coat R;;;;;ゲリョスＲコート;
Tetsucabra Faulds S;;;;;カブラＳフォールド;
Tetsucabra Coat S;;;;;カブラＳコート;
Hermitaur Tassets S;;;;;ザザミＳフォールド;
Hermitaur Coat S;;;;;ザザミＳコート;
EX Hermitaur Tassets;;;;;EXザザミフォールド;
EX Hermitaur Coat;;;;;EXザザミコート;
Hermitaur Tassets R;;;;;ザザミＲフォールド;
Hermitaur Coat R;;;;;ザザミＲコート;
Volvidon Faulds S;;;;;ラングロＳフォールド;
Volvidon Coat S;;;;;ラングロＳコート;
Conga Tassets;;;;;コンガフォールド;
Conga Coat;;;;;コンガコート;
Ludroth Faulds S;;;;;ルドロスＳフォールド;
Ludroth Coat S;;;;;ルドロスＳコート;
Ludroth Tassets R;;;;;ルドロスＲフォールド;
Ludroth Coat R;;;;;ルドロスＲコート;
Barroth Faulds;;;;;ボロスフォールド;
Barroth Coat;;;;;ボロスコート;
Lecturer's Skirt;;;;;エコールスカート;
Lecturer's Frills;;;;;エコールフリル;
Alloy Coil S;;;;;アロイＳコイル;
Alloy Coat S;;;;;アロイＳコート;
Alloy Coil R;;;;;アロイＲコイル;
Alloy Coat R;;;;;アロイＲコート;
Battle Tassets S;;;;;バトルＳフォールド;
Battle Coat S;;;;;バトルＳコート;
Ingot Coil S;;;;;インゴットＳコイル;
Ingot Coat S;;;;;インゴットＳコート;
Ingot Coil R;;;;;インゴットＲコイル;
Ingot Coat R;;;;;インゴットＲコート;
High Metal Tassets S;;;;;ハイメタＳフォールド;
High Metal Coat S;;;;;ハイメタＳコート;
High Metal Tassets U;;;;;ハイメタＵフォールド;
High Metal Coat U;;;;;ハイメタＵコート;
Lobster Coil;;;;;Ｋ・ロブスタコイル;
Lobster Coat;;;;;Ｋ・ロブスタコート;
Obituary Elytra S;;;;;オウビートＳアンカ;
Obituary Alae S;;;;;オウビートＳコクサ;
Butterfly Elytra S;;;;;パピメルＳアンカ;
Butterfly Alae S;;;;;パピメルＳコクサ;
Death Stench Bowels S;;;;;デスギアＳナーベル;
Death Stench Belly S;;;;;デスギアＳガイツ;
Death Stench Bowels R;;;;;デスギアＲナーベル;
Death Stench Belly R;;;;;デスギアＲガイツ;
Vaik Faulds S;;;;;ヴァイクＳフォールド;
Vaik Coat S;;;;;ヴァイクＳコート;
Aelucanth Elytra S;;;;;ロワーガＳアンカ;
Aelucanth Alae S;;;;;ロワーガＳコクサ;
Rhopessa Elytra S;;;;;ファルメルＳアンカ;
Rhopessa Alae S;;;;;ファルメルＳコクサ;
Patissier's Sarong;;;;;パティシエサロン;
Patissier's Apron;;;;;パティシエエプロン;
Skalda Elytra S;;;;;スカルダＳアンカ;
Skalda Alae S;;;;;スカルダＳコクサ;
Spio Elytra S;;;;;スパイオＳアンカ;
Spio Alae S;;;;;スパイオＳコクサ;
Basarios Tassets;;;;;バサルフォールド;
Basarios Coat;;;;;バサルコート;
Malfestio Faulds S;;;;;ホロロＳフォールド;
Malfestio Coat S;;;;;ホロロＳコート;
Zamtrios Faulds;;;;;ザボアフォールド;
Zamtrios Coat;;;;;ザボアコート;
Khezu Tassets S;;;;;フルフルＳフォールド;
Khezu Coat S;;;;;フルフルＳコート;
Khezu Tassets R;;;;;フルフルＲフォールド;
Khezu Coat R;;;;;フルフルＲコート;
Nerscylla Faulds;;;;;スキュラフォールド;
Nerscylla Coat;;;;;スキュラコート;
Rathian Faulds S;;;;;レイアＳフォールド;
Rathian Coat S;;;;;レイアＳコート;
EX Rathian Faulds;;;;;EXレイアフォールド;
EX Rathian Coat;;;;;EXレイアコート;
Rathian Faulds R;;;;;レイアＲフォールド;
Rathian Coat R;;;;;レイアＲコート;
Nibelsnarf Faulds S;;;;;ハプルＳフォールド;
Nibelsnarf Coat S;;;;;ハプルＳコート;
Blango Tassets S;;;;;ブランゴＳフォールド;
Blango Coat S;;;;;ブランゴＳコート;
EX Blango Tassets;;;;;EXブランゴフォールド;
EX Blango Coat;;;;;EXブランゴコート;
Lavasioth Tassets;;;;;ラヴァフォールド;
Lavasioth Coat;;;;;ラヴァコート;
EX Lavasioth Tassets;;;;;EXラヴァフォールド;
EX Lavasioth Coat;;;;;EXラヴァコート;
Ceanataur Tassets S;;;;;ギザミＳフォールド;
Ceanataur Coat S;;;;;ギザミＳコート;
EX Ceanataur Tassets;;;;;EXギザミフォールド;
EX Ceanataur Coat;;;;;EXギザミコート;
Ceanataur Tassets R;;;;;ギザミＲフォールド;
Ceanataur Coat R;;;;;ギザミＲコート;
Najarala Faulds S;;;;;ガララＳフォールド;
Najarala Coat S;;;;;ガララＳコート;
Nargacuga Tassets S;;;;;ナルガＳフォールド;
Nargacuga Coat S;;;;;ナルガＳコート;
Garuga Tassets S;;;;;ガルルガＳフォールド;
Garuga Coat S;;;;;ガルルガＳコート;
Uragaan Faulds S;;;;;ガンキンＳフォールド;
Uragaan Coat S;;;;;ガンキンＳコート;
Black Belt Tassets S;;;;;クロオビＳフォールド;
Black Belt Coat S;;;;;クロオビＳコート;
Guardian Coil;;;;;ガーディアンコイル;
Guardian Coat;;;;;ガーディアンコート;
Guardian Coil U;;;;;ガーディアンＵコイル;
Guardian Coat U;;;;;ガーディアンＵコート;
Scholar's Skirt;;;;;スカラースカート;
Scholar's Mini;;;;;スカラーフリル;
Sailor Skirt;;;;;セイラースカート;
Sailor Mini;;;;;セイラーフリル;
Derring Faulds S;;;;;ブレイブＳフォールド;
Derring Coat S;;;;;ブレイブＳコート;
Dober Coil;;;;;ドーベルコイル;
Dober Coat;;;;;ドーベルコート;
Damascus Coil;;;;;ダマスクコイル;
Damascus Coat;;;;;ダマスクコート;
Damascus Coil R;;;;;ダマスクＲコイル;
Damascus Coat R;;;;;ダマスクＲコート;
Chrome Metal Coil;;;;;クロムメタルコイル;
Chrome Metal Coat;;;;;クロムメタルコート;
Artian Coil S;;;;;アーティアＳコイル;
Artian Coat S;;;;;アーティアＳコート;
Artian Coil R;;;;;アーティアＲコイル;
Artian Coat R;;;;;アーティアＲコート;
Barioth Faulds;;;;;ベリオフォールド;
Barioth Coat;;;;;ベリオコート;
Seltas Faulds;;;;;セルタスフォールド;
Seltas Coat;;;;;セルタスコート;
Rathalos Faulds S;;;;;レウスＳフォールド;
Rathalos Coat S;;;;;レウスＳコート;
EX Rathalos Faulds;;;;;EXレウスフォールド;
EX Rathalos Coat;;;;;EXレウスコート;
Rathalos Faulds R;;;;;レウスＲフォールド;
Rathalos Coat R;;;;;レウスＲコート;
Lagiacrus Faulds S;;;;;ラギアＳフォールド;
Lagiacrus Coat S;;;;;ラギアＳコート;
Lagiacrus Faulds R;;;;;ラギアＲフォールド;
Lagiacrus Coat R;;;;;ラギアＲコート;
Zinogre Faulds S;;;;;ジンオウＳフォールド;
Zinogre Coat S;;;;;ジンオウＳコート;
EX Zinogre Faulds;;;;;EXジンオウフォールド;
EX Zinogre Coat;;;;;EXジンオウコート;
Gravios Tassets;;;;;グラビドフォールド;
Gravios Coat;;;;;グラビドコート;
Mizutsune Faulds S;;;;;ミツネＳフォールド;
Mizutsune Coat S;;;;;ミツネＳコート;
Astalos Faulds S;;;;;ゼクスＳフォールド;
Astalos Coat S;;;;;ゼクスＳコート;
Gammoth Faulds S;;;;;ガムートＳフォールド;
Gammoth Coat S;;;;;ガムートＳコート;
Glavenus Faulds S;;;;;ディノＳフォールド;
Glavenus Coat S;;;;;ディノＳコート;
Agnaktor Faulds;;;;;アグナフォールド;
Agnaktor Coat;;;;;アグナコート;
Gore Faulds S;;;;;ゴアＳフォールド;
Gore Coat S;;;;;ゴアＳコート;
EX Gore Faulds;;;;;EXゴアフォールド;
EX Gore Coat;;;;;EXゴアコート;
Gore Faulds R;;;;;ゴアＲフォールド;
Gore Coat R;;;;;ゴアＲコート;
Regios Tassets S;;;;;レギオスＳフォールド;
Regios Coat S;;;;;レギオスＳコート;
Duramboros Faulds;;;;;ドボルフォールド;
Duramboros Coat;;;;;ドボルコート;
Tigrex Tassets S;;;;;レックスＳフォールド;
Tigrex Coat S;;;;;レックスＳコート;
EX Tigrex Tassets;;;;;EXレックスフォールド;
EX Tigrex Coat;;;;;EXレックスコート;
Tigrex Tassets R;;;;;レックスＲフォールド;
Tigrex Coat R;;;;;レックスＲコート;
Kirin Hoop S;;;;;キリンＳフープ;
Kirin Shorts S;;;;;キリンＳショルト;
Kirin Hoop R;;;;;キリンＲフープ;
Kirin Shorts R;;;;;キリンＲショルト;
Brachydios Faulds S;;;;;ブラキＳフォールド;
Brachydios Coat S;;;;;ブラキＳコート;
EX Brachydios Faulds;;;;;EXブラキフォールド;
EX Brachydios Coat;;;;;EXブラキコート;
Golden Obi;;;;;金色ノ帯;
Puppeteer Obi;;;;;黒子ノ帯;
Vangis Coil;;;;;バンギスコイル;
Vangis Coat;;;;;バンギスコート;
Guild Knight Coat;;;;;ギルドナイトコイル;
Guild Knight Kilt;;;;;ギルドナイトスカート;
Maiden's Skirt S;;;;;メイドＳスカート;
French Maid Frills S;;;;;プライベートＳフリル;
Blue Guild Coil;;;;;ギルドガードコイル蒼;
Blue Guild Coat;;;;;ギルドガードコート蒼;
Blue Guild Coil;;;;;ギルドガードコイル蒼;
Blue Guild Coat;;;;;ギルドガードコート蒼;
Red Guild Coil;;;;;ギルドガードコイル紅;
Red Guild Coat;;;;;ギルドガードコート紅;
Red Guild Coil;;;;;ギルドガードコイル紅;
Red Guild Coat;;;;;ギルドガードコート紅;
Helper Skirt S;;;;;ヘルパーＳスカート;
Healer Frills S;;;;;ヒーラーＳフリル;
Helper Skirt U;;;;;ヘルパーＵスカート;
Healer Frills U;;;;;ヒーラーＵフリル;
Guild Bard Coil S;;;;;ギルドバードＳコイル;
Guild Bard Coat S;;;;;ギルドバードＳコート;
Chakra Waistlet;;;;;三眼の腰飾り;
Dianthus Wealskirt;;;;;撫子・華【枝垂】;
Campanile Wealskirt;;;;;桔梗・華【枝垂】;
Ace Faulds;;;;;エースフォールド;
Ace Coat;;;;;エースコート;
Sororal Faulds;;;;;クイーンフォールド;
Sororal Coat;;;;;クイーンコート;
Hawkcoil;;;;;ホークコイル;
Hawkcoat;;;;;ホークコート;
Gourmew Sarong S;;;;;グルニャンＳサロン;
Gourmew Apron S;;;;;グルニャンＳエプロン;
Scholarly Sash S;;;;;サージュＳコイル;
Scholarly Coat S;;;;;サージュＳコート;
Ranger's Sash;;;;;城塞遊撃隊【鎖帯】;
Archer's Belt;;;;;城塞弓撃隊【弾帯】;
Shinobi Heaven Belt;;;;;忍の帯・天;
Shinobi Land Belt;;;;;忍の帯・地;
Shinobi Sky Belt;;;;;忍の帯・空;
Shinobi Sea Belt;;;;;忍の帯・海;
Ancient Coil;;;;;龍歴士コイル;
Ancient Coat;;;;;龍歴士コート;
Master's Faulds;;;;;マスターフォールド;
Master's Coat;;;;;マスターコート;
Black Spine S;;;;;ブラックＳスパイン;
Black Scale S;;;;;ブラックＳスケイル;
Toka Koshiate;;;;;桐花【腰当て】;
Mitsuaoi Koshiate;;;;;三葵【腰当て】;
Wisdom Coil;;;;;ウィズダムコイル;
Wisdom Coat;;;;;ウィズダムコート;
Cheerful Belt;;;;;チアフルベルト;
Cheerful Band;;;;;チアフルバンド;
Sailor Skirt;;;;;マリネロスカート;
Sailor Mini;;;;;マリネロフリル;
EX Rathian Faulds S;;;;;EXレイアＳフォールド;
EX Rathian Coat S;;;;;EXレイアＳコート;
EX Rathalos Faulds S;;;;;EXレウスＳフォールド;
EX Rathalos Coat S;;;;;EXレウスＳコート;
EX Tigrex Coil S;;;;;EXレックスＳコイル;
EX Tigrex Coat S;;;;;EXレックスＳコート;
Diablos Coil;;;;;ディアブロコイル;
Diablos Coat;;;;;ディアブロコート;
Diablos Coil R;;;;;ディアブロＲコイル;
Diablos Coat R;;;;;ディアブロＲコート;
Arc Faulds S;;;;;アークＳフォールド;
Arc Coat S;;;;;アークＳコート;
Storge Faulds S;;;;;フィリアＳフォールド;
Storge Coat S;;;;;フィリアＳコート;
EX Arc Faulds;;;;;EXアークフォールド;
EX Arc Coat;;;;;EXアークコート;
EX Storge Faulds;;;;;EXフィリアフォールド;
EX Storge Coat;;;;;EXフィリアコート;
Arc Faulds R;;;;;アークＲフォールド;
Arc Coat R;;;;;アークＲコート;
Storge Faulds R;;;;;フィリアＲフォールド;
Storge Coat R;;;;;フィリアＲコート;
Valstrax Faulds;;;;;バルクフォールド;
Valstrax Coat;;;;;バルクコート;
Kushala Cocoon S;;;;;クシャナＳアンダ;
Kushala Wind Wrap S;;;;;クシャナＳアドミ;
EX Kushala Cocoon;;;;;EXクシャナアンダ;
EX Kushala Wind Wrap;;;;;EXクシャナアドミ;
Kushala Cocoon R;;;;;クシャナＲアンダ;
Kushala Wind Wrap R;;;;;クシャナＲアドミ;
Mizuha Sash S;;;;;ミヅハ覇【丸帯】;
Cham Coat S;;;;;トヨタマ覇【丸帯】;
EX Mizuha Sash;;;;;EXミヅハ【丸帯】;
EX Cham Coat;;;;;EXトヨタマ【丸帯】;
Kaiser Tassets S;;;;;カイザーＳフォールド;
Kaiser Coat S;;;;;カイザーＳコート;
EX Kaiser Tassets;;;;;EXカイザーフォールド;
EX Kaiser Coat;;;;;EXカイザーコート;
Silver Solcoil;;;;;シルバーソルコイル;
Silver Solcoat;;;;;シルバーソルコート;
EX Silver Solcoil;;;;;EXＳ・ソルコイル;
EX Silver Solcoat;;;;;EXＳ・ソルコート;
Silver Solcoil R;;;;;Ｓ・ソルＲコイル;
Silver Solcoat R;;;;;Ｓ・ソルＲコート;
Golden Lunecoil;;;;;ゴールドルナコイル;
Golden Lunecoat;;;;;ゴールドルナコート;
EX Golden Lunecoil;;;;;EXＧ・ルナコイル;
EX Golden Lunecoat;;;;;EXＧ・ルナコート;
Divine Ire Obi;;;;;怒天ノ帯;
Crusher Belt;;;;;心滅ノ帯;
Esurient Faulds;;;;;グリードフォールド;
Esurient Coat;;;;;グリードコート;
Esurient Faulds R;;;;;グリードＲフォールド;
Esurient Coat R;;;;;グリードＲコート;
Akantor Cincture;;;;;アカムトイッケク;
Akantor Sash;;;;;アカムトイッケタリ;
Akantor Cincture R;;;;;アカムトＲイッケク;
Akantor Sash R;;;;;アカムトＲイッケタリ;
Ukanlos Cincture;;;;;ウカムルイッケク;
Ukanlos Sash;;;;;ウカムルイッケタリ;
Tempest Obi;;;;;荒天【帯】;
Welkin Obi;;;;;蒼天【帯】;
Tempest Obi R;;;;;荒天亜流【帯】;
Welkin Obi R;;;;;蒼天亜流【帯】;
Skeletal Hipbone R;;;;;骸装甲・覇【腰骨】;
Decayed Hipbone R;;;;;屍装甲・覇【腰骨】;
Astral Coil;;;;;アスリスタコイル;
Astral Coat;;;;;アスリスタコート;
Escadora Might;;;;;エスカドラマイト;
Escadora Force;;;;;エスカドラフォルス;
Escadora Might R;;;;;エスカドラＲマイト;
Escadora Force R;;;;;エスカドラＲフォルス;
Leather Faulds X;;;;;レザーＸフォールド;
Leather Coat X;;;;;レザーＸコート;
Chainmail Faulds X;;;;;チェーンＸフォールド;
Chainmail Coat X;;;;;チェーンＸコート;
Bherna Belt X;;;;;ベルダーＸベルト;
Bherna Coat X;;;;;ベルダーＸコート;
Hunting Faulds X;;;;;ハントＸフォールド;
Hunting Coat X;;;;;ハントＸコート;
Mafumofu Coil X;;;;;マフモフＸコイル;
Mafumofu Coat X;;;;;マフモフＸコート;
Yukumo Sky Obi Goku;;;;;ユクモノオビ・極天;
Yukumo Land Obi Goku;;;;;ユクモノオビ・極地;
