english;spanish;french;italian;german;japanese;chinese
Mosgharl Vizor;;;;;マギュルフロール;
Mosgharl Brim;;;;;マギュルブルーメ;
Edel Vizor;;;;;エーデルフロール;
Edel Bloom;;;;;エーデルブルーメ;
Skalda Vertex;;;;;スカルダテスタ;
Skalda Clypeus;;;;;スカルダカプト;
Spio Vertex;;;;;スパイオテスタ;
Spio Clypeus;;;;;スパイオカプト;
Larinoth Mask;;;;;リモスフェイク;
Gargwa Mask;;;;;ガーグァフェイク;
Moofah Head;;;;;ムーファヘッド;
Moofah Wig;;;;;ムーファウィッグ;
False Felyne;;;;;アイルーフェイク;
Velociprey Head;;;;;ランポスヘッド;
Velociprey Mask;;;;;ランポスフェイス;
Genprey Head;;;;;ゲネポスヘッド;
Genprey Mask;;;;;ゲネポスフェイス;
Ioprey Head;;;;;イーオスヘッド;
Ioprey Mask;;;;;イーオスフェイス;
Remobra Headgear;;;;;ガブラスヘッド;
Remobra Mask;;;;;ガブラスフェイス;
Ioprey Helm;;;;;イーオスヘルム;
Ioprey Cap;;;;;イーオスキャップ;
Kut-Ku Helm;;;;;クックヘルム;
Kut-Ku Cap;;;;;クックキャップ;
Lagombi Helm;;;;;ウルクヘルム;
Lagombi Cap;;;;;ウルクキャップ;
Gypceros Helm;;;;;ゲリョスヘルム;
Gypceros Cap;;;;;ゲリョスキャップ;
Tetsucabra Helm;;;;;カブラヘルム;
Tetsucabra Cap;;;;;カブラキャップ;
Hermitaur Helm;;;;;ザザミヘルム;
Hermitaur Cap;;;;;ザザミキャップ;
Volvidon Helm;;;;;ラングロヘルム;
Volvidon Cap;;;;;ラングロキャップ;
Ludroth Helm;;;;;ルドロスヘルム;
Ludroth Cap;;;;;ルドロスキャップ;
Malfestio Helm;;;;;ホロロヘルム;
Malfestio Cap;;;;;ホロロキャップ;
Khezu Helm;;;;;フルフルヘルム;
Khezu Cap;;;;;フルフルキャップ;
Rathian Helm;;;;;レイアヘルム;
Rathian Cap;;;;;レイアキャップ;
Nibelsnarf Helm;;;;;ハプルヘルム;
Nibelsnarf Cap;;;;;ハプルキャップ;
Blango Helm;;;;;ブランゴヘルム;
Blango Cap;;;;;ブランゴキャップ;
Ceanataur Helm;;;;;ギザミヘルム;
Ceanataur Cap;;;;;ギザミキャップ;
Najarala Helm;;;;;ガララヘルム;
Najarala Cap;;;;;ガララキャップ;
Nargacuga Helm;;;;;ナルガヘルム;
Nargacuga Cap;;;;;ナルガキャップ;
Scholarly Hood;;;;;サージュフート;
Scholarly Cap;;;;;サージュキャップ;
Vaik Helm;;;;;ヴァイクヘルム;
Vaik Cap;;;;;ヴァイクキャップ;
Skull Visage;;;;;スカルヘッド;
Skull Mask;;;;;スカルフェイス;
Aelucanth Vertex;;;;;ロワーガテスタ;
Aelucanth Clypeus;;;;;ロワーガカプト;
Rhopessa Vertex;;;;;ファルメルテスタ;
Rhopessa Clypeus;;;;;ファルメルカプト;
Garuga Helm;;;;;ガルルガヘルム;
Garuga Cap;;;;;ガルルガキャップ;
Garuga Mask;;;;;ガルルガフェイク;
Uragaan Helm;;;;;ガンキンヘルム;
Uragaan Cap;;;;;ガンキンキャップ;
Rathalos Helm;;;;;レウスヘルム;
Rathalos Cap;;;;;レウスキャップ;
Lagiacrus Helm;;;;;ラギアヘルム;
Lagiacrus Cap;;;;;ラギアキャップ;
Zinogre Helm;;;;;ジンオウヘルム;
Zinogre Cap;;;;;ジンオウキャップ;
Mizutsune Helm;;;;;ミツネヘルム;
Mizutsune Mask;;;;;ミツネキャップ;
Astalos Helm;;;;;ゼクスヘルム;
Astalos Cap;;;;;ゼクスキャップ;
Gammoth Helm;;;;;ガムートヘルム;
Gammoth Cap;;;;;ガムートキャップ;
Glavenus Helm;;;;;ディノヘルム;
Glavenus Cap;;;;;ディノキャップ;
Gore Helm;;;;;ゴアヘルム;
Gore Cap;;;;;ゴアキャップ;
Regios Helm;;;;;レギオスヘルム;
Regios Cap;;;;;レギオスキャップ;
Tigrex Helm;;;;;レックスヘルム;
Tigrex Cap;;;;;レックスキャップ;
Kirin Horn;;;;;キリンホーン;
Kirin Crest;;;;;キリンコルノ;
Brachydios Helm;;;;;ブラキヘルム;
Brachydios Cap;;;;;ブラキキャップ;
Arc Helm;;;;;アークヘルム;
Arc Cap;;;;;アークキャップ;
Storge Helm;;;;;フィリアヘルム;
Storge Cap;;;;;フィリアキャップ;
Kushala Glare;;;;;クシャナアンク;
Kushala Snarl;;;;;クシャナスーラ;
Mizuha Cap;;;;;ミヅハ【烏帽子】;
Cham Hat;;;;;トヨタマ【烏帽子】;
Kaiser Crown;;;;;カイザークラウン;
Kaiser Mask;;;;;カイザーマスク;
Skeletal Skull;;;;;骸装甲【頭骨】;
Decayed Skull;;;;;屍装甲【頭骨】;
Black Head;;;;;ブラックヘッド;
Black Face;;;;;ブラックフェイス;
Black Belt Helm;;;;;クロオビヘルム;
Black Belt Cap;;;;;クロオビキャップ;
Guild Bard Lobos;;;;;ギルドバードロポス;
Guild Bard Hat;;;;;ギルドバードハット;
Maiden's Hat;;;;;メイドカチューシャ;
French Maid Glasses;;;;;プライベートグラス;
Helper Hood;;;;;ヘルパーフード;
Healer Glasses;;;;;ヒーラーグラス;
Dianthus Cap;;;;;撫子【布冠】;
Campanile Cap;;;;;桔梗【布冠】;
Bath Towel;;;;;ユアミタオル;
Gourmew Toque;;;;;グルニャントック;
Gourmew Cap;;;;;グルニャンキャップ;
Leather Helm S;;;;;レザーＳヘルム;
Leather Cap S;;;;;レザーＳキャップ;
Chainmail Helm S;;;;;チェーンＳヘルム;
Chainmail Cap S;;;;;チェーンＳキャップ;
Bherna Turban S;;;;;ベルダーＳターバン;
Bherna Cap S;;;;;ベルダーＳキャップ;
Hunting Helm S;;;;;ハントＳヘルム;
Hunting Cap S;;;;;ハントＳキャップ;
Mafumofu Hood S;;;;;マフモフＳフード;
Mafumofu Cap S;;;;;マフモフＳキャップ;
Yukumo Sky Kasa;;;;;ユクモノカサ・天;
Yukumo Land Kasa;;;;;ユクモノカサ・地;
Hunter's Helm S;;;;;ハンターＳヘルム;
Hunter's Cap S;;;;;ハンターＳキャップ;
Hunter's Helm R;;;;;ハンターＲヘルム;
Hunter's Cap R;;;;;ハンターＲキャップ;
Bone Helm S;;;;;ボーンＳヘルム;
Bone Cap S;;;;;ボーンＳキャップ;
Chaos Archbun;;;;;混沌のパオ・覇;
Chaos Archdiadem;;;;;混沌のヅァン・覇;
Melahoa Hat S;;;;;メルホアＳフロール;
Melahoa Bloom S;;;;;メルホアＳブルーメ;
Melahoa Hat U;;;;;メルホアＵフロール;
Melahoa Bloom U;;;;;メルホアＵブルーメ;
Makluva Hood S;;;;;マカルパＳフード;
Makluva Gills S;;;;;マカルパＳブランシ;
Makluva Hood U;;;;;マカルパＵフード;
Makluva Gills U;;;;;マカルパＵブランシ;
Bistro Toque S;;;;;ビストロＳトック;
Bistro Cap S;;;;;ビストロＳキャップ;
Acorn Helm S;;;;;どんぐりＳヘルム;
Acorn Cap S;;;;;どんぐりＳキャップ;
Mosgharl Vizor S;;;;;マギュルＳフロール;
Mosgharl Brim S;;;;;マギュルＳブルーメ;
Edel Vizor S;;;;;エーデルＳフロール;
Edel Bloom S;;;;;エーデルＳブルーメ;
Moofah Head S;;;;;ムーファＳヘッド;
Moofah Wig S;;;;;ムーファＳウィッグ;
Slagtoth Hood;;;;;ズワロフード;
Slagtoth Cowl;;;;;ズワロフッド;
Larinoth Mask S;;;;;リモスＳフェイク;
Gargwa Mask S;;;;;ガーグァＳフェイク;
False Felyne S;;;;;アイルーＳフェイク;
Velociprey Head S;;;;;ランポスＳヘッド;
Velociprey Mask S;;;;;ランポスＳフェイス;
Giaprey Head;;;;;ギアノスヘッド;
Giaprey Face;;;;;ギアノスフェイス;
Genprey Head S;;;;;ゲネポスＳヘッド;
Genprey Mask S;;;;;ゲネポスＳフェイス;
Ioprey Head S;;;;;イーオスＳヘッド;
Ioprey Mask S;;;;;イーオスＳフェイス;
Remobra Headgear S;;;;;ガブラスＳヘッド;
Remobra Mask S;;;;;ガブラスＳフェイス;
Mosswine Mask S;;;;;モスＳフェイク;
Rhenoplos Helm S;;;;;リノプロＳヘルム;
Rhenoplos Cap S;;;;;リノプロＳキャップ;
Jaggi Helm S;;;;;ジャギィＳヘルム;
Jaggi Cap S;;;;;ジャギィＳキャップ;
Maccao Helm S;;;;;マッカォＳヘルム;
Maccao Cap S;;;;;マッカォＳキャップ;
Velociprey Helm S;;;;;ランポスＳヘルム;
Velociprey Cap S;;;;;ランポスＳキャップ;
Giaprey Helm S;;;;;ギアノスＳヘルム;
Giaprey Cap S;;;;;ギアノスＳキャップ;
Genprey Helm S;;;;;ゲネポスＳヘルム;
Genprey Cap S;;;;;ゲネポスＳキャップ;
EX Genprey Helm;;;;;EXゲネポスヘルム;
EX Genprey Cap;;;;;EXゲネポスキャップ;
Ioprey Helm S;;;;;イーオスＳヘルム;
Ioprey Cap S;;;;;イーオスＳキャップ;
EX Ioprey Helm;;;;;EXイーオスヘルム;
EX Ioprey Cap;;;;;EXイーオスキャップ;
Vespoid Helm S;;;;;ランゴＳヘルム;
Vespoid Cap S;;;;;ランゴＳキャップ;
EX Vespoid Helm;;;;;EXランゴヘルム;
EX Vespoid Cap;;;;;EXランゴキャップ;
Hornetaur Helm S;;;;;タロスＳヘルム;
Hornetaur Cap S;;;;;タロスＳキャップ;
EX Hornetaur Helm;;;;;EXタロスヘルム;
EX Hornetaur Cap;;;;;EXタロスキャップ;
Hornetaur Helm R;;;;;タロスＲヘルム;
Hornetaur Cap R;;;;;タロスＲキャップ;
Bnahabra Hat S;;;;;ブナハＳハット;
Bnahabra Headpiece S;;;;;ブナハＳキャップ;
Konchu Helm S;;;;;クンチュウＳヘルム;
Konchu Cap S;;;;;クンチュウＳキャップ;
Bulldrome Helm S;;;;;ファンゴＳヘルム;
Bulldrome Cap S;;;;;ファンゴＳキャップ;
Bulldrome Mask S;;;;;ファンゴＳフェイク;
Arzuros Helm S;;;;;アシラＳヘルム;
Arzuros Cap S;;;;;アシラＳキャップ;
Cephalos Helm S;;;;;ガレオスＳヘルム;
Cephalos Cap S;;;;;ガレオスＳキャップ;
EX Cephalos Helm;;;;;EXガレオスヘルム;
EX Cephalos Cap;;;;;EXガレオスキャップ;
Kut-Ku Helm S;;;;;クックＳヘルム;
Kut-Ku Cap S;;;;;クックＳキャップ;
Kecha Helm;;;;;ケチャヘルム;
Kecha Cap;;;;;ケチャキャップ;
Lagombi Helm S;;;;;ウルクＳヘルム;
Lagombi Cap S;;;;;ウルクＳキャップ;
Gypceros Helm S;;;;;ゲリョスＳヘルム;
Gypceros Cap S;;;;;ゲリョスＳキャップ;
Gypceros Helm R;;;;;ゲリョスＲヘルム;
Gypceros Cap R;;;;;ゲリョスＲキャップ;
Tetsucabra Helm S;;;;;カブラＳヘルム;
Tetsucabra Cap S;;;;;カブラＳキャップ;
Hermitaur Helm S;;;;;ザザミＳヘルム;
Hermitaur Cap S;;;;;ザザミＳキャップ;
EX Hermitaur Helm;;;;;EXザザミヘルム;
EX Hermitaur Cap;;;;;EXザザミキャップ;
Hermitaur Helm R;;;;;ザザミＲヘルム;
Hermitaur Cap R;;;;;ザザミＲキャップ;
Volvidon Helm S;;;;;ラングロＳヘルム;
Volvidon Cap S;;;;;ラングロＳキャップ;
Conga Helm;;;;;コンガヘルム;
Conga Cap;;;;;コンガキャップ;
Ludroth Helm S;;;;;ルドロスＳヘルム;
Ludroth Cap S;;;;;ルドロスＳキャップ;
Ludroth Helm R;;;;;ルドロスＲヘルム;
Ludroth Cap R;;;;;ルドロスＲキャップ;
Barroth Helm;;;;;ボロスヘルム;
Barroth Cap;;;;;ボロスキャップ;
Lecturer's Hood;;;;;エコールフード;
Lecturer's Cap;;;;;エコールキャップ;
Alloy Helm S;;;;;アロイＳヘルム;
Alloy Cap S;;;;;アロイＳキャップ;
Alloy Helm R;;;;;アロイＲヘルム;
Alloy Cap R;;;;;アロイＲキャップ;
Battle Helm S;;;;;バトルＳヘルム;
Battle Cap S;;;;;バトルＳキャップ;
Ingot Helm S;;;;;インゴットＳヘルム;
Ingot Cap S;;;;;インゴットＳキャップ;
Ingot Helm R;;;;;インゴットＲヘルム;
Ingot Cap R;;;;;インゴットＲキャップ;
High Metal Helm S;;;;;ハイメタＳヘルム;
High Metal Cap S;;;;;ハイメタＳキャップ;
High Metal Helm U;;;;;ハイメタＵヘルム;
High Metal Cap U;;;;;ハイメタＵキャップ;
Lobster Helm;;;;;キングロブスタヘルム;
Lobster Cap;;;;;Ｋ・ロブスタキャップ;
Obituary Vertex S;;;;;オウビートＳテスタ;
Obituary Clypeus S;;;;;オウビートＳカプト;
Butterfly Vertex S;;;;;パピメルＳテスタ;
Butterfly Clypeus S;;;;;パピメルＳカプト;
Death Stench Brain S;;;;;デスギアＳゲヒル;
Death Stench Soul S;;;;;デスギアＳゼレ;
Death Stench Brain R;;;;;デスギアＲゲヒル;
Death Stench Soul R;;;;;デスギアＲゼレ;
Vaik Helm S;;;;;ヴァイクＳヘルム;
Vaik Cap S;;;;;ヴァイクＳキャップ;
Aelucanth Vertex S;;;;;ロワーガＳテスタ;
Aelucanth Clypeus S;;;;;ロワーガＳカプト;
Rhopessa Vertex S;;;;;ファルメルＳテスタ;
Rhopessa Clypeus S;;;;;ファルメルＳカプト;
Patissier's Toque;;;;;パティシエトック;
Patissier's Cap;;;;;パティシエキャップ;
Skalda Vertex S;;;;;スカルダＳテスタ;
Skalda Clypeus S;;;;;スカルダＳカプト;
Spio Vertex S;;;;;スパイオＳテスタ;
Spio Clypeus S;;;;;スパイオＳカプト;
Jaggi Mask;;;;;ジャギィフェイク;
Basarios Helm;;;;;バサルヘルム;
Basarios Cap;;;;;バサルキャップ;
Malfestio Helm S;;;;;ホロロＳヘルム;
Malfestio Cap S;;;;;ホロロＳキャップ;
Zamtrios Helm;;;;;ザボアヘルム;
Zamtrios Cap;;;;;ザボアキャップ;
Khezu Helm S;;;;;フルフルＳヘルム;
Khezu Cap S;;;;;フルフルＳキャップ;
Khezu Helm R;;;;;フルフルＲヘルム;
Khezu Cap R;;;;;フルフルＲキャップ;
Nerscylla Helm;;;;;スキュラヘルム;
Nerscylla Cap;;;;;スキュラキャップ;
Rathian Helm S;;;;;レイアＳヘルム;
Rathian Cap S;;;;;レイアＳキャップ;
EX Rathian Helm;;;;;EXレイアヘルム;
EX Rathian Cap;;;;;EXレイアキャップ;
Rathian Helm R;;;;;レイアＲヘルム;
Rathian Cap R;;;;;レイアＲキャップ;
Nibelsnarf Helm S;;;;;ハプルＳヘルム;
Nibelsnarf Cap S;;;;;ハプルＳキャップ;
Plesioth Helm;;;;;ガノスヘルム;
Plesioth Cap;;;;;ガノスキャップ;
Blango Helm S;;;;;ブランゴＳヘルム;
Blango Cap S;;;;;ブランゴＳキャップ;
EX Blango Helm;;;;;EXブランゴヘルム;
EX Blango Cap;;;;;EXブランゴキャップ;
Lavasioth Helm;;;;;ラヴァヘルム;
Lavasioth Cap;;;;;ラヴァキャップ;
EX Lavasioth Helm;;;;;EXラヴァヘルム;
EX Lavasioth Cap;;;;;EXラヴァキャップ;
Ceanataur Helm S;;;;;ギザミＳヘルム;
Ceanataur Cap S;;;;;ギザミＳキャップ;
EX Ceanataur Helm;;;;;EXギザミヘルム;
EX Ceanataur Cap;;;;;EXギザミキャップ;
Ceanataur Helm R;;;;;ギザミＲヘルム;
Ceanataur Cap R;;;;;ギザミＲキャップ;
Najarala Helm S;;;;;ガララＳヘルム;
Najarala Cap S;;;;;ガララＳキャップ;
Nargacuga Helm S;;;;;ナルガＳヘルム;
Nargacuga Cap S;;;;;ナルガＳキャップ;
Garuga Helm S;;;;;ガルルガＳヘルム;
Garuga Cap S;;;;;ガルルガＳキャップ;
Garuga Mask S;;;;;ガルルガＳフェイク;
Uragaan Helm S;;;;;ガンキンＳヘルム;
Uragaan Cap S;;;;;ガンキンＳキャップ;
Black Belt Helm S;;;;;クロオビＳヘルム;
Black Belt Cap S;;;;;クロオビＳキャップ;
Guardian Helm;;;;;ガーディアンヘルム;
Guardian Mask;;;;;ガーディアンマスク;
Guardian Helm U;;;;;ガーディアンＵヘルム;
Guardian Mask U;;;;;ガーディアンＵマスク;
Scholar's Beret;;;;;スカラーフード;
Scholar's Cap;;;;;スカラーベレー;
Sailor Hat;;;;;セイラーフード;
Sailor Cap;;;;;セイラーキャップ;
Luxury Bath Towel;;;;;高級ユアミタオル;
Kita Star Headdress;;;;;ホクシン【添髪】;
Umi Ocean Headdress;;;;;カイエン【添髪】;
Cunning Specs;;;;;知略の眼鏡;
Derring Helm S;;;;;ブレイブＳヘルム;
Derring Cap S;;;;;ブレイブＳキャップ;
Dober Helm;;;;;ドーベルヘルム;
Dober Cap;;;;;ドーベルキャップ;
Damascus Helm;;;;;ダマスクヘルム;
Damascus Cap;;;;;ダマスクキャップ;
Damascus Helm R;;;;;ダマスクＲヘルム;
Damascus Cap R;;;;;ダマスクＲキャップ;
Skull Visage S;;;;;スカルＳヘッド;
Skull Mask S;;;;;スカルＳフェイス;
Artian Helm S;;;;;アーティアＳヘルム;
Artian Cap S;;;;;アーティアＳキャップ;
Artian Helm R;;;;;アーティアＲヘルム;
Artian Cap R;;;;;アーティアＲキャップ;
Barioth Helm;;;;;ベリオヘルム;
Barioth Cap;;;;;ベリオキャップ;
Seltas Helm;;;;;セルタスヘルム;
Seltas Cap;;;;;セルタスキャップ;
Rathalos Helm S;;;;;レウスＳヘルム;
Rathalos Cap S;;;;;レウスＳキャップ;
EX Rathalos Helm;;;;;EXレウスヘルム;
EX Rathalos Cap;;;;;EXレウスキャップ;
Rathalos Helm R;;;;;レウスＲヘルム;
Rathalos Cap R;;;;;レウスＲキャップ;
Lagiacrus Helm S;;;;;ラギアＳヘルム;
Lagiacrus Cap S;;;;;ラギアＳキャップ;
Lagiacrus Helm R;;;;;ラギアＲヘルム;
Lagiacrus Cap R;;;;;ラギアＲキャップ;
Zinogre Helm S;;;;;ジンオウＳヘルム;
Zinogre Cap S;;;;;ジンオウＳキャップ;
EX Zinogre Helm;;;;;EXジンオウヘルム;
EX Zinogre Cap;;;;;EXジンオウキャップ;
Gravios Helm;;;;;グラビドヘルム;
Gravios Cap;;;;;グラビドキャップ;
Mizutsune Helm S;;;;;ミツネＳヘルム;
Mizutsune Mask S;;;;;ミツネＳキャップ;
Astalos Helm S;;;;;ゼクスＳヘルム;
Astalos Cap S;;;;;ゼクスＳキャップ;
Gammoth Helm S;;;;;ガムートＳヘルム;
Gammoth Cap S;;;;;ガムートＳキャップ;
Glavenus Helm S;;;;;ディノＳヘルム;
Glavenus Cap S;;;;;ディノＳキャップ;
Agnaktor Helm;;;;;アグナヘルム;
Agnaktor Cap;;;;;アグナキャップ;
Gore Helm S;;;;;ゴアＳヘルム;
Gore Cap S;;;;;ゴアＳキャップ;
EX Gore Helm;;;;;EXゴアヘルム;
EX Gore Cap;;;;;EXゴアキャップ;
Gore Helm R;;;;;ゴアＲヘルム;
Gore Cap R;;;;;ゴアＲキャップ;
Regios Helm S;;;;;レギオスＳヘルム;
Regios Cap S;;;;;レギオスＳキャップ;
Duramboros Helm;;;;;ドボルヘルム;
Duramboros Cap;;;;;ドボルキャップ;
Tigrex Helm S;;;;;レックスＳヘルム;
Tigrex Cap S;;;;;レックスＳキャップ;
EX Tigrex Helm;;;;;EXレックスヘルム;
EX Tigrex Cap;;;;;EXレックスキャップ;
Tigrex Helm R;;;;;レックスＲヘルム;
Tigrex Cap R;;;;;レックスＲキャップ;
Kirin Horn S;;;;;キリンＳホーン;
Kirin Crest S;;;;;キリンＳコルノ;
Kirin Horn R;;;;;キリンＲホーン;
Kirin Crest R;;;;;キリンＲコルノ;
Brachydios Helm S;;;;;ブラキＳヘルム;
Brachydios Cap S;;;;;ブラキＳキャップ;
EX Brachydios Helm;;;;;EXブラキヘルム;
EX Brachydios Cap;;;;;EXブラキキャップ;
Golden Headdress;;;;;金色ノ添髪;
Puppeteer Mask;;;;;黒子ノ面隠;
Vangis Helm;;;;;バンギスヘルム;
Vangis Cap;;;;;バンギスキャップ;
Guild Knight Feather;;;;;ギルドナイトフェザー;
Guild Knight Mask;;;;;ギルドナイトマスク;
Maiden's Hat S;;;;;メイドＳカチューシャ;
French Maid Glasses S;;;;;プライベートＳグラス;
Blue Guild Tricorne;;;;;ギルドガードロポス蒼;
Blue Guild Mask;;;;;ギルドガードマスク蒼;
Blue Guild Tricorne;;;;;ギルドガードハット蒼;
Blue Guild Piercing;;;;;ギルドガードピアス蒼;
Red Guild Tricorne;;;;;ギルドガードロポス紅;
Red Guild Mask;;;;;ギルドガードマスク紅;
Red Guild Tricorne;;;;;ギルドガードハット紅;
Red Guild Piercing;;;;;ギルドガードピアス紅;
Helper Hood S;;;;;ヘルパーＳフード;
Healer Glasses S;;;;;ヒーラーＳグラス;
Helper Hood U;;;;;ヘルパーＵフード;
Healer Beret U;;;;;ヒーラーＵベレー;
Guild Bard Lobos S;;;;;ギルドバードＳロポス;
Guild Bard Hat S;;;;;ギルドバードＳハット;
Chakra Earring;;;;;三眼のピアス;
Dianthus Wealcap;;;;;撫子・華【布冠】;
Campanile Wealcap;;;;;桔梗・華【布冠】;
Ace Headgear;;;;;エースヘッド;
Ace Mask;;;;;エースフェイス;
Sororal Headgear;;;;;クイーンヘッド;
Sororal Mask;;;;;クイーンフェイス;
Hawkhat;;;;;ホークハット;
Hawkcap;;;;;ホークキャップ;
Gourmew Toque S;;;;;グルニャンＳトック;
Gourmew Cap S;;;;;グルニャンＳキャップ;
Felyne Hairband;;;;;アイルーヘアバンド;
Scholarly Hood S;;;;;サージュＳフート;
Scholarly Cap S;;;;;サージュＳキャップ;
Ranger's Headgear;;;;;城塞遊撃隊【刃笠】;
Archer's Turban;;;;;城塞弓撃隊【面隠】;
Shinobi Heaven Mask;;;;;忍の面・天;
Shinobi Land Mask;;;;;忍の面・地;
Shinobi Sky Mask;;;;;忍の面・空;
Shinobi Sea Mask;;;;;忍の面・海;
Ancient Helm;;;;;龍歴士ヘルム;
Ancient Cap;;;;;龍歴士キャップ;
Master's Earcuff;;;;;マスターイヤーカフ;
Master's Earrings;;;;;マスターイヤリング;
Black Head S;;;;;ブラックＳヘッド;
Black Face S;;;;;ブラックＳフェイス;
Toka Kabuto;;;;;桐花【兜】;
Mitsuaoi Kabuto;;;;;三葵【兜】;
Wisdom Head;;;;;ウィズダムヘッド;
Wisdom Hat;;;;;ウィズダムハット;
Cheerful Head;;;;;チアフルヘッド;
Cheerful Cap;;;;;チアフルキャップ;
Sailor Hat;;;;;マリネロフード;
Sailor Cap;;;;;マリネロキャップ;
EX Rathian Helm S;;;;;EXレイアＳヘルム;
EX Rathian Cap S;;;;;EXレイアＳキャップ;
EX Rathalos Helm S;;;;;EXレウスＳヘルム;
EX Rathalos Cap S;;;;;EXレウスＳキャップ;
EX Tigrex Helm S;;;;;EXレックスＳヘルム;
EX Tigrex Cap S;;;;;EXレックスＳキャップ;
Diablos Helm;;;;;ディアブロヘルム;
Diablos Cap;;;;;ディアブロキャップ;
Diablos Helm R;;;;;ディアブロＲヘルム;
Diablos Cap R;;;;;ディアブロＲキャップ;
Arc Helm S;;;;;アークＳヘルム;
Arc Cap S;;;;;アークＳキャップ;
Storge Helm S;;;;;フィリアＳヘルム;
Storge Cap S;;;;;フィリアＳキャップ;
EX Arc Helm;;;;;EXアークヘルム;
EX Arc Cap;;;;;EXアークキャップ;
EX Storge Helm;;;;;EXフィリアヘルム;
EX Storge Cap;;;;;EXフィリアキャップ;
Arc Helm R;;;;;アークＲヘルム;
Arc Cap R;;;;;アークＲキャップ;
Storge Helm R;;;;;フィリアＲヘルム;
Storge Cap R;;;;;フィリアＲキャップ;
Valstrax Helm;;;;;バルクヘルム;
Valstrax Cap;;;;;バルクキャップ;
Kushala Glare S;;;;;クシャナＳアンク;
Kushala Snarl S;;;;;クシャナＳスーラ;
EX Kushala Glare;;;;;EXクシャナアンク;
EX Kushala Snarl;;;;;EXクシャナスーラ;
Kushala Glare R;;;;;クシャナＲアンク;
Kushala Snarl R;;;;;クシャナＲスーラ;
Mizuha Cap S;;;;;ミヅハ覇【烏帽子】;
Cham Hat S;;;;;トヨタマ覇【烏帽子】;
EX Mizuha Cap;;;;;EXミヅハ【烏帽子】;
EX Cham Hat;;;;;EXトヨタマ【烏帽子】;
Kaiser Crown S;;;;;カイザーＳクラウン;
Kaiser Mask S;;;;;カイザーＳマスク;
EX Kaiser Crown;;;;;EXカイザークラウン;
EX Kaiser Mask;;;;;EXカイザーマスク;
Silver Solhelm;;;;;シルバーソルヘルム;
Silver Solcap;;;;;シルバーソルキャップ;
EX Silver Solhelm;;;;;EXＳ・ソルヘルム;
