english;spanish;french;italian;german;japanese;chinese
Snowbaron;;;;;大雪主;
Stonefist;;;;;矛砕;
Drilltusk;;;;;岩穿;
Dreadqueen;;;;;紫毒姫;
C.beard;;;;;宝纏;
Silverwind;;;;;白疾風;
Deadeye;;;;;隻眼;
Dreadking;;;;;黒炎王;
Thunderlord;;;;;金雷公;
Grimclaw;;;;;荒鉤爪;
Hellblade;;;;;燼滅刃;
Nightcloak;;;;;朧隠;
Rustrazor;;;;;鎧裂;
Soulseer;;;;;天眼;
Boltreaver;;;;;青電主;
Elderfrost;;;;;銀嶺;
Bloodbath;;;;;鏖魔;
Redhelm X;;;;;真・紅兜;
Snowbaron X;;;;;真・大雪主;
Stonefist X;;;;;真・矛砕;
Drilltusk X;;;;;真・岩穿;
Dreadqueen X;;;;;真・紫毒姫;
Crystalbeard X;;;;;真・宝纏;
Silverwind X;;;;;真・白疾風;
Deadeye X;;;;;真・隻眼;
Dreadking X;;;;;真・黒炎王;
Thunderlord X;;;;;真・金雷公;
Grimclaw X;;;;;真・荒鉤爪;
Hellblade X;;;;;真・燼滅刃;
Nightcloak X;;;;;真・朧隠;
Rustrazor X;;;;;真・鎧裂;
Soulseer X;;;;;真・天眼;
Boltreaver X;;;;;真・青電主;
Elderfrost X;;;;;真・銀嶺;
Bloodbath X;;;;;真・鏖魔;
D. Fencing;;;;;北辰納豆流;
Edge Lore;;;;;斬術;
PowerEater;;;;;食欲;
Mechanic;;;;;職工;
Brawn;;;;;剛腕;
Prayer;;;;;祈願;
Covert;;;;;裏稼業;
Edgemaster;;;;;刀匠;
SteadyHand;;;;;射手;
Status Res;;;;;状態耐性;
Fury;;;;;怒;
Nimbleness;;;;;回避術;
Readiness;;;;;居合;
Resilience;;;;;頑強;
Brutality;;;;;剛撃;
Stalwart;;;;;盾持;
Prudence;;;;;潔癖;
Amplify;;;;;増幅;
Hoarding;;;;;護石収集;
Avarice;;;;;強欲;
Anti-Kushala;;;;;対鋼龍;
Anti-Chameleos;;;;;対霞龍;
Anti-Teostra;;;;;対炎龍;
Secret Arts;;;;;秘術;
Talisman Boost;;;;;護石強化;
Torso Up;;;;;胴系統倍加;
Negate Poison;;;;;毒耐性;
Double Poison;;;;;毒倍加;
Negate Paralysis;;;;;麻痺無効;
Double Paralysis;;;;;麻痺倍加;
Negate Sleep;;;;;睡眠無効;
Double Sleep;;;;;睡眠倍加;
Negate Stun;;;;;気絶確率半減;
Halve Stun;;;;;気絶無効;
Double Stun;;;;;気絶倍加;
HG Earplugs;;;;;耳栓;
Earplugs;;;;;高級耳栓;
Windproof (Hi);;;;;風圧【小】無効;
Windproof (Lo);;;;;風圧【大】無効;
Tremor Res;;;;;耐震;
Negate Bind;;;;;だるま無効;
Heat Cancel;;;;;暑さ無効;
Heat Surge;;;;;暑さ倍加;
Cold Cancel;;;;;寒さ無効;
Cold Surge;;;;;寒さ倍加;
Polar Hunter;;;;;北風の狩人;
Tropic Hunter;;;;;南風の狩人;
Anti-Theft;;;;;盗み無効;
Iron Skin;;;;;鉄面皮;
Antivirus;;;;;無我の境地;
Bio Master;;;;;細菌研究家;
Bio Researcher;;;;;バイオドクター;
Negate Bleeding;;;;;裂傷無効;
Double Bleeding;;;;;裂傷倍加;
Attack Up (L);;;;;攻撃力UP【小】;
Attack Up (M);;;;;攻撃力UP【中】;
Attack Up (S);;;;;攻撃力UP【大】;
Attack Down (S);;;;;攻撃力DOWN【小】;
Attack Down (M);;;;;攻撃力DOWN【中】;
Attack Down (L);;;;;攻撃力DOWN【大】;
Defense Up (L);;;;;防御力UP【小】;
Defense Up (M);;;;;防御力UP【中】;
Defense Up (S);;;;;防御力UP【大】;
Defense Down (S);;;;;防御力DOWN【小】;
Defense Down (M);;;;;防御力DOWN【中】;
Defense Down (L);;;;;防御力DOWN【大】;
Health +50;;;;;体力+20;
Health +20;;;;;体力+50;
Health -10;;;;;体力-10;
Health -30;;;;;体力-30;
Fire Res +20;;;;;火耐性【小】;
Fire Res +15;;;;;火耐性【大】;
Fire Res -20;;;;;火耐性弱化;
Water Res +20;;;;;水耐性【小】;
Water Res +15;;;;;水耐性【大】;
Water Res -20;;;;;水耐性弱化;
Thunder Res +20;;;;;雷耐性【小】;
Thunder Res +15;;;;;雷耐性【大】;
Thunder Res -20;;;;;雷耐性弱化;
Ice Res +20;;;;;氷耐性【小】;
Ice Res +15;;;;;氷耐性【大】;
Ice Res -20;;;;;氷耐性弱化;
Dragon Res +20;;;;;龍耐性【小】;
Dragon Res +15;;;;;龍耐性【大】;
Dragon Res -20;;;;;龍耐性弱化;
Blightproof;;;;;属性やられ無効;
Fire Atk +2;;;;;火属性攻撃強化+1;
Fire Atk +1;;;;;火属性攻撃強化+2;
Fire Atk Down;;;;;火属性攻撃弱化;
Water Atk +2;;;;;水属性攻撃強化+1;
Water Atk +1;;;;;水属性攻撃強化+2;
Water Atk Down;;;;;水属性攻撃弱化;
Thunder Atk +2;;;;;雷属性攻撃強化+1;
Thunder Atk +1;;;;;雷属性攻撃強化+2;
Thunder Atk Down;;;;;雷属性攻撃弱化;
Ice Atk +2;;;;;氷属性攻撃強化+1;
Ice Atk +1;;;;;氷属性攻撃強化+2;
Ice Atk Down;;;;;氷属性攻撃弱化;
Dragon Atk +2;;;;;龍属性攻撃強化+1;
Dragon Atk +1;;;;;龍属性攻撃強化+2;
Dragon Atk Down;;;;;龍属性攻撃弱化;
Element Atk Up;;;;;属性攻撃強化;
Element Atk Down;;;;;属性攻撃弱化;
Status Atk +2;;;;;状態異常攻撃+1;
Status Atk +1;;;;;状態異常攻撃+2;
Status Atk Down;;;;;状態異常攻撃弱化;
Speed Sharpening;;;;;砥石使用高速化;
Slow Sharpening;;;;;砥石使用低速化;
Sharpness +2;;;;;斬れ味レベル+1;
Sharpness +1;;;;;斬れ味レベル+2;
Razor Sharp;;;;;業物;
Blunt Edge;;;;;なまくら;
Mind's Eye;;;;;心眼;
Blind Eye;;;;;未熟;
Heavy Polish;;;;;剛刃研磨;
Bludgeoner;;;;;鈍器使い;
Critical Draw;;;;;抜刀術【技】;
Punishing Draw;;;;;抜刀術【力】;
Quick Sheath;;;;;納刀術;
Challenge Sheath;;;;;挑戦者の納刀;
Bladescale Hone;;;;;刃鱗磨き;
Reload Speed +3;;;;;装填速度+1;
Reload Speed +2;;;;;装填速度+2;
Reload Speed +1;;;;;装填速度+3;
Reload Speed -1;;;;;装填速度-1;
Reload Speed -2;;;;;装填速度-2;
Reload Speed -3;;;;;装填速度-3;
Recoil Down +3;;;;;反動軽減+1;
Recoil Down +2;;;;;反動軽減+2;
Recoil Down +1;;;;;反動軽減+3;
Recoil Down -1;;;;;反動軽減-1;
Recoil Down -2;;;;;反動軽減-2;
Recoil Down -3;;;;;反動軽減-3;
Steadiness +2;;;;;ブレ抑制+1;
Steadiness +1;;;;;ブレ抑制+2;
Steadiness -1;;;;;ブレ抑制-1;
Steadiness -2;;;;;ブレ抑制-2;
Normal/Rapid Up;;;;;通常弾・連射矢UP;
Pierce/Pierce Up;;;;;貫通弾・貫通矢UP;
Pellet/Spread Up;;;;;散弾・拡散矢UP;
Heavy/Heavy Up;;;;;重撃弾・重射矢UP;
Use Any Normal S;;;;;通常弾全LV追加;
Use Any Pierce S;;;;;貫通弾LV1追加;
Use Lv1 Pierce S;;;;;貫通弾全LV追加;
Use Any Pellet S;;;;;散弾LV1追加;
Use Lv1 Pellet S;;;;;散弾全LV追加;
Use Any Crag S;;;;;徹甲榴弾LV1追加;
Use Lv1 Crag S;;;;;徹甲榴弾全LV追加;
Use Any Clust S;;;;;拡散弾LV1追加;
Use Lv1 Clust S;;;;;拡散弾全LV追加;
Use Poison Coat;;;;;毒ビン追加;
Use Para Coat;;;;;麻痺ビン追加;
Use Sleep Coat;;;;;睡眠ビン追加;
Power Phial (All);;;;;強撃ビンLV1追加;
Power Phial (Lv1);;;;;強撃ビン全LV追加;
Element Phial (All);;;;;属強ビンLV1追加;
Element Phial (Lv1);;;;;属強ビン全LV追加;
Use C.Range Coat;;;;;接撃ビン追加;
Use Exhaust Coat;;;;;減気ビン追加;
Use Blast Coat;;;;;爆破ビン追加;
Bonus Shot;;;;;連発数+1;
Shot Booster;;;;;弾導強化;
Load Up;;;;;装填数UP;
TrueShot Up;;;;;特定射撃強化;
Ammo Saver;;;;;弾薬節約;
Critical Eye +3;;;;;見切り+1;
Critical Eye +2;;;;;見切り+2;
Critical Eye +1;;;;;見切り+3;
Critical Eye -1;;;;;見切り-1;
Critical Eye -2;;;;;見切り-2;
Critical Eye -3;;;;;見切り-3;
Weakness Exploit;;;;;弱点特効;
Repeat Offender;;;;;連撃の心得;
Status Crit;;;;;会心撃【特殊】;
Elemental Crit;;;;;会心撃【属性】;
Critical Boost;;;;;超会心;
Bitter Affinity;;;;;痛恨会心;
Focus;;;;;集中;
Distraction;;;;;雑念;
Marathon Runner;;;;;ランナー;
Short Sprinter;;;;;鈍足;
Constitution +2;;;;;体術+1;
Constitution +1;;;;;体術+2;
Constitution -1;;;;;体術-1;
Constitution -2;;;;;体術-2;
Stam Recov Up;;;;;スタミナ急速回復;
Stam Recov Down;;;;;スタミナ回復遅延;
Endurance Runner;;;;;キープラン;
Evasion +2;;;;;回避性能+1;
Evasion +1;;;;;回避性能+2;
Evasion Down;;;;;回避性能DOWN;
Evade Extender;;;;;回避距離UP;
Bubbly Dance;;;;;泡沫の舞;
Guard +2;;;;;ガード性能+1;
Guard +1;;;;;ガード性能+2;
Guard -1;;;;;ガード性能-1;
Guard Up;;;;;ガード強化;
Knockout King;;;;;KO術;
Stamina Thief;;;;;スタミナ奪取;
Horn Maestro;;;;;笛吹き名人;
Artillery Expert;;;;;砲術師;
Artillery Novice;;;;;砲術王;
Partbreaker;;;;;破壊王;
Bombardier;;;;;ボマー;
Latent Power +2;;;;;力の解放+1;
Latent Power +1;;;;;力の解放+2;
Challenger +2;;;;;挑戦者+1;
Challenger +1;;;;;挑戦者+2;
Peak Performance;;;;;フルチャージ;
Trump Card;;;;;切り札;
Dragonheart;;;;;龍気活性;
Adrenaline +2;;;;;火事場力+1;
Adrenaline +1;;;;;火事場力+2;
Worrywart;;;;;心配性;
Fortify;;;;;不屈;
Resentment;;;;;逆恨み;
Resuscitate;;;;;死中に活;
Guts;;;;;根性;
Sneak;;;;;隠密;
Taunt;;;;;挑発;
Palico Rally;;;;;オトモへの采配;
Palico Cheer;;;;;オトモへの号令;
Mounting Master;;;;;乗り名人;
Saddle Sore;;;;;乗り下手;
Airborne;;;;;飛燕;
Composed;;;;;明鏡止水;
Chance Seizer;;;;;虎視眈々;
Longer SP;;;;;ＳＰ時間延長;
Autotracker;;;;;探知;
Detect;;;;;自動マーキング;
Capture Guru;;;;;捕獲の見極め;
Outdoorsman;;;;;ハンター生活;
Pro Transporter;;;;;運搬の達人;
Divine Blessing;;;;;精霊の加護;
Demonic Blessing;;;;;悪霊の加護;
Hero's Talisman;;;;;英雄の護り;
Recovery Up;;;;;体力回復量UP;
Recovery Down;;;;;体力回復量DOWN;
Recovery Spd +2;;;;;回復速度+1;
Recovery Spd +1;;;;;回復速度+2;
Recovery Spd -1;;;;;回復速度-1;
Recovery Spd -2;;;;;回復速度-2;
Item Use Up;;;;;アイテム使用強化;
Item Use Down;;;;;アイテム使用弱化;
Wide-Range +2;;;;;広域化+1;
Wide-Range +1;;;;;広域化+2;
Negate Hunger;;;;;腹減り半減;
Halve Hunger;;;;;腹減り無効;
Raise Hunger;;;;;腹減り倍加【小】;
Double Hunger;;;;;腹減り倍加【大】;
Scavenger;;;;;まんぷく;
Gourmand;;;;;拾い食い;
Speed Eating +2;;;;;早食い+1;
Speed Eating +1;;;;;早食い+2;
Slow Eater;;;;;スローライフ;
Rationer;;;;;満足感;
Meat Lover;;;;;お肉大好き;
Mushromancer;;;;;キノコ大好き;
Pro Herbology;;;;;薬草強化;
Herbology;;;;;薬草超強化;
Combination +45%;;;;;調合成功率+20%;
Combination +20%;;;;;調合成功率+45%;
Combination -10%;;;;;調合成功率-10%;
Combination -20%;;;;;調合成功率-20%;
Combination Pro;;;;;最大数生産;
Trap Master;;;;;罠師;
Gathering +2;;;;;採取+1;
Gathering +1;;;;;採取+2;
Gathering -1;;;;;採取-1;
Honey Hunter;;;;;ハニーハンター;
Charm Chaser;;;;;お守り収集;
Charm Collector;;;;;お守りハンター;
Divine Whim;;;;;精霊の気まぐれ;
Spirit's Whim;;;;;神の気まぐれ;
Spectre's Whim;;;;;悪霊の気まぐれ;
Devil's Whim;;;;;悪魔の気まぐれ;
Miraculous Luck;;;;;幸運;
Great Luck;;;;;強運;
Good Luck;;;;;激運;
Bad Luck;;;;;不運;
Horrible Luck;;;;;災難;
Carving Celebrity;;;;;剥ぎ取り鉄人;
Carving Pro;;;;;剥ぎ取り名人;
Capture Master;;;;;捕獲達人;
Capture Expert;;;;;捕獲名人;
Soul of Bherna;;;;;ベルナの心;
Soul of Kokoto;;;;;ココットの心;
Soul of Pokke;;;;;ポッケの心;
Soul of Yukumo;;;;;ユクモの心;
Soaratorium Soul;;;;;龍識船の心;
Flying Pub Soul;;;;;飛行酒場の心;
Redhelm Soul;;;;;紅兜の魂;
Snowbaron Soul;;;;;大雪主の魂;
Stonefist Soul;;;;;矛砕の魂;
Drilltusk Soul;;;;;岩穿の魂;
Dreadqueen Soul;;;;;紫毒姫の魂;
Crystalbeard Soul;;;;;宝纏の魂;
Silverwind Soul;;;;;白疾風の魂;
Deadeye Soul;;;;;隻眼の魂;
Dreadking Soul;;;;;黒炎王の魂;
Thunderlord Soul;;;;;金雷公の魂;
Grimclaw Soul;;;;;荒鉤爪の魂;
Hellblade Soul;;;;;燼滅刃の魂;
Nightcloak Soul;;;;;朧隠の魂;
Rustrazor Soul;;;;;鎧裂の魂;
Soulseer Soul;;;;;天眼の魂;
Boltreaver Soul;;;;;青電主の魂;
Elderfrost Soul;;;;;銀嶺の魂;
Bloodbath Soul;;;;;鏖魔の魂;
Redhelm Soul X;;;;;真・紅兜の魂;
Snowbaron Soul X;;;;;真・大雪主の魂;
Stonefist Soul X;;;;;真・矛砕の魂;
Drilltusk Soul X;;;;;真・岩穿の魂;
D.queen Soul X;;;;;真・紫毒姫の魂;
C.beard Soul X;;;;;真・宝纏の魂;
Silverwind Soul X;;;;;真・白疾風の魂;
Deadeye Soul X;;;;;真・隻眼の魂;
Dreadking Soul X;;;;;真・黒炎王の魂;
Thunderlord Soul X;;;;;真・金雷公の魂;
Grimclaw Soul X;;;;;真・荒鉤爪の魂;
Hellblade Soul X;;;;;真・燼滅刃の魂;
Nightcloak Soul X;;;;;真・朧隠の魂;
Rustrazor Soul X;;;;;真・鎧裂の魂;
Soulseer Soul X;;;;;真・天眼の魂;
Boltreaver Soul X;;;;;真・青電主の魂;
Elderfrost Soul X;;;;;真・銀嶺の魂;
Bloodbath Soul X;;;;;真・鏖魔の魂;
Pro Dirty Fencer;;;;;ネバネバ剣法;
Steady Hand;;;;;心剣一体;
Alloy Stomach;;;;;グルメ;
Explosive Trapper;;;;;トラップマスター;
Crushing Blow;;;;;痛打;
Benediction;;;;;祝福;
Clandestine;;;;;暗躍;
Honed Blade;;;;;真打;
Silver Bullet;;;;;剛弾;
Wellness;;;;;護法;
Wrath Awoken;;;;;逆鱗;
Acrobat;;;;;軽業師;
Sheath Control;;;;;居合術【力】;
Iron Wall;;;;;鉄壁;
Ruthlessness;;;;;無慈悲;
Shield Bearer;;;;;盾使い;
Fleet Feet;;;;;舞闘家;
Elementality;;;;;属物強化;
Pack Rat;;;;;お守りマニア;
Bounty Hunter;;;;;増収;
Hazefur Talisman;;;;;霞皮の護り;
Pyroscale Talisman;;;;;炎鱗の護り;
Steelshell Talisman;;;;;鋼殻の護り;
Skill +2;;;;;スキル加点+2;
Double Talisman;;;;;護石系統倍加;
