english;spanish;french;italian;german;japanese;chinese
Agnaktor Beak;;Bec Agnaktor;;Agnakt.Schnabel;炎戈竜の碇口;炎戈龙的锚嘴
Agnaktor Hide;;Cuir Agnaktor;;Agnaktor-Haut;炎戈竜の皮;炎戈龙的皮
Ceadeus Hide;;Cuir Ceadeus;;Ceadeus-Haut;大海龍の甲皮;大海龙的甲皮
Crooked Horn;;Corne courbée;;Schiefes Horn;湾曲した龍角;弯曲的龙角
Luminous Organ;;Organe lumineux;;Leuchtorgan;神秘の発光体;神秘的发光体
Carbalite Ore;;Carbalite;;Karbalit-Erz;カブレライト鉱石;灵鹤石
Bullfango Pelt;;Peau Bullfango;;Bullfango-Pelz;ファンゴの毛皮;野猪的毛皮
King Scarab;;Roi scarabée;;Königsskarabäus;王族カナブン;王族圣甲虫
Gargwa Feather;;Plume de Gargwa;;Gargwa-Feder;丸鳥の羽;丸鸟的羽
Bathycite Ore;;Bathycite;;Bathyzit-Erz;デプスライト鉱石;渊水晶
Avian Finebone;;Finos aviaire;;Flug-Feinknochen;上質な鳥竜骨;上质的鸟龙骨
Blue Kelbi Horn;;Corn.Kelbi bleue;;Blaues Kelbi-Horn;ケルビの蒼角;羚鹿的苍角
Quality Fin;;Nageoire qualité;;Qualitätsflosse;上質なヒレ;上质鳍
Bnaha Carapace;;Cuira. Bnahabra;;BnahabraRückenpnz;飛甲虫の堅殻;飞甲虫的坚壳
Bnahabra Spine;;Dard Bnahabra;;Bnahabra-Stachel;飛甲虫の麻痺針;飞甲虫的麻痹针
Rheno Carapace;;Cuira. Rhenoplos;;Rheno-Rückenpnz.;草食竜の堅殻;草食龙的坚壳
Slagtoth Hide+;;Cuir Slagtoth+;;Slagtoth-Haut+;垂皮竜の上皮;垂皮龙的上皮
Gloamgrass Bud;;Fleur crépuscule;;Dämmergrasknospe;落陽草の花;落阳草的花
Dragon Toadstool;;Champi dragon;;Drachengiftpilz;マンドラゴラ;曼陀罗
Bumblepumpkin;;Potironron;;Hummelkürbis;ペピポパンプキン;南瓜
G.Jaggi Hide+;;Cuir gd. Jaggi+;;Großjaggi-Haut+;狗竜の上皮;狗龙的上皮
Arzuros Carapace;;Cuirasse Arzuros;;Arzuros-Rückenpanzer;青熊獣の堅殻;青熊兽的坚壳
Stoutbone;;Résistos;;Starkknochen;堅牢な骨;坚固之骨
Hercudrome;;Hercudrome;;Herkudrome;ドスヘラクレス;独角甲虫王
G.Wroggi Hide+;;Cuir gd. Wroggi+;;GroßwroggiHaut+;毒狗竜の上皮;毒狗龙的上皮
Bird Wyvern Gem;;Gem. Wyv.aviaire;;Vogelwyvernstein;鳥竜玉;鸟龙玉
G.Baggi Hide+;;Cuir gd. Baggi+;;Großbaggi-Haut+;眠狗竜の上皮;眠狗龙的上皮
Gracium;;Gracium;;Gracium;グラシスメタル;冰晶金属
Lagombi Ear+;;Oreille Lagombi+;;Lagombi-Ohr+;白兎獣の大耳;白兔兽的大耳
High-qualty Pelt;;Peau gd qualité;;HochwertigerPelz;上質な毛皮;上质的毛皮
Bullfango Head;;Tête Bullfango;;Bullfango-Kopf;ファンゴの頭;野猪的头
Monster Bone L;;Os monstre grand;;Monsterknochen L;竜骨【大】;龙骨【大】
Wonderful Beak;;Bec merveilleux;;Wunderb. Schnabel;ステキなクチバシ;漂亮的喙
Qurupeco Wing;;Aile Qurupeco;;Qurupeco-Flügel;彩鳥の翼;彩鸟之翼
C.Peco Wing;;Aile Qurupeco V.;;K.Peco-Flügel;紅彩鳥の翼;红彩鸟的翼
R.Ludroth Crest+;;Crt Ludroth R.+;;K.Ludroth-Kamm+;高級なトサカ;高级的头冠
R.Ludroth Scale+;;Écai.Ludroth R.+;;K.LudrothSchup+;水獣の上鱗;水兽的上鳞
Torrent Sac;;Poche de torrent;;Sturzflutbeutel;大水袋;大水袋
P.Ludroth Scale+;;Éca. Ludroth P.+;;L.LudrothSchuppe+;紫水獣の上鱗;紫水兽的上鳞
Volvidon Claw+;;Griffe Volvidon+;;Volvidon-Klaue+;赤甲獣の尖爪;赤甲兽的尖爪
Volvi Carapace;;Cuiras. Volvidon;;VolvidonRückenpnz;赤甲獣の堅殻;赤甲兽的坚壳
Monster Broth;;Brouet monstre;;Monster Broth;モンスターの濃汁;怪物的浓汁
Rare Scarab;;Scarabée rare;;Rare Scarab;マレコガネ;稀有金龟子
Butterfly Beetle;;Scara-papillon;;Butterfly Beetle;オオクワアゲハ;大锹扬羽虫
Fulgurbug;;Fulgurinsecte;;Fulgurbug;超電雷光虫;超电雷光虫
Godbug;;Insecte-dieu;;Godbug;不死虫;不死虫
Barroth Ridge+;;Vert. Barroth+;;Barroth Ridge+;土砂竜の堅甲;土砂龙的坚甲
Barroth Carapace;;Cuirasse Barroth;;Barroth Carapace;土砂竜の堅殻;土砂龙的坚壳
Fertile Mud;;Boue fertile;;Fertile Mud;肥沃なドロ;肥沃的泥
J.Barroth Ridge+;;Ver. Barroth J.+;;J.Barroth Ridge+;氷砕竜の堅甲;冰碎龙的坚甲
J.Barr Carapace;;Cuir. Barroth J.;;J.Barr Carapace;氷砕竜の堅殻;冰碎龙的坚壳
Frozen Glob;;Globe gelé;;Frozen Glob;凍った粘液塊;冻结的粘液块
Lagombi Pelt;;Peau Lagombi;;Lagombi Pelt;白兎獣の毛;白兔兽的毛
Gobul Spike+;;Pointe Gobul+;;Gobul Spike+;灯魚竜の上棘;灯鱼龙的上棘
Gobul Hide+;;Cuir Gobul+;;Gobul Hide+;灯魚竜の上皮;灯鱼龙的上皮
Ancient Potion;;Potion ancestrale;;Ancient Potion;いにしえの秘薬;远古秘药
Felvine;;Felvine;;Felvine;マタタビ;木天蓼
Pinnacle Coin;;Pièce apogée;;Pinnacle Coin;闘技王のコイン;斗技王的硬币
Piscine Coin;;Pièce nageurs;;Piscine Coin;水竜のコイン;水龙的硬币
Commendation;;Récompense;;Commendation;勇気の証;勇气之证
Fucium Ore;;Fucium;;Fucium Ore;ユニオン鉱石;白鹭石
Rathian Spike+;;Pointe Rathian+;;Rathian Spike+;雌火竜の上棘;雌火龙的上棘
Rathian Carapace;;Cuirasse Rathian;;Rathian Carapace;雌火竜の堅殻;雌火龙的坚壳
Rath Marrow;;Moelle Rath;;Rath Marrow;火竜の骨髄;火龙的骨髓
Inferno Sac;;Poche infernale;;Inferno Sac;爆炎袋;爆炎袋
P.Rath Carapace;;Cuir. Rathian R.;;P.Rath Carapace;桜火竜の堅殻;樱火龙的坚壳
P.Rathian Scale+;;Éca. Rathian R.+;;P.Rathian Scale+;桜火竜の上鱗;樱火龙的上鳞
Monster Keenbone;;Acéros monstre;;Monster Keenbone;尖竜骨;尖龙骨
Rathian Scale+;;Écaille Rathian+;;Rathian Scale+;雌火竜の上鱗;雌火龙的上鳞
Uncanny Hide+;;Cuir étrange+;;Uncanny Hide+;不気味な上皮;可怕的上皮
Toxin Sac;;Poche de toxine;;Toxin Sac;猛毒袋;猛毒袋
B.Giggi Hide+;;Cuir Giggi F.+;;B.Giggi Hide+;電怪竜の上皮;电怪龙的上皮
Pale Extract;;Extrait pâle;;Pale Extract;アルビノエキス;白色浸出物
Plesioth Scale+;;Écai. Plesioth+;;Plesioth Scale+;水竜の上鱗;水龙的上鳞
Plesioth Fin+;;Nag. Plesioth+;;Plesioth Fin+;水竜の上ビレ;水龙的上鳍
Plesioth Head;;Tête Plesioth;;Plesioth Head;水竜のお頭;水龙的头
Amber Tusks+;;Défenses ambre+;;Amber Tusks+;琥珀色の鋭牙;琥珀色的锐牙
Barioth Pelt+;;Peau Barioth+;;Barioth Pelt+;氷牙竜の上毛皮;冰牙龙的上毛皮
Freezer Sac;;Poche de gel;;Freezer Sac;凍結袋;冻结袋
Indigo Tusks+;;Défenses indigo+;;Indigo Tusks+;群青色の鋭牙;群青色的锐牙
S.Barioth Pelt+;;Peau Barioth S.+;;S.Barioth Pelt+;風牙竜の上毛皮;风牙龙的上毛皮
S.Bari Carapace;;Cuir. Barioth S.;;S.Bari Carapace;風牙竜の堅殻;风牙龙的坚壳
Nibel Carapace;;Cuir. Nibelsnarf;;Nibel Carapace;潜口竜の堅殻;潜口龙的坚壳
Nibelsnarf Hide+;;Peau Nibelsnarf+;;Nibelsnarf Hide+;潜口竜の上皮;潜口龙的上皮
Wroggi Scale+;;Écaille Wroggi+;;Wroggi Scale+;フロギィの上鱗;小毒狗龙的上鱗
Nargacuga Pelt+;;Peau Nargacuga+;;Nargacuga Pelt+;迅竜の上黒毛;迅龙的上黑毛
Narga Tailspike;;Piqueue Narga;;Narga Tailspike;迅竜の尾棘;迅龙的尾棘
Wyvern Stone;;Pierre de Wyvern;;Wyvern Stone;竜玉;龙玉
Arzuros Pelt+;;Peau Arzuros+;;Arzuros Pelt+;青熊獣の剛毛;青熊兽的刚毛
Lagiacrus Horn+;;Corne Lagiacrus+;;Lagiacrus Horn+;海竜の尖角;海龙的尖角
Lagiacrus Hide+;;Cuir Lagiacrus+;;Lagiacrus Hide+;海竜の上皮;海龙的上皮
I.Lagi Horn+;;Corne Lagi I.+;;I.Lagi Horn+;白海竜の尖角;白海龙的尖角
I.Lagi Hide+;;Cuir Lagi I.+;;I.Lagi Hide+;白海竜の上皮;白海龙的上皮
Duramboros Horn+;;Corne Duram+;;Duramboros Horn+;尾槌竜の尖角;尾槌龙的尖角
Rathalos Scale+;;Écail. Rathalos+;;Rathalos Scale+;火竜の上鱗;火龙的上鳞
Rathalos Ruby;;Rubis Rathalos;;Rathalos Ruby;火竜の紅玉;火龙的红玉
A.Rath Carapace;;Cuir. Rath A.;;A.Rath Carapace;蒼火竜の堅殻;苍火龙的坚壳
A.Rathalos Wing;;Aile Rath. A.;;A.Rathalos Wing;蒼火竜の翼;苍火龙的翼
Zinogre Horn+;;Corne Zinogre+;;Zinogre Horn+;雷狼竜の尖角;雷狼龙的尖角
Zin Electrofur;;Électrif. Zino;;Zin Electrofur;雷狼竜の高電毛;雷狼龙的高电毛
Zinogre Carapace;;Cuirasse Zinogre;;Zinogre Carapace;雷狼竜の堅殻;雷狼龙的坚壳
Brach Ebonshell;;Coquébène Brach;;Brach Ebonshell;砕竜の黒曜甲;碎龙的黑曜甲
Brach Scalp;;Scalp Brachydios;;Brach Scalp;砕竜の頭殻;碎龙的头壳
Mystery Slime;;Poisse étrange;;Mystery Slime;なぞの粘菌;谜之粘菌
Firecell Stone;;Pierre-lave;;Firecell Stone;獄炎石;狱炎石
Duram Carapace;;Cuir. Duramboros;;Duram Carapace;尾槌竜の堅殻;尾槌龙的坚壳
Duram Tailbone;;Coccyx Duram;;Duram Tailbone;尾槌竜の尾骨;尾槌龙的尾骨
Dragonbone Relic;;Relique os drag.;;Dragonbone Relic;いにしえの龍骨;远古龙骨
Nargacuga Fang+;;Croc Nargacuga+;;Nargacuga Fang+;迅竜の鋭牙;迅龙的锐牙
Diablos Carapace;;Cuirasse Diablos;;Diablos Carapace;角竜の堅殻;角龙的坚壳
B.Diab Carapace;;Cuir. Diablos N.;;B.Diab Carapace;黒角竜の堅殻;黑角龙的坚壳
Altaroth Stomach;;Estomac Altaroth;;Altaroth Stomach;甲虫の腹袋;甲虫的腹袋
Agnak Carapace;;Cuiras. Agnaktor;;Agnak Carapace;炎戈竜の堅殻;炎戈龙的坚壳
Agnaktor Hide+;;Cuir Agnaktor+;;Agnaktor Hide+;炎戈竜の上皮;炎戈龙的上皮
G.Agnak Carapace;;Cuir. Agnak G.;;G.Agnak Carapace;凍戈竜の堅殻;冻戈龙的坚壳
G.Agnak Beak;;Bec Agnaktor G.;;G.Agnak Beak;凍戈竜の碇口;冻戈龙的锚嘴
G.Agnak Hide+;;Cuir Agnak G.+;;G.Agnak Hide+;凍戈竜の上皮;冻戈龙的上皮
Velvety Hide;;Cuir feutré;;Velvety Hide;なめらかな皮;光滑的皮
Uragaan Carapace;;Cuirasse Uragaan;;Uragaan Carapace;爆鎚竜の堅殻;爆锤龙的坚壳
Lava Nugget;;Pépite-lave;;Lava Nugget;溶岩塊;溶岩块
S.Urag Carapace;;Cuir. Uragaan A.;;S.Urag Carapace;鋼鎚竜の堅殻;钢锤龙的坚壳
Mohran Scale+;;Écaille Mohran+;;Mohran Scale+;峯山龍の上蒼鱗;峯山龙的上苍鳞
Sturdy Fang+;;Croc solide+;;Sturdy Fang+;猛々しい龍鋭牙;凶猛的龙锐牙
Mohran Carapace;;Cuirasse Mohran;;Mohran Carapace;峯山龍の堅岩殻;峯山龙的坚岩壳
Rathian Plate;;Plaque Rathian;;Rathian Plate;雌火竜の逆鱗;雌火龙的逆鳞
Deviljho Scalp;;Scalp Deviljho;;Deviljho Scalp;恐暴竜の頭殻;恐暴龙的头壳
Deviljho Hide;;Cuir Deviljho;;Deviljho Hide;恐暴竜の黒皮;恐暴龙的黑皮
Deviljho Saliva;;Salive Deviljho;;Deviljho Saliva;恐暴竜の唾液;恐暴龙的唾液
Barioth Spike;;Pointe Barioth;;Barioth Spike;氷牙竜の棘;冰牙龙的棘
Brkn Skypiercer;;Perce-ciel brisé;;Brkn Skypiercer;砕けた天角;破碎的天角
Skypiercer;;Perce-ciel;;Skypiercer;天をつらぬく角;贯天之角
Alatreon Plate;;Plaque Alatreon;;Alatreon Plate;煌黒龍の逆鱗;煌黑龙的逆鳞
S.Barioth Claw+;;Gri. Barioth S.+;;S.Barioth Claw+;風牙竜の鋭爪;风牙龙的锐爪
Pirate J Ticket;;Pirate J Ticket;;Pirate J Ticket;海賊Ｊチケット;海贼Ｊ票
S.Uragaan Scale+;;Éca. Uragaan A.+;;S.Uragaan Scale+;鋼鎚竜の上鱗;钢锤龙的上鳞
Elder Dragonbone;;Os dragon ancien;;Elder Dragonbone;太古の龍骨;太古龙骨
Allfire Stone;;Pierre ardente;;Allfire Stone;真紅蓮石;真红莲石
Conqueror's Seal;;Sceau conquérant;;Conqueror's Seal;覇王の証;霸王之证
Bnahabra Cutwing;;Tranch. Bnahabra;;Bnahabra Cutwing;飛甲虫の斬羽;飞甲虫的斩羽
Emperor Hopper;;Sauteur empereur;;Emperor Hopper;皇帝バッタ;皇帝蚱蜢
Rhenoplos Bone;;Os Rhenoplos;;Rhenoplos Bone;草食竜の重骨;草食龙的重骨
Massive Bone;;Os massif;;Massive Bone;重厚な骨;重厚之骨
Supple Piel;;Pelage souple;;Supple Piel;柔軟な厚皮;柔软的厚皮
Prized Pelt;;Peau prisée;;Prized Pelt;極上の毛皮;极上的毛皮
Eltalite Ore;;Eltalite;;Eltalite Ore;エルトライト鉱石;绯鸢石
Purecrystal;;Cristal pur;;Purecrystal;ピュアクリスタル;纯水晶
Heavy Mossplate;;Mousse lourde;;Heavy Mossplate;尾槌竜の重苔甲 ;尾槌龙的重苔甲
Imperial Frill;;Collerette impé.;;Imperial Frill;偉大なエリマキ;伟大的围脖
Jaggi Scale+;;Écaille Jaggi+;;Jaggi Scale+;ジャギィの上鱗;小狗龙的上鳞
Imperial Crest;;Crête impériale;;Imperial Crest;偉大なトサカ;伟大的头冠
G.Baggi Claw+;;Griffe gd.Baggi+;;G.Baggi Claw+;眠狗竜の尖爪;眠狗龙的尖爪
Imperial Beak;;Bec impérial;;Imperial Beak;偉大なクチバシ;伟大的喙
Arzuros Cortex;;Cortex Arzuros;;Arzuros Cortex;青熊獣の重殻;青熊兽的重壳
Lagombi Auricle;;Oreillette Lago.;;Lagombi Auricle;白兎獣の地獄耳;白兔兽的地狱耳
Lagombi Fur;;Four. Lagombi;;Lagombi Fur;白兎獣の豪剛毛;白兔兽的豪刚毛
Great Baggi Piel;;Pelage gd. Baggi;;Great Baggi Piel;眠狗竜の厚皮;眠狗龙的厚皮
Flutterfly;;Papiluit;;Flutterfly;マボロシチョウ;幻之蝶
Volvidon Talon;;Serre Volvidon;;Volvidon Talon;赤甲獣の剛爪;赤甲兽的刚爪
Volvidon Cortex;;Cortex Volvidon;;Volvidon Cortex;赤甲獣の重殻;赤甲兽的重壳
Monster Essence;;Essence monstre;;Monster Essence;モンスターの特濃;怪物的特浓
Meldspar Ore;;Meldium;;Meldspar Ore;メランジェ鉱石;云鸠石
Rusted Fragment;;Fragment rouillé;;Rusted Fragment;さびた破片;锈破片
Hunter King Coin;;Pièce roi chass.;;Hunter King Coin;狩猟王のコイン;狩猎王的硬币
Alluring Beak;;Bec élégant;;Alluring Beak;魅惑のクチバシ;魅惑的喙
Peco Fellwing;;Rigipl. Qurupeco;;Peco Fellwing;彩鳥の剛翼;彩鸟的刚翼
Avian Stoutbone;;Résistos aviaire;;Avian Stoutbone;堅牢な鳥竜骨;坚牢的鸟龙骨
C.Peco Fellwing;;Rigipl. Peco V.;;C.Peco Fellwing;紅彩鳥の剛翼;红彩鸟的刚翼
Chic Crest;;Crête chic;;Chic Crest;イカしたトサカ;极品的头冠
R.Ludroth Shard;;Éclat Ludroth R.;;R.Ludroth Shard;水獣の厚鱗;水兽的厚鳞
R.Ludroth Lash;;Fouet Ludroth R.;;R.Ludroth Lash;水獣の靭尾;水兽的韧尾
Flood Sac;;Poche crue;;Flood Sac;特大水袋;特大水袋
P.Ludroth Shard;;Éclat Ludroth P.;;P.Ludroth Shard;紫水獣の厚鱗;紫水兽的厚鳞
Plesioth Shard;;Éclat Plesioth;;Plesioth Shard;水竜の厚鱗;水龙的厚鳞
Fine Plesio Fin;;N. raf. Plesioth;;Fine Plesio Fin;水竜の特上ビレ;水龙的特上鳍
Hvy Plesio Fang;;Croc Plesio lrd;;Hvy Plesio Fang;水竜の重牙;水龙的重牙
G.Plesio Shard;;Écl. Plesioth V.;;G.Plesio Shard;翠水竜の厚鱗;翠水龙的厚鳞
Fine G.Plesi Fin;;N. raf. Plesi V.;;Fine G.Plesi Fin;翠水竜の特上ビレ;翠水龙的特上鳍
Fey Wyvern Gem;;Pierre Wyv. pure;;Fey Wyvern Gem;幻鳥竜玉;幻鸟龙玉
Rathian Surspike;;Surpoin. Rathian;;Rathian Surspike;雌火竜の秘棘;雌火龙的秘棘
Rathian Cortex;;Cortex Rathian;;Rathian Cortex;雌火竜の重殻;雌火龙的重壳
Rathian Ruby;;Rubis Rathian;;Rathian Ruby;雌火竜の紅玉;雌火龙的红玉
Conflagrant Sac;;Poche explosive;;Conflagrant Sac;業炎袋;业炎袋
P.Rathian Cortex;;Cort. Rathian R.;;P.Rathian Cortex;桜火竜の重殻;樱火龙的重壳
P.Rathian Shard;;Écl. Rathian R.;;P.Rathian Shard;桜火竜の厚鱗;樱火龙的厚鳞
Monster Slogbone;;Robustos monstre;;Monster Slogbone;重竜骨;重龙骨
Fine G.Agnak Fin;;N. raf. Agnak G.;;Fine G.Agnak Fin;凍戈竜の特上ビレ;冻戈龙的特上鳍
J.Barroth Crown;;Cour. Barroth J.;;J.Barroth Crown;氷砕竜の重頭殻;冰碎龙的重头壳
Hvy Amber Tusks;;Déf. ambre ldes;;Hvy Amber Tusks;琥珀色の重牙;琥珀色的重牙
Barioth Fur;;Fourrure Barioth;;Barioth Fur;氷牙竜の厚毛皮;冰牙龙的厚毛皮
Barioth Cortex;;Cortex Barioth;;Barioth Cortex;氷牙竜の重殻;冰牙龙的重壳
Cryo Sac;;Poche cryo;;Cryo Sac;瞬間凍結袋;瞬间冻结袋
Hvy Indigo Tusks;;Déf. indigo ldes;;Hvy Indigo Tusks;群青色の重牙;群青色的重牙
S.Barioth Fur;;Four. Barioth S.;;S.Barioth Fur;風牙竜の厚毛皮;风牙龙的厚毛皮
S.Barioth Cortex;;Cort. Barioth S.;;S.Barioth Cortex;風牙竜の重殻;风牙龙的重壳
Barroth Chine;;Échine Barroth;;Barroth Chine;土砂竜の重甲;土砂龙的重甲
Barroth Cortex;;Cortex Barroth;;Barroth Cortex;土砂竜の重殻;土砂龙的重壳
