english;spanish;french;italian;german;japanese;chinese
Alloy Helm S;;Casque en alliage S;;Legierungs-Helm S;アロイＳヘルム;合金头盔Ｓ
Alloy Cap S;;Calot en alliage S;;Legierungs-Kappe S;アロイＳキャップ;合金战帽Ｓ
Bnahabra Hat S;;Chapeau Bnahabra S;;Bnahabra-Hut S;ブナハＳハット;飞甲虫帽子Ｓ
Bnahabra Headpiece S;;C.-chef Bnahabra S;;Bnahabra-Haube S;ブナハＳキャップ;飞甲虫头饰Ｓ
Rhenoplos Helm S;;Casque Rhenoplos S;;Rhenoplos-Helm S;リノプロＳヘルム;草食龙头盔Ｓ
Rhenoplos Cap S;;Calot Rhenoplos S;;Rhenoplos-Kappe S;リノプロＳキャップ;草食龙战帽Ｓ
Slagtoth Hood;;Capuche Slagtoth;;Slagtoth-Kapuze;ズワロフード;垂皮头罩
Slagtoth Cowl;;Coule Slagtoth;;Slagtoth-Kutte;ズワロフッド;垂皮头帽
Dianthus Cappa;;Toque Dianthus;;Dianthus-Chapeau;撫子【布冠】;抚子【布冠】
Campanile Cappa;;Toque Campanile;;CampanileChapeau;桔梗【布冠】;桔梗【布冠】
Jaggi Helm S;;Casque Jaggi S;;Jaggi-Helm S;ジャギィＳヘルム;狗龙头盔Ｓ
Jaggi Cap S;;Calot Jaggi S;;Jaggi-Kappe S;ジャギィＳキャップ;狗龙战帽Ｓ
Arzuros Helm S;;Casque Arzuros S;;Arzuros-Helm S;アシラＳヘルム;青熊兽头盔Ｓ
Arzuros Cap S;;Calot Arzuros S;;Arzuros-Kappe S;アシラＳキャップ;青熊兽战帽Ｓ
Wroggi Hat S;;Chapeau Wroggi S;;Wroggi-Hut S;フロギィＳヘルム;毒狗龙头盔Ｓ
Wroggi Cap S;;Calot Wroggi S;;Wroggi-Kappe S;フロギィＳキャップ;毒狗龙战帽Ｓ
Baggi Helm S;;Casque Baggi S;;Baggi-Helm S;バギィＳヘルム;眠狗龙头盔Ｓ
Baggi Cap S;;Calot Baggi S;;Baggi-Kappe S;バギィＳキャップ;眠狗龙战帽Ｓ
Lagombi Helm S;;Casque Lagombi S;;Lagombi-Helm S;ウルクＳヘルム;白兔兽头盔Ｓ
Lagombi Cap S;;Calot Lagombi S;;Lagombi-Kappe S;ウルクＳキャップ;白兔兽战帽Ｓ
Gargwa Mask;;Masque Gargwa;;Gargwa-Maske;ガーグァフェイク;丸鸟面具
Bullfango Mask;;Masque Bullfango;;Bullfango-Maske;ブルファンゴフェイク;野猪面具
Qurupeco Helm S;;Casque Qurupeco S;;Qurupeco-Helm S;ペッコＳヘルム;彩鸟头盔Ｓ
Qurupeco Cap S;;Calot Qurupeco S;;Qurupeco-Kappe S;ペッコＳキャップ;彩鸟战帽Ｓ
Qurupeco Helm U;;Casque Qurupeco U;;Qurupeco-Helm U;ペッコＵヘルム;红彩鸟头盔Ｕ
Qurupeco Cap U;;Calot Qurupeco U;;Qurupeco-Kappe U;ペッコＵキャップ;红彩鸟战帽Ｕ
Ludroth Helm S;;Casque Ludroth S;;Ludroth-Helm S;ルドロスＳヘルム;水兽头盔Ｓ
Ludroth Cap S;;Calot Ludroth S;;Ludroth-Kappe S;ルドロスＳキャップ;水兽战帽Ｓ
Ludroth Helm U;;Casque Ludroth U;;Ludroth-Helm U;ルドロスＵヘルム;紫水兽头盔Ｕ
Ludroth Cap U;;Calot Ludroth U;;Ludroth-Kappe U;ルドロスＵキャップ;紫水兽战帽Ｕ
Volvidon Helm S;;Casque Volvidon S;;Volvidon-Helm S;ラングロＳヘルム;赤甲兽头盔Ｓ
Volvidon Cap S;;Calot Volvidon S;;Volvidon-Kappe S;ラングロＳキャップ;赤甲兽战帽Ｓ
Aelucanth Vertex;;Vertex Aelucanth;;Aelucanth-Vertex;ロワーガテスタ;锹虫头盔
Aelucanth Clypeus;;Clypeus Aelucanth;;Aelucanth-Clypeus;ロワーガカプト;锹虫战帽
Rhopessa Vertex;;Vertex Rhopessa;;Rhopessa-Vertex;ファルメルテスタ;蝴蝶头盔
Rhopessa Clypeus;;Clypeus Rhopessa;;Rhopessa-Clypeus;ファルメルカプト;蝴蝶战帽
Barroth Helm S;;Casque Barroth S;;Barroth-Helm S;ボロスＳヘルム;土砂龙头盔Ｓ
Barroth Cap S;;Calot Barroth S;;Barroth-Kappe S;ボロスＳキャップ;土砂龙战帽Ｓ
Barroth Helm U;;Casque Barroth U;;Barroth-Helm U;ボロスＵヘルム;冰碎龙头盔Ｕ
Barroth Cap U;;Calot Barroth U;;Barroth-Kappe U;ボロスＵキャップ;冰碎龙战帽Ｕ
Gobul Helm S;;Casque Gobul S;;Gobul-Helm S;ガブルＳヘルム;灯鱼龙头盔Ｓ
Gobul Cap S;;Calot Gobul S;;Gobul-Kappe S;ガブルＳキャップ;灯鱼龙战帽Ｓ
Mosgharl Vizor;;Visière Mosgharl;;Mosgharl-Visier;マギュルフロール;南瓜帽
Mosgharl Brim;;Voile Mosgharl;;Mosgharl-Krempe;マギュルブルーメ;南瓜花帽
Guild Bard Lobos S;;Lobos de barde S;;Gildenbarden-Lobos S;ギルドバードＳロボス;工会精英头盔Ｓ
Guild Bard Hat S;;Chapeau de barde S;;Gildenbarden-Hut S;ギルドバードＳハット;工会精英帽子Ｓ
Scholar's Beret S;;Béret de clerc S;;Gelehrten-Barett S;スカラーＳフード;店员头巾Ｓ
Scholar's Cap S;;Heaume de clerc S;;Gelehrten-Kappe S;スカラーＳベレー;店员贝雷帽Ｓ
Ingot Helm S;;Casque Ingot S;;Guss-Helm S;インゴットＳヘルム;高合金头盔Ｓ
Ingot Cap S;;Calot Ingot S;;Guss-Kappe S;インゴットＳキャップ;高合金战帽Ｓ
Rathian Helm S;;Casque Rathian S;;Rathian-Helm S;レイアＳヘルム;雌火龙头盔Ｓ
Rathian Cap S;;Calot Rathian S;;Rathian-Kappe S;レイアＳキャップ;雌火龙战帽Ｓ
Rath Heart Helm;;Casque Coeur Rath;;Rath.-Herz-Helm;リオハートヘルム;樱火龙头盔
Rath Heart Cap;;Calot Coeur Rath;;Rath.-Herz-Kappe;リオハートキャップ;樱火龙战帽
Gigginox Helm S;;Casque Gigginox S;;Gigginox-Helm S;ネブラＳヘルム;毒怪龙头盔Ｓ
Gigginox Cap S;;Calot Gigginox S;;Gigginox-Kappe S;ネブラＳキャップ;毒怪龙战帽Ｓ
Gigginox Helm U;;Casque Gigginox U;;Gigginox-Helm U;ネブラＵヘルム;电怪龙头盔Ｕ
Gigginox Cap U;;Calot Gigginox U;;Gigginox-Kappe U;ネブラＵキャップ;电怪龙战帽Ｕ
Plesioth Helm;;Casque Plesioth;;Plesioth-Helm;ガノスヘルム;水龙头盔
Plesioth Cap;;Calot Plesioth;;Plesioth-Kappe;ガノスキャップ;水龙战帽
Barioth Helm S;;Casque Barioth S;;Barioth-Helm S;ベリオＳヘルム;冰牙龙头盔Ｓ
Barioth Cap S;;Calot Barioth S;;Barioth-Kappe S;ベリオＳキャップ;冰牙龙战帽Ｓ
Barioth Helm U;;Casque Barioth U;;Barioth-Helm U;ベリオＵヘルム;风牙龙头盔Ｕ
Barioth Cap U;;Calot Barioth U;;Barioth-Kappe U;ベリオＵキャップ;风牙龙战帽Ｕ
Nibelsnarf Helm S;;Casque Nibelsnarf S;;Nibelsnarf-Helm S;ハプルＳヘルム;潜口龙头盔Ｓ
Nibelsnarf Cap S;;Calot Nibelsnarf S;;Nibelsnarf-Kappe S;ハプルＳキャップ;潜口龙战帽Ｓ
Nargacuga Helm;;Casque Nargacuga;;Nargacuga-Helm;ナルガヘルム;迅龙头盔
Nargacuga Cap;;Calot Nargacuga;;Nargacuga-Kappe;ナルガキャップ;迅龙战帽
Lagiacrus Helm S;;Casque Lagiacrus S;;Lagiacrus-Helm S;ラギアＳヘルム;海龙头盔Ｓ
Lagiacrus Cap S;;Calot Lagiacrus S;;Lagiacrus-Kappe S;ラギアＳキャップ;海龙战帽Ｓ
Lagiacrus Helm U;;Casque Lagiacrus U;;Lagiacrus-Helm U;ラギアＵヘルム;白海龙头盔Ｕ
Lagiacrus Cap U;;Calot Lagiacrus U;;Lagiacrus-Kappe U;ラギアＵキャップ;白海龙战帽Ｕ
Rathalos Helm S;;Casque Rathalos S;;Rathalos-Helm S;レウスＳヘルム;雄火龙头盔Ｓ
Rathalos Cap S;;Calot Rathalos S;;Rathalos-Kappe S;レウスＳキャップ;雄火龙战帽Ｓ
Rath Soul Helm;;Casque Âme Rath;;Rath.-Seelenhelm;リオソウルヘルム;苍火龙头盔
Rath Soul Cap;;Calot Âme Rath;;Rath.-Seelenkappe;リオソウルキャップ;苍火龙战帽
Zinogre Helm;;Casque Zinogre;;Zinogre-Helm;ジンオウヘルム;雷狼龙头盔
Zinogre Cap;;Calot Zinogre;;Zinogre-Kappe;ジンオウキャップ;雷狼龙战帽
Brachydios Helm;;Casque Brachydios;;Brachydios-Helm;ブラキヘルム;碎龙头盔
Brachydios Cap;;Calot Brachydios;;Brachydios-Kappe;ブラキキャップ;碎龙战帽
Duramboros Helm S;;Casque Duramboros S;;Duramboros-Helm S;ドボルＳヘルム;尾槌龙头盔Ｓ
Duramboros Cap S;;Calot Duramboros S;;Duramboros-Kappe S;ドボルＳキャップ;尾槌龙战帽Ｓ
Ranger's Headgear;;Coiffe de ranger;;Ranger-Kopfbedeckung;城塞遊撃隊【刃笠】;城塞游击队【刃笠】
Archer's Turban;;Turban d'archer;;Bogenschützen-Turban;城塞弓撃隊【面隠】;城塞弓击队【面隐】
Dober Helm;;Casque Dober;;Dober-Helm;ドーベルヘルム;远古龙头盔
Dober Cap;;Heaume Dober;;Dober-Kappe;ドーベルキャップ;远古龙战帽
Diablos Helm S;;Casque Diablos S;;Diablos-Helm S;ディアブロＳヘルム;角龙头盔Ｓ
Diablos Cap S;;Calot Diablos S;;Diablos-Kappe S;ディアブロＳキャップ;角龙战帽Ｓ
Diablos Helm U;;Casque Diablos U;;Diablos-Helm U;ディアブロＵヘルム;黑角龙头盔Ｕ
Diablos Cap U;;Calot Diablos U;;Diablos-Kappe U;ディアブロＵキャップ;黑角龙战帽Ｕ
Agnaktor Helm S;;Casque Agnaktor S;;Agnaktor-Helm S;アグナＳヘルム;炎戈龙头盔Ｓ
Agnaktor Cap S;;Calot Agnaktor S;;Agnaktor-Kappe S;アグナＳキャップ;炎戈龙战帽Ｓ
Agnaktor Helm U;;Casque Agnaktor U;;Agnaktor-Helm U;アグナＵヘルム;冻戈龙头盔Ｕ
Agnaktor Cap U;;Calot Agnaktor U;;Agnaktor-Kappe U;アグナＵキャップ;冻戈龙战帽Ｕ
Uragaan Helm S;;Casque Uragaan S;;Uragaan-Helm S;ガンキンＳヘルム;爆锤龙头盔Ｓ
Uragaan Cap S;;Calot Uragaan S;;Uragaan-Kappe S;ガンキンＳキャップ;爆锤龙战帽Ｓ
Uragaan Helm U;;Casque Uragaan U;;Uragaan-Helm U;ガンキンＵヘルム;钢锤龙头盔Ｕ
Uragaan Cap U;;Calot Uragaan U;;Uragaan-Kappe U;ガンキンＵキャップ;钢锤龙战帽Ｕ
Damascus Helm;;Casque Damascus;;Damaskus-Helm;ダマスクヘルム;金属镶嵌头盔
Damascus Cap;;Heaume Damascus;;Damaskus-Kappe;ダマスクキャップ;金属镶嵌战帽
Yamato Kabuto;;Yamato Kabuto;;Yamato-Kabuto;大和【兜】;大和【兜】
Mutsu Eboshi;;Mutsu Eboshi;;Mutsu-Eboshi;陸奥【烏帽子】;陆奥【乌帽子】
Hyuga Hachigane;;Hyuga Hachigane;;Hyuga-Hachigane;日向【鉢金】;日向【钵金】
Amagi Hachigane;;Amagi Hachigane;;Amagi-Hachigane;天城【鉢金】;天城【钵金】
Vangis Helm;;Casque Vangis;;Vangis-Helm;バンギスヘルム;恐暴龙头盔
Vangis Cap;;Heaume Vangis;;Vangis-Kappe;バンギスキャップ;恐暴龙战帽
Escadora Wisdom;;Escadora Wisdom;;Escadora-Weisheit;エスカドラワイズ;煌黑龙之智慧
Escadora Sagesse;;Sagesse Escadora;;Escadora-Sagesse;エスカドラサジェス;煌黑龙之战帽
Pirate Hat J;;Jolly Roger Hat;;Jolly Roger Hat;大海賊Ｊハット;大海盗Ｊ帽子
Pirate Roger J;;Jolly Roger Cap;;Jolly Roger Cap;大海賊Ｊロジャー;大海盗Ｊ皮帽
Shadow Shades;;Pare-soleil;;Schattenbrille;シャドウアイ;黑暗之眼
Skull Mask;;Tête de mort;;Totenschädel;スカルフェイス;骷髅王冠
Skull Visage;;Visage de mort;;Schädel-Antlitz;スカルヘッド;骷髅皇冠
Bnahabra Hat X;;Chapeau Bnahabra X;;Bnahabra-Hut X;ブナハＸハット;飞甲虫帽子Ｘ
Bnahabra Headpiece X;;C.-chef Bnahabra X;;Bnahabra-Haube X;ブナハＸキャップ;飞甲虫头饰Ｘ
Rhenoplos Helm X;;Casque Rhenoplos X;;Rhenoplos-Helm X;リノプロＸヘルム;草食龙头盔Ｘ
Rhenoplos Cap X;;Calot Rhenoplos X;;Rhenoplos-Kappe X;リノプロＸキャップ;草食龙战帽Ｘ
Slagtoth Hood X;;Capuche Slagtoth X;;Slagtoth-Kapuze X;ズワロＸフード;垂皮头罩Ｘ
Slagtoth Cowl X;;Coule Slagtoth X;;Slagtoth-Kutte X;ズワロＸフッド;垂皮头帽Ｘ
Chakra Earring;;Piercing Chakra;;Chakra-Ohrring;三眼のピアス;三眼耳环
Mosgharl Vizor X;;Visière Mosgharl X;;Mosgharl-Visier X;マギュルＸフロール;南瓜帽Ｘ
Mosgharl Brim X;;Voile Mosgharl X;;Mosgharl-Krempe X;マギュルＸブルーメ;南瓜花帽Ｘ
Jaggi Helm X;;Casque Jaggi X;;Jaggi-Helm X;ジャギィＸヘルム;狗龙头盔Ｘ
Jaggi Cap X;;Calot Jaggi X;;Jaggi-Kappe X;ジャギィＸキャップ;狗龙战帽Ｘ
Baggi Helm X;;Casque Baggi X;;Baggi-Helm X;バギィＸヘルム;眠狗龙头盔Ｘ
Baggi Cap X;;Calot Baggi X;;Baggi-Kappe X;バギィＸキャップ;眠狗龙战帽Ｘ
Wroggi Hat X;;Chapeau Wroggi X;;Wroggi-Hut X;フロギィＸヘルム;毒狗龙头盔Ｘ
Wroggi Cap X;;Calot Wroggi X;;Wroggi-Kappe X;フロギィＸキャップ;毒狗龙战帽Ｘ
Arzuros Helm X;;Casque Arzuros X;;Arzuros-Helm X;アシラＸヘルム;青熊兽头盔Ｘ
Arzuros Cap X;;Calot Arzuros X;;Arzuros-Kappe X;アシラＸキャップ;青熊兽战帽Ｘ
Lagombi Helm X;;Casque Lagombi X;;Lagombi-Helm X;ウルクＸヘルム;白兔兽头盔Ｘ
Lagombi Cap X;;Calot Lagombi X;;Lagombi-Kappe X;ウルクＸキャップ;白兔兽战帽Ｘ
Volvidon Helm X;;Casque Volvidon X;;Volvidon-Helm X;ラングロＸヘルム;赤甲兽头盔Ｘ
Volvidon Cap X;;Calot Volvidon X;;Volvidon-Kappe X;ラングロＸキャップ;赤甲兽战帽Ｘ
Ingot Helm X;;Casque Ingot X;;Legierungs-Helm X;インゴットＸヘルム;高合金头盔Ｘ
Ingot Cap X;;Calot Ingot X;;Legierungs-Kappe X;インゴットＸキャップ;高合金战帽Ｘ
Dianthus Wealcap;;Calot zéb. Dianthus;;Dianthus-Gunstkappe;撫子・華【布冠】;抚子・华【布冠】
Campanile Wealcap;;Calot z. Campanile;;Campanile-Gunstkappe;桔梗・華【布冠】;桔梗・华【布冠】
Sailor Hat;;Chapeau marin;;Matrosen-Hut;セイラーフード;水手服帽子
Sailor Cap;;Calot marin;;Matrosen-Kappe;セイラーキャップ;水手服战帽
Qurupeco Helm X;;Casque Qurupeco X;;Qurupeco-Helm X;ペッコＸヘルム;彩鸟头盔Ｘ
Qurupeco Cap X;;Calot Qurupeco X;;Qurupeco-Kappe X;ペッコＸキャップ;彩鸟战帽Ｘ
Qurupeco Helm Z;;Casque Qurupeco Z;;Qurupeco-Helm Z;ペッコＺヘルム;红彩鸟头盔Ｚ
Qurupeco Cap Z;;Calot Qurupeco Z;;Qurupeco-Kappe Z;ペッコＺキャップ;红彩鸟战帽Ｚ
Ludroth Helm X;;Casque Ludroth X;;Ludroth-Helm X;ルドロスＸヘルム;水兽头盔Ｘ
Ludroth Cap X;;Calot Ludroth X;;Ludroth-Kappe X;ルドロスＸキャップ;水兽战帽Ｘ
Ludroth Helm Z;;Casque Ludroth Z;;Ludroth-Helm Z;ルドロスＺヘルム;紫水兽头盔Ｚ
Ludroth Cap Z;;Calot Ludroth Z;;Ludroth-Kappe Z;ルドロスＺキャップ;紫水兽战帽Ｚ
Plesioth Helm X;;Casque Plesioth X;;Plesioth-Helm X;ガノスＸヘルム;水龙头盔Ｘ
Plesioth Cap X;;Calot Plesioth X;;Plesioth-Kappe X;ガノスＸキャップ;水龙战帽Ｘ
Plesioth Helm Z;;Casque Plesioth Z;;Plesioth-Helm Z;ガノスＺヘルム;翠水龙头盔Ｚ
Plesioth Cap Z;;Calot Plesioth Z;;Plesioth-Kappe Z;ガノスＺキャップ;翠水龙战帽Ｚ
Rathian Helm X;;Casque Rathian X;;Rathian-Helm X;レイアＸヘルム;雌火龙头盔Ｘ
Rathian Cap X;;Calot Rathian X;;Rathian-Kappe X;レイアＸキャップ;雌火龙战帽Ｘ
Rath Heart Helm Z;;Casque Coeur Rath Z;;Rath.-Herz-Helm Z;リオハートＺヘルム;樱火龙头盔Ｚ
Rath Heart Cap Z;;Calot Coeur Rath Z;;Rath.-Herz-Kappe Z;リオハートＺキャップ;樱火龙战帽Ｚ
Guild Bard Lobos X;;Lobos de barde X;;Gildenbarden-Lobos X;ギルドバードＸロボス;工会精英头盔Ｘ
Guild Bard Hat X;;Chapeau de barde X;;Gildenbarden-Hut X;ギルドバードＸハット;工会精英帽子Ｘ
Scholar's Beret X;;Béret de clerc X;;Gelehrten-Barett X;スカラーＸフード;店员头巾Ｘ
Scholar's Cap X;;Heaume de clerc X;;Gelehrten-Kappe X;スカラーＸベレー;店员贝雷帽Ｘ
Strider's Headgear;;Coiffe de rôdeur;;Strecher-Kopfbed.;城塞特攻隊【刃笠】;城塞特攻队【刃笠】
Deadeye's Turban;;Turban mortel;;Zielwasser-Turban;城塞隠密隊【面隠】;城塞隐密队【面隐】
Barioth Helm X;;Casque Barioth X;;Barioth-Helm X;ベリオＸヘルム;冰牙龙头盔Ｘ
Barioth Cap X;;Calot Barioth X;;Barioth-Kappe X;ベリオＸキャップ;冰牙龙战帽Ｘ
Barioth Helm Z;;Casque Barioth Z;;Barioth-Helm Z;ベリオＺヘルム;风牙龙头盔Ｚ
Barioth Cap Z;;Calot Barioth Z;;Barioth-Kappe Z;ベリオＺキャップ;风牙龙战帽Ｚ
Barroth Helm X;;Casque Barroth X;;Barroth-Helm X;ボロスＸヘルム;土砂龙头盔Ｘ
Barroth Cap X;;Calot Barroth X;;Barroth-Kappe X;ボロスＸキャップ;土砂龙战帽Ｘ
Barroth Helm Z;;Casque Barroth Z;;Barroth-Helm Z;ボロスＺヘルム;冰碎龙头盔Ｚ
Barroth Cap Z;;Calot Barroth Z;;Barroth-Kappe Z;ボロスＺキャップ;冰碎龙战帽Ｚ
Gobul Helm X;;Casque Gobul X;;Gobul-Helm X;ガブルＸヘルム;灯鱼龙头盔Ｘ
Gobul Cap X;;Calot Gobul X;;Gobul-Kappe X;ガブルＸキャップ;灯鱼龙战帽Ｘ
Gigginox Helm X;;Casque Gigginox X;;Gigginox-Helm X;ネブラＸヘルム;毒怪龙头盔Ｘ
Gigginox Cap X;;Calot Gigginox X;;Gigginox-Kappe X;ネブラＸキャップ;毒怪龙战帽Ｘ
Gigginox Helm Z;;Casque Gigginox Z;;Gigginox-Helm Z;ネブラＺヘルム;电怪龙头盔Ｚ
Gigginox Cap Z;;Calot Gigginox Z;;Gigginox-Kappe Z;ネブラＺキャップ;电怪龙战帽Ｚ
Nibelsnarf Helm X;;Casque Nibelsnarf X;;Nibelsnarf-Helm X;ハプルＸヘルム;潜口龙头盔Ｘ
Nibelsnarf Cap X;;Calot Nibelsnarf X;;Nibelsnarf-Kappe X;ハプルＸキャップ;潜口龙战帽Ｘ
