english;spanish;french;italian;german;japanese;chinese
Brachydios Mail;Malla de Brachydios;;;;ブラキメイル;碎龙铠甲
Brachydios Vest;Chaleco de Brachydios;;;;ブラキレジスト;碎龙炼甲
Nargacuga Mail;Malla de Nargacuga;;;;ナルガメイル;迅龙铠甲
Nargacuga Vest;Chaleco de Nargacuga;;;;ナルガレジスト;迅龙炼甲
Gravios Mail;Malla de Gravios;;;;グラビドメイル;铠龙铠甲
Gravios Vest;Chaleco de Gravios;;;;グラビドレジスト;铠龙炼甲
Rathalos Mail;Malla de Rathalos;;;;レウスメイル;雄火龙铠甲
Rathalos Vest;Chaleco de Rathalos;;;;レウスレジスト;雄火龙炼甲
Lavasioth Mail;Malla de Lavasioth;;;;ラヴァメイル;溶岩龙铠甲
Lavasioth Vest;Chaleco de Lavasioth;;;;ラヴァレジスト;溶岩龙炼甲
Diablos Mail;Malla de Diablos;;;;ディアブロメイル;角龙铠甲
Diablos Vest;Chaleco de Diablos;;;;ディアブロレジスト;角龙炼甲
Garuga Mail;Malla de Garuga;;;;ガルルガメイル;黑狼鸟铠甲
Garuga Vest;Chaleco de Garuga;;;;ガルルガレジスト;黑狼鸟炼甲
Uragaan Mail;Malla de Uragaan;;;;ガンキンメイル;爆锤龙铠甲
Uragaan Vest;Chaleco de Uragaan;;;;ガンキンレジスト;爆锤龙炼甲
Duramboros Mail;Malla de Duramboros;;;;ドボルメイル;尾槌龙铠甲
Duramboros Vest;Chaleco de Duramboros;;;;ドボルレジスト;尾槌龙炼甲
Arc Mail;Malla de Arco;;;;アークメイル;弧光铠甲
Arc Vest;Chaleco de Arco;;;;アークレジスト;弧光炼甲
Philia Mail;Malla de Philia;;;;フィリアメイル;友爱铠甲
Philia Vest;Chaleco de Philia;;;;フィリアレジスト;友爱炼甲
Zannyo Doate;Doate Zannyo;;;;残陽【胴当て】;残阳【胴体】
Shinonome Doate;Doate Shinonome;;;;東雲【胴当て】;东云【胴体】
Tokiwa Muneate;Muneate Tokiwa ;;;;常磐【胸当て】;常磐【胴体】
Yachiyo Muneate;Muneate Yachiyo ;;;;八千代【胸当て】;八千代【胴体】
Kirin Vest;Chaleco de Kirin;;;;キリンベスト;麒麟内衣
Kirin Cape;Capa de Kirin;;;;キリンケープ;麒麟大衣
Akatsuki Doate;Doate Akatsuki ;;;;暁丸【胴当て】;晓丸【胴体】
Akebono Doate;Doate Akebono ;;;;曙丸【胴当て】;曙丸【胴体】
Rin Muneate;Muneate Rin ;;;;凛【胸当て】;凛【胴体】
Tsuya Muneate;Muneate Tsuya ;;;;艶【胸当て】;妖艳【胴体】
MH Club Jacket;Chaqueta MH Club;;;;モンハン部ジャケット;猛汉部大衣
MH Club Shirt;Camisa MH Club;;;;モンハン部ジャージ;猛汉部外套
Hunter Jacket;Chaqueta Cazador infernal;;;;狩猟戦線ジャケット;狩猎战线大衣
Hunter Rider;Cuero Cazador infernal;;;;狩猟戦線ライダース;狩猎战线外套
Armament Jacket;Chaqueta Frente Armado;;;;武装戦線ジャケット;武装战线大衣
Armament Rider;Cuero Frente Armado;;;;武装戦線ライダース;武装战线外套
Blue Star Suit;Traje Estrella Azul;;;;ブルースタースーツ;蓝星花上衣
Blue Star Vest;Chaleco Estrella Azul;;;;ブルースターベスト;蓝星花内衣
Brave's Mail S;Malla de Valiente S;;;;ブレイブＳメイル;勇气铠甲Ｓ
Brave's Vest S;Chaleco de Valiente S;;;;ブレイブＳレジスト;勇气炼甲Ｓ
Leather Mail S;Malla de Cuero S;;;;レザーＳメイル;皮质铠甲Ｓ
Leather Vest S;Chaleco de Cuero S;;;;レザーＳレジスト;皮质炼甲Ｓ
Chainmail Mail S;Malla de Cadena S;;;;チェーンＳメイル;锁链铠甲Ｓ
Chainmail Vest S;Chaleco de Malla S;;;;チェーンＳレジスト;锁链炼甲Ｓ
Hunter's Mail S;Malla de Cazador S;;;;ハンターＳメイル;猎人铠甲Ｓ
Hunter's Vest S;Chaleco de Cazador S;;;;ハンターＳレジスト;猎人炼甲Ｓ
Bone Mail S;Malla de Hueso S;;;;ボーンＳメイル;骨制铠甲Ｓ
Bone Vest S;Chaleco de Hueso S;;;;ボーンＳレジスト;骨制炼甲Ｓ
Alloy Mail S;Malla de Aleacion S;;;;アロイＳメイル;合金铠甲Ｓ
Alloy Vest S;Chaleco de Aleacion S;;;;アロイＳレジスト;合金炼甲Ｓ
Rhenoplos Mail S;Malla de Rhenoplos S;;;;リノプロＳメイル;草食龙铠甲Ｓ
Rhenoplos Vest S;Chaleco de Rhenoplos S;;;;リノプロＳレジスト;草食龙炼甲Ｓ
Bnahabra Suit S;Traje de Bnahabra S;;;;ブナハＳスーツ;飞甲虫上衣Ｓ
Bnahabra Vest S;Chaleco de Bnahabra S;;;;ブナハＳベスト;飞甲虫内衣Ｓ
Slagtoth Cloak S;Capa Slagtoth S;;;;ズワロＳマント;垂皮龙披风Ｓ
Slagtoth Cape S;Cubierta Slagtoth S;;;;ズワロＳケープ;垂皮龙大衣Ｓ
Jaggi Mail S;Malla de Jaggi S;;;;ジャギィＳメイル;狗龙铠甲Ｓ
Jaggi Vest S;Chaleco de Jaggi S;;;;ジャギィＳレジスト;狗龙炼甲Ｓ
Genprey Mail S;Malla de Genprey Ｓ;;;;ゲネポスＳメイル;黄速龙铠甲Ｓ
Genprey Vest S;Chaleco de Genprey Ｓ;;;;ゲネポスＳレジスト;黄速龙炼甲Ｓ
Volvidon Mail;Malla de Volvidon;;;;ランゴメイル;飞虫铠甲
Volvidon Vest;Chaleco de Volvidon;;;;ランゴレジスト;飞虫炼甲
Qurupeco Mail;Malla de Qurupeco;;;;ペッコメイル;彩鸟铠甲
Qurupeco Vest;Chaleco de Qurupeco;;;;ペッコレジスト;彩鸟炼甲
Conga Mail S;Malla de Conga Ｓ;;;;コンガＳメイル;桃毛兽铠甲Ｓ
Conga Vest S;Chaleco de Conga Ｓ;;;;コンガＳレジスト;桃毛兽炼甲Ｓ
Conga Mail U;Malla de Conga Ｕ;;;;コンガＵメイル;绿毛兽铠甲Ｕ
Conga Vest U;Chaleco de Conga Ｕ;;;;コンガＵレジスト;绿毛兽炼甲Ｕ
Velociprey Mail S;Malla de Velociprey Ｓ;;;;ランポスＳメイル;蓝速龙铠甲Ｓ
Velociprey Vest S;Chaleco de Velociprey Ｓ;;;;ランポスＳレジスト;蓝速龙炼甲Ｓ
Cephalos Mail;Malla de Cephalos;;;;ガレオスメイル;砂龙铠甲
Cephalos Vest;Chaleco de Cephalos;;;;ガレオスレジスト;砂龙炼甲
Hermitaur Mail;Malla de Hermitaur ;;;;ザザミメイル;盾蟹铠甲
Hermitaur Vest;Chaleco de Hermitaur;;;;ザザミレジスト;盾蟹炼甲
Remobra Body S;Cubre Cabeza de Remobra S;;;;ガブラスーツＳボディ;翼蛇龙之躯Ｓ
Remobra Wear S;Desgaste Remobra S;;;;ガブラスーツＳウェア;翼蛇龙上衣Ｓ
Ioprey Body;Cuerpo de Ioprey;;;;イーオスーツボディ;红速龙套之躯
Ioprey Wear;Ropa de Ioprey;;;;イーオスーツウェア;红速龙套上衣
Kecha Mail S;Malla de Kecha Ｓ;;;;ケチャＳメイル;奇猿狐铠甲Ｓ
Kecha Vest S;Chaleco de Kecha Ｓ;;;;ケチャＳレジスト;奇猿狐炼甲Ｓ
Kut-Ku Mail S;Malla de Kut-Ku Ｓ;;;;クックＳメイル;大怪鸟铠甲Ｓ
Kut-Ku Vest S;Chaleco de Kut-Ku Ｓ;;;;クックＳレジスト;大怪鸟炼甲Ｓ
Kut-Ku Mail U;Malla de Kut-Ku Ｕ;;;;クックＵメイル;青怪鸟铠甲Ｕ
Kut-Ku Vest U;Chaleco de Kut-Ku Ｕ;;;;クックＵレジスト;青怪鸟炼甲Ｕ
Obituary Petto;Torax de Obituario;;;;オウビートペット;独角仙铠甲
Obituary Pectus;Pecho de Obituario;;;;オウビートペクトス;独角仙炼甲
Butterfly Petto;Torax de Mariposa;;;;パピメルペット;彩蝶铠甲
Butterfly Pectus;Pecho de Mariposa;;;;パピメルペクトス;彩蝶炼甲
Ioprey Mail S;Malla de Ioprey Ｓ;;;;イーオスＳメイル;红速龙铠甲Ｓ
Ioprey Vest S;Chaleco de Ioprey Ｓ;;;;イーオスＳレジスト;红速龙炼甲Ｓ
Dober Mail;Malla de Dober;;;;ドーベルメイル;远古龙铠甲
Dober Vest;Chaleco de Dober;;;;ドーベルレジスト;远古龙炼甲
Lagombi Mail S;Malla de Lagombi S;;;;ウルクＳメイル;白兔兽铠甲Ｓ
Lagombi Vest S;Chaleco de Lagombi S;;;;ウルクＳレジスト;白兔兽炼甲Ｓ
Hawk Suit;Traje de Halcon;;;;ホークスーツ;餐叉上衣
Hawk Vest;Chaleco de Halcon;;;;ホークベスト;餐叉内衣
Ecole Suit;Traje de Ecole;;;;エコールスーツ;校服上衣
Ecole Vest;Chaleco de Ecole;;;;エコールベスト;校服内衣
Gypceros Mail S;Malla de Gypceros Ｓ;;;;ゲリョスＳメイル;毒怪鸟铠甲Ｓ
Gypceros Vest S;Chaleco de Gypceros Ｓ;;;;ゲリョスＳレジスト;毒怪鸟炼甲Ｓ
Gypceros Mail U;Malla de Gypceros Ｕ;;;;ゲリョスＵメイル;紫毒怪鸟铠甲Ｕ
Gypceros Vest U;Chaleco de Gypceros Ｕ;;;;ゲリョスＵレジスト;紫毒怪鸟炼甲Ｕ
Volvidon Mail;Malla de Volvidon;;;;ラングロメイル;赤甲兽铠甲
Volvidon Vest;Chaleco de Volvidon;;;;ラングロレジスト;赤甲兽炼甲
Tetsukabra Mail S;Malla de Tetsukabra  Ｓ;;;;カブラＳメイル;鬼蛙铠甲Ｓ
Tetsukabra Vest S;Chaleco de Tetsukabra  Ｓ;;;;カブラＳレジスト;鬼蛙炼甲Ｓ
Nerusukyura Mail S;Malla de Nerusukyura S;;;;スキュラＳメイル;影蜘蛛铠甲Ｓ
Nerusukyura Vest S;Chaleco de Nerusukyura S;;;;スキュラＳレジスト;影蜘蛛炼甲Ｓ
Khezu Mail S;Malla de Khezu Ｓ;;;;フルフルＳメイル;电龙铠甲Ｓ
Khezu Vest S;Chaleco de Khezu Ｓ;;;;フルフルＳレジスト;电龙炼甲Ｓ
Khezu Mail U;Malla de Khezu Ｕ;;;;フルフルＵメイル;赤电龙铠甲Ｕ
Khezu Vest U;Chaleco de Khezu Ｕ;;;;フルフルＵレジスト;赤电龙炼甲Ｕ
Rathian Mail S;Malla de Rathian S;;;;レイアＳメイル;雌火龙铠甲Ｓ
Rathian Vest S;Chaleco de Rathian S;;;;レイアＳレジスト;雌火龙炼甲Ｓ
Rathian Heart Mail;Malla de Rathian Rosa;;;;リオハートメイル;樱火龙铠甲
Rathian Heart Vest;Chaleco de Rathian Rosa;;;;リオハートレジスト;樱火龙炼甲
Golden Luna Mail;Malla de Luna Dorada;;;;ゴールドルナメイル;金火龙铠甲
Golden Luna Vest;Chaleco de Luna Dorada;;;;ゴールドルナレジスト;金火龙炼甲
Rathian EX Mail;Malla de Rathian EX;;;;EXレイアメイル;EX雌火龙铠甲
Rathian EX Vest;Chaleco de Rathian EX;;;;EXレイアレジスト;EX雌火龙炼甲
Basarios Mail S;Malla de Basarios Ｓ;;;;バサルＳメイル;岩龙铠甲Ｓ
Basarios Vest S;Chaleco de Basarios Ｓ;;;;バサルＳレジスト;岩龙炼甲Ｓ
Basarios Mail U;Malla de Basarios Ｕ;;;;バサルＵメイル;桃岩龙铠甲Ｕ
Basarios Vest U;Chaleco de Basarios Ｕ;;;;バサルＵレジスト;桃岩龙炼甲Ｕ
Artian Mail S;Malla de Artesano Ｓ;;;;アーティアＳメイル;神秘铠甲Ｓ
Artian Vest S;Chaleco de Artesano Ｓ;;;;アーティアＳレジスト;神秘炼甲Ｓ
Zinogre Mail S;Malla de Zinogre Ｓ;;;;ジンオウＳメイル;雷狼龙铠甲Ｓ
Zinogre Vest S;Chaleco de Zinogre Ｓ;;;;ジンオウＳレジスト;雷狼龙炼甲Ｓ
Zinogre Mail U;Malla de Zinogre Ｕ;;;;ジンオウＵメイル;狱狼龙铠甲Ｕ
Zinogre Vest U;Chaleco de Zinogre Ｕ;;;;ジンオウＵレジスト;狱狼龙炼甲Ｕ
Goa Mail S;Malla de Gao Ｓ;;;;ゴアＳメイル;黑蚀龙铠甲Ｓ
Goa Vest S;Chaleco de Gao Ｓ;;;;ゴアＳレジスト;黑蚀龙炼甲Ｓ
Gobul Mail;Malla de Gobul;;;;ガブルメイル;灯鱼龙铠甲
Gobul Vest;Chaleco de Gobul;;;;ガブルレジスト;灯鱼龙炼甲
Guild Knight Suit;Traje de Caballero de Gremio;;;;ギルドナイトスーツ;工会骑士上衣
Guild Knight Vest;Chaleco de Caballero de Gremio;;;;ギルドナイトベスト;工会骑士内衣
Maid Suit;Traje de Mucama;;;;メイドスーツ;女仆装上衣
Maid Vest;Chaleco de Mucama;;;;メイドベスト;女仆装内衣
Ranger's Girdle;Faja de Explorador;;;;城塞遊撃隊【胴巻】;城塞游击队【胴卷】
Archer's Girdle;Faja de Arquero;;;;城塞弓撃隊【胴巻】;城塞弓击队【胴卷】
Generu Mail S;Malla de Generu Ｓ;;;;セルタスＳメイル;重甲虫铠甲Ｓ
Generu Vest S;Chaleco de Generu Ｓ;;;;セルタスＳレジスト;重甲虫炼甲Ｓ
Zaboazagiru Mail S;Malla de Zaboazagiru Ｓ;;;;ザボアＳメイル;鬼鲛铠甲Ｓ
Zaboazagiru Vest S;Chaleco de Zaboazagiru Ｓ;;;;ザボアＳレジスト;鬼鲛炼甲Ｓ
Garara Mail S;Malla de Garara Ｓ;;;;ガララＳメイル;绞蛇龙铠甲Ｓ
Garara Vest S;Chaleco de Garara Ｓ;;;;ガララＳレジスト;绞蛇龙炼甲Ｓ
Tigrex Mail S;Malla de Tigrex Ｓ;;;;レックスＳメイル;轰龙铠甲Ｓ
Tigrex Vest S;Chaleco de Tigrex Ｓ;;;;レックスＳレジスト;轰龙炼甲Ｓ
Tigrex Mail U;Malla de Tigrex Ｕ;;;;レックスＵメイル;黑轰龙铠甲Ｕ
Tigrex Vest U;Chaleco de Tigrex Ｕ;;;;レックスＵレジスト;黑轰龙炼甲Ｕ
X-Zero Mail;Malla de X-Zero;;;;エクスゼロメイル;大轰龙铠甲
X-Zero Vest;Chaleco de X-Zero;;;;エクスゼロレジスト;大轰龙炼甲
Tigrex EX Mail;Malla de Tigrex EX;;;;EXレックスメイル;EX轰龙铠甲
Tigrex EX Vest;Chaleco de Tigrex EX;;;;EXレックスレジスト;EX轰龙炼甲
Blango Mail;Malla de Blango;;;;ブランゴメイル;雪狮子铠甲
Blango Vest;Chaleco de Blango;;;;ブランゴレジスト;雪狮子炼甲
Black Belt Mail;Malla de Cinturon Negro;;;;クロオビメイル;教官铠甲
Black Belt Vest;Chaleco de Cinturon Negro;;;;クロオビレジスト;教官炼甲
Rathalos Mail S;Malla de Rathalos S;;;;レウスＳメイル;雄火龙铠甲Ｓ
Rathalos Vest S;Chaleco de Rathalos S;;;;レウスＳレジスト;雄火龙炼甲Ｓ
Rathalos Soul Mail;Malla de alma de Rathalos;;;;リオソウルメイル;苍火龙铠甲
Rathalos Soul Vest;Chaleco de alma de Rathalos;;;;リオソウルレジスト;苍火龙炼甲
Silver Sol Mail;Malla de Sol Plateado;;;;シルバーソルメイル;银火龙铠甲
Silver Sol Vest;Chaleco de de Sol Plateado;;;;シルバーソルレジスト;银火龙炼甲
Rathalos EX Mail;Malla de Rathalos EX;;;;EXレウスメイル;EX雄火龙铠甲
Rathalos EX Vest;Chaleco de Rathalos EX;;;;EXレウスレジスト;EX雄火龙炼甲
Gravios Mail S;Malla de Gravios S;;;;グラビドＳメイル;铠龙铠甲Ｓ
Gravios Vest S;Chaleco de Gravios S;;;;グラビドＳレジスト;铠龙炼甲Ｓ
Gravios Mail U;Malla de Gravios U;;;;グラビドＵメイル;黑铠龙铠甲Ｕ
Gravios Vest U;Chaleco de Gravios U;;;;グラビドＵレジスト;黑铠龙炼甲Ｕ
Barioth Mail;Malla de Barioth;;;;ベリオメイル;冰牙龙铠甲
Barioth Vest;Chaleco de Barioth;;;;ベリオレジスト;冰牙龙炼甲
Brachydios Mail S;Malla de Brachydios Ｓ;;;;ブラキＳメイル;碎龙铠甲Ｓ
Brachydios Vest S;Chaleco de Brachydios Ｓ;;;;ブラキＳレジスト;碎龙炼甲Ｓ
Agnaktor Mail;Malla de Agnaktor;;;;アグナメイル;炎戈龙铠甲
Agnaktor Vest;Chaleco de Agnaktor;;;;アグナレジスト;炎戈龙炼甲
Garuga Mail S;Malla de Garuga Ｓ;;;;ガルルガＳメイル;黑狼鸟铠甲Ｓ
Garuga Vest S;Chaleco de Garuga Ｓ;;;;ガルルガＳレジスト;黑狼鸟炼甲Ｓ
Lagiacrus Mail;Malla de Lagiacrus;;;;ラギアメイル;海龙铠甲
Lagiacrus Vest;Chaleco de Lagiacrus;;;;ラギアレジスト;海龙炼甲
Kirin Vest S;Chaleco de Kirin S;;;;キリンＳベスト;麒麟内衣Ｓ
Kirin Cape S;Capa de Kirin S;;;;キリンＳケープ;麒麟大衣Ｓ
Kirin Vest U;Chaleco de Kirin U;;;;キリンＵベスト;冰麒麟内衣Ｕ
Kirin Cape U;Capa de Kirin U;;;;キリンＵケープ;冰麒麟大衣Ｕ
Yukumo Dougi (Sky);Dougi Yukumo (Cielo);;;;ユクモノドウギ・天;结云外套・天
Yukumo Dougi (Earth);Dougi Yukumo (Tierra);;;;ユクモノドウギ・地;结云外套・地
Sailor Suit;Traje de Marinero;;;;セイラースーツ;水手服上衣
Sailor Vest;Chaleco de Marinero;;;;セイラーベスト;水手服内衣
Vangis Mail;Malla de Vangis;;;;バンギスメイル;恐暴龙铠甲
Vangis Vest;Chaleco de Vangis;;;;バンギスレジスト;恐暴龙炼甲
Greed Mail;Malla de Codicia;;;;グリードメイル;贪婪铠甲
Greed Vest;Chaleco de Codicia;;;;グリードレジスト;贪婪炼甲
Zannyo Doate Ha;Zannyo Ha [Torso];;;;残陽・覇【胴当て】;残阳・霸【胴体】
Shinonome Doate Ha;Shinonome Ha [Torso];;;;東雲・覇【胴当て】;东云・霸【胴体】
Tokiwa Muneate Ha;Tokiwa Ha [Torso];;;;常磐・覇【胸当て】;常磐・霸【胴体】
Yachiyo Muneate Ha;Yachiyo Ha [Pecho];;;;八千代・覇【胸当て】;八千代・霸【胴体】
Yamato Doate;Yamato [Torso];;;;大和【胴当て】;大和【胴体】
Mutsu Doate;Mutsu [Peto];;;;陸奥【胴当て】;陆奥【胴体】
Hinata Muneate;Hinata [Peto];;;;日向【胸当て】;日向【胴体】
Amagi Muneate;Amagi [Peto];;;;天城【胸当て】;天成【胴体】
Arc Mail S;Malla de Arco S;;;;アークＳメイル;弧光铠甲Ｓ
Arc Vest S;Chaleco de Arco S;;;;アークＳレジスト;弧光炼甲Ｓ
Philia Mail S;Malla de Philia S;;;;フィリアＳメイル;友爱铠甲Ｓ
Philia Vest S;Chaleco de Philia S;;;;フィリアＳレジスト;友爱炼甲Ｓ
Golden Haori;Haori Dorado;;;;金色ノ羽織;金色的羽织
Puppet Master Costume;Traje de Maestro Marioneta;;;;黒子ノ装束;黑子的装束
Rapture Haori;Haori Furia;;;;怒天ノ羽織;怒天的羽织
Heartbeat Costume;Traje Latido Cecorazon;;;;心滅ノ装束;心灭的装束
Dark Akantor Aegis;Égida Akantor Oscuro;;;;アカムトウルンテ;霸龙铠甲
Dark Akantor Plate;Placa Akantor Oscuro;;;;アカムトウルンペ;霸龙链甲
Dark Ukanlos Aegis;Égida Ukanlos Oscuro;;;;ウカムルウルンテ;崩龙铠甲
Dark Ukanlos Plate;Placa Ukanlos Oscuro;;;;ウカムルウルンペ;崩龙链甲
Kaiser Mail;Malla de Kaiser;;;;カイザーメイル;炎王龙铠甲
Kaiser Vest;Chaleco de Kaiser;;;;カイザーレジスト;炎王龙炼甲
Kaiser EX Mail;Malla de Kaiser EX;;;;EXカイザーメイル;EX炎王龙铠甲
