english;spanish;french;italian;german;japanese;chinese
Derring Gloves;Guantes valerosos;Gants de bravoure;Guanti arditi;Wagemut-Handschuhe;ブレイブグラブ;
Alloy Vambraces;Brazales de aleación;Avant-bras alliage;Parabraccia in lega;LegierungsArmschinen;アロイアーム;
Alloy Guards;Guardabr. aleación;Gardes en alliage;Protezioni in lega;Legierungs-Armschutz;アロイガード;
Battle Vambraces;Brazales de combate;Avant-bras de combat;Parabr. da battaglia;Kampf-Armschienen;バトルアーム;
Battle Guards;Guardabrazos combate;Gardes de combat;Protez. da battaglia;Kampf-Armschutz;バトルガード;
Ingot Vambraces;Brazales de lingote;Avant-bras en lingot;Parabraccia lingotto;Guss-Armschienen;インゴットアーム;
Ingot Guards;Guardabrazos lingote;Gardes en lingot;Protezioni lingotto;Guss-Armschutz;インゴットガード;
High Metal Braces;Brazales megametal;Avant-bras haut-métal;Parabraccia Hi-Metal;HochmetallArmschinen;ハイメタアーム;
High Metal Guards;Guardabr. megametal;Gardes haut-métal;Protezioni Hi-Metal;Hochmetall-Armschutz;ハイメタガード;
Melahoa Branch;Rama Melahoa;Branche Melahoa;Ramo Melahoa;Melahoa-Zweig;メルホアラーマ;
Melahoa Petal;Pétalo Melahoa;Pétale Melahoa;Petalo Melahoa;Melahoa-Blütenblatt;メルホアアスト;
Makluva Sleeves;Mangas Makluva;Manches Makluva;Maniche Makluva;Makluva-Ärmel;マカルパスリーブ;
Makluva Sucker;Succionador Makluva;Ventouse Makluva;Parassita Makluva;Makluva-Sauger;マカルパヴァント;
Obituary Brachia;Ristre de obituario;Brachia Nécrologie;Mano Necrologio;Todes-Brachia;オウビートマーノ;
Obituary Manus;Manica de obituario;Manus Nécrologie;Empodi Necrologio;Todes-Manus;オウビートブラッソ;
Butterfly Brachia;Ristre de mariposa;Brachia Papillon;Mano farfalla;SchmetterlingBrachia;パピメルマーノ;
Butterfly Manus;Manica de mariposa;Manus Papillon;Empodi farfalla;Schmetterling-Manus;パピメルブラッソ;
Death Stench Grip;Zarpa pestilente;Étreinte putride;Stretta puzza morte;Todesgestank-Klauen;デスギアファオスト;
Death Stench Grasp;Garra pestilente;Poigne putride;Presa puzza morte;Todesgestank-Kralle;デスギアベギアデ;
Mosgharl Creeper;Enredo de Mosgharl;Tige Mosgharl;Rampicanti Mosgharl;Mosgharl-Rankgewächs;マギュルラーマ;
Mosgharl Tendril;Zarcillo de Mosgharl;Vrille Mosgharl;Viticci Mosgharl;Mosgharl-Ranke;マギュルアスト;
Edel Creeper;Enredo de Edel;Tige Edel;Rampicanti Edel;Edel-Rankgewächs;エーデルラーマ;
Edel Tendril;Zarcillo de Edel;Vrille Edel;Viticci Edel;Edel-Ranke;エーデルアスト;
Skalda Brachia;Ristre de Skalda;Brachia Skalda;Aroli Skalda;Skalda-Brachia;スカルダマーノ;
Skalda Manus;Manica de Skalda;Manus Skalda;Empodi Skalda;Skalda-Manus;スカルダブラッソ;
Spio Brachia;Ristre de Spio;Brachia Spio;Aroli Spio;Spio-Brachia;スパイオマーノ;
Spio Manus;Manica de Spio;Manus Spio;Empodi Spio;Spio-Manus;スパイオブラッソ;
Moofah Claws;Zarpas de Moofah;Griffes Moofah;Artigli Moofah;Muufah-Klauen;ムーファグラブ;
Moofah Sleeves;Mangas de Moofah;Manches Moofah;Maniche Moofah;Muufah-Ärmel;ムーファカフス;
Velociprey Claws;Garras Velociprey;Griffes Velociprey;Artigli Velociprey;Velociprey-Klauen;ランポスーツグラブ;
Velociprey Gloves;Guantes Velociprey;Gants Velociprey;Guanti Velociprey;VelocipreyHandschuhe;ランポスーツハンド;
Genprey Claws;Garras de Genprey;Griffes Genprey;Artigli Genprey;Genprey-Klauen;ゲネポスーツグラブ;
Genprey Gloves;Guantes Genprey;Gants Genprey;Guanti Genprey;Genprey-Handschuhe;ゲネポスーツハンド;
Ioprey Claws;Garras de Ioprey;Gants Ioprey;Artigli Ioprey;Ioprey-Klauen;イーオスーツグラブ;
Ioprey Gloves;Guantes Ioprey;Mains Ioprey;Guanti Ioprey;Ioprey-Handschuhe;イーオスーツハンド;
Remobra Gloves;Guantes de Remobra;Gants Remobra;Guanti Remobra;Remobra-Handschuhe;ガブラスーツグラブ;
Remobra Hands;Manos de Remobra;Mains Remobra;Mani Remobra;Remobra-Hände;ガブラスーツハンド;
Ioprey Vambraces;Brazales de Ioprey;Avant-bras Ioprey;Parabraccia Ioprey;Ioprey-Armschienen;イーオスアーム;
Ioprey Guards;Guardabrazos Ioprey;Gardes Ioprey;Protezioni Ioprey;Ioprey-Armschutz;イーオスガード;
Kut-Ku Vambraces;Brazales de Kut-Ku;Avant-bras Kut-Ku;Parabraccia Kut-Ku;Kut-Ku-Armschienen;クックアーム;
Kut-Ku Guards;Guardabr. de Kut-Ku;Gardes Kut-Ku;Protezioni Kut-Ku;Kut-Ku-Armschutz;クックガード;
Lagombi Vambraces;Brazales Lagombi;Avant-bras Lagombi;Parabraccia Lagombi;Lagombi-Armschienen;ウルクアーム;
Lagombi Guards;Guardabrazos Lagombi;Gardes Lagombi;Protezioni Lagombi;Lagombi-Armschutz;ウルクガード;
Gypceros Braces;Brazales de Gypceros;Avant-bras Gypceros;Parabraccia Gypceros;Gypceros-Armschienen;ゲリョスアーム;
Gypceros Guards;Guardabr. Gypceros;Gardes Gypceros;Protezioni Gypceros;Gypceros-Armschutz;ゲリョスガード;
Tetsucabra Braces;Brazales Tetsucabra;Avant-bras Tetsucabra;Parabr. Tetsucabra;TetsucabraArmschinen;カブラアーム;
Tetsucabra Guards;Guardab. Tetsucabra;Gardes Tetsucabra;Protez. Tetsucabra;Tetsucabra-Armschutz;カブラガード;
Hermitaur Braces;Brazales Hermitaur;Avant-bras Hermitaur;Parabr. Hermitaur;HermitaurArmschienen;ザザミアーム;
Hermitaur Guards;Guardab. Hermitaur;Gardes Hermitaur;Protezioni Hermitaur;Hermitaur-Armschutz;ザザミガード;
Volvidon Vambraces;Brazales Volvidon;Avant-bras Volvidon;Parabraccia Volvidon;Volvidon-Armschienen;ラングロアーム;
Volvidon Guards;Guardabr. Volvidon;Gardes Volvidon;Protezioni Volvidon;Volvidon-Armschutz;ラングロガード;
Ludroth Braces;Brazales de Ludroth;Avant-bras Ludroth;Parabraccia Ludroth;Ludroth-Armschienen;ルドロスアーム;
Ludroth Guards;Guardabrazos Ludroth;Gardes Ludroth;Protezioni Ludroth;Ludroth-Armschutz;ルドロスガード;
Malfestio Braces;Brazales Malfestio;Avant-bras Malfestio;Parabr. Malfestio;Malfestio-Armschienen;ホロロアーム;
Malfestio Guards;Guardabrazos Malfestio;Gardes Malfestio;Protez. Malfestio;Malfestio-Armschutz;ホロロガード;
Khezu Vambraces;Brazales de Khezu;Avant-bras Khezu;Parabraccia Khezu;Khezu-Armschienen;フルフルアーム;
Khezu Guards;Guardabrazos Khezu;Gardes Khezu;Protezioni Khezu;Khezu-Armschutz;フルフルガード;
Rathian Braces;Brazales de Rathian;Avant-bras Rathian;Parabraccia Rathian;Rathian-Armschienen;レイアアーム;
Rathian Guards;Guardabrazos Rathian;Gardes Rathian;Protezioni Rathian;Rathian-Armschutz;レイアガード;
Nibelsnarf Braces;Brazales Nibelsnarf;Avant-bras Nibelsnarf;Parabr. Nibelsnarf;NibelsnarfArmschinen;ハプルアーム;
Nibelsnarf Guards;Guardab. Nibelsnarf;Gardes Nibelsnarf;Protez. Nibelsnarf;Nibelsnarf-Armschutz;ハプルガード;
Blango Vambraces;Brazales de Blango;Avant-bras Blango;Parabraccia Blango;Blango-Armschienen;ブランゴアーム;
Blango Guards;Guardabrazos Blango;Gardes Blango;Protezioni Blango;Blango-Armschutz;ブランゴガード;
Ceanataur Braces;Brazales Ceanataur;Avant-bras Ceanataur;Parabr. Ceanataur;CeanataurArmschienen;ギザミアーム;
Ceanataur Guards;Guardabr. Ceanataur;Gardes Ceanataur;Protezioni Ceanataur;Ceanataur-Armschutz;ギザミガード;
Najarala Braces;Brazales de Najarala;Avant-bras Najarala;Parabraccia Najarala;Najarala-Armschienen;ガララアーム;
Najarala Guards;Guardabr. Najarala;Gardes Najarala;Protezioni Najarala;Najarala-Armschutz;ガララガード;
Nargacuga Braces;Brazales Nargacuga;Avant-bras Nargacuga;Parabr. Nargacuga;NargacugaArmschienen;ナルガアーム;
Nargacuga Guards;Guardabr. Nargacuga;Gardes Nargacuga;Protezioni Nargacuga;Nargacuga-Armschutz;ナルガガード;
Scholarly Grips;Braciles erudito;Poignes du savoir;Strette sapienti;Gelehrtenhandschutz;サージュグラブ;
Scholarly Cuffs;Puños de erudito;Manchettes du savoir;Polsini sapienti;Gelehrtenmanschetten;サージュカフス;
Vaik Braces;Brazales de Vaik;Avant-bras Vaik;Parabraccia Vaik;Vaik-Armschienen;ヴァイクアーム;
Vaik Guards;Guardabrazos Vaik;Gardes Vaik;Protezioni Vaik;Vaik-Armschutz;ヴァイクガード;
Aelucanth Brachia;Ristre de Aelucanth;Brachia Aelucanth;Aroli Aelucanth;Aelucanth-Brachia;ロワーガマーノ;
Aelucanth Manus;Manica de Aelucanth;Manus Aelucanth;Empodi Aelucanth;Aelucanth-Manus;ロワーガブラッソ;
Rhopessa Brachia;Ristre de Rhopessa;Brachia Rhopessa;Aroli Rhopessa;Rhopessa-Brachia;ファルメルマーノ;
Rhopessa Manus;Manica de Rhopessa;Manus Rhopessa;Empodi Rhopessa;Rhopessa-Manus;ファルメルブラッソ;
Artian Braces;Brazales Artianos;Avant-bras Artian;Parabraccia Artian;Artian-Armschienen;アーティアアーム;
Artian Guards;Guardabr. Artianos;Gardes Artian;Protezioni Artian;Artian-Armschutz;アーティアガード;
Garuga Vambraces;Brazales de Garuga;Avant-bras Garuga;Parabraccia Garuga;Garuga-Armschienen;ガルルガアーム;
Garuga Guards;Guardabrazos Garuga;Gardes Garuga;Protezioni Garuga;Garuga-Armschutz;ガルルガガード;
Uragaan Vambraces;Brazales de Uragaan;Avant-bras Uragaan;Parabraccia Uragaan;Uragaan-Armschienen;ガンキンアーム;
Uragaan Guards;Guardabrazos Uragaan;Gardes Uragaan;Protezioni Uragaan;Uragaan-Armschutz;ガンキンガード;
Rathalos Braces;Brazales de Rathalos;Avant-bras Rathalos;Parabraccia Rathalos;Rathalos-Armschienen;レウスアーム;
Rathalos Guards;Guardabr. Rathalos;Gardes Rathalos;Protezioni Rathalos;Rathalos-Armschutz;レウスガード;
Lagiacrus Braces;Brazales Lagiacrus;Avant-bras Lagiacrus;Parabr. Lagiacrus;LagiacrusArmschienen;ラギアアーム;
Lagiacrus Guards;Guardab. Lagiacrus;Gardes Lagiacrus;Protezioni Lagiacrus;Lagiacrus-Armschutz;ラギアガード;
Zinogre Braces;Brazales Zinogre;Avant-bras Zinogre;Parabraccia Zinogre;Zinogre-Armschienen;ジンオウアーム;
Zinogre Guards;Guardabrazos Zinogre;Gardes Zinogre;Protezioni Zinogre;Zinogre-Armschutz;ジンオウガード;
Mizutsune Braces;Brazales Mizutsune;Avant-bras Mizutsune;Parabr. Mizutsune;MizutsuneArmschienen;ミツネアーム;
Mizutsune Guards;Guardab. Mizutsune;Gardes Mizutsune;Protez. Mizutsune;Mizutsune-Armschutz;ミツネガード;
Astalos Braces;Brazales Astalos;Avant-bras Astalos;Parabr. Astalos;Astalos-Armschienen;ゼクスアーム;
Astalos Guards;Guardabrazos Astalos;Gardes Astalos;Protezioni Astalos;Astalos-Armschutz;ゼクスガード;
Gammoth Braces;Brazales de Gammoth;Avant-bras Gammoth;Parabraccia Gammoth;Gammoth-Armschienen;ガムートアーム;
Gammoth Guards;Brazos de Gammoth;Gardes Gammoth;Protezioni Gammoth;Gammoth-Armschutz;ガムートガード;
Glavenus Braces;Brazales de Glavenus;Avant-bras Glavenus;Parabraccia Glavenus;Glavenus-Armschienen;ディノアーム;
Glavenus Guards;Guardabr. de Glavenus;Gardes Glavenus;Protezioni Glavenus;Glavenus-Armschutz;ディノガード;
Gore Braces;Brazales de Gore;Avant-bras Gore;Parabr. Gore Magala;GoreMagalaArmschinen;ゴアアーム;
Gore Guards;Guardabrazos de Gore;Gardes Gore;Protez. Gore Magala;GoreMagala-Armschutz;ゴアガード;
Regios Vambraces;Avambrazos Regios;Avant-bras Regios;Parabraccia Regios;Regios-Armschienen;レギオスアーム;
Regios Guards;Guardabraz. de Regios;Gardes Regios;Protezioni Regios;Regios-Armschutz;レギオスガード;
Tigrex Braces;Brazales de Tigrex;Avant-bras Tigrex;Parabraccia Tigrex;Tigrex-Armschienen;レックスアーム;
Tigrex Guards;Guardabrazos Tigrex;Gardes Tigrex;Protezioni Tigrex;Tigrex-Armschutz;レックスガード;
Kirin Longarms;Prot. brazos Kirin;Bras-longs Kirin;Copribraccia Kirin;Kirin-Armstulpen;キリンアームロング;
Kirin Gloves;Guantes de Kirin;Gants Kirin;Guanti Kirin;Kirin-Handschuhe;キリングローブ;
Brachydios Braces;Brazales Brachydios;Avant-bras Brachydios;Parabr. Brachydios;BrachydiosArmschiene;ブラキアーム;
Brachydios Guards;Guardabr. Brachydios;Gardes Brachydios;Protez. Brachydios;Brachydios-Armschutz;ブラキガード;
Arc Vambraces;Brazales de arco;Avant-bras Archange;Parabr. dell'arco;Erz-Armschienen;アークアーム;
Arc Guards;Guardabrazos arco;Gardes Archange;Protezioni dell'arco;Erz-Armschutz;アークガード;
Storge Braces;Brazales amor filial;Avant-bras Philia;Parabraccia storge;Philia-Armschienen;フィリアアーム;
Storge Guards;Guardab. amor filial;Gardes Philia;Protezioni storge;Philia-Armschutz;フィリアガード;
Kushala Grip;Apretón de Kushala;Poigne Kushala;Stretta Kushala;Kushala-Griff;クシャナハトゥー;
Kushala Embrace;Abrazo de Kushala;Étreinte Kushala;Abbraccio Kushala;Kushala-Umarmung;クシャナマカーン;
Mizuha Sleeves;Mangas de Mizuha;Osode Mizuha;Maniche Mizuha;Mizuha-Osode;ミヅハ【大袖】;
Cham Sleeves;Mangas extravagantes;Osode fantasque;Maniche stravaganti;Fantasie-Osode;トヨタマ【大袖】;
Kaiser Vambraces;Brazales de Káiser;Avant-bras Kaiser;Parabraccia Kaiser;Kaiser-Armschienen;カイザーアーム;
Kaiser Guards;Guardabr. de Káiser;Gardes Kaiser;Protezioni Kaiser;Kaiser-Armschutz;カイザーガード;
Skeletal Humerus;Húmero óseo;Humérus squelette;Omero scheletrico;Skelett-Humerus;骸装甲【上腕骨】;
Decayed Humerus;Húmero roto;Humérus ancien;Omero decomposto;Modriger Humerus;屍装甲【上腕骨】;
Black Claw;Garra negra;Griffe noire;Artiglio nero;Schwarze Klauen;ブラッククロウ;
Black Fist;Puño negro;Poing noir;Pugno nero;Schwarze Faust;ブラックフィスト;
Black Belt Braces;Brazales cint. negro;Avant-bras obi noir;Parabr. cintura nera;SchwarzgurtArmschien;クロオビアーム;
Black Belt Guards;Guardab. cint. negro;Gardes obi noir;Protez. cintura nera;SchwarzgurtArmschutz;クロオビガード;
Guild Bard Braces;Brazales bardo gremio;Avant-bras de barde;Parabraccia bardo;GildenbardenArmschin;ギルドバードアーム;
Guild Bard Sleeves;Mangas bardo gremio;Manches de barde;Maniche bardo;Gildenbarden-Ärmel;ギルドバードカフス;
Maiden's Gloves;Guantes sirvienta;Gants Soubrette;Guanti damigella;Magd-Handschuhe;メイドグラブ;
French Maid Sleeves;Mangas de criada;Manches Gothic Lolita;Maniche french maid;Hausmagd-Ärmel;プライベートカフス;
Helper Sleeves;Mangas de ayudante;Manches Servante;Maniche aiutante;Helfer-Ärmel;ヘルパーカフス;
Healer Sleeves;Mangas de sanador;Manches Guérisseuse;Maniche guaritrice;Heiler-Ärmel;ヒーラーカフス;
Dianthus Sleeves;Mangas Dianthus;Rubans Dianthus;Maniche Dianthus;Dianthus-Ärmel;撫子【球袖】;
Campanile Sleeves;Mangas campanilla;Rubans Campanile;Maniche Campanile;Campanile-Ärmel;桔梗【球袖】;
Bath Sleeves;Mangas de baño;Manches de bain;Maniche da bagno;Badeärmel;ユアミリスト;
Gourmew Gloves;Guantes Gourmiáu;Gants Gourmiaou;Guanti Gourmiao;Gourmiau-Handschuhe;グルニャンマンシュ;
Gourmew Mitts;Manoplas Gourmiáu;Mitaines Gourmiaou;Manopole Gourmiao;Gourmiau-Fäustlinge;グルニャンミトン;
Leather Braces S;Brazales de cuero S;Avant-bras en cuir S;Parabr. di cuoio S;Leder-Armschienen S;レザーＳアーム;
Leather Guards S;Guardabrazos cuero S;Gardes en cuir S;Protez. di cuoio S;Leder-Armschutz S;レザーＳガード;
Chainmail Braces S;Brazales de malla S;Avant-bras en maille S;Parabr. di cotta S;Ketten-Armschienen S;チェーンＳアーム;
Chainmail Guards S;Guardabrazos malla S;Gardes en maille S;Protez. di cotta S;Ketten-Armschutz S;チェーンＳガード;
Bherna Braces S;Brazales Bherna S;Avant-bras Bherna S;Parabr. Bherna S;Bherna-Armschienen S;ベルダーＳアーム;
Bherna Guards S;Brazos de Bherna S;Gardes Bherna S;Protezioni Bherna S;Bherna-Armschutz S;ベルダーＳガード;
Hunting Braces S;Brazales de caza S;Avant-bras Fauconnier S;Parabraccia caccia S;Jagd-Armschienen S;ハントＳアーム;
Hunting Guards S;Guardabr. de caza S;Gardes Fauconnier S;Protezioni caccia S;Jagdarmschutz S;ハントＳガード;
Mafumofu Grips S;Braciles Mafumofu S ;Poignées Mafumofu S ;Strette Mafumofu S ;Mafumofu-Handschutz S ;マフモフＳグラブ;
Mafumofu Mittens S;Manoplas Mafumofu S;Mitaines Mafumofu S;Guanti Mafumofu S;MafumofuFäustlinge S;マフモフＳミトン;
Yukumo Sky Kote;Kote cielo Yukumo;Kote Yukumo Ciel;Kote Yukumo cielo;Yukumo-Kote Luft;ユクモノコテ・天;
Yukumo Land Kote;Kote tierra Yukumo;Kote Yukumo Terre;Kote Yukumo terra;Yukumo-Kote Land;ユクモノコテ・地;
Hunter's Vambraces S;Brazales de cazador S;Avt-bras chasseur S;Parabr. cacciatore S;Jäger-Armschienen S;ハンターＳアーム;
Hunter's Guards S;Guardabr. cazador S;Gardes de chasseur S;Protez. cacciatore S;Jäger-Armschutz S;ハンターＳガード;
Hunter's Braces R;Brazales cazador R;Avant-bras chasseur R;Parabr. cacciatore R;Jäger-Armschienen R;ハンターＲアーム;
Hunter's Guards R;Guardabr. cazador R;Gardes chasseur R;Protez. cacciatore R;Jäger-Armschutz R;ハンターＲガード;
Bone Vambraces S;Brazales de hueso S;Avant-bras d'os S;Parabraccia d'osso S;KnochenArmschienen S;ボーンＳアーム;
Bone Guards S;Guardabrazos hueso S;Gardes d'os S;Protezioni d'osso S;Knochen-Armschutz S;ボーンＳガード;
Melahoa Branch S;Rama Melahoa S;Branche Melahoa S;Ramo Melahoa S;Melahoa-Zweig S;メルホアＳラーマ;
Melahoa Petal S;Pétalo Melahoa S;Pétale Melahoa S;Petalo Melahoa S;Melahoa-Blütenblatt S;メルホアＳアスト;
Melahoa Branch U;Rama Melahoa U;Branche Melahoa U;Ramo Melahoa U;Melahoa-Zweig U;メルホアＵラーマ;
Melahoa Petal U;Pétalo Melahoa U;Pétale Melahoa U;Petalo Melahoa U;MelahoaBlütenblatt U;メルホアＵアスト;
Makluva Sleeves S;Mangas Makluva S;Manches Makluva S;Maniche Makluva S;Makluva-Ärmel S;マカルパＳスリーブ;
Makluva Sucker S;Succionador Makluva S;Ventouse Makluva S;Parassita Makluva S;Makluva-Sauger S;マカルパＳヴァント;
Makluva Sleeves U;Mangas Makluva U;Manches Makluva U;Maniche Makluva U;Makluva-Ärmel U;マカルパＵスリーブ;
Makluva Sucker U;Succionador Makluva U;Ventouse Makluva U;Parassita Makluva U;Makluva-Sauger U;マカルパＵヴァント;
Mosgharl Creeper S;Enredo Mosgharl S;Tige Mosgharl S;Rampicanti Mosgharl S;MosgharlRankgewächs S;マギュルＳラーマ;
Mosgharl Tendril S;Zarcillo Mosgharl S;Vrille Mosgharl S;Viticci Mosgharl S;Mosgharl-Ranke S;マギュルＳアスト;
Edel Creeper S;Enredo de Edel S;Tige Edel S;Rampicanti Edel S;Edel-Rankgewächs S;エーデルＳラーマ;
Edel Tendril S;Zarcillo de Edel S;Vrille Edel S;Viticci Edel S;Edel-Ranke S;エーデルＳアスト;
Moofah Claws S;Zarpas de Moofah S;Griffes Moofah S;Artigli Moofah S;Muufah-Klauen S;ムーファＳグラブ;
Moofah Sleeves S;Mangas de Moofah S;Manches Moofah S;Maniche Moofah S;Muufah-Ärmel S;ムーファＳカフス;
Velociprey Claws S ;Garras Velociprey S ;Griffes Velocip S ;Artigli Velociprey S ;Velociprey-Klauen S ;ランポスーツＳグラブ;
Velociprey Gloves S;Guantes Velociprey S;Gants Velociprey S;Guanti Velociprey S;VelocipreyHandschuhS;ランポスーツＳハンド;
Genprey Claws S;Garras Genprey S;Griffes Genprey S;Artigli Genprey S;Genprey-Klauen S;ゲネポスーツＳグラブ;
Genprey Gloves S;Guantes Genprey S;Gants Genprey S;Guanti Genprey S;Genprey-Handschuhe S;ゲネポスーツＳハンド;
Ioprey Claws S;Garras Ioprey S;Gants Ioprey S;Artigli Ioprey S;Ioprey-Klauen S;イーオスーツＳグラブ;
Ioprey Gloves S;Guantes Ioprey S;Mains Ioprey S;Guanti Ioprey S;Ioprey-Handschuhe S;イーオスーツＳハンド;
Remobra Gloves S;Guantes de Remobra S;Gants Remobra S;Guanti Remobra S;Remobra-Handschuhe S;ガブラスーツＳグラブ;
Remobra Hands S;Manos de Remobra S;Mains Remobra S;Mani Remobra S;Remobra-Hände S;ガブラスーツＳハンド;
Trapper's Gauntlets S;Guanteletes trampero S;Gantelets de trappeur S;Paramani trapper S;Trapper-Armpanzer S;狩人の革篭手Ｓ;
Trapper's Gloves S;Guantes trampero S;Gants de trappeur S;Coprimano trapper S;Trapper-Handschuhe S;狩人の革手袋Ｓ;
Maccao Gauntlets S;Guanteletes Maccao S;Gantelets Maccao S;Guanti Maccao S;Maccao-Armpanzer S;跳狗竜の革篭手Ｓ;
Maccao Gloves S;Guantes Maccao S;Gants Maccao S;Coprimano Maccao S;Maccao-Handschuhe S;跳狗竜の革手袋Ｓ;
