english;spanish;french;italian;german;japanese;chinese
Cool Drink;Bebida fría;Boisson fraîche;Bevanda fresca;Kaltgetränk;クーラードリンク;
Hot Drink;Bebida caliente;Boisson chaude;Bevanda calda;Heißgetränk;ホットドリンク;
Cleanser;Limpiador;Nettoyant;Pulitore;Reiniger;消散剤;
Psychoserum;Psicosuero;Sérum psychique;Psicosiero;Psychoserum;千里眼の薬;
Herbal Medicine;Medicina herbal;Remède d'herbe;Rimedio erboristico;Kräutermedizin;漢方薬;
Max Potion;Poción máxima;Potion secrète;Pozione max;Maxi-Trank;秘薬;
Ancient Potion;Poción antigua;Potion ancestrale;Antica pozione;Uralter Trank;いにしえの秘薬;
Energy Drink;Bebida energética;Boisson énergétique;Bevanda energetica;Energy-Drink;元気ドリンコ;
Lifepowder;Polvo de vida;Poudre de vie;Polvere di vita;Lebenspulver;生命の粉塵;
Hunter's Drink;Bebida de caza;Élixir d'art;Bevanda cacciatore;Jägertrunk;狩技ドリンク;
Catalyst;Catalizador;Catalyseur;Catalizzatore;Katalysator;増強剤;
Gunpowder;Pólvora;Poudre à canon;Polvere da sparo;Schießpulver;爆薬;
Lifecrystals;Cristales vida;Cristaux de vie;Cristalli vitali;Lebenskristalle;生命の粉;
Tranquilizer;Tranquilizante;Tranquillisant;Tranquillante;Betäubungsmittel;捕獲用麻酔薬;
Yukumo Egg;Huevo de Yukumo;Œuf Yukumo;Uovo Yukumo;Yukumo-Ei;ユクモ温泉たまご;
Tanzia Chips;Patatas Tanzia;Chips Tanzia;Snack di Tanzia;Tanzia-Snack;タンジアチップス;
Powercharm;Amuleto de poder;Amulette de force;Amuleto demoniaco;Kraftamulett;力の護符;
Powertalon;Garra de poder;Griffe de force;Sperone demoniaco;Kraftkralle;力の爪;
Armorcharm;Amuleto armadura;Amulette de défense;Amuleto armatura;Panzeramulett;守りの護符;
Armortalon;Garra armadura;Griffe de défense;Sperone armatura;Panzerkralle;守りの爪;
BBQ Spit;Asador barbacoa;Broche BBQ;Spiedo barbecue;Grillspieß;肉焼きセット;
Raw Meat;Carne cruda;Viande crue;Carne cruda;Rohes Fleisch;生肉;
Poisoned Meat;Carne envenenada;Viande poison;Carne avvelenata;Giftfleisch;毒生肉;
Tinged Meat;Carne tóxica;Viande paralysante;Carne tossica;Faules Fleisch;シビレ生肉;
Drugged Meat;Carne drogada;Viande somnifère;Carne drogata;Rauschfleisch;眠り生肉;
Rare Steak;Filete poco hecho;Steak saignant;Bistecca al sangue;Blutiges Steak;生焼け肉;
Well-done Steak;Filete al punto;Steak à point;Bistecca ben cotta;Gebratenes Steak;こんがり肉;
Burnt Meat;Carne quemada;Viande brûlée;Carne bruciata;Verkohltes Fleisch;コゲ肉;
Chilled Meat;Carne fría;Viande froide;Carne fredda;Gekühltes Fleisch;クーラーミート;
Hot Meat;Carne caliente;Viande chaude;Carne calda;Warmes Fleisch;ホットミート;
Mosswine Jerky;Cecina Mosswine;Viande Mosswine;Fettine di Moss;Mosswine-Jerky;モスジャーキー;
Kingmeat;Carne superior;Reine des viandes;Carne reale;Königsfleisch;キングミート;
Whetstone;Piedra de afilar;Aiguisoir;Cote;Wetzstein;砥石;
Old Pickaxe;Pico antiguo;Vieille pioche;Vecchio piccone;Alte Spitzhacke;ボロピッケル;
Iron Pickaxe;Pico de hierro;Pioche de fer;Piccone di ferro;Eisenspitzhacke;ピッケル;
Mega Pickaxe;Megapico;Méga pioche;Mega-piccone;Mega-Spitzhacke;ピッケルグレート;
Old Bug Net;Cazamarip. viejo;Vieux filinsecte;Vecchio retino;Altes Käfernetz;ボロ虫あみ;
Bug Net;Cazamariposas;Filinsecte;Retino insetti;Käfernetz;虫あみ;
Mega Bug Net;Megacazamarip.;Méga filinsecte;Mega-retino;Mega-Käfernetz;虫あみグレート;
Boomerang;Bumerán;Boomerang;Boomerang;Bumerang;ブーメラン;
Throwing Knife;Cuch. arrojadizo;Couteau de lancer;Coltello da lancio;Wurfmesser;投げナイフ;
Poison Knife;Cuch. envenenado;Couteau poison;Coltello veleno;Giftmesser;毒投げナイフ;
Sleep Knife;Cuch. somnífero;Couteau somnifère;Coltello sonno;Schlafmesser;眠り投げナイフ;
Paralysis Knife;Cuch. paralizante;Couteau paralysant;Coltello paralisi;Lähmungsmesser;麻痺投げナイフ;
Tranq Knife;Cuch. tranquiliz.;Couteau tranquillisant;Lama soporifera;Beruhigungsmesser;捕獲用麻酔ナイフ;
Bomb Casing;Material bombas;Gaine bombe;Materiale bomba;Bombengehäuse;素材玉;
Paintball;Bola de pintura;Marqueur;Palla-pittura;Farbball;ペイントボール;
Flash Bomb;Bomba de luz;Bombe flash;Bomba-lampo;Blitzbombe;閃光玉;
Sonic Bomb;Bomba sónica;Bombe sonique;Bomba sonica;Schallbombe;音爆弾;
Tranq Bomb;Bomba tranquiliz.;Bombe tranquillisante;Bomba soporifera;Beruhigungsbombe;捕獲用麻酔玉;
Deodorant;Desodorante;Déodorant;Deodorante;Deodorant;消臭玉;
Smoke Bomb;Bomba de humo;Bombe fumigène;Bomba fumogena;Rauchbombe;けむり玉;
Poison Smoke Bomb;Bomba humo ven.;Bombe de poison;Bomba velen-fumo;Giftrauchbombe;毒けむり玉;
Farcaster;Transportador;Téléportogène;Lancialontano;Teleporter;モドリ玉;
Dung Bomb;Bomba boñiga;Bombe de bouse;Bomba-letame;Dungbombe;こやし玉;
Dung;Boñiga;Bouse;Letame;Dung;モンスターのフン;
Trap Tool;Herramienta trampas;Kit de piège;Intrappolatore;Fallengerät;トラップツール;
Spider Web;Telaraña;Toile d'araignée;Ragnatela;Spinnennetz;クモの巣;
Net;Red;Filet;Rete;Netz;ネット;
Pitfall Trap;Trampa escollo;Piège à fosse;Trappola coperta;Fallgrube;落とし穴;
Shock Trap;Trampa choque;Piège électrochoc;Trappola scossa;Schockfalle;シビレ罠;
Barrel Lid;Tapa de barril;Couvercle baril;Coperchio botte;Fassdeckel;タルの蓋;
Small Barrel;Barril pequeño;Petit baril;Botte piccola;Kleines Fass;小タル;
Large Barrel;Barril grande;Grand baril;Botte grande;Großes Fass;大タル;
Barrel Bomb S;Bomba barril peq.;Petite bombe baril;Bomba-botte pic.;Kleine Fassbombe;小タル爆弾;
Barrel Bomb L;Bomba barril gr.;Grande bombe baril;Bomba-botte gr.;Große Fassbombe;大タル爆弾;
Barrel Bomb L+;Bomba barril gr.+;Grande bombe baril +;Bomba-botte gr.+;Große Fassbombe+;大タル爆弾Ｇ;
Bounce Bomb;Bomba de rebote;Bombe artifice;Bomba-missile;Abprallbombe;打上げタル爆弾;
Bounce Bomb+;Bomba rebote+;Bombe artifice +;Bomba-missile+;Abprallbombe+;打上げタル爆弾Ｇ;
(No Item);(No Item);(No Item);(No Item);(No Item);アイテム非選択;
Affinity Oil;Aceite afinidad;Huile d'affinité;Olio affinità;Affinitätsöl;会心の刃薬;
Destroyer Oil;Aceite destructor;Huile de force;Olio spaccone;Zerstöreröl;重撃の刃薬;
Stamina Oil;Aceite resistencia;Huile de stamina;Olio resistenza;Ausdaueröl;減気の刃薬;
Mind's Eye Oil;Aceite precisión;Huile de l'esprit;Olio preveggenza;Öl des Inneren Auges;心眼の刃薬;
Huskberry;Baya hueca;Baie-coque;Guscio di bacca;Hülsenbeere;カラの実;
Bone Husk;Cáscara de hueso;Coque d'os;Involcrosso;Knochenhülse;カラ骨;
Normal S Lv1;D normal nv1;Normal;P normali lv1;Normal S St1;LV1 通常弾;
Normal S Lv2;D normal nv2;Normal II;P normali lv2;Normal S St2;LV2 通常弾;
Normal S Lv3;D normal nv3;Normal III;P normali lv3;Normal S St3;LV3 通常弾;
Pierce S Lv1;D perfor. nv1;Perforant;P perforanti lv1;Perforier S St1;LV1 貫通弾;
Pierce S Lv2;D perfor. nv2;Perforant II;P perforanti lv2;Perforier S St2;LV2 貫通弾;
Pierce S Lv3;D perfor. nv3;Perforant III;P perforanti lv3;Perforier S St3;LV3 貫通弾;
Pellet S Lv1;D perdig. nv1;Grenaille;P ventaglio lv1;Schrot S St1;LV1 散弾;
Pellet S Lv2;D perdig. nv2;Grenaille II;P ventaglio lv2;Schrot S St2;LV2 散弾;
Pellet S Lv3;D perdig. nv3;Grenaille III;P ventaglio lv3;Schrot S St3;LV3 散弾;
Crag S Lv1;D explos. nv1;Antiblindage;P esplosivi lv1;Explosiv S St1;LV1 徹甲榴弾;
Crag S Lv2;D explos. nv2;Antiblindage II;P esplosivi lv2;Explosiv S St2;LV2 徹甲榴弾;
Crag S Lv3;D explos. nv3;Antiblindage III;P esplosivi lv3;Explosiv S St3;LV3 徹甲榴弾;
Clust S Lv1;D grupo nv1;Fragmentation;P grappolo lv1;Streu S St1;LV1 拡散弾;
Clust S Lv2;D grupo nv2;Fragmentation II;P grappolo lv2;Streu S St2;LV2 拡散弾;
Clust S Lv3;D grupo nv3;Fragmentation III;P grappolo lv3;Streu S St3;LV3 拡散弾;
Flaming S Lv1;D llama nv1;Incendiaire;P fiamma lv1;Flamme S St1;LV1 火炎弾;
Water S Lv1;D agua nv1;Aquatique;P acqua lv1;Wasser S St1;LV1 水冷弾;
Thunder S Lv1;D rayo nv1;Foudre;P tuono lv1;Donner S St1;LV1 電撃弾;
Freeze S Lv1;D cong. nv1;Glace;P gelo lv1;Frost S St1;LV1 氷結弾;
Dragon S Lv1;D draco nv1;Dragon;P drago lv1;Drachen S St1;LV1 滅龍弾;
Poison S Lv1;D veneno nv1;Toxique;P veleno lv1;Gift S St1;LV1 毒弾;
Poison S Lv2;D veneno nv2;Toxique II;P veleno lv2;Gift S St2;LV2 毒弾;
Para S Lv1;D paraliz. nv1;Paralysant;P paralisi lv1;Lähmung S St1;LV1 麻痺弾;
Para S Lv2;D paraliz. nv2;Paralysant II;P paralisi lv2;Lähmung S St2;LV2 麻痺弾;
Sleep S Lv1;D sueño nv1;Somnifère;P sonno lv1;Schlaf S St1;LV1 睡眠弾;
Sleep S Lv2;D sueño nv2;Somnifère II;P sonno lv2;Schlaf S St2;LV2 睡眠弾;
Exhaust S Lv1;D fatiga nv1;Léthargique;P fatica lv1;Ermüdung S St1;LV1 減気弾;
Exhaust S Lv2;D fatiga nv2;Léthargique II;P fatica lv2;Ermüdung S St2;LV2 減気弾;
Recover S Lv1;D recup. nv1;Guérison;P recupero lv1;Genesung S St1;LV1 回復弾;
Recover S Lv2;D recup. nv2;Guérison II;P recupero lv2;Genesung S St2;LV2 回復弾;
Paint S;D pintura;Paintball;P pittura;Farbe S;ペイント弾;
Tranq S;D tranquiliz.;Tranquillisant ;P soporiferi;Beruhigung S;捕獲用麻酔弾;
Stone S;D piedra;Silex;P pietra;Stein S;ツブテ弾;
Wyvern S;D wyvern;Wyverne;P wyvern;Wyvern S;竜撃弾;
Slicing S Lv1;D cortante nv1;Tranchante;P laceranti lv1;Schnitt S St1;LV1 斬裂弾;
Slicing S Lv2;D cortante nv2;Tranchante II;P laceranti lv2;Schnitt S St2;LV2 斬裂弾;
Blast S Lv1;D nitro nv1;Explosive;P scoppio lv1;Spreng S St1;LV1 爆破弾;
Blast S Lv2;D nitro nv2;Explosive II;P scoppio lv2;Spreng S St2;LV2 爆破弾;
Demon S;D demonio;Démon;P demoniaci;Dämon S;鬼人弾;
Demon Aff S;D demonio+;Archidémon;P demoniaci+;Dämonenaff. S;鬼人会心弾;
Armor S;D armadura;Peau-de-pierre;P armatura;Rüstung S;硬化弾;
Super Armor S;D armadura+;Peau-de-fer;P armatura+;Superrüstung S;硬化強靭弾;
Force S Lv1;D supertiro nv1;Blindée;P forza lv1;Kraft S St1;LV1 強装弾;
Force S Lv2;D supertiro nv2;Blindée II;P forza lv2;Kraft S St2;LV2 強装弾;
Heavy S Lv1;D pesado nv1;Dum-dum;P pesanti lv1;Schwer S St1;LV1 重撃弾;
Heavy S Lv2;D pesado nv2;Dum-dum II;P pesanti lv2;Schwer S St2;LV2 重撃弾;
Sting S;D aguijón;Colibri;P pungenti;Stich S;痛撃弾;
Flaming S Lv2;D llama nv2;Incendiaire II;P fiamma lv2;Flamme S St2;LV2 火炎弾;
Water S Lv2;D agua nv2;Aquatique II;P acqua lv2;Wasser S St2;LV2 水冷弾;
Thunder S Lv2;D rayo nv2;Foudre II;P tuono lv2;Donner S St2;LV2 電撃弾;
Freeze S Lv2;D cong. nv2;Glace II;P gelo lv2;Eis S St2;LV2 氷結弾;
Dragon S Lv2;D draco nv2;Dragon II;P drago lv2;Drachen S St2;LV2 滅龍弾;
P.Flaming S Lv1;D llama perf nv1;Incendiaire P;P perf. fiamma lv1;Per.FlammeS St1;LV1 貫通火炎弾;
P.Flaming S Lv2;D llama perf nv2;Incendiaire P II;P perf. fiamma lv2;Per.FlammeS St2;LV2 貫通火炎弾;
P.Water S Lv1;D agua perf nv1;Aquatique P;P perf. acqua lv1;Per.WasserS St1;LV1 貫通水冷弾;
P.Water S Lv2;D agua perf nv2;Aquatique P II;P perf. acqua lv2;Per.WasserS St2;LV2 貫通水冷弾;
P.Thunder S Lv1;D rayo perf nv1;Électrique P;P perf. tuono lv1;Per.DonnerS St1;LV1 貫通電撃弾;
P.Thunder S Lv2;D rayo perf nv2;Électrique P II;P perf. tuono lv2;Per.DonnerS St2;LV2 貫通電撃弾;
P.Freeze S Lv1;D cong. perf nv1;Cryogénique P;P perf. gelo lv1;Per.Eis S St1;LV1 貫通氷結弾;
P.Freeze S Lv2;D cong. perf nv2;Cryogénique P II;P perf. gelo lv2;Per.Eis S St2;LV2 貫通氷結弾;
Cannon S Lv1;D cañón nv1;Canon;P cannone lv1;Kanone S St1;LV1 大砲弾;
Cannon S Lv2;D cañón nv2;Canon II;P cannone lv2;Kanone S St2;LV2 大砲弾;
Long S Lv1;D largo nv1;Sniper;P distanza lv1;Lang S St1;LV1 遠撃弾;
Long S Lv2;D largo nv2;Sniper II;P distanza lv2;Lang S St2;LV2 遠撃弾;
Triblast S;D triexplosión;Multi-impacts;P triscoppio;Tri-Spreng S;連爆榴弾;
Shrapnel S;D metralla;Shrapnel;P frammentazione;Schrapnell S;榴散弾;
Dazzling S;D supersónico;Interstellaire;P folgore;Grell S;烈光弾;
Poison Smoke S;D nube veneno;Lotus noir;P velen-fumo;Giftrauch S;毒煙弾;
Flash S;D destello;Flash;P lampo;Blitz S;閃光弾;
Dung S;D boñiga;Crotte;P letame;Dung S;こやし弾;
Remedy S;D curación;Remède;P cura;Remedium S;治癒活力弾;
Group Recover S;D recup. grupo;Soins;P cura gruppo;Gruppenerhlng S;広域回復弾;
Demon Armor S;D armad. demon.;Roi-démon;P armat. demoniaca;DämonenrüstungS;鬼人硬化弾;
Empty Phial;Frasco vacío;Fiole vide;Boccetta vuota;Leere Phiole;空きビン;
Power Coating Lv1;Rev. energía nv1;Fiole de force;B potenza lv1;Kraft-Phiole St1;LV1 強撃ビン;
Power Coating Lv2;Rev. energía nv2;Fiole de force II;B potenza lv2;Kraft-Phiole St2;LV2 強撃ビン;
Elem Coating Lv1;Rev. elemental nv1;Fiole élémentaire;B elementale lv1;Elem-Phiole St1;LV1 属性強化ビン;
Elem Coating Lv2;Rev. elemental nv2;Fiole élémentaire II;B elementale lv2;Elem-Phiole St2;LV2 属性強化ビン;
C.Range Coating;Revest. alcance;Fiole de combat;Boccetta cortor.;Nahkampf-Phiole;接撃ビン;
Poison Coating;Revest. veneno;Fiole de poison;Boccetta veleno;Gift-Phiole;毒ビン;
Para Coating;Revest. paralizan.;Fiole de paralysie;Boccetta paralisi;Lähm-Phiole;麻痺ビン;
Sleep Coating;Revest. sueño;Fiole de sommeil;Boccetta sonno;Schlaf-Phiole;睡眠ビン;
Exhaust Coating;Revest. fatiga;Fiole de faiblesse;Boccetta fatica;Ermüdung-Phiole;減気ビン;
Blast Coating;Revest. nitro;Fiole explosive;Boccetta scoppio;Spreng-Phiole;爆破ビン;
Paint Coating;Revest. pintura;Fiole de peinture;Boccetta colore;Farb-Phiole;ペイントビン;
Larval Extract;Extracto larvario;Extrait larvaire;Estratto larva;Larvenextrakt;養虫エキス;
Paralarval Extract;Extracto paralarvario;Extrait paralarvaire;Estratto paralarva;Paralarvenextrakt;超養虫エキス;
Power Jelly;Jalea de energía;Gelée Force;Gelatina forza;Kraftgelee;力の成長餌;
Heavy Jelly;Jalea pesada;Gelée Masse;Gelatina corposa;Starkes Gelee;重の成長餌;
Speed Jelly;Jalea de rapidez;Gelée Vitesse;Gelatina velocità;Blitzgelee;速の成長餌;
Fire Ambrosia;Ambrosía de fuego;Ambroisie Feu;Ambrosia fuoco;Feuer-Ambrosia;火の蜜餌;
Water Ambrosia;Ambrosía de agua;Ambroisie Eau;Ambrosia acqua;Wasser-Ambrosia;水の蜜餌;
Thunder Ambrosia;Ambrosía de rayo;Ambroisie Foudre;Ambrosia tuono;Donner-Ambrosia;雷の蜜餌;
Ice Ambrosia;Ambrosía de hielo;Ambroisie Glace;Ambrosia gelo;Eis-Ambrosia;氷の蜜餌;
Dragon Ambrosia;Ambrosía de draco;Ambroisie Dragon;Ambrosia drago;Drachen-Ambrosia;龍の蜜餌;
Power Jelly+;Jalea de energía+;Gelée Force +;Gelatina forza+;Kraftgelee+;力の上成長餌;
Heavy Jelly+;Jalea pesada+;Gelée Masse +;Gelatina corposa+;Starkes Gelee+;重の上成長餌;
Speed Jelly+;Jalea de rapidez+;Gelée Vitesse +;Gelatina velocità+;Blitzgelee+;速の上成長餌;
Power Jelly++;Jalea de energía++;Gelée Force ++;Gelatina forza++;Kraftgelee++;力の特上成長餌;
Heavy Jelly++;Jalea pesada++;Gelée Masse ++;Gelatina corposa++;Starkes Gelee++;重の特上成長餌;
Speed Jelly++;Jalea de rapidez++;Gelée Vitesse ++;Gelatina velocità++;Blitzgelee++;速の特上成長餌;
Fire Ambrosia+;Ambr. de fuego+;Ambroisie Feu +;Ambrosia fuoco+;Feuer-Ambrosia+;火炎の蜜餌;
Water Ambrosia+;Ambrosía de agua+;Ambroisie Eau +;Ambrosia acqua+;Wasser-Ambrosia+;流水の蜜餌;
Thunder Ambrosia+;Ambrosía de rayo+;Ambroisie Foudre +;Ambrosia tuono+;Donner-Ambrosia+;雷光の蜜餌;
Ice Ambrosia+;Ambrosía de hielo+;Ambroisie Glace +;Ambrosia gelo+;Eis-Ambrosia+;氷結の蜜餌;
Dragon Ambrosia+;Ambr. de draco+;Ambroisie Dragon +;Ambrosia drago+;Drachen-Ambrosia+;破龍の蜜餌;
Douse Ambrosia;Ambr. de extinción;Ambroisie Extincteur;Ambrosia ignifuga;Lösch-Ambrosia;鎮火の蜜餌;
Drought Ambrosia;Ambr. de sequía;Ambroisie Sécheresse;Ambrosia arida;Dürre-Ambrosia;断水の蜜餌;
Resistor Ambrosia;Ambrosía resistora;Ambroisie Résistance;Ambrosia isolante;Resistor-Ambrosia;絶雷の蜜餌;
Melt Ambrosia;Ambr. anticong.;Ambroisie Antigel;Ambrosia antigelo;Antifrost-Ambrosia;砕氷の蜜餌;
De-wyrm Ambrosia;Ambr. antisierpe;Ambroisie Anti-Wyrm;Ambrosia antidrago;Anti-Wyrm-Ambrosia;滅龍の蜜餌;
Reverse Ambrosia;Ambrosía inversa;Ambroisie Inverse;Ambrosia regressiva;Umkehr-Ambrosia;マキモドシの蜜餌;
Worm;Gusano;Ver;Esca verme;Wurm;釣りミミズ;
Mega Fishing Fly;Megamosca pesca;Méga mouche;Esca mosca;Megafliegenköder;釣りフィーバエ;
Frog;Rana;Grenouille;Esca rana;Frosch;釣りカエル;
Sushifish Bait;Cebo pez sushi;Appât pour sushi;Esca pesce-sushi;Sushifischköder;サシミダンゴ;
Burst Bait;Cebo reventón;Appât explosif;Esca bomba;Berstköder;バクダンゴ;
Goldenfish Bait;Cebo pez dorado;Appât d'or;Esca pesce-dorato;Goldenfischköder;黄金ダンゴ;
Field Horn;Cuerno atrayente;Corne d'appel;Corno da richiamo;Feldhorn;角笛;
Health Flute;Flauta de salud;Flûte de vie;Flauto salute;Gesundheitsflöte;回復笛;
Antidote Flute;Flauta antídoto;Flûte antidote;Flauto antidoto;Gegengiftflöte;解毒笛;
Demon Flute;Flauta demonio;Flûte du démon;Flauto demoniaco;Dämonenflöte;鬼人笛;
Armor Flute;Flauta armadura;Flûte de pierre;Flauto armatura;Rüstungsflöte;硬化笛;
Garbage;Basura;Détritus;Immondizia;Abfall;もえないゴミ;
Honey;Miel;Miel;Miele;Honig;ハチミツ;
Herb;Hierba;Herbe;Erba;Kraut;薬草;
Antidote Herb;Hierba antídoto;Herbe à antidote;Erba antidoto;Gegengiftkraut;げどく草;
Fire Herb;Hierba de fuego;Herbe de feu;Erba fuoco;Feuerkraut;火薬草;
Ivy;Hiedra;Lierre;Edera;Efeu;ツタの葉;
Sleep Herb;Hierba somnífera;Herbe du sommeil;Erba soporifera;Schlafkraut;ネムリ草;
Sap Plant;Planta de savia;Plante à sève;Pianta da linfa;Harzpflanze;ネンチャク草;
Felvine;Vid Felyne;Felvine;Felvina;Felvine;マタタビ;
Gloamgrass Root;Raíz nocturna;Racine du soir;Radice notturna;Dämmergraswurzel;落陽草の根;
Hot Pepper;Pimiento picante;Piment fort;Peperoncino;Pfefferschote;トウガラシ;
Snow Herb;Hierba de nieve;Herbe des neiges;Erba neve;Schneekraut;霜ふり草;
Spicy Mushroom;Seta picante;Champi épicé;Fungo speziato;Scharfer Pilz;特産キノコキムチ;
Frozen Berry;Baya congelada;Baie congelée;Bacca ghiacciata;Gefrorene Beere;氷結晶イチゴ;
King Cactus;Cactus real;Cactus royal;Cactus reale;Königskaktus;キングサボテン;
Dosbiscus;Hibisco;Hibiscus;Dosbiscus;Hochbiskus;ドスビスカス;
Heftcorn;Maíz grueso;Maïs-maous;Grancorno;Wuchtmais;オオモロコシ;
Stargazer Flower;Flor astral;Lys oriental;Fiore mirastelle;Sternguckerblume;星見の花;
Prismatic Dandelion;Diente león prismático;Pissenlit prismatique;Tarassaco prismatico;Prisma-Löwenzahn;七色たんぽぽ;
Blue Mushroom;Seta azul;Champignon bleu;Fungo blu;Blaupilz;アオキノコ;
Nitroshroom;Nitroseta;Champinitro;Fungo nitro;Nitropilz;ニトロダケ;
Parashroom;Paraliseta;Champaralysie;Fungo paralisi;Lähmpilz;マヒダケ;
Toadstool;Hongo;Champi vénéneux;Fungo a ombrello;Giftpilz;毒テングダケ;
Mopeshroom;Seta depresiva;Champasthénie;Fungo depressivo;Trauerpilz;クタビレタケ;
Exciteshroom;Seta excitante;Champexciteur;Fungo stimolante;Reizpilz;ドキドキノコ;
Dragon Toadstool;Hongo dragón;Mandragore;Fungo drago;Drachengiftpilz;マンドラゴラ;
Chaos Mushroom;Seta del caos;Champi chaos;Fungo caos;Chaospilz;混沌茸;
Bindshroom;Parachampi;Champimmobile;Parafungo;Bindungspilz;オオマヒシメジ;
Reststool;Taburete;Repose-pieds;Sgabellino;Ruheschemel;コシカケダケ;
Paintberry;Baya pintura;Baie-peinture;Bacca-pittura;Farbbeere;ペイントの実;
Might Seed;Semilla de poder;Graine de force;Seme demoniaco;Machtsamen;怪力の種;
Adamant Seed;Semilla armadura;Graine de ténacité;Seme armatura;Diamantsamen;忍耐の種;
Nulberry;Curibaya;Baie-soin;Nulbacca;Nullbeere;ウチケシの実;
Dragonfell Berry;Baya antidragón;Baie-dragon;Bacca-drago;Drachentod-Beere;龍殺しの実;
Scatternut;Nuez frágil;Frag-noix;Noce-scoppio;Splitternuss;はじけクルミ;
Needleberry;Baya aguja;Baiguille;Bacca-spillo;Nadelbeere;ハリの実;
Latchberry;Baya adherente;Baie-grippe;Baccappiccicosa;Schnallenbeere;ツラヌキの実;
Bomberry;Baya bomba;Bombaie;Bacca-bomba;Bombeere;カクサンの実;
Bumblepumpkin;Supercalabazón;Potironron;Granzucca;Hummelkürbis;ペピポパンプキン;
Giant Acorn;Bellota gigante;Châtaigne géante;Ghianda gigante;Rieseneichel;オオ筒ドングリ;
Spiky Acorn;Bellota puntiaguda;Châtaigne pointue;Ghianda acuminata;Stacheleichel;トンガリドングリ;
Yukumo Wood;Madera Yukumo;Bois Yukumo;Albero di Yukumo;Yukumo-Holz;ユクモの木;
Yukumo Hardwood;Madera noble Yukumo;Feuillu Yukumo;Duralbero di Yukumo;Yukumo-Hartholz;ユクモの堅木;
Stone;Piedra;Pierre;Pietra;Stein;石ころ;
Iron Ore;Hierro;Minerai de fer;Ferro;Eisenerz;鉄鉱石;
Earth Crystal;Cristal de tierra;Cristal de terre;Cristallo terra;Erdkristall;大地の結晶;
Machalite Ore;Machalita;Machalite;Machalite;Machalit-Erz;マカライト鉱石;
Disc Stone;Piedra disco;Disque de pierre;Pietra a disco;Scheibenstein;円盤石;
Ice Crystal;Cristal de hielo;Cristal de glace;Cristallo gelo;Eiskristall;氷結晶;
Bealite Ore;Mineral bealite;Béalite;Bealite;Bealit-Erz;ベアライト石;
Lightcrystal;Cristal ligero;Cristal de lumière;Cristallo luce;Lichtkristall;ライトクリスタル;
Dragonite Ore;Dragonita;Dragonite;Dragonite;Drachenit-Erz;ドラグライト鉱石;
Firestone;Piedra de fuego;Pierre de feu;Pietra del fuoco;Schmelzstein;紅蓮石;
Lava Nugget;Roca de lava;Pépite-lave;Roccia lavica;Lavaklumpen;溶岩塊;
Carbalite Ore;Carbalita;Carbalite;Carbalite;Karbalit-Erz;カブレライト鉱石;
Novacrystal;Cristal nova;Cristal nova;Novacristallo;Novakristall;ノヴァクリスタル;
Fucium Ore;Fucium;Fucium;Fucium;Fusium-Erz;ユニオン鉱石;
