english;spanish;french;italian;german;japanese;chinese
Thunder Atk;Atq. rayo;Foudre;Att. tuono;Donnerang.;雷属性攻撃;
Ice Atk;Atq. hielo;Glace;Att. gelo;Eisangriff;氷属性攻撃;
Dragon Atk;Atq. draco;Dragon;Att. drago;Drachenan.;龍属性攻撃;
Elemental;Atq. elem.;Élément;Att. elem.;Element;属性攻撃;
Status;Estado;Statut;Att. status;Status;特殊攻撃;
Sharpener;Afilador;Aiguiseur;Rasoio;Schärfer;研ぎ師;
Handicraft;Artesano;Artisanat;Artigiano;Handwerk;匠;
Sharpness;Afilado;Tranchant;Acutezza;Schärfe;斬れ味;
Fencing;Esgrima;Escrime;Scherma;Fechten;剣術;
Grinder;Amolador;Métallurgie;Metallurgia;Schleifer;研磨術;
Blunt;Impacto;Matraque;Levigazione;Stumpf;鈍器;
Crit Draw;Desenfunde;Dégainage;Rapi-danno;KritHieb;抜刀会心;
Punish Draw;Pena inmed.;Punition;Punizione;StrafHieb;抜刀減気;
Sheathing;Vaina veloz;Rengainage;Rinfodero;Wegstecken;納刀;
Reload Spd;Vel. recarg.;Fusilier;Ricarica;NachlGesch;装填速度;
Recoil;Cadencia;Recul;Rinculo;Rückstoß;反動;
Precision;Precisión;Sniper;Precisione;Präzision;精密射撃;
Normal Up;Disparo+;Normal G;Normale;Normal +;通常弾強化;
Pierce Up;Perforar+;Perçant G;Perforante;Perforier +;貫通弾強化;
Pellet Up;Perdigón+;Plomb G;Ventaglio;Schrot +;散弾強化;
Heavy Up;Pesado+;Lourd G;Pesante;Schwer +;重撃弾強化;
Normal S+;Mun. normal;Normal;P normali;Normal S+;通常弾追加;
Pierce S+;Mun. perfor.;Perçant;P perforanti;Perfor. S+;貫通弾追加;
Pellet S+;Mun. perdig.;Grenaille;P ventaglio;Schrot S+;散弾追加;
Crag S+;Mun. explos.;Antiblind.;P esplosivi;Explosiv S+;榴弾追加;
Clust S+;Mun. grupo;Frag;P grappolo;Streu S+;拡散弾追加;
Poison C+;Rv. veneno;F Poison;B veleno;Gift B+;毒瓶追加;
Para C+;Rv. paraliz.;F Paralysie;B paralisi;Lähm B+;麻痺瓶追加;
Sleep C+;Rv. sueño;F Sommeil;B sonno;Schlaf B+;睡眠瓶追加;
Power C+;Rv. energía;F Force;B potenza;Kraft B+;強撃瓶追加;
Elem C+;Rv. elem.;F Élément;B elemento;Elem B+;属強瓶追加;
C.Range C+;Rv. alcance;F Combat;B cortor.;Nhkmpf B+;接撃瓶追加;
Exhaust C+;Rv. fatiga;F Faiblesse;B fatica;Ermüd. B+;減気瓶追加;
Blast C+;Rv. nitro;F Explosion;B scoppio;Spreng B+;爆破瓶追加;
Rapid Fire;Disp. bonus;Tir rapide;Fuoco rap.;Schnellfeuer;速射;
Dead Eye;Puntería;Kyudo;Mirino;Mstrschütze;射法;
Loading;Recargando;Munitions;Cartucciera;Kapazität;装填数;
Haphazard;Aleatorio;Cinétique;Balistica;Willkür;変則射撃;
Ammo Saver;Ahorramun.;Éco-munit.;Risparmio;MunitSpar;弾薬節約;
Expert;Experto;Expert;Affinità;Experte;達人;
Tenderizer;Maza;Supplice;Cecchino;Klopfer;痛撃;
Chain Crit;Serie crítica;Vendetta;Serie critica;Kettenkrit;連撃;
Crit Status;Crít. est.;Châtiment;Crit. status;KritStatus;特殊会心;
Crit Element;Crít. elm.;Chamanisme;Crit. elemen.;KritElement;属性会心;
Critical Up;Crítico +1;Critiques +;Critico+;Krit +;会心強化;
FastCharge;Carga veloz;Charge;Carica;Schn. lad.;溜め短縮;
Stamina;Resistencia;Stamina;Resistenza;Ausdauer;スタミナ;
Constitution;Constitución;Athlète;Atleta;Konstitution;体術;
Stam Recov;Estad. forma;Vigueur;Resistente;AusdErholg;気力回復;
Evasion;Evasión;Évasion;Schivata;Ausweichen;回避性能;
Evade Dist;Dis. evasión;Esquive;Schivatore;Asweichdst;回避距離;
Bubble;Burbuja;Savon;Bolla;Blase;泡沫;
Guard;Guardia;Garde;Guardia;Block;ガード性能;
Guard Up;Escudo;Paladin;Blocco;Block +;ガード強化;
KO;Boxeador;KO;KO;Knock-out;KO;
Stam Drain;Robarresis.;Fatigue;Sfinitore;Ausd.Entzug;減気攻撃;
Maestro;Músico;Musique;Maestro;Maestro;笛;
Artillery;Artillería;Artillerie;Artigliere;Artillerie;砲術;
Destroyer;Destructor;Destruction;Spaccone;Zerstörer;重撃;
Bomb Boost;Bombardero;Bombe;Bombarolo;Bombast;爆弾強化;
Gloves Off;Poder;Puissance;Rinforzo;Brachial;本気;
Spirit;Espíritu;Courage;Spirito;Elan;闘魂;
Unscathed;Ileso;Invincible;Illeso;Unversehrt;無傷;
Chance;Pegaso;Hasard;Chance;Chance;チャンス;
Potential;Potencial;Potentiel;Potenziale;Potenzial;底力;
Survivor;Superviv.;Survie;Superstite;Überleben;逆境;
Furor;Furor;Fureur;Rabbia;Furore;逆上;
Crisis;Crisis;Vengeance;Emergenza;Krise;窮地;
Guts;Tripas;Bravoure;Coraggio;Mut;根性;
Sense;Sentido;Ninja;Presenza;Spürsinn;気配;
Team Player;En equipo;Moral;Gregario;Teamspieler;采配;
TeamLeader;Liderazgo;Leader;Capitano;Teamanfüh.;号令;
Mounting;Monta;Cavalier;Cavaliere;Aufsteigen;乗り;
Vault;Impulso;Saut;Balzo;Katapult;跳躍;
Insight;Conocimiento;Méditation;Intuito;Meditation;無心;
Psychic;Lucidez;Lucidité;Sibilla;Vision;千里眼;
Perception;Percepción;Perception;Cattura;Wahrnehmen;観察眼;
Ranger;Soldado;Chasse;Ranger;Ranger;狩人;
Transporter;Porteador;Convoyeur;Portatore;Rucksack;運搬;
Protection;Protección;Protection;Protezione;Schutz;加護;
Hero Shield;Heroísmo;Halo sacré;Eroismo;Heldschild;英雄の盾;
Rec Level;Curación;Restaurer;Medicina;ErholStufe;回復量;
Rec Speed;Recuperac.;Facteur X;Recupero;ErholGschw;回復速度;
Lasting Pwr;Duración;Objets;Oggetti;Ewige Kraft;効果持続;
Wide-Range;Efecto área;Soutien;Ampia area;Großraum;広域;
Hunger;Hambre;Appétit;Fame;Hunger;腹減り;
Gluttony;Glotonería;Gastronome;Ingordigia;Schlemmen;食いしん坊;
Eating;Consumir;Repas;Cucina;Essen;食事;
Light Eater;Dieta;Frugal;Dieta;Genügsamkt;節食;
Carnivore;Carnívoro;Carnivore;Predatore;Fleischfr.;肉食;
Mycology;Micología;Mycologie;Micologia;Mykologe;茸食;
Botany;Botánica;Botanique;Botanica;Botanik;野草知識;
Combo Rate;Combinación;Inventeur;Combinatore;Kombi-Rate;調合成功率;
Combo Plus;Combinac.+;Alchimiste;Alchimista;Kombi-Bonus;調合数;
Speed Setup;Trampero;Piège;Trappola;SchnellAufb.;高速設置;
Gathering;Recogida;Collecte;Raccolta;Sammeln;採取;
Honey;Miel;Miel;Miele;Honig;ハチミツ;
Charmer;Amuleto;Charme;Idolatra;Amulettf.;護石王;
Whim;Capricho;Lubie;Fatalità;Laune;気まぐれ;
Fate;Suerte;Destin;Fato;Schicksal;運気;
Carving;Cortador;Dépeçage;Ricavo;Zerlegen;剥ぎ取り;
Capturer;Capturas;Capture;Premi;Fänger;捕獲;
Bherna;Bherna;Bherna;Bherna;Bherna;ベルナ;
Kokoto;Kokoto;Kokoto;Kokoto;Kokoto;ココット;
Pokke;Pokke;Pokke;Pokke;Pokke;ポッケ;
Yukumo;Yukumo;Yukumo;Yukumo;Yukumo;ユクモ;
Redhelm;Ámbar;Crâne-ard.;Sanguis;Rothelm;紅兜;
Snowbaron;Alud;Maître-nei.;Nix;Schneesturm;大雪主;
Stonefist;Pétreo;Poing-fer;Marmor;Steinfaust;矛砕;
Drilltusk;Toro;Brise-roc;Vis;Bohrhauer;岩穿;
Dreadqueen;Maldita;Reine-poi.;Imperatrix;Giftstachel;紫毒姫;
C.beard;Vítreo;Roi-cristal;Adamas;Kristallbart;宝纏;
Silverwind;Argénteo;Vent-acier;Ventus;Silberwind;白疾風;
Deadeye;Cíclope;Œil-mort;Caecus;Narbig.;隻眼;
Dreadking;Maldito;Roi-enfer;Rex;Dunkelfeuer;黒炎王;
Thunderlord;Tormenta;Feu-du-ciel;Fulgur;Donnrschlag;金雷公;
Grimclaw;Guadaña;Griffe-som.;Furor;Düsterklaue;荒鉤爪;
Hellblade;Inferno;Lame-chaos;Ignis;Zornklinge;燼滅刃;
D. Fencing;Esgrima s.;Sournois;Schermidore;S. Fechten;北辰納豆流;
Torso Up;Torso+;Torse +;Torso+;Torso+;胴系統倍加;
Negate Poison;Anula veneno;Antidote;Annulla-veleno;Gift aufheben;毒耐性;
Double Poison;Doble veneno;Venin;Veleno [x2];Doppeltes Gift;毒倍加;
Negate Paralysis;Anula parálisis;Anti-paralysie;Annulla-paralisi;Lähmung aufheben;麻痺無効;
Double Paralysis;Doble parálisis;Super paralysie;Paralisi [x2];Doppelte Lähmung;麻痺倍加;
Negate Sleep;Anula sueño;Insomnie;Annulla-sonno;Schlaf aufheben;睡眠無効;
Double Sleep;Doble sueño;Hypersomnie;Sonno [x2];Doppelter Schlaf;睡眠倍加;
Halve Stun;Mitad aturdimiento;Crâne de pierre;Stordimento 1/2;Halbes Betäuben;気絶確率半減;
Negate Stun;Anula aturdimiento;Crâne de fer;Annulla-stordim.;Betäuben aufheben;気絶無効;
Double Stun;Doble aturdimiento;Menton de verre;Stordimento [x2];Dopp. Betäuben;気絶倍加;
Earplugs;Tapones +1;Protège-tympans;Tappi orecchie;Ohrstöpsel;耳栓;
HG Earplugs;Tapones +2;Bouche-oreilles;Tappi orecchie+;Ohrstöpsel +;高級耳栓;
Windproof (Lo);Resist. viento +1;Vent +1;Vento +1;Windsicher +1;風圧【小】無効;
Windproof (Hi);Resist. viento +2;Vent +2;Vento +2;Windsicher +2;風圧【大】無効;
Tremor Res;Resist. temblores;Anti-séisme;Antisismico;Bebenabwehr;耐震;
Negate Bind;Anula inmovilizac.;Dégagement;Annulla-vincolo;Binden aufheben;だるま無効;
Heat Cancel;Anula el calor;Chaleur +;Annulla-calore;Hitze aufheben;暑さ無効;
Heat Surge;Aumentar calor;Chaleur -;Aumenta-calore;Hitze erhöhen;暑さ倍加;
Cold Cancel;Anula el frío;Froid +;Annulla-freddo;Kälte aufheben;寒さ無効;
Cold Surge;Aumentar frío;Froid -;Aumenta-freddo;Kälte erhöhen;寒さ倍加;
Polar Hunter;Cazador polar;Chasseur polaire;Caccia polare;Polarjäger;北風の狩人;
Tropic Hunter;Cazador tropical;Chasseur tropical;Caccia tropicale;Tropenjäger;南風の狩人;
Anti-Theft;Antirrobo;Antivol;Anti-ladro;Anti-Dieb;盗み無効;
Iron Skin;Piel de hierro;Peau d'acier;Pelle di ferro;Eisenhaut;鉄面皮;
Antivirus;Antivirus;Antivirus;Antivirus;Antivirus;無我の境地;
Bio Researcher;Bioinvestigador;Chercheur bio;Bioricercatore;Bio-Forscher;細菌研究家;
Bio Master;Biólogo;Docteur bio;Biologo;Bio-Meister;バイオドクター;
Negate Bleeding;Anula sangrado;Compression;Nega emorragia;Blutung aufheben;裂傷無効;
Double Bleeding;Sangrado doble;Effusion;Doppia emorragia;Doppelte Blutung;裂傷倍加;
Attack Up (S);Ataque +1;Attaque +1;Attacco +1;Angriff +1;攻撃力UP【小】;
Attack Up (M);Ataque +2;Attaque +2;Attacco +2;Angriff +2;攻撃力UP【中】;
Attack Up (L);Ataque +3;Attaque +3;Attacco +3;Angriff +3;攻撃力UP【大】;
Attack Down (S);Ataque -1;Attaque -1;Attacco -1;Angriff -1;攻撃力DOWN【小】;
Attack Down (M);Ataque -2;Attaque -2;Attacco -2;Angriff -2;攻撃力DOWN【中】;
Attack Down (L);Ataque -3;Attaque -3;Attacco -3;Angriff -3;攻撃力DOWN【大】;
Defense Up (S);Defensa +1;Défense +1;Difesa +1;Verteidigung +1;防御力UP【小】;
Defense Up (M);Defensa +2;Défense +2;Difesa +2;Verteidigung +2;防御力UP【中】;
Defense Up (L);Defensa +3;Défense +3;Difesa +3;Verteidigung +3;防御力UP【大】;
Defense Down (S);Defensa -1;Défense -1;Difesa -1;Verteidigung -1;防御力DOWN【小】;
Defense Down (M);Defensa -2;Défense -2;Difesa -2;Verteidigung -2;防御力DOWN【中】;
Defense Down (L);Defensa -3;Défense -3;Difesa -3;Verteidigung -3;防御力DOWN【大】;
Health +20;Salud +20;Vie +20;Vita +20;Gesundheit +20;体力+20;
Health +50;Salud +50;Vie +50;Vita +50;Gesundheit +50;体力+50;
Health -10;Salud -10;Vie -10;Vita -10;Gesundheit -10;体力-10;
Health -30;Salud -30;Vie -30;Vita -30;Gesundheit -30;体力-30;
Fire Res +15;Resist. fuego +15;Feu +15;Fuoco +15;Feuerabwehr +15;火耐性【小】;
Fire Res +20;Resist. fuego +20;Feu +20;Fuoco +20;Feuerabwehr +20;火耐性【大】;
Fire Res -20;Resist. fuego -20;Feu -20;Fuoco -20;Feuerabwehr -20;火耐性弱化;
Water Res +15;Resist. agua +15;Eau +15;Acqua +15;Wasserabwehr +15;水耐性【小】;
Water Res +20;Resist. agua +20;Eau +20;Acqua +20;Wasserabwehr +20;水耐性【大】;
Water Res -20;Resist. agua -20;Eau -20;Acqua -20;Wasserabwehr -20;水耐性弱化;
Thunder Res +15;Resist. rayo +15;Foudre +15;Tuono +15;Donnerabwehr +15;雷耐性【小】;
Thunder Res +20;Resist. rayo +20;Foudre +20;Tuono +20;Donnerabwehr +20;雷耐性【大】;
Thunder Res -20;Resist. rayo -20;Foudre -20;Tuono -20;Donnerabwehr -20;雷耐性弱化;
Ice Res +15;Resist. hielo +15;Glace +15;Gelo +15;Eisabwehr +15;氷耐性【小】;
Ice Res +20;Resist. hielo +20;Glace +20;Gelo +20;Eisabwehr +20;氷耐性【大】;
Ice Res -20;Resist. hielo -20;Glace -20;Gelo -20;Eisabwehr -20;氷耐性弱化;
Dragon Res +15;Resist. draco +15;Dragon +15;Drago +15;Drachenabwehr +15;龍耐性【小】;
Dragon Res +20;Resist. draco +20;Dragon +20;Drago +20;Drachenabwehr +20;龍耐性【大】;
Dragon Res -20;Resist. draco -20;Dragon -20;Drago -20;Drachenabwehr -20;龍耐性弱化;
Blightproof;Anti daño elem.;Anti-fléau;Annulla-elementi;Schadenssicher;属性やられ無効;
Fire Atk +1;Ataque fuego +1;Attaque Feu +1;Att. fuoco +1;Feuerangriff +1;火属性攻撃強化+1;
Fire Atk +2;Ataque fuego +2;Attaque Feu +2;Att. fuoco +2;Feuerangriff +2;火属性攻撃強化+2;
Fire Atk Down;Ataque fuego -1;Attaque Feu -;Att. fuoco -1;Feuerangriff -;火属性攻撃弱化;
Water Atk +1;Ataque agua +1;Attaque Eau +1;Att. acqua +1;Wasserangriff +1;水属性攻撃強化+1;
Water Atk +2;Ataque agua +2;Attaque Eau +2;Att. acqua +2;Wasserangriff +2;水属性攻撃強化+2;
Water Atk Down;Ataque agua -1;Attaque Eau -;Att. acqua -1;Wasserangriff -;水属性攻撃弱化;
Thunder Atk +1;Ataque rayo +1;Att. Foudre +1;Att. tuono +1;Donnerangriff +1;雷属性攻撃強化+1;
Thunder Atk +2;Ataque rayo +2;Att. Foudre +2;Att. tuono +2;Donnerangriff +2;雷属性攻撃強化+2;
Thunder Atk Down;Ataque rayo -1;Attaque Foudre -;Att. tuono -1;Donnerangriff -;雷属性攻撃弱化;
Ice Atk +1;Ataque hielo +1;Attaque Glace +1;Att. gelo +1;Eisangriff +1;氷属性攻撃強化+1;
Ice Atk +2;Ataque hielo +2;Attaque Glace +2;Att. gelo +2;Eisangriff +2;氷属性攻撃強化+2;
Ice Atk Down;Ataque hielo -1;Attaque Glace -;Att. gelo -1;Eisangriff -;氷属性攻撃弱化;
Dragon Atk +1;Ataque draco +1;Att. Dragon +1;Att. drago +1;Drachenangriff +1;龍属性攻撃強化+1;
Dragon Atk +2;Ataque draco +2;Att. Dragon +2;Att. drago +2;Drachenangriff +2;龍属性攻撃強化+2;
Dragon Atk Down;Ataque draco -1;Attaque Dragon -;Att. drago -1;Drachenangriff -;龍属性攻撃弱化;
Element Atk Up;Elemental +1;Élémentaire +;Att. elementale+;Elementangriff +;属性攻撃強化;
Element Atk Down;Elemental -1;Élémentaire -;Att. elementale-;Elementangriff -;属性攻撃弱化;
Status Atk +1;Estado anormal +1;Affliction +1;Att. status +1;Statusangriff +1;状態異常攻撃+1;
Status Atk +2;Estado anormal +2;Affliction +2;Att. status +2;Statusangriff +2;状態異常攻撃+2;
Status Atk Down;Estado anormal -1;Affliction -;Att. status -1;Statusangriff -;状態異常攻撃弱化;
Speed Sharpening;Afilado rápido;Aiguisage rapide;Affilatura+;Schnell Schärfen;砥石使用高速化;
Slow Sharpening;Afilado lento;Aiguisage lent;Affilatura-;Langsam Schärfen;砥石使用低速化;
Sharpness +1;Afilado +1;Tranchant +1;Acutezza +1;Schärfe +1;斬れ味レベル+1;
Sharpness +2;Afilado +2;Tranchant +2;Acutezza +2;Schärfe +2;斬れ味レベル+2;
Razor Sharp;Filo de cuchilla;Samouraï;Lama affilata;Scharfschwert;業物;
Blunt Edge;Filo romo;Barbare;Lama smussata;Stumpf;なまくら;
Mind's Eye;Ojo preciso;Œil de l'esprit;Preveggenza;Übersinnliche Kraft;心眼;
Blind Eye;Ojo ciego;Œil aveugle;Prevedibilità;Fehlsichtig;未熟;
Heavy Polish;Pulido a fondo;Affûtage;Gran levigatura;Schwere Politur;剛刃研磨;
Bludgeoner;Cachiporra pesada;Matraquage;Contundente;Knüppler;鈍器使い;
Critical Draw;Desenf. especial;Dégainage éclair;Critico rapido;Kritischer Hieb;抜刀術【技】;
Punishing Draw;Pena inmediata;Batto-jutsu;Stordattacco;Strafender Hieb;抜刀術【力】;
Quick Sheath;Vaina rápida;Lame éclair;Rinfodero rapido;Schn. Wegstecken;納刀術;
Reload Speed +1;Vel. recarga +1;Rechargement +1;Ricarica +1;NachladeGeschw +1;装填速度+1;
Reload Speed +2;Vel. recarga +2;Rechargement +2;Ricarica +2;NachladeGeschw +2;装填速度+2;
Reload Speed +3;Vel. recarga +3;Rechargement +3;Ricarica +3;NachladeGeschw +3;装填速度+3;
Reload Speed -1;Vel. recarga -1;Rechargement -1;Ricarica -1;NachladeGeschw -1;装填速度-1;
Reload Speed -2;Vel. recarga -2;Rechargement -2;Ricarica -2;NachladeGeschw -2;装填速度-2;
Reload Speed -3;Vel. recarga -3;Rechargement -3;Ricarica -3;NachladeGeschw -3;装填速度-3;
Recoil Down +1;Cadencia +1;Recul +1;Rid. rinculo +1;Rückstoßdämpfer +1;反動軽減+1;
Recoil Down +2;Cadencia +2;Recul +2;Rid. rinculo +2;Rückstoßdämpfer +2;反動軽減+2;
Recoil Down +3;Cadencia +3;Recul +3;Rid. rinculo +3;Rückstoßdämpfer +3;反動軽減+3;
Recoil Down -1;Cadencia -1;Recul -1;Rid. rinculo -1;Rückstoßdämpfer -1;反動軽減-1;
Recoil Down -2;Cadencia -2;Recul -2;Rid. rinculo -2;Rückstoßdämpfer -2;反動軽減-2;
Recoil Down -3;Cadencia -3;Recul -3;Rid. rinculo -3;Rückstoßdämpfer -3;反動軽減-3;
Steadiness +1;Precisión +1;Sniper +1;Precisione +1;Zielsicherheit +1;ブレ抑制+1;
Steadiness +2;Precisión +2;Sniper +2;Precisione +2;Zielsicherheit +2;ブレ抑制+2;
Steadiness -1;Precisión -1;Sniper -1;Precisione -1;Zielsicherheit -1;ブレ抑制-1;
Steadiness -2;Precisión -2;Sniper -2;Precisione -2;Zielsicherheit -2;ブレ抑制-2;
Normal/Rapid Up;Normal/salva+;Normale/Rapide +;Normale/Rapido+;Normal/Schnell+;通常弾・連射矢UP;
Pierce/Pierce Up;Perforante+;Perçante/Perç.+;Perforante+;Perfr/Perfr +;貫通弾・貫通矢UP;
Pellet/Spread Up;Perdigón/abanico+;Plomb/Dispers. +;Ventaglio+;Schr/StrPf +;散弾・拡散矢UP;
Heavy/Heavy Up;Peso pesado+;Lourd/Lourd +;Pesante+;Schw/SchwPf +;重撃弾・重射矢UP;
Use Any Normal S;Mun. normal;Expert munition;P normali;Alle Normal S;通常弾全LV追加;
Use Lv1 Pierce S;Mun. perfor. Nv1;Perçant NV1;P perforanti lv1;Perfor S St1;貫通弾LV1追加;
Use Any Pierce S;Mun. perforadora;Expert perçant;P perforanti;Alle Perfor S;貫通弾全LV追加;
Use Lv1 Pellet S;Mun. perdigón Nv1;Grenaille NV1;P ventaglio lv1;Schrot S St1;散弾LV1追加;
Use Any Pellet S;Mun. perdigón;Expert grenaille;P ventaglio;Alle Schrot S;散弾全LV追加;
Use Lv1 Crag S;Mun. explosiva Nv1;Antiblindage NV1;P esplosivi lv1;Explosiv S St1;徹甲榴弾LV1追加;
Use Any Crag S;Mun. explosiva;Expert antiblind.;P esplosivi;Alle Explosiv S;徹甲榴弾全LV追加;
Use Lv1 Clust S;Mun. de grupo Nv1;Frag NV 1;P grappolo lv1;Streu S St1;拡散弾LV1追加;
Use Any Clust S;Mun. de grupo;Expert frag;P grappolo;Alle Streu S;拡散弾全LV追加;
Use Poison Coat;Rev. veneno;Fiole poison +;B veleno;Giftbeschichtung;毒ビン追加;
Use Para Coat;Rev. paraliz.;Fiole paralysie +;B paralisi;Lähmbeschichtung;麻痺ビン追加;
Use Sleep Coat;Rev. sueño;Fiole sommeil +;B sonno;Schlafbeschicht.;睡眠ビン追加;
Power Phial (Lv1);Rev. poten. Nv1;Fiole force NV1;B potenza (lv1);Kraft-Phiole St1;強撃ビンLV1追加;
Power Phial (All);Rev. poten. (todos);Fiole force NV2;B potenza (tutti);Kraft-Phiole A;強撃ビン全LV追加;
Element Phial (Lv1);Rev. elemental Nv1;Fiole élém NV1;B element. (lv1);Elmnt-Phiole St1;属強ビンLV1追加;
Element Phial (All);Rev. elem. (todos);Fiole élém NV2;B element. (tutti);Element-Phiole A;属強ビン全LV追加;
Use C.Range Coat;Rev. alcance;Fiole combat +;B cortoraggio;Nahkampfbesch.;接撃ビン追加;
Use Exhaust Coat;Rev. fatiga;Fiole faiblesse +;B fatica;Ermüdbeschichtg.;減気ビン追加;
Use Blast Coat;Rev. nitro;Fiole explosive +;B scoppio;Sprengbeschicht.;爆破ビン追加;
Bonus Shot;Disparo bonus;Franc-tireur;Colpo extra;Bonus-Schuss;連発数+1;
Shot Booster;Potenciad. disparo;Maîtrise de soi;Aumenta colpi;Schuss-Booster;弾導強化;
Load Up;Carga+;Munitions +;Cartucciera+;Kapazität +;装填数UP;
TrueShot Up;Disparo certero +1;Pluie de fer;Colpi+;Wahrschuss +;特定射撃強化;
Ammo Saver;Ahorramunic.;Éco-munition;Risparmio;Munitions-Sparer;弾薬節約;
Critical Eye +1;Ojo crítico +1;Œil critique +1;Affinità +1;Krit. Auge +1;見切り+1;
Critical Eye +2;Ojo crítico +2;Œil critique +2;Affinità +2;Krit. Auge +2;見切り+2;
Critical Eye +3;Ojo crítico +3;Œil critique +3;Affinità +3;Krit. Auge +3;見切り+3;
Critical Eye -1;Ojo crítico -1;Œil critique -1;Affinità -1;Krit. Auge -1;見切り-1;
Critical Eye -2;Ojo crítico -2;Œil critique -2;Affinità -2;Krit. Auge -2;見切り-2;
Critical Eye -3;Ojo crítico -3;Œil critique -3;Affinità -3;Krit. Auge -3;見切り-3;
Weakness Exploit;Maza;Point faible;Punto debole;Schwächeausnutzg;弱点特効;
Repeat Offender;Atacante constante;Orage de lames;Recidivo;Wiederholungstäter;連撃の心得;
Status Crit;Crít. estado;Attaque perfide;Critico stat.;Krit. Statusschaden;会心撃【特殊】;
Elemental Crit;Crít. elemental;Rage élémentaire;Critico elem.;Krit. Elemntschadn;会心撃【属性】;
Critical Boost;Potenciador crítico;Bonus critique;Aumenta critico;Kritischer Boost;超会心;
Focus;Foco;Focus;Carica rapida;Fokus;集中;
Distraction;Distracción;Distraction;Carica lenta;Ablenkung;雑念;
Marathon Runner;Corredor +1;Marathonien;Resistenza+;Läufer;ランナー;
Short Sprinter;Corredor -1;Sprinter;Resistenza-;Sprinter;鈍足;
Constitution +1;Constitución +1;Athlète +1;Atleta +1;Konstitution +1;体術+1;
Constitution +2;Constitución +2;Athlète +2;Atleta +2;Konstitution +2;体術+2;
Constitution -1;Constitución -1;Athlète -1;Atleta -1;Konstitution -1;体術-1;
Constitution -2;Constitución -2;Athlète -2;Atleta -2;Konstitution -2;体術-2;
Stam Recov Up;Estado forma +1;Vigueur +;Recupero res+;Ausdauererhlg. +;スタミナ急速回復;
Stam Recov Down;Estado forma -1;Vigueur -;Recupero res-;Ausdauererhlg. -;スタミナ回復遅延;
Evasion +1;Evasión +1;Évasion +1;Schivata +1;Ausweichen +1;回避性能+1;
Evasion +2;Evasión +2;Évasion +2;Schivata +2;Ausweichen +2;回避性能+2;
Evasion Down;Evasión -1;Évasion -;Schivata -1;Ausweichen -;回避性能DOWN;
Evade Extender;Distancia evasión;Esquive +;Schivatore+;Ausweichen hoch;回避距離UP;
Bubbly Dance;Danza burbujeante;Danse de bulles;Danza bollicine;Blasentanz;泡沫の舞;
Guard +1;Guardia +1;Garde +1;Guardia +1;Block +1;ガード性能+1;
Guard +2;Guardia +2;Garde +2;Guardia +2;Block +2;ガード性能+2;
Guard -1;Guardia -1;Garde -1;Guardia -1;Block -1;ガード性能-1;
Guard Up;Escudo;Paladin;Blocco;Block +;ガード強化;
Knockout King;Boxeador;Roi du KO;Storditore;Knock-out-König;KO術;
Stamina Thief;Robarresistencia;Vol de stamina;Ruba resistenza;Ausdauerdieb;スタミナ奪取;
Horn Maestro;Músico;Maestro;Maestro corno;Horn-Maestro;笛吹き名人;
