english;spanish;french;italian;german;japanese;chinese
Tetsucabra Vambraces;Brazales Tetsucabra;Avant-bras Tetsucabra;Parabr. Tetsucabra;TetsucabraArmschinen;カブラアーム;
Tetsucabra Guards;Guardabr. Tetsucabra;Gardes Tetsucabra;Protez. Tetsucabra;Tetsucabra-Armschutz;カブラガード;
Nerscylla Vambraces;Brazales Nerscylla;Avant-bras Nerscylla;Parabr. Nerscylla;NerscyllaArmschienen;スキュラアーム;
Nerscylla Guards;Guardabr. Nerscylla;Gardes Nerscylla;Protezioni Nerscylla;Nerscylla-Armschutz;スキュラガード;
Zamtrios Braces;Brazales de Zamtrios;Avant-bras Zamtrios;Parabraccia Zamtrios;Zamtrios-Armschienen;ザボアアーム;
Zamtrios Guards;Guardabraz. Zamtrios;Gardes Zamtrios;Protezioni Zamtrios;Zamtrios-Armschutz;ザボアガード;
Najarala Braces;Brazales de Najarala;Avant-bras Najarala;Parabraccia Najarala;Najarala-Armschienen;ガララアーム;
Najarala Guards;Guardabraz. Najarala;Gardes Najarala;Protezioni Najarala;Najarala-Armschutz;ガララガード;
Khezu Vambraces;Brazales de Khezu;Avant-bras Khezu;Parabraccia Khezu;Khezu-Armschienen;フルフルアーム;
Khezu Guards;Guardabrazos Khezu;Gardes Khezu;Protezioni Khezu;Khezu-Armschutz;フルフルガード;
Rathian Vambraces;Brazales de Rathian;Avant-bras Rathian;Parabraccia Rathian;Rathian-Armschienen;レイアアーム;
Rathian Guards;Guardabrazos Rathian;Gardes Rathian;Protezioni Rathian;Rathian-Armschutz;レイアガード;
Velociprey Braces;Brazales Velociprey;Avant-bras Velociprey;Parabr. Velociprey;VelocipreyArmschinen;ランポスアーム;
Velociprey Guards;Guardabr. Velociprey;Gardes Velociprey;Protez. Velociprey;Velociprey-Armschutz;ランポスガード;
Kut-Ku Vambraces;Brazales de Kut-Ku;Avant-bras Kut-Ku;Parabraccia Kut-Ku;Kut-Ku-Armschienen;クックアーム;
Kut-Ku Guards;Guardabr. de Kut-Ku;Gardes Kut-Ku;Protezioni Kut-Ku;Kut-Ku-Armschutz;クックガード;
Basarios Vambraces;Brazales de Basarios;Avant-bras Basarios;Parabraccia Basarios;Basarios-Armschienen;バサルアーム;
Basarios Guards;Guardabr. Basarios;Gardes Basarios;Protezioni Basarios;Basarios-Armschutz;バサルガード;
Arzuros Vambraces;Brazales Arzuros;Avant-bras Arzuros;Parabraccia Arzuros;Arzuros-Armschienen;アシラアーム;
Arzuros Guards;Guardabrazos Arzuros;Gardes Arzuros;Protezioni Arzuros;Arzuros-Armschutz;アシラガード;
Ludroth Vambraces;Brazales de Ludroth;Avant-bras Ludroth;Parabraccia Ludroth;Ludroth-Armschienen;ルドロスアーム;
Ludroth Guards;Guardabrazos Ludroth;Gardes Ludroth;Protezioni Ludroth;Ludroth-Armschutz;ルドロスガード;
Barroth Vambraces;Brazales de Barroth;Avant-bras Barroth;Parabraccia Barroth;Barroth-Armschienen;ボロスアーム;
Barroth Guards;Guardabrazos Barroth;Gardes Barroth;Protezioni Barroth;Barroth-Armschutz;ボロスガード;
Nibelsnarf Braces;Brazales Nibelsnarf;Avant-bras Nibelsnarf;Parabr. Nibelsnarf;NibelsnarfArmschinen;ハプルアーム;
Nibelsnarf Guards;Guardabr. Nibelsnarf;Gardes Nibelsnarf;Protez. Nibelsnarf;Nibelsnarf-Armschutz;ハプルガード;
Ceanataur Braces;Brazales Ceanataur;Avant-bras Ceanataur;Parabr. Ceanataur;CeanataurArmschienen;ギザミアーム;
Ceanataur Guards;Guardabr. Ceanataur;Gardes Ceanataur;Protezioni Ceanataur;Ceanataur-Armschutz;ギザミガード;
High Metal Vambraces;Brazales megametal;Avant-bras haut-métal;Parabraccia Hi-Metal;HochmetallArmschinen;ハイメタアーム;
High Metal Guards;Guardabr. megametal;Gardes haut-métal;Protezioni Hi-Metal;Hochmetall-Armschutz;ハイメタガード;
Battle Vambraces;Brazales de combate;Avant-bras de combat;Parabr. da battaglia;Kampf-Armschienen;バトルアーム;
Battle Guards;Guardabrazos combate;Gardes de combat;Protez. da battaglia;Kampf-Armschutz;バトルガード;
Gore Braces;Brazales de Gore;Avant-bras Gore;Parabr. Gore Magala;GoreMagalaArmschinen;ゴアアーム;
Gore Guards;Guardabrazos Gore;Gardes Gore;Protez. Gore Magala;GoreMagala-Armschutz;ゴアガード;
Rathalos Vambraces;Brazales de Rathalos;Avant-bras Rathalos;Parabraccia Rathalos;Rathalos-Armschienen;レウスアーム;
Rathalos Guards;Guardabr. Rathalos;Gardes Rathalos;Protezioni Rathalos;Rathalos-Armschutz;レウスガード;
Tigrex Vambraces;Brazales de Tigrex;Avant-bras Tigrex;Parabraccia Tigrex;Tigrex-Armschienen;レックスアーム;
Tigrex Guards;Guardabrazos Tigrex;Gardes Tigrex;Protezioni Tigrex;Tigrex-Armschutz;レックスガード;
Zinogre Vambraces;Brazales Zinogre;Avant-bras Zinogre;Parabraccia Zinogre;Zinogre-Armschienen;ジンオウアーム;
Zinogre Guards;Guardabrazos Zinogre;Gardes Zinogre;Protezioni Zinogre;Zinogre-Armschutz;ジンオウガード;
Seltas Vambraces;Brazales de Seltas;Avant-bras Seltas;Parabraccia Seltas;Seltas-Armschienen;セルタスアーム;
Seltas Guards;Guardabrazos Seltas;Gardes Seltas;Protezioni Seltas;Seltas-Armschutz;セルタスガード;
Gravios Vambraces;Brazales de Gravios;Avant-bras Gravios;Parabraccia Gravios;Gravios-Armschienen;グラビドアーム;
Gravios Guards;Guardabrazos Gravios;Gardes Gravios;Protezioni Gravios;Gravios-Armschutz;グラビドガード;
Brachydios Braces;Brazales Brachydios;Avant-bras Brachydios;Parabr. Brachydios;BrachydiosArmschiene;ブラキアーム;
Brachydios Guards;Guardabr. Brachydios;Gardes Brachydios;Protez. Brachydios;Brachydios-Armschutz;ブラキガード;
Gloaming Braces;Brazales del ocaso;Kote Crépuscule;Parabr. crepuscolo;Zwielicht-Kote;残陽【篭手】;
Dayspring Braces;Brazales del alba;Kote Aurore;Parabraccia aurora;Morgenlicht-Kote;東雲【篭手】;
Adamance Braces;Brazales tenaces;Kote Mithril;Parabraccia caparbi;Adamantium-Kote;常磐【篭手】;
Epoch Braces;Brazales de época;Kote ancestral;Parabraccia epocali;Epochen-Kote;八千代【篭手】;
Arc Vambraces;Brazales de arco;Avant-bras Archange;Parabr. dell'arco;Erz-Armschienen;アークアーム;
Arc Guards;Guardabrazos de arco;Gardes Archange;Protezioni dell'arco;Erz-Armschutz;アークガード;
Storge Vambraces;Brazales amor filial;Avant-bras Philia;Parabraccia storge;Philia-Armschienen;フィリアアーム;
Storge Guards;Guardab. amor filial;Gardes Philia;Protezioni storge;Philia-Armschutz;フィリアガード;
Garuga Vambraces;Brazales de Garuga;Avant-bras Garuga;Parabraccia Garuga;Garuga-Armschienen;ガルルガアーム;
Garuga Guards;Guardabrazos Garuga;Gardes Garuga;Protezioni Garuga;Garuga-Armschutz;ガルルガガード;
Kirin Longarms;Prot. brazos Kirin;Bras-longs Kirin;Copribraccia Kirin;Kirin-Armstulpen;キリンアームロング;
Kirin Gloves;Guantes de Kirin;Gants Kirin;Guanti Kirin;Kirin-Handschuhe;キリングローブ;
Nargacuga Braces;Brazales Nargacuga;Avant-bras Nargacuga;Parabr. Nargacuga;NargacugaArmschienen;ナルガアーム;
Nargacuga Guards;Guardabr. Nargacuga;Gardes Nargacuga;Protezioni Nargacuga;Nargacuga-Armschutz;ナルガガード;
Uragaan Vambraces;Brazales de Uragaan;Avant-bras Uragaan;Parabraccia Uragaan;Uragaan-Armschienen;ガンキンアーム;
Uragaan Guards;Guardabrazos Uragaan;Gardes Uragaan;Protezioni Uragaan;Uragaan-Armschutz;ガンキンガード;
Duramboros Braces;Brazales Duramboros;Avant-bras Duramboros;Parabr. Duramboros;DuramborosArmschinen;ドボルアーム;
Duramboros Guards;Guardabr. Duramboros;Gardes Duramboros;Protez. Duramboros;Duramboros-Armschutz;ドボルガード;
Lava Vambraces;Brazales de Lava;Avant-bras Lava;Parabr. Lavasioth;Lava-Armschienen;ラヴァアーム;
Lava Guards;Guardabrazos de Lava;Gardes Lava;Protezioni Lavasioth;Lava-Armschutz;ラヴァガード;
Diablos Vambraces;Brazales de Diablos;Avant-bras Diablos;Parabraccia Diablos;Diablos-Armschienen;ディアブロアーム;
Diablos Guards;Guardabrazos Diablos;Gardes Diablos;Protezioni Diablos;Diablos-Armschutz;ディアブロガード;
Auroros Gauntlets;Guanteletes Auroros;Kote Auroros;Guanti Auroros;Auroros-Kote;暁丸【篭手】;
Genesis Gauntlets;Guanteletes Génesis;Kote Genesis;Guanti Genesis;Genesis-Kote;曙丸【篭手】;
Borealis Gauntlets;Guanteletes Borealis;Kote Borealis;Guanti Borealis;Borealis-Kote;凛【篭手】;
Glyph Gauntlets;Guanteletes de Glifo;Kote Glyphe;Guanti Glifo;Glyphen-Kote;艶【篭手】;
Artian Vambraces;Brazales Artianos;Avant-bras Artian;Parabraccia Artian;Artian-Armschienen;アーティアアーム;
Artian Guards;Guardabr. Artianos;Gardes Artian;Protezioni Artian;Artian-Armschutz;アーティアガード;
Ingot Vambraces;Brazales de lingote;Avant-bras en lingot;Parabraccia lingotto;Guss-Armschienen;インゴットアーム;
Ingot Guards;Guardabrazos lingote;Gardes en lingot;Protezioni lingotto;Guss-Armschutz;インゴットガード;
Konchu Vambraces S;Brazales de Konchu S;Avant-bras Konchu S;Parabraccia Konchu S;Konchu-Armschienen S ;クンチュウＳアーム;
Konchu Guards S;Guardab. de Konchu S;Gardes Konchu S;Protezioni Konchu S;Konchu-Armschutz S ;クンチュウＳガード;
Bnahabra Gloves S;Guantes Bnahabra S;Gants Bnahabra S;Guanti Bnahabra S;BnahabraHandschuhe S;ブナハＳグローブ;
Bnahabra Sleeves S;Mangas de Bnahabra S;Manches Bnahabra S;Maniche Bnahabra S;Bnahabra-Ärmel S;ブナハＳカフス;
Rhenoplos Braces S;Brazales Rhenoplos S;Avant-bras Rhenoplos S;Parabr. Rhenoplos S;RhenoplosArmschieneS;リノプロＳアーム;
Rhenoplos Guards S;Guardab. Rhenoplos S;Gardes Rhenoplos S;Protez. Rhenoplos S;RhenoplosArmschutz S;リノプロＳガード;
Remobra Gloves S;Guantes de Remobra S;Gants Remobra S;Guanti Remobra S;Remobra-Handschuhe S;ガブラスーツＳグラブ;
Remobra Hands S;Manos de Remobra S;Mains Remobra S;Mani Remobra S;Remobra-Hände S;ガブラスーツＳハンド;
Jaggi Vambraces S;Brazales Jaggi S;Avant-bras Jaggi S;Parabraccia Jaggi S;Jaggi-Armschienen S;ジャギィＳアーム;
Jaggi Guards S;Guardabrazos Jaggi S;Gardes Jaggi S;Protezioni Jaggi S;Jaggi-Armschutz S;ジャギィＳガード;
Genprey Vambraces S;Brazales Genprey S;Avant-bras Genprey S;Parabr. Genprey S;GenpreyArmschienen S;ゲネポスＳアーム;
Genprey Guards S;Guardabr. Genprey S;Gardes Genprey S;Protezioni Genprey S;Genprey-Armschutz S;ゲネポスＳガード;
Ioprey Vambraces S;Brazales de Ioprey S;Avant-bras Ioprey S;Parabraccia Ioprey S;Ioprey-Armschienen S;イーオスＳアーム;
Ioprey Guards S;Guardabraz. Ioprey S;Gardes Ioprey S;Protezioni Ioprey S;Ioprey-Armschutz S;イーオスＳガード;
Lagombi Vambraces S;Brazales Lagombi S;Avant-bras Lagombi S;Parabr. Lagombi S;LagombiArmschienen S;ウルクＳアーム;
Lagombi Guards S;Guardabr. Lagombi S;Gardes Lagombi S;Protezioni Lagombi S;Lagombi-Armschutz S;ウルクＳガード;
Kecha Braces S;Brazales de Kecha S;Avant-bras Kecha S;Parab. Kecha Wacha S;KechaWachaArmschineS;ケチャＳアーム;
Kecha Guards S;Guardabrazos Kecha S;Gardes Kecha S;Prot. Kecha Wacha S;KechaWachaArmschutzS;ケチャＳガード;
Conga Vambraces S;Brazales de Conga S;Avant-bras Conga S;Parabraccia Conga S;Conga-Armschienen S;コンガＳアーム;
Conga Guards S;Guardabrazos Conga S;Gardes Conga S;Protezioni Conga S;Conga-Armschutz S;コンガＳガード;
Velociprey Braces S;Brazal. Velociprey S;Avt-bras Velociprey S;Parabr. Velociprey S;VelocipreyArmschienS;ランポスＳアーム;
Velociprey Guards S;Guard. Velociprey S;Gardes Velociprey S;Protez. Velociprey S;VelocipreyArmschutzS;ランポスＳガード;
Kut-Ku Vambraces S;Brazales de Kut-Ku S;Avant-bras Kut-Ku S;Parabraccia Kut-Ku S;Kut-Ku-Armschienen S;クックＳアーム;
Kut-Ku Guards S;Guardabr. Kut-Ku S;Gardes Kut-Ku S;Protezioni Kut-Ku S;Kut-Ku-Armschutz S;クックＳガード;
Vespoid Vambraces;Brazales de Vespoid;Avant-bras Vespoid;Parabraccia Vespoid;Vespoid-Armschienen;ランゴアーム;
Vespoid Guards;Guardabrazos Vespoid;Gardes Vespoid;Protezioni Vespoid;Vespoid-Armschutz;ランゴガード;
Cephalos Vambraces;Brazales de Cephalos;Avant-bras Cephalos;Parabraccia Cephalos;Cephalos-Armschienen;ガレオスアーム;
Cephalos Guards;Guardabr. Cephalos;Gardes Cephalos;Protezioni Cephalos;Cephalos-Armschutz;ガレオスガード;
Volvidon Vambraces;Brazales Volvidon;Avant-bras Volvidon;Parabraccia Volvidon;Volvidon-Armschienen;ラングロアーム;
Volvidon Guards;Guardabraz. Volvidon;Gardes Volvidon;Protezioni Volvidon;Volvidon-Armschutz;ラングロガード;
Hermitaur Braces;Brazales Hermitaur;Avant-bras Hermitaur;Parabr. Hermitaur;HermitaurArmschienen;ザザミアーム;
Hermitaur Guards;Guardabr. Hermitaur;Gardes Hermitaur;Protezioni Hermitaur;Hermitaur-Armschutz;ザザミガード;
Qurupeco Vambraces;Brazales de Qurupeco;Avant-bras Qurupeco;Parabraccia Qurupeco;Qurupeco-Armschienen;ペッコアーム;
Qurupeco Guards;Guardabr. Qurupeco;Gardes Qurupeco;Protezioni Qurupeco;Qurupeco-Armschutz;ペッコガード;
Plesioth Vambraces;Brazales Plesioth;Avant-bras Plesioth;Parabraccia Plesioth;Plesioth-Armschienen;ガノスアーム;
Plesioth Guards;Guardabraz. Plesioth;Gardes Plesioth;Protezioni Plesioth;Plesioth-Armschutz;ガノスガード;
Leather Vambraces S;Brazales de cuero S;Avant-bras en cuir S;Parabr. di cuoio S;Leder-Armschienen S;レザーＳアーム;
Leather Guards S;Guardabrazos cuero S;Gardes en cuir S;Protez. di cuoio S;Leder-Armschutz S;レザーＳガード;
Derring Vambraces S;Brazales valerosos S;Avant-bras bravoure S;Parabraccia arditi S;WagemutArmschienen S;ブレイブＳアーム;
Derring Guards S;Guardab. valerosos S;Gardes de bravoure S;Protezioni ardite S;Wagemut-Armschutz S;ブレイブＳガード;
Chainmail Braces S;Brazales de malla S;Avant-bras en maille S;Parabr. di cotta S;Ketten-Armschienen S;チェーンＳアーム;
Chainmail Guards S;Guardabrazos malla S;Gardes en maille S;Protez. di cotta S;Ketten-Armschutz S;チェーンＳガード;
Hunter's Vambraces S;Brazales de cazador S;Avt-bras chasseur S;Parabr. cacciatore S;Jäger-Armschienen S;ハンターＳアーム;
Hunter's Guards S;Guardabr. cazador S;Gardes de chasseur S;Protez. cacciatore S;Jäger-Armschutz S;ハンターＳガード;
Bone Vambraces S;Brazales de hueso S;Avant-bras d'os S;Parabraccia d'osso S;KnochenArmschienen S;ボーンＳアーム;
Bone Guards S;Guardabrazos hueso S;Gardes d'os S;Protezioni d'osso S;Knochen-Armschutz S;ボーンＳガード;
Alloy Vambraces S;Brazales aleación S;Avant-bras alliage S;Parabr. in lega S;LegierungsArmschienS;アロイＳアーム;
Alloy Guards S;Guardabr. aleación S;Gardes en alliage S;Protezioni in lega S;LegierungsArmschutzS;アロイＳガード;
Mosgharl Creeper;Enredo de Mosgharl;Tige Mosgharl;Rampicanti Mosgharl;Mosgharl-Rankgewächs;マギュルラーマ;
Mosgharl Tendril;Zarcillo de Mosgharl;Vrille Mosgharl;Viticci Mosgharl;Mosgharl-Ranke;マギュルアスト;
Aelucanth Brachia;Ristre de Aelucanth;Brachia Aelucanth;Aroli Aelucanth;Aelucanth-Brachia;ロワーガマーノ;
Aelucanth Manus;Manica de Aelucanth;Manus Aelucanth;Empodi Aelucanth;Aelucanth-Manus;ロワーガブラッソ;
Rhopessa Brachia;Ristre de Rhopessa;Brachia Rhopessa;Aroli Rhopessa;Rhopessa-Brachia;ファルメルマーノ;
Rhopessa Manus;Manica de Rhopessa;Manus Rhopessa;Empodi Rhopessa;Rhopessa-Manus;ファルメルブラッソ;
Lobster Vambraces;Brazales de langosta;Avant-bras Homard;Parabraccia aragosta;Hummer-Armschienen;キングロブスタアーム;
Lobster Guards;Guardabr. langosta;Gardes Homard;Protezioni aragosta;Hummer-Armschutz;キングロブスタガード;
Guardian Vambraces;Brazales de guardián;Avant-bras Gardien;Parabr. guardiano;Wächter-Armschienen;ガーディアンアーム;
Guardian Guards;Guardabraz. guardián;Gardes Gardien;Protezioni guardiano;Wächter-Armschutz;ガーディアンガード;
Helper Gloves;Guantes de asistente;Gants de servante;Guanti aiutante;Helfer-Handschuhe;ヘルパーグラブ;
Helper Sleeves;Mangas de ayudante;Manches de servante;Maniche aiutante;Helfer-Ärmel;ヘルパーカフス;
Guild Bard Braces;Brazales bardo grem.;Avant-bras de barde;Parabraccia bardo;GildenbardenArmschin;ギルドバードアーム;
Guild Bard Sleeves;Mangas bardo gremio;Manches de barde;Maniche bardo;Gildenbarden-Ärmel;ギルドバードカフス;
Scholar's Gloves;Guantes de colegiala;Gants de clerc;Guanti Gilda;Gelehrten-Handschuhe;スカラーグラブ;
Scholar's Sleeves;Mangas de colegiala;Manches de clerc;Maniche Gilda;Gelehrten-Ärmel;スカラーカフス;
Conga Vambraces U;Brazales de Conga U;Avant-bras Conga U;Parabraccia Conga U;Conga-Armschienen U;コンガＵアーム;
Conga Guards U;Guardabrazos Conga U;Gardes Conga U;Protezioni Conga U;Conga-Armschutz U;コンガＵガード;
Gypceros Vambraces S;Brazales Gypceros S;Avant-bras Gypceros S;Parabr. Gypceros S;GypcerosArmschienenS;ゲリョスＳアーム;
Gypceros Guards S;Guardabr. Gypceros S;Gardes Gypceros S;Protez. Gypceros S;Gypceros-Armschutz S;ゲリョスＳガード;
Tetsucabra Braces S;Brazal. Tetsucabra S;Avt-bras Tetsucabra S;Parabr. Tetsucabra S;TetsucabraArmschienS;カブラＳアーム;
Tetsucabra Guards S;Guard. Tetsucabra S;Gardes Tetsucabra S;Protez. Tetsucabra S;TetsucabraArmschutzS;カブラＳガード;
Nerscylla Braces S;Brazales Nerscylla S;Avant-bras Nerscylla S;Parabr. Nerscylla S;NerscyllaArmschinenS;スキュラＳアーム;
Nerscylla Guards S;Guardab. Nerscylla S;Gardes Nerscylla S;Protez. Nerscylla S;NerscyllaArmschutz S;スキュラＳガード;
Zamtrios Braces S;Brazales Zamtrios S;Avant-bras Zamtrios S;Parabr. Zamtrios S;ZamtriosArmschienenS;ザボアＳアーム;
Zamtrios Guards S;Guardabr. Zamtrios S;Gardes Zamtrios S;Protez. Zamtrios S;Zamtrios-Armschutz S;ザボアＳガード;
Najarala Braces S;Brazales Najarala S;Avant-bras Najarala S;Parabr. Najarala S;NajaralaArmschienenS;ガララＳアーム;
Najarala Guards S;Guardabr. Najarala S;Gardes Najarala S;Protez. Najarala S;Najarala-Armschutz S;ガララＳガード;
Khezu Vambraces S;Brazales de Khezu S;Avant-bras Khezu S;Parabraccia Khezu S;Khezu-Armschienen S;フルフルＳアーム;
Khezu Guards S;Guardabr. de Khezu S;Gardes Khezu S;Protezioni Khezu S;Khezu-Armschutz S;フルフルＳガード;
Rathian Vambraces S;Brazales Rathian S;Avant-bras Rathian S;Parabr. Rathian S;RathianArmschienen S;レイアＳアーム;
Rathian Guards S;Guardabr. Rathian S;Gardes Rathian S;Protezioni Rathian S;Rathian-Armschutz S;レイアＳガード;
Rathalos Vambraces S;Brazales Rathalos S;Avant-bras Rathalos S;Parabr. Rathalos S;RathalosArmschienenS;レウスＳアーム;
Rathalos Guards S;Guardabr. Rathalos S;Gardes Rathalos S;Protez. Rathalos S;Rathalos-Armschutz S;レウスＳガード;
Tigrex Vambraces S;Brazales de Tigrex S;Avant-bras Tigrex S;Parabraccia Tigrex S;Tigrex-Armschienen S;レックスＳアーム;
Tigrex Guards S;Guardabr. Tigrex S;Gardes Tigrex S;Protezioni Tigrex S;Tigrex-Armschutz S;レックスＳガード;
Zinogre Vambraces S;Brazales Zinogre S;Avant-bras Zinogre S;Parabr. Zinogre S;ZinogreArmschienen S;ジンオウＳアーム;
Zinogre Guards S;Guardabr. Zinogre S;Gardes Zinogre S;Protezioni Zinogre S;Zinogre-Armschutz S;ジンオウＳガード;
Seltas Vambraces S;Brazales de Seltas S;Avant-bras Seltas S;Parabraccia Seltas S;Seltas-Armschienen S;セルタスＳアーム;
Seltas Guards S;Guardabraz. Seltas S;Gardes Seltas S;Protezioni Seltas S;Seltas-Armschutz S;セルタスＳガード;
Gravios Vambraces S;Brazales Gravios S;Avant-bras Gravios S;Parabr. Gravios S;GraviosArmschienen S;グラビドＳアーム;
Gravios Guards S;Guardabr. Gravios S;Gardes Gravios S;Protezioni Gravios S;Gravios-Armschutz S;グラビドＳガード;
Kut-Ku Vambraces U;Brazales de Kut-Ku U;Avant-bras Kut-Ku U;Parabraccia Kut-Ku U;Kut-Ku-Armschienen U;クックＵアーム;
Kut-Ku Guards U;Guardabraz. Kut-Ku U;Gardes Kut-Ku U;Protezioni Kut-Ku U;Kut-Ku-Armschutz U;クックＵガード;
Basarios Vambraces S;Brazales Basarios S;Avant-bras Basarios S;Parabr. Basarios S;BasariosArmschienenS;バサルＳアーム;
Basarios Guards S;Guardabr. Basarios S;Gardes Basarios S;Protez. Basarios S;Basarios-Armschutz S;バサルＳガード;
Garuga Vambraces S;Brazales de Garuga S;Avant-bras Garuga S;Parabraccia Garuga S;Garuga-Armschienen S;ガルルガＳアーム;
Garuga Guards S;Guardabraz. Garuga S;Gardes Garuga S;Protezioni Garuga S;Garuga-Armschutz S;ガルルガＳガード;
Mono Vambraces S;Brazales de Mono S;Avant-bras Mono S;Parabraccia Mono S;Mono-Armschienen S;モノブロＳアーム;
Mono Guards S;Guardabr. de Mono S;Gardes Mono S;Protezioni Mono S;Mono-Armschutz S;モノブロＳガード;
Blango Vambraces;Brazales de Blango;Avant-bras Blango;Parabraccia Blango;Blango-Armschienen;ブランゴアーム;
Blango Guards;Guardabrazos Blango;Gardes Blango;Protezioni Blango;Blango-Armschutz;ブランゴガード;
Gobul Vambraces;Brazales de Gobul;Avant-bras Gobul;Parabraccia Gobul;Gobul-Armschienen;ガブルアーム;
Gobul Guards;Guardabrazos Gobul;Gardes Gobul;Protezioni Gobul;Gobul-Armschutz;ガブルガード;
Barioth Vambraces;Brazales de Barioth;Avant-bras Barioth;Parabraccia Barioth;Barioth-Armschienen;ベリオアーム;
Barioth Guards;Guardabrazos Barioth;Gardes Barioth;Protezioni Barioth;Barioth-Armschutz;ベリオガード;
High Metal Vambraces S;Brazales megametal S;Av-bras haut-métal S;Parabr. Hi-Metal S;HochmetallArmschienS;ハイメタＳアーム;
High Metal Guards S;Guard. megametal S;Gardes haut-métal S;Protez. Hi-Metal S;HochmetallArmschutzS;ハイメタＳガード;
Ioprey Claws;Garras de Ioprey;Gants Ioprey;Artigli Ioprey;Ioprey-Klauen;イーオスーツグラブ;
Ioprey Gloves;Guantes Ioprey;Mains Ioprey;Guanti Ioprey;Ioprey-Handschuhe;イーオスーツハンド;
Obituary Brachia;Ristre de obituario;Brachia Nécrologie;Mano Necrologio;Todes-Brachia;オウビートマーノ;
Obituary Manus;Manica de obituario;Manus Nécrologie;Empodi Necrologio;Todes-Manus;オウビートブラッソ;
