english;spanish;french;italian;german;japanese;chinese
Guard;Guardia;Garde;Guardia;Block;ガード性能;
Guard Up;Escudo;Paladin;Blocco;Blockstrkng;ガード強化;
Status;Est. anor.;Affliction;Att. status;Status;特殊攻撃;
Elemental;Atq. elem.;Élément;Att. elem.;Element;属性攻撃;
Fire Atk;Atq. fuego;Feu;Att. fuoco;Feuerangr.;火属性攻撃;
Water Atk;Atq. agua;Eau;Att. acqua;Wasserang.;水属性攻撃;
ThunderAtk;Atq. rayo;Foudre;Att. tuono;Donnerang.;雷属性攻撃;
Ice Atk;Atq. hielo;Glace;Att. ghiacc.;Eisangriff;氷属性攻撃;
Dragon Atk;Atq. draco;Dragon;Att. drago;Drachenan.;龍属性攻撃;
Fire Res;Res. fuego;Ignifuge;Ignifugo;Feuerabw.;火耐性;
Water Res;Res. agua;Étanche;Acquatico;Wasserabw.;水耐性;
ThunderRes;Res. rayo;Isolant;Isolante;Donnerabw.;雷耐性;
Ice Res;Res. hielo;Antigel;Antigelo;Eisabwehr;氷耐性;
Dragon Res;Res. draco;Draconien;Antidrago;Drachenabw;龍耐性;
Sharpness;Cuchilla;Dextérité;Acutezza;Schärfe;斬れ味;
Handicraft;Artesano;Artisanat;Artigiano;Handwerk;匠;
Sharpener;Afilador;Aiguiseur;Rasoio;Schärfer;研ぎ師;
PunishDraw;Pena inmed.;Punition;Punizione;StrafHieb;抜刀減気;
Crit Draw;Desenfunde;Dégainage;Rapi-danno;KritHieb;抜刀会心;
Fencing;Esgrima;Escrime;Scherma;Fechten;剣術;
Reload Spd;Vel. recarg.;Fusilier;Ricarica;NachlGesch;装填速度;
Loading;Carga+;Armurier;Cartucciera;Kapazität;装填数;
Rapid Fire;Disp. bonus;Mitrailleur;Fuoco rap.;Schnellfeu;速射;
Recoil;Cadencia;Tirailleur;Rinculo;Rückstoß;反動;
Precision;Precisión;Sniper;Precisione;Präzision;精密射撃;
Normal Up;Disparo+;Normal G;Normale;NormlShoch;通常弾強化;
Pierce Up;Perforar+;Perçant G;Perforan.;PerfrShoch;貫通弾強化;
Pellet Up;Perdigón+;Plomb G;Ventaglio;SchrtShoch;散弾強化;
Normal S+;Mun. normal;Normal;P normali;Normal S+;通常弾追加;
Pierce S+;Mun. perfor.;Perçant;P perforanti;Perfor S+;貫通弾追加;
Pellet S+;Mun. perdig.;Grenaille;P ventaglio;Schrot S+;散弾追加;
Crag S+;Mun. explos.;Antiblindage;P esplosivi;Explos S+;榴弾追加;
Clust S+;Mun. fragm.;Frag;P grappolo;Streu S+;拡散弾追加;
Slicing S+;Mun. cortad.;Tranchant;P laceranti;Schnitt S+;斬裂弾追加;
Blast S+;Mun. nitro;Explosion;P scoppio;Spreng S+;爆破弾追加;
Poison C+;Rv. veneno;F Poison;B veleno;Gift B+;毒瓶追加;
Para C+;Rv. paraliz.;F Paralys;B paralisi;Lähm B+;麻痺瓶追加;
Sleep C+;Rv. sueño;F Sommeil;B sonno;Schlaf B+;睡眠瓶追加;
Power C+;Rv. energía;F Énergie;B potenza;Kraft B+;強撃瓶追加;
C.Range C+;Rv. alcance;F Combat;B cortor.;Nahkmpf B+;接撃瓶追加;
Exhaust C+;Rev. fatiga;F Faiblesse;B fatica;Ermüd. B+;減気瓶追加;
Blast C+;Rev. nitro;F Explosion;B scoppio;Spreng B+;爆破瓶追加;
Maestro;Músico;Musique;Maestro;Maestro;笛;
Artillery;Artillería;Artillerie;Artigliere;Artillerie;砲術;
Bomb Boost;Bombardero;Bombe;Bombarolo;BombStärk.;爆弾強化;
Rec Level;Curación;Restaurer;Medicina;ErholStufe;回復量;
Wide-Range;Efecto área;Soutien;Ampia area;Großraum;広域;
LastingPwr;Duración;Objets;Oggetti;EwigeKraft;効果持続;
Hunger;Hambre;Appétit;Fame;Hunger;腹減り;
Gluttony;Glotonería;Gastronome;Ingordigia;Schlemmen;食いしん坊;
Eating;Consumir;Repas;Cucina;Essen;食事;
Carnivore;Carnívoro;Carnivore;Predatore;Fleischfr.;肉食;
Combo Rate;Combinación;Inventeur;Combinatore;Kombi-Rate;調合成功率;
Combo Plus;Combinac.+;Alchimiste;Alchimista;KombiBonus;調合数;
Gathering;Recogida;Collecte;Raccolta;Sammeln;採取;
Spd Gather;Vel. recog.;Chapardeur;Contadino;SchnllSamm;高速収集;
Whim;Capricho;Lubie;Fatalità;Laune;気まぐれ;
Honey;Miel;Miel;Miele;Honig;ハチミツ;
Charmer;Amuleto;Charme;Idolatra;AmulFinder;護石王;
Fate;Suerte;Destin;Fato;Schicksal;運気;
Carving;Cortador;Dépeçage;Ricavo;Zerlegen;剥ぎ取り;
Tranquilzr;Capturas;Capture;Premi;Beruhigung;捕獲;
Perception;Percepción;Perception;Cattura;Wahrnehmen;観察眼;
Psychic;Psíquica;Lucidité;Sibilla;Vision;千里眼;
Transportr;Mochilero;Convoyeur;Portatore;Rucksack;運搬;
Ranger;Soldado;Chasse;Ranger;Ranger;狩人;
Anti-Theft;Antirrobo;Antivol;Anti-ladro;Anti-Dieb;盗み無効;
SpeedSetup;Trampero;Piège;Trappola;SchnllAufb;高速設置;
Flame Aura;Aura llama;Aura de feu;Aura luce;Flammenaura;燃鱗;
Potential;Potencial;Potentiel;Potenziale;Potenzial;底力;
Survivor;Superviv.;Survie;Superstite;Überleben;逆境;
Gloves Off;Poder;Puissance;Rinforzo;Brachial;本気;
Spirit;Espíritu;Courage;Spirito;Elan;闘魂;
Unscathed;Ileso;Invincible;Illeso;Unversehrt;無傷;
FreeElemnt;Despertar;Catalyste;Risveglio;FreiElemnt;属性解放;
Guts;Tripas;Bravoure;Coraggio;Mut;根性;
TeamPlayer;En equipo;Moral;Gregario;Teamspiel.;采配;
TeamLeader;Liderazgo;Leader;Capitano;Teamanfüh.;号令;
Auto-Guard;Autoguardia;Garde auto;Autoguardia;Autoblock;自動防御;
Blight Res;Res. plaga;Fléau;Res elem.;Brandabw.;属性耐性;
Status Res;Bienestar;Pureté;Benessere;Statusabw.;状態耐性;
Fury;Furia;Furie;Furia;Zorn;怒;
Edgemaster;Punzante;Shogun;Finelama;Schneidmst;刀匠;
SteadyHand;Pulso firme;Fermeté;Manoferma;Sichere Hd;射手;
Unshakable;Invencible;Constance;Tenacia;Unerschütt;不動;
Ferocity;Fiereza;Férocité;Devozione;Heftigkeit;一心;
Resilience;Resistencia (Muro de hierro);Prétorien;Coriaceità;Widerstand;頑強;
Avarice;Codicia;Cupidité;Avidità;Habgier;強欲;
Frenzy Res;Res. cólera;Anti-furie;Antifrenesia;Rasereiabw;狂撃耐性;
Brutality;Brutalidad;Brutalité;Percossa;Rohheit;剛撃;
Commander;Comandante;Commandant;Comandante;Kommandant;指揮;
Mounting;Monta;Chevauchée;Cavaliere;Aufsteigen;乗り;
Readiness;Iai-do;Iaido;Rivestimento;Ummantelung;居合;
Nimbleness;Destreza;Agilité;Elusivo;Gewandtht;回避術;
Stalwart;Lealtad;Égide;Scudo;Tapferkeit;盾持;
Prudence;Prudencia;Prudence;Prudenza;Vernunft;潔癖;
Hoarding;Acaparar;Trésor;Millemalie;Horten;護石収集;
Amplify;Amplificar;Druide;Estensione;Verstärken;増幅;
Bleeding;Sangrado;Hémorragie;Emorragia;Blutung;裂傷;
LightEater;Comeluces;Frugal;Dieta;Genügsamkt;節食;
Mycology;Micología;Mycologie;Micologia;Mykologe;茸食;
PowerEater;Comepoder;Ogre;Abbuffata;GroßAppetit;食欲;
Sticky Res;Res. pegaj.;Anti-collant;Anticatrame;Klebrigabw.;耐粘;
Dead Eye;Puntería;Kyudo;Mirino;Mstrschütze;射法;
Covert;Encubierto;Furtif;Infiltrato;Tarnung;裏稼業;
Edge Lore;Saber filo;Inflexible;Affilama;Schnittknde;斬術;
CritStatus;Crít. est.;Châtiment;Crit. stat.;KritStatus;特殊会心;
CritElemnt;Crít. elm.;Chamanisme;Crit. elem.;KritElement;属性会心;
D. Fencing;Esgrima s.;Sournois;Schermidore;S. Fechten;北辰納豆流;
Arcana;Arcano;Arcane;Arcanismo;Arkana;秘伝;
Mechanic;Mecánico;Ingénieur;Meccanico;Mechaniker;職工;
Brawn;Músculos;Mastodonte;Possanza;Muskelkraft;剛腕;
Prayer;Oración;Prière;Preghiera;Gebet;祈願;
Torso Up;Torso+;Torse +;Torso+;RumpfVerst;胴系統倍加;
Negate Poison;Anula veneno;Antidote;Annulla-veleno;Gift nichtig;毒無効;
Double Poison;Doble veneno;Venin;Veleno [x2];Doppeltes Gift;毒倍加;
Negate Paralysis;Anula parálisis;Anti-paralysie;Annulla-paralisi;Lähmung nichtig;麻痺無効;
Double Paralysis;Doble parálisis;Super paralysie;Paralisi [x2];Doppelte Lähmung;麻痺倍加;
Negate Sleep;Anula sueño;Noctambule;Annulla-sonno;Schlaf nichtig;睡眠無効;
Double Sleep;Doble sueño;Hypersomnie;Sonno [x2];Doppelter Schlaf;睡眠倍加;
Halve Stun;Mitad aturdimiento;Crâne de pierre;Stordimento 1/2;Halbes Betäuben;気絶確率半減;
Negate Stun;Anula aturdimiento;Crâne de fer;Annulla-stordim.;Betäuben nichtig;気絶無効;
Double Stun;Doble aturdimiento;Menton de verre;Stordimento [x2];Dopp. Betäuben;気絶倍加;
Negate Mud/Snow;Anula Barro/Nieve;Anti-boue/neige;Annul-fango/neve;Schl/Schn nicht.;泥＆雪無効;
Iron Skin;Piel de hierro;Peau d'acier;Pelle di ferro;Eisenhaut;鉄面皮;
Bio Researcher;Bioinvestigador;Chercheur bio;Bioricercatore;Bio-Forscher;細菌研究家;
Bio Master;Biólogo;Maître bio;Biologo;Bio-Meister;バイオドクター;
Attack Up (S);Ataque +1;Attaque +1;Attacco +1;Angriff +;攻撃力UP【小】;
Attack Up (M);Ataque +2;Attaque +2;Attacco +2;Angriff ++;攻撃力UP【中】;
Attack Up (L);Ataque +3;Attaque +3;Attacco +3;Angriff +++;攻撃力UP【大】;
Attack Up (XL);Ataque +4;Attaque +4;Attacco +4;Angriff ++++;攻撃力UP【超】;
Attack Down (S);Ataque -1;Attaque -1;Attacco -1;Angriff -;攻撃力DOWN【小】;
Attack Down (M);Ataque -2;Attaque -2;Attacco -2;Angriff --;攻撃力DOWN【中】;
Attack Down (L);Ataque -3;Attaque -3;Attacco -3;Angriff ---;攻撃力DOWN【大】;
Defense Up (S);Defensa +1;Défense +1;Difesa +1;Verteidigung +;防御力UP【小】;
Defense Up (M);Defensa +2;Défense +2;Difesa +2;Verteidigung ++;防御力UP【中】;
Defense Up (L);Defensa +3;Défense +3;Difesa +3;Verteidigung +++;防御力UP【大】;
Defense Up (XL);Defensa +4;Défense +4;Difesa +4;Verteidigng ++++;防御力UP【超】;
Defense Down (S);Defensa -1;Défense -1;Difesa -1;Verteidigung -;防御力DOWN【小】;
Defense Down (M);Defensa -2;Défense -2;Difesa -2;Verteidigung --;防御力DOWN【中】;
Defense Down (L);Defensa -3;Défense -3;Difesa -3;Verteidigung ---;防御力DOWN【大】;
Health +20;Salud +20;Vie +20;Vita +20;Gesundheit +20;体力+20;
Health +50;Salud +50;Vie +50;Vita +50;Gesundheit +50;体力+50;
Health -10;Salud -10;Vie -10;Vita -10;Gesundheit -10;体力-10;
Health -30;Salud -30;Vie -30;Vita -30;Gesundheit -30;体力-30;
Recovery Spd +1;Recuperación +1;Récupération +1;Recupero +1;ErholGeschw +1;回復速度+1;
Recovery Spd +2;Recuperación +2;Récupération +2;Recupero +2;ErholGeschw +2;回復速度+2;
Recovery Spd -1;Recuperación -1;Récupération -1;Recupero -1;ErholGeschw -1;回復速度-1;
Recovery Spd -2;Recuperación -2;Récupération -2;Recupero -2;ErholGeschw -2;回復速度-2;
Divine Blessing;Bendición divina;Bénédiction;Angelo custode;Göttl. Schutz;精霊の加護;
Demonic Blessing;Bendic. demoníaca;Malédiction;Demone custode;Dämon. Schutz;悪霊の加護;
Quick Sheath;Vaina rápida;Lame éclair;Rinfodero rapido;Schn. Wegstecken;納刀術;
Focus;Concentración;Concentration;Carica rapida;Fokus;集中;
Distraction;Distracción;Distraction;Carica lenta;Ablenkung;雑念;
Critical Eye +1;Ojo crítico +1;Œil critique +1;Affinità +1;Krit. Auge +1;見切り+1;
Critical Eye +2;Ojo crítico +2;Œil critique +2;Affinità +2;Krit. Auge +2;見切り+2;
Critical Eye +3;Ojo crítico +3;Œil critique +3;Affinità +3;Krit. Auge +3;見切り+3;
Critical God;Dios crítico;Vision critique;Affinità +5;Kritischer Gott;見切りマスター;
Critical Eye -1;Ojo crítico -1;Œil critique -1;Affinità -1;Krit. Auge -1;見切り-1;
Critical Eye -2;Ojo crítico -2;Œil critique -2;Affinità -2;Krit. Auge -2;見切り-2;
Critical Eye -3;Ojo crítico -3;Œil critique -3;Affinità -3;Krit. Auge -3;見切り-3;
Weakness Exploit;Maza;Point faible;Punto debole;Schwächeausnutzg;弱点特効;
Partbreaker;Destructor;Destructeur;Spaccamostri;Teilebrecher;破壊王;
Knockout King;Boxeador;Roi du KO;Storditore;Knock-out-König;KO術;
Stamina Thief;Robarresistencia;Vol de stamina;Ruba resistenza;Ausdauerdieb;スタミナ奪取;
Constitution +1;Constitución +1;Athlète +1;Atleta +1;Konstitution +1;体術+1;
Constitution +2;Constitución +2;Athlète +2;Atleta +2;Konstitution +2;体術+2;
Constitution -1;Constitución -1;Athlète -1;Atleta -1;Konstitution -1;体術-1;
Constitution -2;Constitución -2;Athlète -2;Atleta -2;Konstitution -2;体術-2;
Earplugs;Tapones +1;Protège-tympan;Tappi orecchie;Ohrstöpsel;耳栓;
HG Earplugs;Tapones +2;Bouche-oreilles;Tappi orecchie +;Best. Ohrstöpsel;高級耳栓;
Windproof (Lo);Resist. viento +1;Vent +1;Vento +1;Windsicher [N];風圧【小】無効;
Windproof (Hi);Resist. viento +2;Vent +2;Vento +2;Windsicher [H];風圧【大】無効;
Tremor Res;Resistencia temblor;Anti-séisme;Antisismico;Bebensicher;耐震;
Heat Cancel;Anula el calor;Chaleur +;Annulla-calore;Hitze beenden;暑さ無効;
Heat Surge;Aumentar calor;Chaleur -;Aumenta-calore;Hitze erhöhen;暑さ倍加;
Cold Cancel;Anula el frío;Froid +;Annulla-freddo;Kälte beenden;寒さ無効;
Cold Surge;Aumentar frío;Froid -;Aumenta-freddo;Kälte erhöhen;寒さ倍加;
Marathon Runner;Corredor +1;Marathonien;Resistenza +;Läufer;ランナー;
Short Sprinter;Corredor -1;Sprinter;Resistenza -;Sprinter;鈍足;
Stam Recov Up;Estado forma +1;Vigueur +;Recupero res +;Ausdauererhlg. +;スタミナ急速回復;
Stam Recov Down;Estado forma -1;Vigueur -;Recupero res -;Ausdauererhlg. -;スタミナ回復遅延;
Evasion +1;Evasión +1;Évasion +1;Schivata +1;Ausweichen +1;回避性能+1;
Evasion +2;Evasión +2;Évasion +2;Schivata +2;Ausweichen +2;回避性能+2;
Evasion +3;Evasión +3;Évasion +3;Schivata +3;Ausweichen +3;回避性能+3;
Evasion Down;Evasión -1;Évasion -;Schivata -1;Ausweich. runter;回避性能DOWN;
Evade Extender;Distancia evasión;Esquive +;Schivatore +;Ausweichen hoch;回避距離UP;
Sneak;Sigilo;Furtivité;Furtivo;Schleichen;隠密;
Taunt;Provocación;Provocation;Rumoroso;Provozieren;挑発;
Guard +1;Guardia +1;Garde +1;Guardia +1;Block +1;ガード性能+1;
Guard +2;Guardia +2;Garde +2;Guardia +2;Block +2;ガード性能+2;
Guard -1;Guardia -1;Garde -1;Guardia -1;Block -1;ガード性能-1;
Guard Boost;Escudo;Paladin;Blocco +;Blockstrkng;ガード強化;
Status Atk +1;Estado anormal +1;Affliction +1;Att. status +1;Statusangriff +1;状態異常攻撃+1;
Status Atk +2;Estado anormal +2;Affliction +2;Att. status +2;Statusangriff +2;状態異常攻撃+2;
Status Atk Down;Estado anormal -1;Affliction -;Att. status -1;Statusa. runter;状態異常攻撃弱化;
Element Atk Up;Elemental +1;Élémentaire +;Att. elementale +;Elementang. hoch;属性攻撃強化;
Element Atk Down;Elemental -1;Élémentaire -;Att. elementale -;Elementa. runter;属性攻撃弱化;
Fire Atk +1;Ataque fuego +1;Attaque Feu +1;Att. fuoco +1;Feuerangriff +1;火属性攻撃強化+1;
Fire Atk +2;Ataque fuego +2;Attaque Feu +2;Att. fuoco +2;Feuerangriff +2;火属性攻撃強化+2;
Fire Atk +3;Ataque fuego +3;Attaque Feu +3;Att. fuoco +3;Feuerangriff +3;火属性攻撃強化+3;
Fire Atk Down;Ataque fuego -1;Attaque Feu -;Att. fuoco -1;Feuerang. runter;火属性攻撃弱化;
Water Atk +1;Ataque agua  +1;Attaque Eau +1;Att. acqua +1;Wasserangriff +1;水属性攻撃強化+1;
Water Atk +2;Ataque agua  +2;Attaque Eau +2;Att. acqua +2;Wasserangriff +2;水属性攻撃強化+2;
Water Atk +3;Ataque agua  +3;Attaque Eau +3;Att. acqua +3;Wasserangriff +3;水属性攻撃強化+3;
Water Atk Down;Ataque agua -1;Attaque Eau -;Att. acqua -1;Wasseran. runter;水属性攻撃弱化;
Thunder Atk +1;Ataque rayo +1;Attaque Foudre +1;Att. tuono +1;Donnerangriff +1;雷属性攻撃強化+1;
Thunder Atk +2;Ataque rayo +2;Attaque Foudre +2;Att. tuono +2;Donnerangriff +2;雷属性攻撃強化+2;
Thunder Atk +3;Ataque rayo +3;Attaque Foudre +3;Att. tuono +3;Donnerangriff +3;雷属性攻撃強化+3;
Thunder Atk Down;Ataque rayo -1;Attaque Foudre -;Att. tuono -1;Donneran. runter;雷属性攻撃弱化;
Ice Atk +1;Ataque hielo +1;Attaque Glace +1;Att. ghiaccio +1;Eisangriff +1;氷属性攻撃強化+1;
Ice Atk +2;Ataque hielo +2;Attaque Glace +2;Att. ghiaccio +2;Eisangriff +2;氷属性攻撃強化+2;
Ice Atk +3;Ataque hielo +3;Attaque Glace +3;Att. ghiaccio +3;Eisangriff +3;氷属性攻撃強化+3;
Ice Atk Down;Ataque hielo -1;Attaque Glace -;Att. ghiaccio -1;Eisangr. runter;氷属性攻撃弱化;
Dragon Atk +1;Ataque draco +1;Attaque Dragon +1;Att. drago +1;Drachenangr. +1;龍属性攻撃強化+1;
Dragon Atk +2;Ataque draco +2;Attaque Dragon +2;Att. drago +2;Drachenangr. +2;龍属性攻撃強化+2;
Dragon Atk +3;Ataque draco +3;Attaque Dragon +3;Att. drago +3;Drachenangr. +3;龍属性攻撃強化+3;
Dragon Atk Down;Ataque draco -1;Attaque Dragon -;Att. drago -1;Drachenang runt.;龍属性攻撃弱化;
Fire Res +15;Resist. fuego +15;Feu +15;Fuoco +15;Feuerabwehr +15;火耐性【小】;
Fire Res +20;Resist. fuego +20;Feu +20;Fuoco +20;Feuerabwehr +20;火耐性【大】;
Fire Res -20;Resist. fuego -20;Feu -20;Fuoco -20;Feuerabwehr -20;火耐性弱化;
Water Res +15;Resist. agua +15;Eau +15;Acqua +15;Wasserabwehr +15;水耐性【小】;
Water Res +20;Resist. agua +20;Eau +20;Acqua +20;Wasserabwehr +20;水耐性【大】;
Water Res -20;Resist. agua -20;Eau -20;Acqua -20;Wasserabwehr -20;水耐性弱化;
Thunder Res +15;Resist. rayo +15;Foudre +15;Tuono +15;Donnerabwehr +15;雷耐性【小】;
Thunder Res +20;Resist. rayo +20;Foudre +20;Tuono +20;Donnerabwehr +20;雷耐性【大】;
Thunder Res -20;Resist. rayo -20;Foudre -20;Tuono -20;Donnerabwehr -20;雷耐性弱化;
Ice Res +15;Resist. hielo +15;Glace +15;Ghiaccio +15;Eisabwehr +15;氷耐性【小】;
Ice Res +20;Resist. hielo +20;Glace +20;Ghiaccio +20;Eisabwehr +20;氷耐性【大】;
Ice Res -20;Resist. hielo -20;Glace -20;Ghiaccio -20;Eisabwehr -20;氷耐性弱化;
Dragon Res +15;Resist. draco +15;Dragon +15;Drago +15;Drachenabw. +15;龍耐性【小】;
Dragon Res +20;Resist. draco +20;Dragon +20;Drago +20;Drachenabw. +20;龍耐性【大】;
Dragon Res -20;Resist. draco -20;Dragon -20;Drago -20;Drachenabw. -20;龍耐性弱化;
Razor Sharp;Filo de cuchilla;Samouraï;Lama affilata (Acutezza);Scharfschwert;業物;
Blunt Edge;Filo romo;Barbare;Lama smussata;Stumpf;なまくら;
Sharpness +1;Afilado +1;Tranchant +1;Acutezza +1;Schärfe +1;斬れ味レベル+1;
Speed Sharpening;Afilado rápido;Aiguisage rapide;Affilatura +;Schnell Schärfen;砥石使用高速化;
Slow Sharpening;Afilado lento;Aiguisage lent;Affilatura -;Langs. Schärfen;砥石使用低速化;
Punishing Draw;Pena inmediata;Batto-jutsu;Stordattacco;Strafender Hieb;抜刀術【力】;
Critical Draw;Desenf. especial;Dégainage éclair;Critico rapido;Kritischer Hieb;抜刀術【技】;
Mind's Eye;Ojo preciso;Œil de l'esprit;Preveggenza;Übersinnl. Kraft;心眼;
Blind Eye;Ojo ciego;Œil aveugle;Prevedibilità;Fehlsichtig;未熟;
Reload Speed +1;Vel. recarga +1;Rechargement +1;Ricarica +1;NachlGesch +1;装填速度+1;
Reload Speed +2;Vel. recarga +2;Rechargement +2;Ricarica +2;NachlGesch +2;装填速度+2;
Reload Speed +3;Vel. recarga +3;Rechargement +3;Ricarica +3;NachlGesch +3;装填速度+3;
Reload Speed -1;Vel. recarga -1;Rechargement -1;Ricarica -1;NachlGesch -1;装填速度-1;
Reload Speed -2;Vel. recarga -2;Rechargement -2;Ricarica -2;NachlGesch -2;装填速度-2;
Reload Speed -3;Vel. recarga -3;Rechargement -3;Ricarica -3;NachlGesch -3;装填速度-3;
Load Up;Carga+;Munitions +;Cartucciera +;Kapazität hoch;装填数UP;
Bonus Shot;Disparo bonus;Franc-tireur;Colpo extra;Bonus-Schuss;連発数+1;
Recoil Down +1;Cadencia +1;Recul +1;Rid. rinculo +1;Rückstoß red. +1;反動軽減+1;
Recoil Down +2;Cadencia +2;Recul +2;Rid. rinculo +2;Rückstoß red. +2;反動軽減+2;
Recoil Down +3;Cadencia +3;Recul +3;Rid. rinculo +3;Rückstoß red. +3;反動軽減+3;
Recoil Down -1;Cadencia -1;Recul -1;Rid. rinculo -1;Rückstoß red. -1;反動軽減-1;
Recoil Down -2;Cadencia -2;Recul -2;Rid. rinculo -2;Rückstoß red. -2;反動軽減-2;
Recoil Down -3;Cadencia -3;Recul -3;Rid. rinculo -3;Rückstoß red. -3;反動軽減-3;
Steadiness +1;Precisión +1;Sniper +1;Precisione +1;Ruhige Hand +1;ブレ抑制+1;
Steadiness +2;Precisión +2;Sniper +2;Precisione +2;Ruhige Hand +2;ブレ抑制+2;
Steadiness -1;Precisión -1;Sniper -1;Precisione -1;Ruhige Hand -1;ブレ抑制-1;
Steadiness -2;Precisión -2;Sniper -2;Precisione -2;Ruhige Hand -2;ブレ抑制-2;
Normal/Rapid Up;Normal/salva+;Normale/Rapide +;Normale/Rapido +;Norm./Schn. hoch;通常弾・連射矢UP;
Pierce/Pierce Up;Perforante+;Perçante/Perç.+;Perforante +;Perf./Perf. hoch;貫通弾・貫通矢UP;
Pellet/Spread Up;Perdigón/abanico+;Plomb/Dispers. +;Ventaglio +;Schr/StrPf hoch;散弾・拡散矢UP;
Use Any Normal S;Mun. normal;Expert munition;P normali;Alle Normal S vw;通常弾全LV追加;
Use Lv1 Pierce S;Mun. perfor. Nv1;Perçant NV1;P perforanti lv1;Perfor. S St1 vw;貫通弾LV1追加;
Use Any Pierce S;Mun. perforadora;Expert perçant;P perforanti;Alle Perfor S vw;貫通弾全LV追加;
Use Lv1 Pellet S;Mun. perdigón Nv1;Grenaille NV1;P ventaglio lv1;Schrot S St1 vw;散弾LV1追加;
Use Any Pellet S;Mun. perdigón;Expert grenaille;P ventaglio;Alle Schrot S vw;散弾全LV追加;
Use Lv1 Crag S;Mun. explosiva Nv1;Antiblindage NV1;P esplosivi lv1;Explos. S St1 vw;徹甲榴弾LV1追加;
Use Any Crag S;Mun. explosiva;Expert antiblind.;P esplosivi;Alle Explos S vw;徹甲榴弾全LV追加;
Use Lv1 Clust S;Mun. fragment. Nv1;Frag NV 1;P grappolo lv1;Streu S St1 vw;拡散弾LV1追加;
Use Any Clust S;Mun. fragmentación;Expert frag;P grappolo;Alle Streu S vw;拡散弾全LV追加;
Use Slicing S;Mun. cortadora;Tranchant +;P laceranti;Schnitt S vw;斬裂弾追加;
Use Blast S;Mun. nitro;Explosion +;P scoppio;Spreng S vw;爆破弾追加;
Use Poison Coat;Revestim. veneno;Fiole poison +;Boccetta veleno;Giftbeschtg vw;毒ビン追加;
Use Para Coat;Revestim. paraliz.;Fiole paralys. +;Boccetta paral.;Lähmbeschtg vw;麻痺ビン追加;
Use Sleep Coat;Revestim. sueño;Fiole sommeil +;Boccetta sonno;Schlafbschtg vw;睡眠ビン追加;
Use Power Coat;Revestim. energía;Fiole force +;Boccetta potenza;Kraftbeschtg vw;強撃ビン追加;
Use C.Range Coat;Revestim. alcance;Fiole combat +;Boccetta cortor.;Nahkampfbesch vw;接撃ビン追加;
Use Exhaust Coat;Revestim. fatiga;Fiole faiblesse +;Boccetta fatica;Ermüdbeschtg vw;減気ビン追加;
Use Blast Coat;Revestim. nitro;Fiole explosion +;Boccetta scoppio;Sprengbschtg vw;爆破ビン追加;
Horn Maestro;Músico;Maestro;Maestro corno;Horn-Maestro;笛吹き名人;
Artillery Novice;Artillería +1;Artilleur novice;Artigliere +1;Artillerienovize;砲術師;
Artillery Expert;Artillería +2;Artilleur expert;Artigliere +2;Artillerieexper.;砲術王;
Artillery God;Dios artillero;Artilleur champion;Artigliere +3;Artilleriegott;砲術マスター;
Bombardier;Bombardero;Bombardier;Bombarolo;Bombardier;ボマー;
