english;spanish;french;italian;german;japanese;chinese
Tremor Res;Temb.anul.;Rés.trmbl;;Bebenabw.;耐震;
Wind Res;Dis.Evadir;Dist.évas.;;Windabwehr;風圧;
Antiseptic;Desen.crit;Critiques;;Antiseptik;抗菌;
Anti-Theft;TrampaRap.;Inst.rap.;;Anti-Dieb;盗み無効;
Blight Res;Yoga;Constit.;;Brandabw.;属性耐性;
Def Lock;Captura;Capture;;Eigenbrödl;対防御DOWN;
Hearing;Observar;Percept.;;Gehör;聴覚保護;
Health;CargaRápid;Chrg rap.;;Gesundheit;体力;
Defense;Desenv. KO;Tir asso.;;Verteidig.;防御;
Fire Res;Res. Plaga;Rés.fléaux;;Feuerabw.;火耐性;
Water Res;Sobreviv.;Survivant;;Wasserabw.;水耐性;
ThunderRes;Fue.Rapido;Tir rap.;;Donnerabw.;雷耐性;
Ice Res;Estiercol;ExpBmbBou.;;Eisabwehr;氷耐性;
Dragon Res;Antisept.;Anti-bact.;;Drachenabw;龍耐性;
Wide-Range;Bot.Veneno;End.psn;;Großraum;広域;
Bomb Boost;Bot.pará.;End.par.;;BombStärk.;爆弾強化;
SpeedSetup;Bot.sueño;End.som.;;SchnllAufb;高速設置;
Perception;Bot.Poder;End.éner.;;Wahrnehmen;観察眼;
Psychic;Bot.Cont.;En.b.port.;;Vision;千里眼;
Dungmaster;Cuerno;Cor;;Dungmeist.;こやし;
Rec Level;Artillería;Artilleur;;ErholStufe;回復量;
LastingPwr;Determin.;Sérieux;;Immerwährd;効果持続;
Gluttony;Cazador;Chasseur;;Schlemmen;食いしん坊;
Eating;NieDefBaja;Prot.déf.;;Essen;食事;
Ranger;Fuego Inc;AtEl. feu;;Jäger;狩人;
Transportr;Agua Inc;AtEl. eau;;Rucksack;運搬;
Heat Res;Trueno Inc;AtEl. fdr;;Hitzeabw.;耐暑;
Cold Res;Hielo Inc;AtEl. glc;;Kälteabw.;耐寒;
Gathering;Dragon Inc;AtEl. drg;;Sammeln;採取;
Spd Gather;Aña.Corta.;MnTranAjt;;SchnllSamm;高速収集;
Whim;Aña.Fatiga;End. Sup.;;Laune;気まぐれ;
Fate;Aguijón;Pique;;Schicksal;運気;
Carving;GolpePes.;Assaut lourd;;Zerlegen;剥ぎ取り;
Tranquilzr;KO;KO;;Beruhigung;捕獲;
Combo Rate;Atq.Fatiga;At.horiz.;;Kombi-Rate;調合成功率;
Combo Plus;Vel.Guarda;Dégainage;;KombiBonus;調合数;
Torso Up;Rec.Resist;RétVigAug.;;RumpfVerst;胴系統複製;
Attack Up (S);Veneno anulado;Poison annulé;;Angriff +;攻撃力UP【小】;
Attack Up (M);Doble Veneno;Tps poison doublé;;Angriff ++;攻撃力UP【中】;
Attack Up (L);Parálisis anul.;Paralysie annulée;;Angriff +++;攻撃力UP【大】;
Attack Down (S);Doble Parálisis;Tps para. doublé;;Angriff -;攻撃力DOWN【小】;
Attack Down (M);Sueño anulado;Sommeil annulé;;Angriff --;攻撃力DOWN【中】;
Attack Down (L);Doble Sueño;Tps somm. doublé;;Angriff ---;攻撃力DOWN【大】;
Critical Eye +1;Aturdim. a mitad;Étourdissement ;;Krit. Auge +1;見切り+1;
Critical Eye +2;Niega Aturdim.;Étourdis. annulé;;Krit. Auge +2;見切り+2;
Critical Eye +3;Doble aturdim.;Tps étour. doubl.;;Krit. Auge +3;見切り+3;
Critical Eye -1;Niega Barr/Nieve;Annule neige/boue;;Krit. Auge -1;見切り-1;
Critical Eye -2;Sigilo;Furtivité;;Krit. Auge -2;見切り-2;
Critical Eye -3;Provocación;Provocation;;Krit. Auge -3;見切り-3;
Razor Sharp;Salud +20;Santé +20;;Scharfschwert;業物;
Blunt Edge;Salud +50;Santé +50;;Stumpf;なまくら;
Speed Sharpening;Salud -10;Santé -10;;Schn. Schärfen;砥石使用高速化;
Slow Sharpening;Salud -30;Santé -30;;Langs. Schärfen;砥石使用低速化;
Sharpness +1;Vel. recup. +1;Vitesse récup. +1;;Schärfe +1;斬れ味レベル+1;
Punishing Draw;Vel. recup. +2;Vitesse récup. +2;;Strafender Hieb;抜刀術【力】;
Critical Draw;Vel. recup. -1;Vitesse récup. -1;;Kritischer Hieb;抜刀術【技】;
Focus;Vel. recup. -2;Vitesse récup. -2;;Fokus;集中;
Distraction;Espada afilada;Epée aiguisée;;Ablenkung;雑念;
Mind's Eye;Espada sin filo;Émoussé;;Übersinnl. Kraft;心眼;
Weakness Exploit;Afilado Aument.;Tranchant +1;;SwchstellnWirkng;弱点特効;
Partbreaker;Esgrima;PSI;;Zerrütungs-König;破壊王;
Knockout King;Ab. Temerario+1;Oeil critique +1;;KO-Technik;KO術;
Stamina Thief;Ab. Temerario+2;Oeil critique +2;;Ausdauer-Technik;スタミナ奪取;
Horn Maestro;Ab. Temerario+3;Oeil critique +3;;Hornexperte;笛吹き名人;
Artillery Novice;Ab. Temerario-1;Oeil critique -1;;Schießmeister;砲術師;
Artillery King;Ab. Temerario-2;Oeil critique -2;;Schießkönig;砲術王;
Latent Power +1;Ab. Temerario-3;Oeil critique -3;;Entbändigung +1;力の解放+1;
Latent Power +2;Afilado rapido;Aiguis. rapide;;Entbändigung +2;力の解放+2;
Adrenaline +1;Afilado lento;Aiguis. lent;;Adrenalin +1;火事場力+1;
Adrenaline +2;Guardia +1;Garde +1;;Adrenalin +2;火事場力+2;
Worrywort;Guardia +2;Garde +2;;Pessimist;心配性;
Fortify;Guardia -1;Garde -1;;Kräftigen;不屈;
Load Up;Subir protec.;Garde expert;;Kapazität hoch;装填数UP;
Bonus Shot;AutoProteccion;Garde auto.;;Bonus-Schuss;連発数+1;
Reload Speed +1;Vel.Recarga +1;Vit. Recharg. +1;;NachlGesch +1;装填速度+1;
Reload Speed +2;Vel.Recarga +2;Vit. Recharg. +2;;NachlGesch +2;装填速度+2;
Reload Speed +3;Vel.Recarga +3;Vit. Recharg. +3;;NachlGesch +3;装填速度+3;
Reload Speed -1;Vel.Recarga -1;Vit. Recharg. -1;;NachlGesch -1;装填速度-1;
Reload Speed -2;Vel.Recarga -2;Vit. Recharg. -2;;NachlGesch -2;装填速度-2;
Reload Speed -3;Vel.Recarga -3;Vit. Recharg. -3;;NachlGesch -3;装填速度-3;
Recoil Down +1;Retroc. red. +1;Recul +1;;Rück. runter +1;反動軽減+1;
Recoil Down +2;Retroc. red. +2;Recul +2;;Rück. runter +2;反動軽減+2;
Recoil Down +3;Retroc. red. +3;Recul +3;;Rück. runter +3;反動軽減+3;
Recoil Down -1;Retroc. red. -1;Recul -1;;Rück. runter -1;反動軽減-1;
Recoil Down -2;Retroc. red. -2;Recul -2;;Rück. runter -2;反動軽減-2;
Recoil Down -3;Retroc. red. -3;Recul -3;;Rück. runter -3;反動軽減-3;
Steadiness +1;Subir normal/Ráp;Flèche +;;Ruhige Hand +1;ブレ抑制+1;
Steadiness +2;Subir perf/Perf;Flèche perç. +;;Ruhige Hand +2;ブレ抑制+2;
Steadiness -1;Subir perd/Dspr;Flèche difus. +;;Ruhige Hand -1;ブレ抑制-1;
Steadiness -2;Aña. norm. TODO;Ttes mn normales;;Ruhige Hand -2;ブレ抑制-2;
Normal/Rapid Up;Añadir perf nv1;Mn perçante LV1;;Norml/SchnllBg h;通常弾・連射矢UP;
Pierce/Pierce Up;Aña. perf. TODO;Ttes mn perçantes ;;Pierc/PierceBg h;貫通弾・貫通矢UP;
Pellet/Spread Up;Añad. perdig.nv1;Mn plomb LV1;;Schrot/ScttrBg h;散弾・拡散矢UP;
Use Any Normal;D.perd.todos NV;Ttes mn plomb;;NormS alleSt zuf;通常弾全LV追加;
Use Lv1 Pierce S;Añadir exp nv1;Mn explosive LV1;;Pierce S St1 zuf;貫通弾LV1追加;
Use Any Pierce S;D.expl todos NV;Ttes mn explosives;;PierS alleSt zuf;貫通弾全LV追加;
Use Lv1 Pellet S;Aña. grupo nv1;Mn frag LV1;;Schrot S St1 zuf;散弾LV1追加;
Use Any Pellet S;D.grupo todos NV;Ttes mn frag.;;SchrS alleSt zuf;散弾全LV追加;
Use Lv1 Crag S;Ataque Espec.+1;Att.stat.anorm. +1;;Crag S St1 zuf;徹甲榴弾LV1追加;
Use Any Crag S;Ataque Espec.+2;Att.stat.anorm. +2;;CragS alleSt zuf;徹甲榴弾全LV追加;
Use Lv1 Clust S;Bajar ataq. esp.;Att. ano. diminuée;;Streu S St1 zuf;拡散弾LV1追加;
Use Any Clust S;Subir Ataq Elem.;Att. él. augmentée;;StreuS alleStzuf;拡散弾全LV追加;
Use Slicing S;Bajar Ataq Elem.;Att. él. diminuée;;Schnitt S zufüg;斬裂弾追加;
Use Poison Coat;Bombardero;Poseur de bombes;;GiftBeschHinzufg;毒ビン追加;
Use Para Coat;Hambre a mitad;Faim moitié;;LähmBeschHinzufg;麻痺ビン追加;
Use Sleep Coat;Hambre negada;Faim annulée;;SchlafBeschHinzu;睡眠ビン追加;
Use Power Coat;Hambre aumentada;Faim dim. (pt);;KraftBeschHinzu;強撃ビン追加;
Use C. Range Coat;Hambriento;Faim dim. (gd);;KomboBeschHinzu;接撃ビン追加;
Use Exhaust Coat;Glotón;Gourmand;;ErmüdBeschHinzu;減気ビン追加;
Status Atk +1;Carroñero;Gourmet;;Statusangr. +1;状態異常攻撃+1;
Status Atk +2;Subir Ataque[pq];Att. augm. (pt);;Statusangr. +2;状態異常攻撃+2;
Status Atk Down;Subir Ataque[md];Att. augm. (myn);;Statusa. runter;状態異常攻撃弱化;
Element Atk +1;Subir Ataque[gr];Att. augm. (gd);;Elementang. hoch;属性攻撃強化;
Element Atk Down;Bajar Ataque[pq];Att. dimi. (pt);;Elementa. runter;属性攻撃弱化;
Fire Atk +1;Bajar Ataque[md];Att. dimi. (my);;Feuer Angriff +1;火属性攻撃強化+1;
Fire Atk +2;Bajar Ataque[gr];Att. dimi. (gd);;Feuer Angriff +2;火属性攻撃強化+2;
Fire Atk Down;Subir Def.[pq];Déf. augm. (pt);;Feuer Angriff -1;火属性攻撃弱化;
Water Atk +1;Subir Def.[md];Déf. augm. (my);;Wasser Angriff+1;水属性攻撃強化+1;
Water Atk +2;Subir Def.[gr];Déf. augm. (gd);;Wasser Angriff+2;水属性攻撃強化+2;
Water Atk Down;Bajar Def.[pq];Déf. dimi. (pt);;Wasser Angriff-1;水属性攻撃弱化;
Thunder Atk +1;Bajar Def.[md];Déf. dimi. (my);;Donner Angriff+1;雷属性攻撃強化+1;
Thunder Atk +2;Bajar Def.[gr];Déf. dimi. (gd);;Donner Angriff+2;雷属性攻撃強化+2;
Thunder Atk Down;Protec. divina;Protection divine;;Donner Angriff-1;雷属性攻撃弱化;
Ice Atk +1;Prot. demoniaca;Prot. démoniaque;;Eis Angriff +1;氷属性攻撃強化+1;
Ice Atk +2;Tapón de oido;Bouchon d'oreille;;Eis Angriff +2;氷属性攻撃強化+2;
Ice Atk Down;Tapones grandes;Bch oreille top;;Eis Angriff -1;氷属性攻撃弱化;
Dragon Atk +1;Anti-robo;Anti-vol;;Drach. Angriff+1;龍属性攻撃強化+1;
Dragon Atk +2;Area Amplia +1;Etendu +1;;Drach. Angriff+2;龍属性攻撃強化+2;
Dragon Atk Down;Area Amplia +2;Etendu +2;;Drach. Angriff-1;龍属性攻撃弱化;
Constitution +1;Exper. mochilero;Expert Routard;;Konstitution +1;体術+1;
Constitution +2;Res. Fuego[pq];Rés. feu aug.(pt);;Konstitution +2;体術+2;
Constitution -1;Res. Fuego[gr];Rés. feu aug.(gd);;Konstitution -1;体術-1;
Constitution -2;Bajar Res. Fuego;Rés. feu dimin.;;Konstitution -2;体術-2;
Marathon Runner;Res. Agua[pq];Rés. eau aug.(pt);;Läufer;ランナー;
Short Sprinter;Res. Agua[gr];Rés. eau aug.(gd);;Sprinter;鈍足;
Stam Recov Up;Bajar Res. Agua;Rés. eau diminuée;;AusdauerRegenrt+;スタミナ急速回復;
Stam Recov Down;Res. Trueno[pq];Rés. fdr aug.(pt);;AusdauerRegenrt-;スタミナ回復遅延;
Halve Hunger;Res. Trueno[gr];Rés. fdr aug.(gd);;Halber Hunger;腹減り半減;
Negate Hunger;Bajar Res.Trueno;Rés. fdr dimin.;;Hunger nichtig;腹減り無効;
Raise Hunger;Res. Hielo[pq];Rés. glc aug.(pt);;Mehr Hunger;腹減り倍加【小】;
Double Hunger;Res. Hielo[gr];Rés. glc aug.(gd);;Doppelter Hunger;腹減り倍加【大】;
Evasion +1;Bajar Res. Hielo;Rés. glc dimin.;;Ausweichen +1;回避性能+1;
Evasion +2;Res. Dragón[pq];Rés. drg aug.(pt);;Ausweichen +2;回避性能+2;
Evade Down;Res. Dragón[gr];Rés. drg aug.(gd);;Ausweichen runter;回避性能DOWN;
Evade Extender;Bajar Res. Drag.;Rés. drg dimin.;;AusweichDist hoch;回避距離UP;
Quick Sheathe;Cancelar calor;Chaleur annulée;;Armieren-Technik;納刀術;
Sneak;Calor al doble;Chaleur doublée;;Schleichen;隠密;
Taunt;Cancelar frio;Froid annulé ;;Provokation;挑発;
Recovery Spd +1;Frio al doble;Froid doublé;;ErholGeschw +1;回復速度+1;
Recovery Spd +2;Res. viento baja;Réduction du vent;;ErholGeschw +2;回復速度+2;
Recovery Spd -1;Res. viento alta;Annulation du vent;;ErholGeschw -1;回復速度-1;
Recovery Spd -2;Recogida +1;Collecte +1;;ErholGeschw -2;回復速度-2;
Guard +1;Recogida +2;Collecte +2;;Block +1;ガード性能+1;
Guard +2;Recogida -1;Collecte -1;;Block +2;ガード性能+2;
Guard -1;Recogedor veloz;Collecte rapide;;Block -1;ガード性能-1;
Guard Boost;Capri. espiritu;Lubie esprit;;Blockstärkung;ガード強化;
Auto-Guard;Capri. divino;Lubie divine;;Autoblock;オートガード;
Divine Blessing;Capri. malvado;Lubie du spectre;;Göttl. Schutz;精霊の加護;
Demonic Blessing;Capri. demoniaco;Lubie du démon;;Dämon. Schutz;悪霊の加護;
Negate Poison;Buena suerte;Destin +1;;Gift nichtig;毒無効;
Double Poison;Grán suerte;Destin +2;;Doppeltes Gift;毒倍加;
Negate Paralysis;Mala suerte;Destin -1;;Lähmung nichtig;麻痺無効;
Double Paralysis;Calamidad;Destin -2;;Doppelte Lähmung;麻痺倍加;
Negate Sleep;Detectar;Détection;;Schlaf nichtig;睡眠無効;
Double Sleep;Autorastreo;Traqueur auto;;Doppelter Schlaf;睡眠倍加;
Halve Stun;Recup. Vida Aum.;Récup. augmentée;;Halbes Betäuben;気絶確率半減;
Negate Stun;Recup. Vida Dec.;Récup. diminuée;;Betäuben nichtig;気絶無効;
Double Stun;Combinación+20%%;Combo +20%;;Dopp. Betäuben;気絶倍加;
Negate Mud/Snow;Combinación+45%%;Combo +45%;;Schl/Schn nicht.;泥＆雪無効;
Tremor Resistance;Combinación-10%%;Combo -10%;;Bebensicher;耐震;
Windproof (Lo);Combinación-20%%;Combo -20%;;Wind beenden;風圧無効;
Windproof (Hi);Producción Max.;Alchimiste;;Wind nichtig;風圧完全無効;
Antiseptic;Evadir +1;Évasion +1;;Antiseptik;抗菌;
Anti-Theft;Evadir +2;Évasion +2;;Anti-Dieb;盗み無効;
Blights Negated;Evasión dismin.;Évasion diminuée ;;Brandsicher;属性やられ無効;
Iron Skin;Adrenalina +1;Adrénaline +1;;Arroganz;鉄面皮;
Earplugs;Adrenalina +2;Adrénaline +2;;Ohrstöpsel;耳栓;
HG Earplugs;Preocupado;Adrénaline -1;;Best. Ohrstöpsel;高級耳栓;
Health +20;Uso de obj. aum.;Tps obj augmenté;;Gesundheit +20;体力+20;
Health +50;Uso de obj. red.;Déclin usage objet;;Gesundheit +50;体力+50;
Health -10;Corredor;Marathonien;;Gesundheit -10;体力-10;
Health -30;Pies planos;Pieds lourds;;Gesundheit -30;体力-30;
Defense Up (S);Cargar;Munition +1;;Verteidigung +;防御力UP【小】;
Defense Up (M);Precisión+1;Précision +1;;Verteidigung ++;防御力UP【中】;
Defense Up (L);Precisión+2;Précision +2;;Verteidigung +++;防御力UP【大】;
Defense Down (S);Precisión-1;Précision -1;;Verteidigung -;防御力DOWN【小】;
Defense Down (M);Precisión-2;Précision -2;;Verteidigung --;防御力DOWN【中】;
Defense Down (L);Comer rápido+1;Repas rapide +1;;Verteidigung ---;防御力DOWN【大】;
Fire Res +5;Comer rápido+2;Repas rapide +2;;Feuerabwehr +;火耐性【小】;
Fire Res +10;Comer lento;Repas lent;;Feuerabwehr ++;火耐性【大】;
Fire Res -10;Celebridad Cort.;Dépeceur;;Feuerabw. Runter;火耐性弱化;
Water Res +5;Temblor anulado;Rés. tremblements;;Wasserabwehr +;水耐性【小】;
Water Res +10;Evasion Ampliada;Dist. évas. aug.  ;;Wasserabwehr ++;水耐性【大】;
Water Res -10;Desenvaine crit.;Art épée [tch];;Wasserabw.Runter;水耐性弱化;
Thunder Res +5;Experto trampas;Maître des pièges;;Donnerabwehr +;雷耐性【小】;
Thunder Res +10;En forma;Constitution +1;;Donnerabwehr ++;雷耐性【大】;
Thunder Res -10;Atleta;Constitution +2;;Donnerabw.Runter;雷耐性弱化;
Ice Res +5;Cansado;Constitution -1;;Eisabwehr +;氷耐性【小】;
Ice Res +10;Vago;Constitution -2;;Eisabwehr ++;氷耐性【大】;
Ice Res -10;Experto captura;Pro de la capture;;Eisabw. Runter;氷耐性弱化;
Dragon Res +5;Gurú de captura;Expert capture;;Drachenabwehr +;龍耐性【小】;
Dragon Res +10;Ojo de captura;Gourou capture;;Drachenabwehr ++;龍耐性【大】;
Dragon Res -10;Concentración;Concentration;;DrachenabwRunter;龍耐性弱化;
Wide-Range +1;Distracción;Distrait;;Großraum +1;広域化+1;
Wide-Range +2;Desenv. aturdid.;Art épée [vigueur];;Großraum +2;広域化+2;
Bombardier;Anti-plagas;Anti-fléaux;;Bombardier;ボマー;
Trap Master;Fortalecer;Fortification;;Fallenmeister;罠師;
Capture Guru;Disparo adic.;Tir bonus;;Fang-Meister;捕獲の見極め;
Detect;Exp. Estiercol;Expert bmb bouse;;Aufspüren;探知;
Autotracker;Antiséptico;Anti-Bactéries;;Auto-Aufspürer;自動マーキング;
Dung Bomb Expert;Revest. Veneno;Enduits poison +;;Dungbomben-Exp.;こやし玉名人;
Recovery Up;Reves. Parálisis;Enduits paralysie +;;Erholung hoch;体力回復量UP;
Recovery Down;Revest. Sueño;Enduits sommeil +;;Erholung runter;体力回復量DOWN;
Item Use Up;Revest. Poder;Enduits énergie +;;Objktntzng hoch;アイテム使用強化;
Item Use Down;Revest. Contacto;End. b. portant +;;Objktntzng runt.;アイテム使用弱化;
Scavenger;Flautista;Ef.CorDeCh. augm.;;Feinschmecker;まんぷく;
Gourmand;Maestro Artillero;Tir de maître;;Allesfresser;拾い食い;
Speed Eating +1;Rey Artillero;Tir de roi;;Schnellessen +1;早食い+1;
Speed Eating +2;Fuer. desatada+1;Vigueur +1;;Schnellessen +2;早食い+2;
Slow Eater;Fuer. desatada+2;Vigueur +2;;Langsamer Esser;スローライフ;
Outdoorsman;Vida del cazador;Vie de chasseur;;Jägerleben;ハンター生活;
Pro Transporter;Robustez;Rusticité;;Rucksackexperte;運搬の達人;
Heat Cancel;Atrib. Fuego +1;Élément feu +1;;Hitze beenden;暑さ無効;
Heat Surge;Atrib. Fuego +2;Élément feu +2;;Hitze verdoppelt;暑さ倍加;
Cold Cancel;Atrib. Fuego -1;Élém.feu diminué;;Kälte beenden;寒さ無効;
Cold Surge;Atrib. Agua +1;Élément eau +1;;Kälte verdoppelt;寒さ倍加;
Gathering +1;Atrib. Agua +2;Élément eau +2;;Sammeln +1;採取+1;
Gathering +2;Atrib. Agua -1;Élément eau dim.;;Sammeln +2;採取+2;
Gathering -1;Atrib. Trueno +1;Élément foudre +1;;Sammeln -1;採取-1;
Speed Gatherer;Atrib. Trueno +2;Élément foudre +2;;Schnellsammler;高速収集;
Spirit's Whim;Atrib. Trueno -1;Élé.foudre dimin.;;Seelenlaune;精霊の気まぐれ;
Divine Whim;Atrib. Hielo +1;Élément glace +1;;Göttliche Laune;神の気まぐれ;
Spectre's Whim;Atrib. Hielo +2;Élément glace +2;;Gespensterlaune;悪霊の気まぐれ;
Devil's Whim;Atrib. Hielo -1;Élé.glace diminué;;Teufelslaune;悪魔の気まぐれ;
Good Luck;Atrib. Dragón +1;Élément dragon +1;;Glück;幸運;
Great Luck;Atrib. Dragón +2;Élément dragon +2;;Glücksverstärker;激運;
Bad Luck;Atrib. Dragón -1;Él.dragon diminué;;Pech;不運;
Carving Pro;Aña. Disp.Corta.;Mn ajouté;;Unglück;災難;
Carving Master;Aña. Rec. Fatiga;Enduit sup.;;Zerleger-Profi;剥ぎ取り達人;
Capture Expert;Loc. Debilidad;Point faible;;Fang-Star;捕獲達人;
Capture Master;Rey Destructor;Roi destructeur;;Fang-Guru;捕獲名人;
Combination +20%;Aturdidor;Technique KO;;Kombination +20%;調合成功率+20%;
Combination +45%;Drenar Resist.;Endurance;;Kombination +45%;調合成功率+45%;
Combination -10%;Envaine veloz;Art épée;;Kombination -10%;調合成功率-10%;
Combination -20%;Rec. Resist. Aum;Rtbl. vig. rapide;;Kombination -20%;調合成功率-20%;
Combination Pro;Rec. Resist. Dis;Rtbl. vig. lent;;Kombi-Profi;最大数生産;
