english;spanish;french;italian;german;japanese;chinese
Barroth Mail S;Malla Barroth S;Cotte Barroth S;;Barroth-Panzer S;ボロスＳメイル;
Barroth Vest S;Chaleco Barroth S;Tunique Barroth S;;Barroth-Weste S;ボロスＳレジスト;
Ingot Mail S;Malla Lingote S;Cotte lingot S;;Guss-Panzer S;インゴットＳメイル;
Ingot Vest S;Chaleco Lingote S;Tunique lingot S;;Guss-Weste S;インゴットＳレジスト;
Baggi Mail S;Malla Baggi S;Cotte Baggi S;;Baggi-Panzer S;バギィＳメイル;
Baggi Vest S;Chaleco Baggi S;Tunique Baggi S;;Baggi-Weste S;バギィＳレジスト;
Volvidon Mail S;Malla Rangurotora S;Cotte Ranguro S;;Langrotora-Panzer S;ラングロＳメイル;
Volvidon Vest S;Chaleco Rangu. S;Tunique Ranguro S;;Langrotora-Weste S;ラングロＳレジスト;
Rathian Mail S;Malla Rathian S;Cotte Rathian S;;Rathian-Panzer S;レイアＳメイル;
Rathian Vest S;Chaleco Rathian S;Tunique Rathian S;;Rathian-Weste S;レイアＳレジスト;
Nibelsnarf Mail S;Malla Hapuru S;Cotte Hapurubokka S;;Hapulbokka-Panzer S;ハプルＳメイル;
Nibelsnarf Vest S;Chaleco Hapuru S;Tun. Hapurubokka S;;Hapulbokka-Weste S;ハプルＳレジスト;
Gigginox Mail S;Malla Gigginox S;Cotte Gigginox S;;Gigginox-Panzer S;ネブラＳメイル;
Gigginox Vest S;Chaleco Gigginox S;Tunique Gigginox S;;Gigginox-Weste S;ネブラＳレジスト;
Nargacuga Mail S;Malla Naruga S;Cotte Nargacuga S;;Nargacuga-Panzer S;ナルガＳメイル;
Nargacuga Vest S;Chaleco Naruga S;Tunique Nargacuga S;;Nargacuga-Weste S;ナルガＳレジスト;
Barioth Mail S;Malla Barioth S;Cotte Barioth S;;Barioth-Panzer S;ベリオＳメイル;
Barioth Vest S;Chaleco Barioth S;Tunique Barioth S;;Barioth-Weste S;ベリオＳレジスト;
Rathalos Mail S;Malla Rathalos S;Cotte Rathalos S;;Rathalos-Panzer S;レウスＳメイル;
Rathalos Vest S;Chaleco Rathalos S;Tunique Rathalos S;;Rathalos-Weste S;レウスＳレジスト;
Uragaan Mail S;Malla Uragaan S;Cotte Uragaan S;;Uragaan-Panzer S;ガンキンＳメイル;
Uragaan Vest S;Chaleco Uragaan S;Tunique Uragaan S;;Uragaan-Weste S;ガンキンＳレジスト;
Dober Mail;Malla Dober;Cotte Dober;;Dober-Panzer;ドーベルメイル;
Dober Vest;Chaleco Dober;Tunique Dober;;Dober-Weste;ドーベルレジスト;
Zinogre Mail S;Malla Jinouga S;Cotte Jinouga S;;Jinouga-Panzer S;ジンオウＳメイル;
Zinogre Vest S;Chaleco Jinouga S;Tunique Jinouga S;;Jinouga-Weste S;ジンオウＳレジスト;
Diablos Mail S;Malla Diablos S;Cotte Diablos S;;Diablos-Panzer S;ディアブロＳメイル;
Diablos Vest S;Chaleco Diablos S;Tunique Diablos S;;Diablos-Weste S;ディアブロＳレジスト;
Tigrex Mail S;Malla Tigrex S;Cotte Tigrex S;;Tigrex-Panzer S;レックスＳメイル;
Tigrex Vest S;Chaleco Tigrex S;Tunique Tigrex S;;Tigrex-Weste S;レックスＳレジスト;
Agnaktor Mail S;Malla Agnaktor S;Cotte Agnaktor S;;Agnaktor-Panzer S;アグナＳメイル;
Agnaktor Vest S;Chaleco Agnaktor S;Tunique Agnaktor S;;Agnaktor-Weste S;アグナＳレジスト;
Duramboros Mail S;Malla Doboru S;Cotte Doboru S;;Dobolbelk-Panzer S;ドボルＳメイル;
Duramboros Vest S;Chaleco Doboru S;Tunique Doboru S;;Dobolbelk-Weste S;ドボルＳレジスト;
Qurupeco Mail U;Malla Qurupeco U;Cotte Qurupeco U;;Qurupeco-Panzer U;ペッコＵメイル;
Qurupeco Vest U;Chaleco Qurupeco U;Tunique Qurupeco U;;Qurupeco-Weste U;ペッコＵレジスト;
Ludroth Mail U;Malla Ludroth U;Cotte Ludroth U;;Ludroth-Panzer U;ルドロスＵメイル;
Ludroth Vest U;Chaleco Ludroth U;Tunique Ludroth U;;Ludroth-Weste U;ルドロスＵレジスト;
Barroth Mail U;Malla Barroth U;Cotte Barroth U;;Barroth-Panzer U;ボロスＵメイル;
Barroth Vest U;Chaleco Barroth U;Tunique Barroth U;;Barroth-Weste U;ボロスＵレジスト;
Gigginox Mail U;Malla Gigginox U;Cotte Gigginox U;;Gigginox-Panzer U;ネブラＵメイル;
Gigginox Vest U;Chaleco Gigginox U;Tunique Gigginox U;;Gigginox-Weste U;ネブラＵレジスト;
Nargacuga Mail U;Malla Naruga U;Cotte Nargacuga U;;Nargacuga-Panzer U;ナルガＵメイル;
Nargacuga Vest U;Chaleco Naruga U;Tunique Nargacuga U;;Nargacuga-Weste U;ナルガＵレジスト;
Barioth Mail U;Malla Barioth U;Cotte Barioth U;;Barioth-Panzer U;ベリオＵメイル;
Barioth Vest U;Chaleco Barioth U;Tunique Barioth U;;Barioth-Weste U;ベリオＵレジスト;
Uragaan Mail U;Malla Uragaan U;Cotte Uragaan U;;Uragaan-Panzer U;ガンキンＵメイル;
Uragaan Vest U;Chaleco Uragaan U;Tunique Uragaan U;;Uragaan-Weste U;ガンキンＵレジスト;
Diablos Mail U;Malla Diablos U;Cotte Diablos U;;Diablos-Panzer U;ディアブロＵメイル;
Diablos Vest U;Chaleco Diablos U;Tunique Diablos U;;Diablos-Weste U;ディアブロＵレジスト;
Tigrex Mail U;Malla Tigrex U;Cotte Tigrex U;;Tigrex-Panzer U;レックスＵメイル;
Tigrex Vest U;Chaleco Tigrex U;Tunique Tigrex U;;Tigrex-Weste U;レックスＵレジスト;
Agnaktor Mail U;Malla Agnaktor U;Cotte Agnaktor U;;Agnaktor-Panzer U;アグナＵメイル;
Agnaktor Vest U;Chaleco Agnaktor U;Tunique Agnaktor U;;Agnaktor-Weste U;アグナＵレジスト;
Golden Lunemail;Malla Luna Dorada;Cotte lune dorée;;Goldmond-Panzer;ゴールドルナメイル;
Golden Lunevest;Chaleco Luna Dor.;Tunique lune dorée;;Goldmond-Weste;ゴールドルナレジスト;
Silver Solmail;Malla Sol Plateada;Cotte sol argenté;;Silbersonnen-Panzer;シルバーソルメイル;
Silver Solvest;Chaleco Sol Platea.;Tunique sol argenté;;Silbersonnen-Weste;シルバーソルレジスト;
Vangis Mail;Malla Vangis;Cotte Vangis;;Vangis-Panzer;バンギスメイル;
Vangis Vest;Chaleco Vangis;Tunique Vangis;;Vangis-Weste;バンギスレジスト;
Ranger's Girdle;Cinto Soldado (Maestro Espada);Plast. g. citadelle;;Ranger-Brustband S;城塞遊撃隊【胴巻】;
Archer's Girdle;Cinto Soldado (Artillero);Plast. arc citadelle;;Bogensch.-BrustbandS;城塞弓撃隊【胴巻】;
Guild Bard Bolero S;Traje cab. Gremio S;Costume de guilde S;;Gildenbarden-BoleroS;ギルドバードＳスーツ;
Guild Bard Vest S;Chal. cab. Gremio S;Tunique de guilde S;;Gildenbarden-Weste S;ギルドバードＳベスト;
Scholar's Blouse S;Blusa Colegiala S;Blouse de guilde S;;Gelehrten-Tuch S;スカラーＳスーツ;
Scholar's Vest S;Chaleco Colegiala S;Gilet de guilde S;;Gelehrten-Bluse S;スカラーＳベスト;
Mosgharl Ribplate S;Tronco Calabaza S (Maestro Espada);Costume sorcière S;;Magier-Tronc S;マギュルＳトロンコ;
Mosgharl Ribplate S;Tronco Calabaza S (Maestro Espada);Costume sorcière S;;Magier-Tronc S;マギュルＳトロンコ;
Mosgharl Ribguard S;Tronco Calabaza S (Artillero);Gilet sorcière S;;Magier-Stamm S;マギュルＳシュタム;
Mosgharl Ribguard S;Tronco Calabaza S (Artillero);Gilet sorcière S;;Magier-Stamm S;マギュルＳシュタム;
Viking Mail S;Malla Pescado S;Cotte motard S;;Vaiku-Panzer S;ヴァイクＳメイル;
Viking Vest S;Chaleco Pescado S;Tunique motard S;;Vaiku-Weste S;ヴァイクＳレジスト;
Aelucanth Thorax S;Malla Escarabajo S;Petto nécrologie S;;Rowagga-Petto S;ロワーガＳペット;
Aelucanth Pleuron S;Chaleco Escarabajo S;Pectus nécrologie S;;Rowagga-Pectus S;ロワーガＳペクトス;
Rhopessa Thorax S;Malla Mariposa S;Petto papillon S;;Falmir-Petto S;ファルメルＳペット;
Rhopessa Pleuron S;Chaleco Mariposa S;Pectus papillon S;;Falmir-Pectus S;ファルメルＳペクトス;
Artian Mail S;Malla Atia S;Cotte Atia S;;Attia-Panzer S;アーティアＳメイル;
Artian Vest S;Chaleco Atia S;Tunique Atia S;;Attia-Weste S;アーティアＳレジスト;
Dianthus Jacket;Bata flor. Dianthus;Vêtement Dianthus;;Nelken-Gewand;撫子【花衣】;
Bellflower Blouse;Bata flor. Kikyo;Vêtement Kikyo;;Glockenblumen-Gewand;桔梗【花衣】;
Damascus Mail;Coraza Damasco;Cotte Damascus;;Damaskus-Panzer;ダマスクメイル;
Damascus Vest;Chaleco Damasco;Tunique Damascus;;Damaskus-Weste;ダマスクレジスト;
Grand Yamato Doate;Muneate Yamato・Supr;Plastron Yamato S;;Yamato-Muneate S;大和・覇【胴当て】;
Grand Mutsu Doate;Muneate Mutsu ・Supr;Plastron Mutsu S;;Mutsu-Muneate S;陸奥・覇【胴当て】;
Grand Hyuga Muneate;Muneate Hyuga・Supr.;Plastron Hinata S;;Hinata-Muneate S;日向・覇【胸当て】;
Grand Amagi Muneate;Muneate Amagi・Supr.;Plastron Amagi S;;Amagi-Muneate S;天城・覇【胸当て】;
Dark Akantor Aegis;Égida Akantor Oscur;Aegis Akantor sombre;;SchwarzAkantor Aegis;アカムトウルンテ;
Dark Akantor Plate;Placa Akantor Oscur;Plas. Akantor sombre;;SchwAkantor Platte;アカムトウルンペ;
Ukanlos Aegis;Égida Ukanlos;Aegis Ukanlos sombre;;SchwarzUkanlos Aegis;ウカムルウルンテ;
Ukanlos Plate;Placa Ukanlos;Plas. Ukanlos sombre;;SchwUkanlos Platte;ウカムルウルンペ;
Escadora Soul;Alma Escadora;Cuir Escadora;;Escadora-Geist;エスカドラソウル;
Escadora Seele;Zere Escadora;Peau Escadora;;Escadora-Seele;エスカドラゼーレ;
Storm Wrap;Ropa Tormenta;Vêtement tempete;;Unwetter-Gewand;荒天【衣】;
Sky Cover;Ropa Cielo Azul;Vêtement ciel bleu;;Azurhimmel-Gewand;蒼天【衣】;
Slagtoth Cloak S;Manta Zuwaro S;Manteau Zuposu S;;Zuwaloprey-Mantel S;ズワロＳマント;
Slagtoth Wrap S;Capa Zuwaro S;Cape Zuposu S;;Zuwaloprey-Cape S;ズワロＳケープ;
Luxury Bath Towel;Sugata de lujo Yuami;Serviette de bain;;Baderinne S;高級ユアミスガタ;
Acorn Mail S;Malla Bellota S;Cotte de gland S;;Eichel-Panzer S;どんぐりＳメイル;
Acorn Vest S;Chaleco Bellota S;Tunique de gland S;;Eichel-Weste S;どんぐりＳレジスト;
Chakra Necklace;Amuleto Trinidad;Collier trois yeux;;Chakra-Halskette;三眼の首飾り;
ArmamentFront Jacket;Chaqueta Armamento;Veste d'armée;;Höllenjäger-Jacke;武装戦線ジャケット;
ArmamentFront Rider;Corredor Armamento;Blouson d'armée;;Höllenjäger-Leder;武装戦線ライダース;
Hunting Front Jacket;Chaqueta Cazador;Veste de chasse;;Seelenjäger-Jacke;狩猟戦線ジャケット;
Hunting Front Rider;Corredor Cazador;Blouson de chasse;;Seelenjäger-Leder;狩猟戦線ライダース;
Pirate J Suit;Traje Jolly Roger;Manteau pirate J;;Piraten-Anzug J;大海賊Ｊスーツ;
Pirate J Jacket;Chaq. Jolly Roger;Cape pirate J;;Piraten-Jacke J;大海賊Ｊジャケット;
Snake Suit;Traje de Snake;Costume Snake;;Snake-Anzug;スネークスーツ;
Snake Body;Cuerpo de Snake;Veste Snake;;Snake-Körper;スネークボディ;
The Boss Suit;Traje The Boss;Costume the Boss;;The Boss-Anzug;ザ・ボススーツ;
The Boss Body;Cuerpo The Boss;Veste the Boss;;The Boss-Körper;ザ・ボスボディ;
UNIQLO Blazer;Chaqueta UNIQLO (Maestro Espada);Costume UNIQLO;;UNIQLO-Daunen;ユニクロダウン;
UNIQLO Jacket;Chaqueta UNIQLO (Artillero);Veste UNIQLO;;UNIQLO-Jacke;ユニクロジャケット;
Bouya's Jacket;Chaqueta Inf.cazador;Veste Ya Kid;;Boy-Jacke;坊屋ジャケット;
Bouya's Jumper;Jumper Inf.cazador;Blouson Ya Kid;;Boy-Pullover;坊屋ジャンパー;
Bouya's Jacket;Chaqu. Alma Cazador;Veste Ya Kid;;Boy-Jacke;坊屋ジャケット;
Bouya's Jumper;Jumper Alma Cazador;Blouson Ya Kid;;Boy-Pullover;坊屋ジャンパー;
MonHan Jacket;Chaqu. MonsterHunter;Veste Monster Hunter;;MonHan Club-Jacke;モンハン部ジャケット;
MonHan Jersey;Jersey MonsterHunter;Jersey Monster Hunter;;MonHan Club-Jersey;モンハン部ジャージ;
