english;spanish;french;italian;german;japanese;chinese
Deodorant;Desodorante;Déodorant;;Deo;消臭玉;
Psychoserum;Psicosuero;Sérum psy;;Psychoserum;千里眼の薬;
Max Potion;Poción máx.;Potion max;;Maxi-Trank;秘薬;
Ancient Potion;Poción antigua;Potion antique;;Uralter Trank;いにしえの秘薬;
Lifecrystals;Cristales vida;Cristaux de vie;;Lebenskristalle;生命の粉;
Lifepowder;Polvo de vida;Poudre de vie;;Lebenspulver;生命の粉塵;
Catalyst;Catalizador;Catalyseur;;Katalysator;増強剤;
Tranquilizer;Tranquilizante;Tranquillisant;;Betäubungsmittel;捕獲用麻酔薬;
Powercharm;Amuleto de poder;Charme pouvoir;;Kraftamulett;力の護符;
Powertalon;Garra de poder;Griffe pouvoir;;Kraftkralle;力の爪;
Armorcharm;Amuleto armadura;Charme armure;;Panzeramulett;守りの護符;
Armortalon;Garra armadura;Griffe armure;;Panzerkralle;守りの爪;
Raw Meat;Carne cruda;Viande crue;;Rohes Fleisch;生肉;
Poisoned Meat;Carne envenenada;Viande poison;;Giftfleisch;毒生肉;
Tinged Meat;Carne teñida;Viande infectée;;Faules Fleisch;シビレ生肉;
Drugged Meat;Carne drogada;Viande droguée;;Rauschfleisch;眠り生肉;
Rare Steak;Fil. poco hecho;Steak saignant;;Blutiges Steak;生焼け肉;
Well-done Steak;Filete al punto;Steak à point;;Gebratenes Steak;こんがり肉;
Burnt Meat;Carne quemada;Viande brûlée;;Verkohlt.Fleisch;コゲ肉;
Chilled Meat;Carne fría;Viande froide;;Gekühlt. Fleisch;クーラーミート;
Hot Meat;Carne caliente;Viande chaude;;Warmes Fleisch;ホットミート;
Rare Fish;Pesc. poco hecho;Poisson mal cuit;;Halbroher Fisch;生焼け魚;
Gourmet Fish;Pesc. gourmet;Poisson gourmet;;Gourmet-Fisch;こんがり魚;
Burnt Fish;Pesc. tostado;Poisson brûlé;;Verkohlter Fisch;コゲ魚;
Yukumo Egg;Huevo Yukumo;Oeuf de Yukumo;;LngsmGekYukumoEi;ユクモ温泉たまご;
Boomerang;Bumerán;Boomerang;;Bumerang;ブーメラン;
Throwing Knife;Cuchillo lanzam.;Cout. de lancer;;Wurfmesser;投げナイフ;
Poison Knife;Cuch. lanz. ven.;Couteau poison;;Giftmesser;毒投げナイフ;
Sleep Knife;Cuch. somnífero;Cout. somnifère;;Schlafmesser;眠り投げナイフ;
Paralysis Knife;Cuch. paraliz.;Cout. paralysant;;Lähmungsmesser;麻痺投げナイフ;
Tranq Knife;Cuch. tranquil.;Cout. tranq.;;Beruhig.-Messer;捕獲用麻酔ナイフ;
Bomb Casing;Material bomba;Composant bombe;;Bombengehäuse;素材玉;
Paintball;Bola de pintura;Marqueur;;Farbball;ペイントボール;
Flash Bomb;Bomba de luz;Bombe flash;;Blitzbombe;閃光玉;
Sonic Bomb;Bomba sónica;Bombe sonique;;Schallbombe;音爆弾;
Dung;Estiercol;Bouse;;Dung;モンスターのフン;
Wyvern Dung;Estiercol+;Crotte de Wyvern;;Wyvern-Kot;竜のフン;
Dung Bomb;Bomba estiercol;Bombe de bouse;;Dungbombe;こやし玉;
Smoke Bomb;Bomba de humo;Bombe de fumée;;Rauchbombe;けむり玉;
Poison Smoke Bmb;Bomba humo ven.;Bombe de poison;;Giftrauchbombe;毒けむり玉;
Farcaster;Transportador;Transporteur;;Teleporter;モドリ玉;
Tranq Bomb;Bomba tranquil.;Bombe tranq;;Beruhigungsbombe;捕獲用麻酔玉;
Spider Web;Telaraña;Toile d'araignée;;Spinnennetz;クモの巣;
Net;Red;Filet;;Netz;ネット;
Trap Tool;Herram. trampa;Pose-piège;;Fallengerät;トラップツール;
Pitfall Trap;Trampa escollo;Fosse piégée;;Fallgrube;落とし穴;
Shock Trap;Trampa choque;Piège à choc;;Schockfalle;シビレ罠;
Gunpowder;Pólvora;Poudre;;Schießpulver;爆薬;
Small Barrel;Barril pequeño;Petit baril;;Kleines Fass;小タル;
Large Barrel;Barril grande;Grand baril;;Großes Fass;大タル;
Barrel Bomb S;Bomba barril pq.;Pt bombe baril;;Fassbombe S;小タル爆弾;
Barrel Bomb L;Bomba barril gr.;Gd bombe baril;;Fassbombe L;大タル爆弾;
Barrel Bomb L+;Bomba barr. gr.+;Gd bombe barilG;;Fassbombe L+;大タル爆弾Ｇ;
Bounce Bomb;Bomba de rebote;Bombe rebond;;Abprallbombe;打上げタル爆弾;
Felvine Bomb;Bomba Felvine;Bombe Felvine;;Felvine-Bombe;マタタビ爆弾;
JUMP Barrel Bomb;Bomba barr. JUMP;Jolly bombe;;JUMP Fassbombe;ＪＵＭＰタル爆弾;
Polytan Bomb;Bomba Polytan;Polly bombe;;Polytan Bombe;ポリタン爆弾;
Old Pickaxe;Pico antiguo;Vieille pioche;;Alte Spitzhacke;ボロピッケル;
Iron Pickaxe;Pico de hierro;Pioche de fer;;Eisenspitzhacke;ピッケル;
Mega Pickaxe;Megapico;Méga pioche;;Mega-Spitzhacke;ピッケルグレート;
Old Bug Net;Red bichos ant.;Vieux Filinsecte;;Altes Käfernetz;ボロ虫あみ;
Bug Net;Red de bichos;Filinsecte;;Käfernetz;虫あみ;
Mega Bug Net;Megarred bichos;Méga Filinsecte;;Mega-Käfernetz;虫あみグレート;
BBQ Spit;Asador barbacoa;Broche BBQ;;Grillspieß;肉焼きセット;
Whetstone;Piedra de afilar;Aiguisoir;;Wetzstein;砥石;
Huskberry;Baya hueca;Baie-coque;;Hülsenbeere;カラの実;
Bone Husk;Cáscara de hueso;Coque en os;;Knochenhülse;カラ骨;
Normal S Lv1;Dis. normal Nv1;Mn Normale Nv1;;Normal S St1;LV1 通常弾;
Normal S Lv2;Dis. normal Nv2;Mn Normale Nv2;;Normal S St2;LV2 通常弾;
Normal S Lv3;Dis. normal Nv3;Mn Normale Nv3;;Normal S St3;LV3 通常弾;
Pierce S Lv1;Disp. perf. Nv1;Mn Perçante Nv1;;Pierce S St1;LV1 貫通弾;
Pierce S Lv2;Disp. perf. Nv2;Mn Perçante Nv2;;Pierce S St2;LV2 貫通弾;
Pierce S Lv3;Disp. perf. Nv3;Mn Perçante Nv3;;Pierce S St3;LV3 貫通弾;
Pellet S Lv1;D. perdigón Nv1;Mn Plomb Nv1;;Schrot S St1;LV1 散弾;
Pellet S Lv2;D. perdigón Nv2;Mn Plomb Nv2;;Schrot S St2;LV2 散弾;
Pellet S Lv3;D. perdigón Nv3;Mn Plomb Nv3;;Schrot S St3;LV3 散弾;
Crag S Lv1;Disp. expl. Nv1;Mn Explosive Nv1;;Crag S St1;LV1 徹甲榴弾;
Crag S Lv2;Disp. expl. Nv2;Mn Explosive Nv2;;Crag S St2;LV2 徹甲榴弾;
Crag S Lv3;Disp. expl. Nv3;Mn Explosive Nv3;;Crag S St3;LV3 徹甲榴弾;
Clust S Lv1;Disp. grupo Nv1;Mn Fragment Nv1;;Streu S St1;LV1 拡散弾;
Clust S Lv2;Disp. grupo Nv2;Mn Fragment Nv2;;Streu S St2;LV2 拡散弾;
Clust S Lv3;Disp. grupo Nv3;Mn Fragment Nv3;;Streu S St3;LV3 拡散弾;
Flaming S;Disp. llama;Mn Enflammée;;Flamme S;火炎弾;
Water S;Disp. agua;Mn Eau;;Wasser S;水冷弾;
Thunder S;Disp. trueno;Mn Foudre;;Donner S;電撃弾;
Freeze S;Disp. congel.;Mn Gel;;Frost S;氷結弾;
Dragon S;Disp. dragón;Mn Dragon;;Drachen S;滅龍弾;
Slicing S;Disp. Cort.;Mn Tranchante;;Schnitt S;斬裂弾;
Poison S Lv1;Dis. veneno Nv1;Mn Poison Nv1;;Gift S St1;LV1 毒弾;
Poison S Lv2;Dis. veneno Nv2;Mn Poison Nv2;;Gift S St2;LV2 毒弾;
Para S Lv1;Dis. parál. Nv1;Mn Para Nv1;;Lähmung S St1;LV1 麻痺弾;
Para S Lv2;Dis. parál. Nv2;Mn Para Nv2;;Lähmung S St2;LV2 麻痺弾;
Sleep S Lv1;Disp. sueño Nv1;Mn Sommeil Nv1;;Schlaf S St1;LV1 睡眠弾;
Sleep S Lv2;Disp. sueño Nv2;Mn Sommeil Nv2;;Schlaf S St2;LV2 睡眠弾;
Exhaust S Lv1;Disp. debil Nv1;Mn Assommoir Nv1;;Ermüdung S St1;LV1 減気弾;
Exhaust S Lv2;Disp. debil Nv2;Mn Assommoir Nv2;;Ermüdung S St2;LV2 減気弾;
Recov S Lv1;Dis. recup. Nv1;Mn Guérison Nv1;;Genesung S St1;LV1 回復弾;
Recov S Lv2;Dis. recup. Nv2;Mn Guérison Nv2;;Genesung S St2;LV2 回復弾;
Demon S;Disp. demonio;Mn Démon;;Dämon S;鬼人弾;
Armor S;Disp. armadura;Mn Armure;;Rüstung S;硬化弾;
Tranq S;Disp. tranquil.;Mn Tranq;;Beruhigung S;捕獲用麻酔弾;
Paint S;Disp. pintura;Mn Marqueur;;Farbe S;ペイント弾;
No Coating;Sin Revest.;Pas d'Enduit;;Keine Beschichtg;ビン無し;
Empty Bottle;Botella vacía;Bouteille vide;;Leere Flasche;空きビン;
Power Coating;Revest. energía;Enduit énergie;;Kraftbeschichtg;強撃ビン;
C.Range Coating;Revest. contac.;End b. portant;;Nahbreichbschtg;接撃ビン;
Poison Coating;Revest. veneno;Enduit de poison;;Giftbeschichtung;毒ビン;
Para Coating;Revest. parál.;Enduit paralysie;;Lähmbeschichtung;麻痺ビン;
Sleep Coating;Revest. sueño;Enduit sommeil;;Schlafbeschichtg;睡眠ビン;
Exhaust Coating;Revest. Agotam.;Enduit assommoir;;Ermüdbeschichtg;減気ビン;
Paint Coating;Revest. pintura;Enduit peinture;;Farbbeschichtung;ペイントビン;
Worm;Gusano;Ver;;Wurm;釣りミミズ;
Mega Fishing Fly;Megamosca pesca;Luciole;;Megafliegenköder;釣りフィーバエ;
Goldenfish Bait;Cebo pez dorado;Appât Poissondor;;Goldenfischköder;黄金ダンゴ;
Burst Bait;Cebo explosivo;Méga mouche;;Tapirköder;バクダンゴ;
Bountiful Bait;Cebo excelente;Grenouille;;Gr. Fang-Köder;大漁ダンゴ;
Binoculars;Prismáticos;Jumelles;;Fernglas;双眼鏡;
Garbage;Basura;Déchet;;Abfall;もえないゴミ;
Field Horn;Flauta;Flûte;;Jagdhorn;角笛;
Health Horn;Flauta de Salud;Flûte de Santé;;Gesundheitshorn;回復笛;
Antidote Horn;Flauta antídoto;Flûte antidote;;Gegengifthorn;解毒笛;
Demon Horn;Flauta demonio;Flûte du démon;;Dämonenhorn;鬼人笛;
Armor Horn;Flauta armadura;Flûte armure;;Rüstungshorn;硬化笛;
Honey;Miel;Miel;;Honig;ハチミツ;
Herb;Hierba;Herbe;;Kraut;薬草;
Antidote Herb;Hierba antidoto;Herbe antidote;;Gegengiftkraut;げどく草;
Fire Herb;Hierba de fuego;Herbe de feu;;Feuerkraut;火薬草;
Snow Herb;Hierba de Hielo;Herbe de glace;;Gefrorenes Kraut;霜ふり草;
Ivy;Hiedra;Lierre;;Efeu;ツタの葉;
Sleep Herb;Hierba somnífera;Herbe sommeil;;Schlafkraut;ネムリ草;
Sap Plant;Planta de savia;Plante à sève;;Harzpflanze;ネンチャク草;
Felvine;Vid Felyne;Felvine;;Felvine;マタタビ;
Cactus Flower;Flor de cactus;Fleur de cactus;;Kaktusblüte;サボテンの花;
Hot Pepper;Pimiento picante;Piment fort;;Pfefferschote;トウガラシ;
Hypnotic Pollen;Latigo Tulip;Herbe rare;;Geißeltulpe;ムチューリップ;
Blue Mushroom;Seta azul;Champi bleu;;Blaupilz;アオキノコ;
Nitroshroom;Nitroseta;Champinitro;;Nitropilz;ニトロダケ;
Parashroom;Paraliseta;Champaralysie;;Lähmpilz;マヒダケ;
Toadstool;Hongo;Champi vénéneux;;Giftpilz;毒テングダケ;
Exciteshroom;Seta excitante;Champexciteur;;Reizpilz;ドキドキノコ;
Wearyshroom;Seta Bambú;Champi vigueur;;Schlummerpilz;クタビレタケ;
Dragon Toadstool;Hongo dragón;Champi dragon;;Drachengiftpilz;マンドラゴラ;
Bindshroom;Gran Paraliseta;Gros Champara.;;Gr. Lähmpilz;オオマヒシメジ;
Pickaxe Mushroom;Hongo Pico;Champi pioche;;Spitzhackenpilz;ツルハシイタケ;
Paintberry;Baya pintura;Baie-peinture;;Farbbeere;ペイントの実;
Might Seed;Semilla de poder;Graine pouvoir;;Machtsamen;怪力の種;
Adamant Seed;Semilla armadura;Graine armure;;Diamantsamen;忍耐の種;
Nulberry;Baya Resist.;Baie-absorbante;;Blockbeere;ウチケシの実;
Dragonfell Berry;Semilla dragón;Graine dragon;;Drachensamen;龍殺しの実;
Scatternut;Nuez frágil;Frag-noix;;Splitternuss;はじけクルミ;
Needleberry;Baya aguja;Baiguille;;Nadelbeere;ハリの実;
Spikeberry;Baya Acónito;Baie-aconit;;Eisenhutbeere;ツラヌキの実;
Bomberry;Baya bomba;Bombaie;;Bombeere;カクサンの実;
Red Seed;Semilla roja;Graine rouge;;Roter Samen;赤の種;
Green Seed;Semilla verde;Graine verte;;Grüner Samen;緑の種;
Bumblepumpkin;Semilla calabaza;Pépin citrouille;;Pepipo Kürbis;ペピポパンプキン;
Yukumo Wood;Madera Yukumo;Bois de Yukumo;;Yukumo Holz;ユクモの木;
Yukumo Wood+;Madera Yukumo+;Bois de Yukumo+;;Yukumo Hartholz;ユクモの堅木;
High Quality Ash;Ceniza Calidad;Cendre;;Feine Asche;良質な灰;
Whetfish;Caballa cuchillo;Makro couteau;;Wetzfisch;キレアジ;
Sushifish;Pez sushi;Sushipoisson;;Sushifisch;サシミウオ;
Sleepyfish;Pez somnífero;Somnipoisson;;Schlaffisch;眠魚;
Pin Tuna;Atún pincho;Pointhon;;Nadeltunfisch;ハリマグロ;
Popfish;Pez estruendoso;Gargousson;;Polterfisch;はじけイワシ;
Scatterfish;Pez frágil;Frag-poisson;;Splitterfisch;カクサンデメキン;
Burst Arowana;Arrowana revent.;Arrowana éclat;;Berst-Arowana;ハレツアロワナ;
Bomb Arowana;Arrowana bomba;Arrowana bombe;;Bomben-Arowana;バクレツアロワナ;
Small Goldenfish;Pez dorado peq.;Pt Poissondor;;Kl. Goldenfisch;小金魚;
Wanchovy;Sardina Pecado;Sardine;;Sündensardine;シンドイワシ;
Ancient Fish;Pez antiguo;Poisson ancien;;Uralter Fisch;古代魚;
Blue Cutthroat;Gr.Pez Cinturón;Lg pois. cloche;;Gr. Gurtfisch;イチノタチウオ;
Humspun Conch;Ostra Unari;Conque;;BrüllPanzerfisch;うなりうねり貝;
Armored Beakfish;Sábalo Blindado;Alose;;Panzerfisch;ヨロイシダイ;
Sharqskin;Piel Tib. Anc.;Peau requin;;Haihaut;古代鮫の皮;
Insect Husk;Cáscara insecto;Coque d'insecte;;Insektenhülse;虫の死骸;
Hawkmoth Larva;Bicho Orejón;Insecte sonore;;Ohrkäfer;イレグイモムシ;
Stinkhopper;Saltamontes Bon;Insecte sauteur;;Bindegrashüpfer;ボンバッタ;
Snakebee Larva;Larva serpiente;Larve-serpent;;Wurmbienenlarve;ツチハチノコ;
Godbug;Bicho divino;Insecte-dieu;;Götterkäfer;不死虫;
Bitterbug;Bicho amargo;Amerinsecte;;Bitterkäfer;にが虫;
Flashbug;Bicho luminoso;Flashinsecte;;Blitzkäfer;光蟲;
Thunderbug;Bicho eléctrico;Foudrinsecte;;Donnerkäfer;雷光虫;
Carpenterbug;Bicho carpintero;Charpentinsecte;;Tischlerkäfer;セッチャクロアリ;
Killer Beetle;Escar. asesino;Scarabée tueur;;Killerkäfer;キラビートル;
Hercudrome;Hercudrome;Hercudrome;;Herkudrome;ドスヘラクレス;
Mega Thunderbug;Super B. Eléct.;Insecte tonnerre;;SuperDonnerkäfer;超電雷光虫;
King Scarab;Escarabajo rey;Roi scarabée;;Königsskarabäus;王族カナブン;
Rare Scarab;Escarabajo raro;Scarabée rare;;Seltener Skarab.;マレコガネ;
Blossom Cricket;Grillo Sonóro;Criquet sonore;;Schallgrille;ハナスズムシ;
Butterfly Beetle;Gran Mariposa;Grand machaon;;GrSchwalbschwanz;オオクワアゲハ;
Stone;Piedra;Pierre;;Stein;石ころ;
Iron Ore;Mineral hierro;Minerai de fer;;Eisenerz;鉄鉱石;
Earth Crystal;Cristal tierra;Cristal de terre;;Erdkristall;大地の結晶;
Machalite Ore;Min. Machalita;Miner. Machalite;;Machalit-Erz;マカライト鉱石;
Pelagicite Ore;Min. Pelagicita;Mine. Pelagicite;;Pelagizit-Erz;シーブライト鉱石;
Bealite Ore;Mineral Bealita;Minerai Béalite;;Bearerit-Erz;ベアライト石;
Isisium;Isio;Isisium;;Isisium;アイシスメタル;
Lightcrystal;Cristal ligero;Cristal lumière;;Lichtkristall;ライトクリスタル;
Dragonite Ore;Min. Dragonita;Miner. Dragonite;;Drachenit-Erz;ドラグライト鉱石;
Lava Nugget;Trozo Lava;Bloc de lave;;Lavaklumpen;溶岩塊;
Firestone;Piedra fuego;Pierre-feu;;Feuerstein;紅蓮石;
Carbalite Ore;Min. Carbalita;Miner. Carbalite;;Karbalit-Erz;カブレライト鉱石;
Bathycite Ore;Min. Depsolita;Miner. Bathycite;;Bathyzit-Erz;デプスライト鉱石;
Fucium Ore;Mineral de unión;Minerai union;;Bindungserz;ユニオン鉱石;
Gracium;Gracium;Gracium;;Gracium;グラシスメタル;
Firecell Stone;Piedra lava;Pierre-lave;;Feuerzellenstein;獄炎石;
Ice Crystal;Cristal hielo;Cristal glacé;;Eiskristall;氷結晶;
Rainbow Crystal;Cristal	Arcoiris;Minerai arc-en-c;;Rgnbogenkristall;虹水晶;
Mystery Bone;Hueso misterioso;Os mystère;;Rätselknochen;なぞの骨;
Unknown Skull;Cráneo desconoc.;Crâne inconnu;;Anonymer Schädel;なぞの頭骨;
Bone;Hueso;Os;;Knochen;棒状の骨;
Monster Bone S;H. monstr. pq.;Os monstre petit;;Monsterknochen S;竜骨【小】;
Monster Bone M;H. monstr. med.;Os monstre moyen;;Monsterknochen M;竜骨【中】;
Monster Bone L;H. monstr. gr.;Os monstre grand;;Monsterknochen L;竜骨【大】;
Monster Bone+;Hueso monstruo+;Os de monstre+;;Monsterknochen+;上竜骨;
Monster Keenbone;Hueso Fuerte;Os monstre dur;;SchrfMnsterknoch;尖竜骨;
Monster Hardbone;H. monstruo duro;Os monstre lourd;;Monsterknochen X;堅竜骨;
Avian Finebone;Hueso Wyv. Ave;Os Wyvern aviaire;;Vogelwyvern-Kn;上質な鳥竜骨;
Jumbo Bone;Hueso gigante;Os de géant;;Riesenknochen;大きな骨;
Stout Bone;Hueso sólido;Os résistant;;Robuster Knochen;堅牢な骨;
Dragonbone Relic;Hueso Drg. Anc.;Relique os dragon;;Drachenkn.Relikt;いにしえの龍骨;
Wyvern Fang;Colmillo Wyvern;Croc de wyvern;;Wyvern-Reißzahn;竜の牙;
Wyvern Claw ;Garra Wyvern;Griffe de wyvern;;Wyvern-Klaue;竜の爪;
Bird Wyvern Gem;Gema ave Wyvern;P. wyv. aviaire;;VogelwyvernStein;鳥竜玉;
Wyvern Stone;Piedra de Wyvern;Pierre wyvern;;Wyvern-Stein;竜玉;
ElderDragonBlood;Sangre dr. anc.;Sang Anc. dragon;;DrachÄltestBlut;古龍の血;
Screamer;Lanzagritos;Hurleur;;Kreischer;鳴き袋;
Poison Sac;Bolsa de veneno;Poche de poison;;Giftbeutel;毒袋;
Toxin Sac;Bolsa de toxinas;Poche de toxine;;Toxinbeutel;猛毒袋;
Paralysis Sac;Bolsa parálisis;Poche paralysie;;Lähmbeutel;麻痺袋;
Omniplegia Sac;Bolsa Inmovil.;Poche immobilis.;;Strk. Lähmbeutel;強力麻痺袋;
Sleep Sac;Bolsa somnífera;Poche somnifère;;Schlafbeutel;睡眠袋;
Coma Sac;Bolsa de coma;Poche de coma;;Komabeutel;昏睡袋;
Flame Sac;Bolsa de llama;Poche de flamme;;Flammenbeutel;火炎袋;
Inferno Sac;Bolsa infernal;Poche infernale;;Höllenbeutel;爆炎袋;
Aqua Sac;Bolsa de Agua;Poche d'eau;;Wasserbeutel;水袋;
Torrent Sac;Bolsa Aquosa;Poche aqueuse;;Flutbeutel;大水袋;
Thunder Sac;Bolsa de trueno;Poche de foudre;;Donnerbeutel;電撃袋;
Frost Sac;Bolsa de Hielo;Poche de glace;;Frostbeutel;氷結袋;
Freezer Sac;Bolsa Congelada;Poche de givre;;Erfrierbeutel;凍結袋;
Dash Extract;Extracto poder;Extrait pouvoir;;Sprint-Extrakt;狂走エキス;
Pale Extract;Extracto pálido;Extrait pâle;;Helles Extrakt;アルビノエキス;
Monster Fluid;Fluido monstruo;Fluide monstre;;Monsterfluid;モンスターの体液;
Monster Broth;Caldo monstruo;Brouet monstre;;Monsterbrühe;モンスターの濃汁;
Gargwa Feather;Ave Entera;Plume Gagua;;Gahga-Flügel;丸鳥の羽;
Kelbi Horn;Cuerno de Kelbi;Corne Kelbi;;Kelbi-Horn;ケルビの角;
Warm Pelt;Piel cálida;Fourrure chaude;;Warmer Pelz;暖かい毛皮;
High-Qualty Pelt;Piel alta cal.;Peau gde qualité;;HochwertigerPelz;上質な毛皮;
Anteka Antlers;Astas de Anteka;Bois d'Anteka;;Anteka-Geweih;ガウシカの角;
Rhenoplos Shell;Escama Rhenoplos;Carap. Rhenoplos;;Rhenoplos-Panzer;草食竜の甲殻;
Rheno Carapace;Esc. Rhenoplos+;Cuira. Rhenoplos;;Rheno-RückenPnz.;草食竜の堅殻;
Rhenoplos Scalp;Concha Rhenoplos;Scalp Rhenoplos;;Rhenoplos-Skalp;草食竜の頭殻;
Slagtoth Hide;Piel Zuwaroposu;Peau Zuwaroposu;;Zuwalo-Haut;垂皮竜の皮;
Slagtoth Hide+;Piel Zuwaroposu+;Peau Zuwaroposu+;;Zuwalo-Haut+;垂皮竜の上皮;
Big Fin;Aleta Gigante;Grande nageoire;;Große Flosse;大きなヒレ;
Quality Fin;Filete Gourmet;Nag. de qualité;;Qualitätsflosse;上質なヒレ;
Sharpened Fang;Diente Afilado;Croc aiguisé;;GeschärfterRzahn;とがった牙;
Velvety Hide;Cuero Suave;Cuir feutré;;Samthaut;なめらかな皮;
Bnahabra Shell;Escama Bnahabra;Carap. Bnahabra;;Bnahabra-Panzer;飛甲虫の甲殻;
Bnaha Carapace;Escama Bnahabra+;Cuira. Bnahabra;;BnahabraRückenpz;飛甲虫の堅殻;
Bnahabra Wing;Ala de Bnahabra;Aile Bnahabra;;Bnahabra-Flügel;飛甲虫の羽;
Bnahabra Spine;Púa Bnahabra;Dard Bnahabra;;Bnahabra-Stachel;飛甲虫の麻痺針;
Altaroth Jaw;Mand. Altharot;Mach. Altaroth;;Altaroth-Kiefer;甲虫の大顎;
Altaroth Stomach;Bolsa Altharot;Estomac Altaroth;;Altaroth-Magen;甲虫の腹袋;
Quality Sac;Bolsa Altharot+;Poche de qualité;;Qualitätsbeutel;上質な腹袋;
Bullfango Pelt;Piel Bullfango;Peau Bullfango;;Bullfango-Fell;ファンゴの毛皮;
Bullfango Head;Cabeza Bullfango;Tête Bullfango;;Bullfango-Kopf;ファンゴの頭;
Bulldrome Hide;Piel Bulldrome;Peau Bulldrome;;Bulldrome-Haut;大猪の皮;
Bulldrome Hide+;Piel Bulldrome+;Peau Bulldrome+;;Bulldrome-Haut+;大猪の硬い皮;
Bulldrome Tusk;Colm. Bulldrome;Déf. Bulldrome;;Bulldrome-Hauer;大猪の牙;
Jaggi Scale;Escama Jaggi;Ecaille Jaggi;;Jaggi-Schuppe;ジャギィの鱗;
Jaggi Scale+;Escama Jaggi+;Ecaille Jaggi+;;Jaggi-Schuppe+;ジャギィの上鱗;
Jaggi Hide;Piel Jaggi;Cuir Jaggi;;Jaggi-Haut;ジャギィの皮;
Bird Wyvern Fang;Colm. ave Wyvern;CrocWyv. aviaire;;VogelwyvReißzahn;鳥竜種の牙;
G.Jaggi Hide;Piel G. Jaggi;Cuir grand Jaggi;;Gr. Jaggi-Haut;狗竜の皮;
G.Jaggi Hide+;Piel. G. Jaggi+;Cuir gd Jaggi+;;Gr. Jaggi-Haut+;狗竜の上皮;
G.Jaggi Claw;Garra G. Jaggi;Griffe gd Jaggi;;Gr. Jaggi-Klaue;狗竜の爪;
G.Jaggi Claw+;Garra G. Jaggi+;Grif. gd Jaggi+;;Gr. Jaggi-Klaue+;狗竜の尖爪;
King's Frill;Adorno Real;Collerette roi;;Königsrüsche;王者のエリマキ;
G.Jaggi Head;Cráneo Jaggi;Tête grand Jaggi;;Gr. Jaggi-Kopf;狗竜の頭;
Wroggi Scale;Esc. Furogi;Ecaille Froggi;;Froggi-Schuppe;フロギィの鱗;
Wroggi Scale+;Esc. Furogi+;Ecaille Froggi+;;Froggi-Schuppe+;フロギィの上鱗;
Wroggi Hide;Piel Furogi;Cuir Froggi;;Froggi-Haut;フロギィの皮;
Wroggi Fang;Colmillo Furogi;Croc Froggi;;Froggi-Giftrßzhn ;フロギィの毒牙;
G.Wroggi Hide;Piel G. Furogi;Cuir gd. Froggi;;Gr. Froggi-Haut;毒狗竜の皮;
G.Wroggi Hide+;Piel G. Furogi+;Cuir gd. Froggi+;;Gr. Froggi-Haut+;毒狗竜の上皮;
G.Wroggi Brace;Concha G. Furogi;Carap. gd Froggi;;GrFroggi-Schiene;毒狗竜の腕甲;
G.Wroggi Brace+;Con. G. Furogi+;Cuira. gd Froggi;;GrFroggiSchiene+;毒狗竜の堅腕甲;
King's Beak;Pico Furogi;Sac venin solide;;Herrscherschnabl;王者のクチバシ;
