english;spanish;french;italian;german;japanese;chinese
Attack Jewel 1;Ataque +1 [1];Joyau attaque[1];;Angriff [1];攻撃珠【１】;
Attack Jewel 2;Ataque +3 [2];Joyau féroce[2];;Angriff [2];攻撃珠【２】;
Attack Jewel 3;Ataque +5 [3];Joyau assaut[3];;Angriff [3];攻撃珠【３】;
Expert Jewel 1;Experto +1 [1];Joyau expert[1];;Experte [1];達人珠【１】;
Expert Jewel 2;Experto +3 [2];Joyau expert[2];;Experte [2];達人珠【２】;
Expert Jewel 3;Experto +5 [3];Joyau expert[3];;Experte [3];達人珠【３】;
Disabler Jewel 1;Atq espec.+1[1];Jy att. spéc.[1];;Abschalt [1];特攻珠【１】;
Disabler Jewel 2;Atq espec.+3[2];Jy att. spéc.[2];;Abschalt [2];特攻珠【２】;
Element Jewel 1;Atq. Elem.+1[1];Joyau élémen.[1];;Element [1];属攻珠【１】;
Element Jewel 3;Atq. Elem.+4[3];Joyau élémen.[3];;Element [3];属攻珠【３】;
Blaze Jewel 1;Fuego Inc +1[1];Joyau att. feu[1];;Karmesin [1];火炎珠【１】;
Blaze Jewel 2;Fuego Inc +3[2];Joyau att. feu[2];;Karmesin [2];火炎珠【２】;
Stream Jewel 1;Agua Inc +1 [1];Joyau att. eau[1];;Sturzflut [1];流水珠【１】;
Stream Jewel 2;Agua Inc +3 [2];Joyau att. eau[2];;Sturzflut [2];流水珠【２】;
Bolt Jewel 1;Trueno Inc+1[1];Joyau att. fdr[1];;Sturm [1];雷光珠【１】;
Bolt Jewel 2;Trueno Inc+3[2];Joyau att. fdr[2];;Sturm [2];雷光珠【２】;
Frost Jewel 1;Hielo Inc +1[1];Joyau att. glc[1];;Gletscher [1];氷結珠【１】;
Frost Jewel 2;Hielo Inc +3[2];Joyau att. glc[2];;Gletscher [2];氷結珠【２】;
Dragon Jewel 1;Dragón Inc+1[1];Joyau att. drg[1];;Drachenfluch [1];破龍珠【１】;
Dragon Jewel 2;Dragón Inc+3[2];Joyau att. drg[2];;Drachenfluch [2];破龍珠【２】;
Tenderizer Jwl 1;Aguijón +1 [1];Jy coup broy.[1];;HarterSchlag [1];痛撃珠【１】;
Tenderizer Jwl 3;Aguijón +4 [3];Jy coup broy.[3];;HarterSchlag [3];痛撃珠【３】;
Destroyer Jwl 1;Golpe Pes.+1[1];Jy frap. lrd [1];;SchwerSchlag [1];重撃珠【１】;
Destroyer Jwl 3;Golpe Pes.+4[3];Jy frap. lrd [3];;SchwerSchlag [3];重撃珠【３】;
Capacity Jewel 1;Carga +1 [1];Jy chargement[1];;Laden [1];装填珠【１】;
Capacity Jewel 3;Carga +4 [3];Jy chargement[3];;Laden [3];装填珠【３】;
Charger Jewel 1;CargaRápid+1[1];Jy charge rap.[1];;Kurzladen [1];短縮珠【１】;
Charger Jewel 3;CargaRápid+4[3];Jy charge rap.[3];;Kurzladen [3];短縮珠【３】;
Throttle Jewel 1;Determin. +1[1];Jy plein gaz[1];;Entladen [1];全開珠【１】;
Throttle Jewel 2;Determin. +3[2];Jy plein gaz[2];;Entladen [2];全開珠【２】;
KO Jewel 1;KO +1 [1];Joyau KO[1];;KO [1];ＫＯ珠【１】;
KO Jewel 2;KO +3 [2];Joyau KO[2];;KO [2];ＫＯ珠【２】;
Drain Jewel 1;Atq.Fatiga+1[1];Joyau spoilé[1];;Räuber [1];奪気珠【１】;
Drain Jewel 2;Atq.Fatiga+3[2];Joyau spoilé[2];;Räuber [2];奪気珠【２】;
Potential Jwl 1;Potencial +1[1];Joyau crise[1];;Gefahr [1];底力珠【１】;
Potential Jwl 2;Potencial +3[2];Joyau crise[2];;Gefahr [2];底力珠【２】;
Fortitude Jwl 1;Sobreviv. +1[1];Joyau courage[1];;Kraft [1];逆境珠【１】;
Fortitude Jwl 2;Sobreviv. +3[2];Joyau courage[2];;Kraft [2];逆境珠【２】;
Bombardier Jwl 1;SubFueBomb+2[1];Jy bombardier[1];;Bombardier [1];爆師珠【１】;
Sonorous Jewel 1;Cuerno +2 [1];Joyau fifre[1];;Pfeif [1];鼓笛珠【１】;
Artillery Jwl 1;Artilleria+2[1];Jy artillerie[1];;Haubhitze [1];砲術珠【１】;
Defense Jewel 1;Defensa +1 [1];Joyau défense[1];;Verteidigung [1];防御珠【１】;
Defense Jewel 2;Defensa +3 [2];Joyau défense[2];;Verteidigung [2];防御珠【２】;
Resistor Jewel 1;Res. Plaga+1[1];Joyau résist.[1];;Widerstand [1];属耐珠【１】;
Resistor Jewel 3;Res. Plaga+4[3];Joyau résist.[3];;Widerstand [3];属耐珠【３】;
Fire Res Jewel 1;R. Fuego +1 [1];Joy rés. feu[1];;FeuerVerteid [1];耐火珠【１】;
Nul-Fire Jewel 1;R. Fuego +2 [1];Joy rés. feu+[1];;FeuerVerteid [2];制火珠【１】;
Water Res Jwl 1;R. Agua +1 [1];Joy rés. eau[1];;WsserVerteid [1];耐水珠【１】;
Nul-Water Jwl 1;R. Agua +2 [1];Joy rés. eau+[1];;WsserVerteid [2];制水珠【１】;
ThunderRes Jwl 1;R. Trueno +1[1];Joy rés. fdr[1];;DonnrVerteid [1];耐雷珠【１】;
Nul-Thundr Jwl 1;R. Trueno +2[1];Joy rés. fdr+[1];;DonnrVerteid [2];制雷珠【１】;
Ice Res Jewel 1;R. Hielo +1 [1];Joy rés. glc[1];;Eis Verteidig [1];耐氷珠【１】;
Nul-Ice Jewel 1;R. Hielo +2 [1];Joy rés. glc+[1];;Eis Verteidig [2];制氷珠【１】;
Dragon Res Jwl 1;R. Dragón +1[1];Joy rés. drg[1];;DrachVerteid [1];耐龍珠【１】;
Nul-Dragon Jwl 1;R. Dragón +2[1];Joy rés. drg+[1];;DrachVerteid [2];制龍珠【１】;
Protection Jwl 1;Protección+1[1];Joyau protec.[1];;Schutz [1];加護珠【１】;
Asylum Jewel 1;Protección+2[1];Joyau refuge[1];;Göttl.Schutz [1];神護珠【１】;
Vitality Jewel 1;Salud +2 [1];Joyau vitalité[1];;Lebenskraft [1];体力珠【１】;
Recovery Jewel 1;Vel. recup+1[1];Jy récup. rap.[1];;SchnellGenes [1];早復珠【１】;
Recovery Jewel 2;Vel. recup+3[2];Jy récup. rap.[2];;SchnellGenes [2];早復珠【２】;
Medicine Jewel 1;Niv. recup+1[1];Joyau guérison[1];;Heilung [1];治癒珠【１】;
Medicine Jewel 2;Niv. recup+3[2];Joyau guérison[2];;Heilung [2];治癒珠【２】;
Evasion Jewel 1;Evadir +1 [1];Joyau évasion[1];;Ausweich [1];回避珠【１】;
Evasion Jewel 2;Evadir +3 [2];Joyau évasion[2];;Ausweich [2];回避珠【２】;
Jumping Jewel 1;Dis.Evadir+1[1];Joyau saut[1];;Sprung [1];跳躍珠【１】;
Jumping Jewel 3;Dis.Evadir+4[3];Joyau saut[3];;Sprung [3];跳躍珠【３】;
Sheathe Jewel 1;Vel.Guarda+1[1];Jy paiem. rap.[1];;Armieren [1];速納珠【１】;
Sheathe Jewel 2;Vel.Guarda+3[2];Jy paiem. rap.[3];;Armieren [2];速納珠【２】;
TrapMastr Jwl 1;TrampaRap.+2[1];Joyau pièges [1];;Fallenmeister [1];罠師珠【１】;
Gobbler Jewel 1;Comer +1 [1];Joyau gourmand[1];;Verschlingen [1];早食珠【１】;
Gobbler Jewel 3;Comer +4 [3];Joyau gourmand[3];;Verschlingen [3];早食珠【３】;
Sprinter Jewel 1;Resist. +1 [1];Joyau sprinter[1];;Sprinter [1];強走珠【１】;
Sprinter Jewel 3;Resist. +4 [3];Joyau sprinter[3];;Sprinter [3];強走珠【３】;
Physique Jewel 1;Yoga +1 [1];Joyau physique[1];;Figur [1];体術珠【１】;
Physique Jewel 2;Yoga +3 [2];Joyau physique[2];;Figur [2];体術珠【２】;
Refresh Jewel 1;Rec.Resist+1[1];Joyau vigueur[1];;Frühgeist [1];早気珠【１】;
Refresh Jewel 2;Rec.Resist+3[2];Joyau vigueur[2];;Frühgeist [2];早気珠【２】;
Hungerless Jwl 1;Hambre +2 [1];Joyau rassasié[1];;Kein-Essen [1];無食珠【１】;
Metabolism Jwl 1;Glotoneria+2[1];Jy métabolisme[1];;Stoffwechsl. [1];食漢珠【１】;
Fate Jewel 1;Destino +1 [1];Joyau destin[1];;Schicksal [1];運気珠【１】;
Fate Jewel 3;Destino +4 [3];Joyau destin[3];;Schicksal [3];運気珠【３】;
Capture Jewel 1;Captura +1 [1];Joyau capture[1];;Fangen [1];捕獲珠【１】;
Capture Jewel 3;Captura +4 [3];Joyau capture[3];;Fangen [3];捕獲珠【３】;
Carver Jewel 1;Cortar +1 [1];Joyau dépeceur[1];;Fellschneid [1];皮剥珠【１】;
Carver Jewel 3;Cortar +4 [3];Joyau dépeceur[3];;Fellschneid [3];皮剥珠【３】;
Transportr Jwl 1;Mochilero +2[1];Joyau routard[1];;Rucksack [1];運搬珠【１】;
Gathering Jwl 1;Recogida +2 [1];Joyau récolte[1];;Sammeln [1];採取珠【１】;
Spree Jewel 1;Vel. recog+2[1];Joyau fête[1];;Sammelspaß [1];速集珠【１】;
Blessing Jewel 1;Capricho +2 [1];Jy bénédiction[1];;Segen [1];祝福珠【１】;
Friendship Jwl 1;Área ampl.+1[1];Joyau amitié[1];;Freundsch. [1];友愛珠【１】;
Friendship Jwl 2;Área ampl.+3[2];Joyau amitié[2];;Freundsch. [2];友愛珠【２】;
Psychic Jewel 1;VisPsiquic+2[1];Joyau psychique[1];;Vision [1];千里珠【１】;
Professor Jwl 1;Combinar +2 [1];Joyau prof. [1];;Professor [1];博士珠【１】;
Factory Jewel 1;Combinador+2[1];Joyau fabrique[1];;Fertigung [1];弾製珠【１】;
Enduring Jewel 1;Duración +2 [1];Joyau éternel[1];;Dauer [1];持続珠【１】;
Perception Jwl 1;Observar +2 [1];Jy perception[1];;Wahrnehmung [1];観察珠【１】;
Dungmaster Jwl 1;Estiercol+2 [1];Jy fertilisant[1];;Dungmeister [1];肥師珠【１】;
Ranger Jewel 1;Cazador +2 [1];Joyau chasseur[1];;Jäger [1];狩人珠【１】;
Ninja Jewel 1;Sentido +2 [1];Joyau ninja[1];;Ninja [1];忍脚珠【１】;
Handicraft Jwl 1;Artesano +1 [1];Joyau artisan[1];;Kunsthandw. [1];匠珠【１】;
Handicraft Jwl 3;Artesano +4 [3];Joyau artisan[3];;Kunsthandw. [3];匠珠【３】;
Fencer Jewel 1;Esgrima +1 [1];Joyau escrime[1];;Fechten [1];剣豪珠【１】;
Fencer Jewel 3;Esgrima +4 [3];Joyau escrime[3];;Fechten [3];剣豪珠【３】;
Razor Jewel 1;Afilado +1 [1];Joyau rasoir[1];;Klingen [1];斬鉄珠【１】;
Razor Jewel 3;Afilado +4 [3];Joyau rasoir[3];;Klingen [3];斬鉄珠【３】;
Draw Jewel 1;Desen.crit+1[1];Jy dégainage [1];;Hieb [1];抜刀珠【１】;
Draw Jewel 2;Desen.crit+3[2];Jy dégainage [2];;Hieb [2];抜刀珠【２】;
Gambit Jewel 1;Desenv. KO+1[1];Joyau manœuvre[1];;Gambit [1];抜打珠【１】;
Gambit Jewel 3;Desenv. KO+4[3];Joyau manœuvre[3];;Gambit [3];抜打珠【３】;
Ironwall Jewel 1;Guardia +1 [1];Jy mur de fer[1];;EisnVorhang [1];鉄壁珠【１】;
Ironwall Jewel 2;Guardia +3 [2];Jy mur de fer[2];;EisnVorhang [2];鉄壁珠【２】;
Shield Jewel 1;Subir prot+1[1];Joyau bouclier[1];;Mauer [1];強壁珠【１】;
Shield Jewel 2;Subir prot+3[2];Joyau bouclier[2];;Mauer [2];強壁珠【２】;
Grinder Jewel 1;Afilador +2 [1];Joyau broyeur[1];;Schleif [1];研磨珠【１】;
Forceshot Jwl 1;SubirDNorm+1[1];Jy tir puissant[1];;StarkSchss [1];強弾珠【１】;
Forceshot Jwl 3;SubirDNorm+4[3];Jy tir puissant[3];;StarkSchss [3];強弾珠【３】;
Pierce Jewel 1;SubirDPerf+1[1];Joyau normal[1];;Pierce [1];貫通珠【１】;
Pierce Jewel 3;SubirDPerf+4[3];Joyau normal[3];;Pierce [3];貫通珠【３】;
Pellet Jewel 1;SubirDPerd+1[1];Joyau plomb[1];;Schrot [1];散弾珠【１】;
Pellet Jewel 3;SubirDPerd+4[3];Joyau plomb[3];;Schrot [3];散弾珠【３】;
ShotPlus Jewel 1;AñDNormal +1[1];Jy supercharge[1];;Normal-Bonus [1];加弾珠【１】;
ShotPlus Jewel 2;AñDNormal +3[2];Jy supercharge[2];;Normal-Bonus [2];加弾珠【２】;
PiercePlus Jwl 1;AñDPerf +2 [1];Jy mn normale [1];;Pierce-Bonus [1];加貫珠【１】;
PelletPlus Jwl 1;AñDPerd +2 [1];Jy mn plomb [1];;Schrot-Bonus [1];加散珠【１】;
CragPlus Jewel 1;AñDispBomb+2[1];Jy mn explo.[1];;Crag-Bonus [1];加榴珠【１】;
ClustPlus Jwl 1;AñDispGr +1 [1];Jy mn fragment[1];;Streu-Bonus [1];加拡珠【１】;
Slice Plus Jwl 1;Aña.Corta.+2[1];Jy mn tranch.[1];;Schneid-Bonus [1];加斬珠【１】;
Salvo Jewel 1;Fue.Rápido+1[1];Joyau salve[1];;Salve [1];速射珠【１】;
Salvo Jewel 3;Fue.Rápido+4[3];Joyau salve[3];;Salve [3];速射珠【３】;
Quickload Jwl 1;Vel.Recarg+1[1];Jy rech. rap.[1];;Frühaufst. [1];早填珠【１】;
Quickload Jwl 2;Vel.Recarg+3[2];Jy rech. rap.[2];;Frühaufst. [2];早填珠【２】;
Absorber Jewel 1;Retroceso +1[1];Jy absorbeur[1];;Rckstoßlos [1];抑反珠【１】;
Absorber Jewel 3;Retroceso +4[3];Jy absorbeur[3];;Rckstoßlos [3];抑反珠【３】;
Sniper Jewel 1;Presic. +2 [1];Joyau sniper[1];;Scharfschtz [1];点射珠【１】;
Paracoat Jwl 1;Bot.pará. +1[1];Jy end. para. [1];;ParaBeschicht[1];痺瓶珠【１】;
Paracoat Jwl 2;Bot.pará. +3[2];Jy end. para. [2];;ParaBeschicht[2];痺瓶珠【２】;
Sleepcoat Jwl 1;Bot.sueño +2[1];Jy end. sommeil[1];;SchlBeschicht[1];眠瓶珠【１】;
Poisoncoat Jwl 1;Bot.veneno+2[1];Jy end. poison[1];;GiftBeschicht[1];毒瓶珠【１】;
Powercoat Jwl 1;Bot.Poder +1[1];Jy end. force[1];;KrftBeschicht[1];強瓶珠【１】;
Powercoat Jwl 2;Bot.Poder +3[2];Jy end. force[2];;KraftBeschicht[2];強瓶珠【２】;
Rangecoat Jwl 1;Bot.Cont. +2[1];Jy end. conn.[1];;KmboBeschicht[1];接瓶珠【１】;
Draincoat Jwl 1;AñaFatiga +2[1];Jy end. dimi.[1];;ErmdBeschicht[1];減瓶珠【１】;
