english;spanish;french;italian;german;japanese;chinese
Basarios Mail;Malla de Basarios;Cotte Basarios;Cotta Basarios;Basarios-Panzer;;
Basarios Vest;Chaleco de Basarios;Tunique Basarios;Pettorina Basarios;Basarios-Weste;;
Monoblos Mail;Malla de Monoblos;Cotte Monoblos;Cotta Monoblos;Monoblos-Panzer;;
Monoblos Vest;Chaleco de Monoblos;Tunique Monoblos;Pettorina Monoblos;Monoblos-Weste;;
Yian Garuga Mail;Malla de Yian Garuga;Cotte Yian Garuga;Cotta Yian Garuga;Yian Garuga-Gewand;;
Yian Garuga Vest;Chal. Yian Garuga;Tunique Yian Garuga;Pettorina YianGaruga;Yian Garuga-Weste;;
Blango Mail;Malla de Blango;Cotte Blango;Cotta di Blango;Blango-Panzer;;
Blango Vest;Chaleco de Blango;Tunique Blango;Pettorina di Blango;Blango-Weste;;
Ceanataur Mail;Malla de Ceanataur;Cotte Ceanataur;Cotta di Ceanataur;Ceanataur-Panzer;;
Ceanataur Vest;Chaleco de Ceanataur;Tunique Ceanataur;Pettorina Ceanataur;Ceanataur-Weste;;
Rathian Mail;Malla de Rathian;Cotte Rathian;Cotta Rathian;Rathian-Panzer;;
Rathian Vest;Chaleco de Rathian;Tunique Rathian;Pettorina Rathian;Rathian-Weste;;
Tigrex Mail;Malla de Tigrex;Cotte Tigrex;Cotta di Tigrex;Tigrex-Panzer;;
Tigrex Vest;Chaleco de Tigrex;Tunique Tigrex;Pettorina di Tigrex;Tigrex-Weste;;
Rathalos Mail;Malla de Rathalos;Cotte Rathalos;Cotta Rathalos;Rathalos-Panzer;;
Rathalos Vest;Chaleco de Rathalos;Tunique Rathalos;Pettorina Rathalos;Rathalos-Weste;;
Diablo Mail;Malla de Diablos;Cotte Diablos;Cotta di Diablos;Diablos-Panzer;;
Diablo Vest;Chaleco de Diablos;Tunique Diablos;Pettorina di Diablos;Diablos-Weste;;
Gravios Mail;Malla de Gravios;Cotte Gravios;Cotta Gravios;Gravios-Panzer;;
Gravios Vest;Chaleco de Gravios;Tunique Gravios;Pettorina Gravios;Gravios-Weste;;
Diablo Mail D;Malla de Diablos D;Cotte Diablos D;Cotta di Diablos D;Diablos-Panzer D;;
Diablo Vest D;Chaleco de Diablos D;Tunique Diablos D;Pettorina Diablos D;Diablos-Weste D;;
Gravios Mail D;Malla de Gravios D;Cotte Gravios D;Cotta Gravios D;Gravios-Panzer D;;
Gravios Vest D;Chaleco de Gravios D;Tunique Gravios D;Pettorina Gravios D;Gravios-Weste D;;
Moss Breastplate;Peto de Moss;Plastron Mosswine;Pettorale Moss;Moss-Brustharnisch;;
Giaprey Body;Cuerpo de Giaprey;Plastron Giaprey;Corpo di Giaprey;Giaprey-Leib;;
Velociprey Body;Cuerpo de Velociprey;Plastron Velociprey;Corpo Velociprey;Velociprey-Leib;;
(dummy)Famitsu T-Shirt;(dummy)Famitsu T-Shirt;(dummy)Famitsu T-Shirt;(dummy)Famitsu T-Shirt;(dummy)Famitsu T-Shirt;;
Hunting Soul T-Shirt;Camis. Cazador Almas;T-s. âme chasseresse;Magl. Anima Caccia;Jägerseelen-T-Shirt;;
Bistro Jacket;Chaqueta de Chef;Gilet Bistro;Giacca Bistro;Bistro-Jacke;;
Genprey Body;Cuerpo de Genprey;Plastron Genprey;Corpo Genprey;Genprey-Leib;;
Black Belt Mail;Malla cinturón Negro;Cot. ceinture noire;Cotta Cintura Nera;Schwarzgurt-Panzer;;
Shinobi Suit (Sun);Traje Shinobi (Sol);Cost. Shinobi Soleil;Abito Shinobi (Sole);Shinobi-Gewand Sonne;;
Shinobi Suit (Moon);Traje Shinobi (Luna);Cost. Shinobi Lune;Abito Shinobi (Luna);Shinobi-Gewand Mond;;
Guild Knight Suit;Traje Cab. Gremio;Veste de la guilde;Abito Cav. Gilda;Gildenrittergewand;;
Guild Knight Vest;Chaleco Cab. Gremio;Tunique de la guilde;Pettorina Cav. Gilda;Gildenritterweste;;
Guardian Suit;Traje de Guardián;Costume du gardien;Abito Guardiano;Wächter-Gewand;;
Guardian Vest;Chaleco de Guardián;Tunique du gardien;Pettorina Guardiano;Wächter-Weste;;
Maiden's Vest;Chaleco de Doncella;Tunique demoiselle;Pettorina da Donna;Magdweste;;
Personal Vest;Chaleco Personal;Tunique personnelle;Pettorina Personale;Persönliche Weste;;
Helper Vest;Chaleco de Ayudante;Tunique aide;Pettorina Aiutante;Helfer-Weste;;
Healer Vest;Chaleco de Sanador;Tunique guérisseuse;Pettorina Guaritr.;Heiler-Weste;;
Ioprey Body;Cuerpo de Ioprey;Plastron Ioprey;Corpo Ioprey;Ioprey-Leib;;
Remobra Suit;Traje de Remobra;Costume Remobra;Abito di Remobra;Remobra-Gewand;;
MelahoaFlowerJacket;Chaq. Flores Melahoa;Gilet Fleur Melahoa;Giacca fiore Melahoa;Melahoa-Blumenmantel;;
Melahoa Stalk;Esqueje Melahoa;Tige Melahoa;Stelo Melahoa;Melahoa-Stengel;;
Makluva Cover;Poncho de Makluva;Poncho Makluva;Copertura Makluva;Makluva-Hülle;;
Makluva Scale;Escama Makluva;Écaille Makluva;Squama Makluva;Makluva-Schuppe;;
Hypno Mail;Malla Hypno;Cotte Hypno;Cotta Hypno;Hypno-Panzer;;
Hypno Vest;Chal. Hypno;Tunique Hypno;Pettorina Hypno;Hypno-Weste;;
Obituary Petto;Peto de Obituario;Petto nécrologie;Petto Necrologio;Todes-Petto;;
Obituary Pectus;Pecho de Obituario;Pectus nécrologie;Pectus Necrologio;Todes-Pectus;;
Butterfly Petto;Peto de Mariposa;Petto papillon;Petto Farfalla;Schmetterling-Petto;;
Butterfly Pectus;Pecho de Mariposa;Pectus papillon;Pectus Farfalla;Schmetterling-Pectus;;
Black Hide;Piel Negra;Cuir noir;Cuoio Nero;Schwarze Lederhaut;;
Black Skin;Pellejo Negro;Peau noire;Pelle Nera;Schwarze Haut;;
Death Stench Muscle;Músculo Hedor Muerte;Muscle odeur de mort;Muscolo Puzza Morte;Todesgestank-Muskel;;
Death Stench Heart;Cora. Hedor Muerte;Cœur odeur de mort;Cuore Puzza di Morte;Todesgestank-Herz;;
Lava Mail;Malla Lava;Cotte Lava;Cotta Lava;Lava-Panzer;;
Lava Vest;Chal. Lava;Tunique Lava;Pettorina Lava;Lava-Weste;;
Mizuha Guards;Guardbr. Mizuha;Gardes Mizuha;Protezioni Mizuha;Mizuha-Schutz;;
Extravagant Camise;Camisa Extravagante;Camise extravagance;Tunica Stravagante;Extravaganter Schutz;;
Kushala Cista;Cista Kushala;Cista Kushala;Cista di Kushala;Kushala-Cista;;
Kushala Vise;Torso Kushala;Étau Kushala;Morso di Kushala;Kushala-Vise;;
Kirin Jacket;Chaqueta de Kirin;Gilet Kirin;Giacca Kirin;Kirin-Jacke;;
Kirin Cape;Capa de Kirin;Cape Kirin;Cappa Kirin;Kirin-Cape;;
GuardianSpritRaiment;Vestim. Espír. Guar.;Vêtement esprit Gar.;Veste Spir. Guard.;Wächterseelen-Gewand;;
Carnage Raiment;Vestimenta Matanza;Vêtement carnage;Veste Strage;Gemetzelgewand;;
Auroros Torso;Torso de Auroros;Plastron Auroros;Corazza Auroros;Auroros-Torso;;
Genesis Torso;Torso Génesis;Plastron Genesis;Corazza Genesis;Genesis-Torso;;
Borealis Chest;Pechera Boreal;Bustier Borealis;Petto Borealis;Borealis-Harnisch;;
Glyph Chest;Pechera de Glyph;Bustier Glyphe;Petto Glifo;Glyph-Harnisch;;
Empress Mail;Malla de Emperatriz;Cotte Impératrice;Cotta Imperatrice;Kaiserin-Panzer;;
Empress Vest;Chaleco Emperatriz;Tunique Impératrice;Pettorina Imperatr.;Kaiserin-Weste;;
Indra Vest;Chaleco de Indra;Tunique Indra;Pettorina Indra;Indra-Weste;;
Steadfast Vest;Chaleco Firme;Tunique inébranlable;Pettorina Solida;Standfeste Weste;;
Kaiser Mail;Malla de Kaiser;Cotte Kaiser;Cotta del Kaiser;Kaiser-Panzer;;
Kaiser Vest;Chaleco de Kaiser;Tunique Kaiser;Pettorina del Kaiser;Kaiser-Weste;;
(dummy)Red Lobster Mail;(dummy)Red Lobster Mail;(dummy)Red Lobster Mail;(dummy)Red Lobster Mail;(dummy)Red Lobster Mail;;
(dummy)Red Lobster Vest;(dummy)Red Lobster Vest;(dummy)Red Lobster Vest;(dummy)Red Lobster Vest;(dummy)Red Lobster Vest;;
Monodevil Mail;Malla de Monodevil;Cotte Monodevil;Cotta Monodevil;Monodevil-Panzer;;
Monodevil Vest;Chaleco de Monodevil;Tunique Monodevil;Pettorina Monodevil;Monodevil-Weste;;
Rathian Heart Mail;Malla Coraz. Rathian;Cotte cœur Rathian;Cotta Cuore Rathian;Rathianherz-Panzer;;
Rathian Heart Vest;Chaleco Cor. Rathian;Tun. cœur Rathian;Pettor.Cuore Rathian;Rathianherz-Weste;;
Rathalos Soul Mail;Malla Alma Rathalos;Cotte âme Rathalos;Cotta Anima Rathalos;RathalosseelenPanzer;;
Rathalos Soul Vest;Chal. Alma Rathalos;Tunique âme Rathalos;Pett. Anima Rathalos;Rathalosseelen-Weste;;
Mafumofu Jacket S;Chaqueta Mafumofu S;Gilet Mafumofu S;Giacca Mafumofu S;Mafumofu-Jacke S;;
Leather Armor S;Armadura de Cuero S;Armure de cuir S;Armatura di Cuoio S;Lederrüstung S;;
Chain Mail S;Cota de Malla S;Cotte de mailles S;Cotta di Maglia S;Kettenpanzer S;;
Hunter's Mail S;Malla de Cazador S;Cotte de chasseur S;Cotta Cacciatore S;Jägerpanzer S;;
Hunter's Vest S;Chaleco de Cazador S;Tuniq. de chasseur S;Pettor. Cacciatore S;Jägerweste S;;
Bone Mail S;Malla de Hueso S;Cotte d'os S;Cotta d’Osso S;Knochenpanzer S;;
Bone Vest S;Chaleco de Hueso S;Tunique d'os S;Pettorina d’Osso S;Knochenweste S;;
Battle Mail S;Malla de Combate S;Cotte de combat S;Cotta da Battaglia S;Kampfpanzer S;;
Battle Vest S;Chaleco de Combate S;Tunique de combat S;Pettor. Battaglia S;Kampfweste S;;
Velociprey Mail S;Malla Velociprey S;Cotte Velociprey S;Cotta Velociprey S;Velociprey-Panzer S;;
Velociprey Vest S;Chaleco Velociprey S;Tunique Velociprey S;Pettor. Velociprey S;Velociprey-Weste S;;
Vespoid Mail S;Malla de Vespoid S;Cotte Vespoid S;Cotta Vespoid S;Vespoid-Panzer S;;
Vespoid Vest S;Chaleco de Vespoid S;Tunique Vespoid S;Pettorina Vespoid S;Vespoid-Weste S;;
Hi-Metal Mail S;Malla de Megametal S;Cotte haut-métal S;Cotta Hi-Metal S;Hochmetall-Panzer S;;
Hi-Metal Vest S;Chaleco Megametal S;Tunique haut-métal S;Pettorina Hi-Metal S;Hochmetall-Weste S;;
Steel Mail S;Malla de Acero S;Cotte d'acier S;Cotta d’Acciaio S;Stahlpanzer S;;
Hornet Mail S;Malla de Hornet. S;Cotte Hornet S;Cotta Hornet S;Hornissen-Panzer S;;
Hornet Vest S;Chaleco de Hornet. S;Tunique Hornet S;Pettorina Hornet S;Hornissen-Weste S;;
Genprey Mail S;Malla de Genprey S;Cotte Genprey S;Cotta Genprey S;Genprey-Panzer S;;
Genprey Vest S;Chaleco de Genprey S;Tunique Genprey S;Pettorina Genprey S;Genprey-Weste S;;
Ioprey Mail S;Malla de Ioprey S;Cotte Ioprey S;Cotta Ioprey S;Ioprey-Panzer S;;
Ioprey Vest S;Chaleco de Ioprey S;Tunique Ioprey S;Pettorina Ioprey S;Ioprey-Weste S;;
Kut-Ku Mail S;Malla de Kut-Ku S;Cotte Kut-Ku S;Cotta Kut-Ku S;Kut-Ku-Panzer S;;
Kut-Ku Vest S;Chaleco de Kut-Ku S;Tunique Kut-Ku S;Pettorina Kut-Ku S;Kut-Ku-Weste S;;
Cephalos Mail S;Malla de Cephalos S;Cotte Cephalos S;Cotta Cephalos S;Cephalos-Panzer S;;
Cephalos Vest S;Chaleco Cephalos S;Tunique Cephalos S;Pettorina Cephalos S;Cephalos-Weste S;;
Conga Mail S;Malla de Conga S;Cotte Conga S;Cotta di Conga S;Conga-Panzer S;;
Conga Vest S;Chaleco de Conga S;Tunique Conga S;Pettorina di Conga S;Conga-Weste S;;
Gypceros Mail S;Malla de Gypceros S;Cotte Gypceros S;Cotta Gypceros S;Gypceros-Panzer S;;
Gypceros Vest S;Chaleco Gypceros S;Tunique Gypceros S;Pettorina Gypceros S;Gypceros-Weste S;;
Khezu Mail S;Malla de Khezu S;Cotte Khezu S;Cotta Khezu S;Khezu-Panzer S;;
Khezu Vest S;Chaleco de Khezu S;Tunique Khezu S;Pettorina Khezu S;Khezu-Weste S;;
Hermitaur Mail S;Malla de Hermitaur S;Cotte Hermitaur S;Cotta Hermitaur S;Hermitaur-Panzer S;;
Hermitaur Vest S;Chaleco Hermitaur S;Tunique Hermitaur S;Pettor. Hermitaur S;Hermitaur-Weste S;;
Hypno Mail S;Malla Hypno S;Cotte Hypno S;Cotta Hypno S;Hypno-Panzer S;;
Hypno Vest S;Chal. Hypno S;Tunique Hypno S;Pettorina Hypno S;Hypno-Weste S;;
Basarios Mail S;Malla de Basarios S;Cotte Basarios S;Cotta Basarios S;Basarios-Panzer S;;
Basarios Vest S;Chaleco Basarios S;Tunique Basarios S;Pettorina Basarios S;Basarios-Weste S;;
Plesioth Mail S;Malla de Plesioth S;Cotte Plesioth S;Cotta Plesioth S;Plesioth-Panzer S;;
Plesioth Vest S;Chaleco Plesioth S;Tunique Plesioth S;Pettorina Plesioth S;Plesioth-Weste S;;
Monoblos Mail S;Malla de Monoblos S;Cotte Monoblos S;Cotta Monoblos S;Monoblos-Panzer S;;
Monoblos Vest S;Chaleco Monoblos S;Tunique Monoblos S;Pettorina Monoblos S;Monoblos-Weste S;;
Garuga Mail S;Malla Garuga S;Cotte Garuga S;Cotta Garuga S;Garuga-Panzer S;;
Garuga Vest S;Chal. Garuga S;Tunique Garuga S;Pettorina Garuga S;Garuga-Weste S;;
Blango Mail S;Malla de Blango S;Cotte Blango S;Cotta di Blango S;Blango-Panzer S;;
Blango Vest S;Chaleco de Blango S;Tunique Blango S;Pettorina Blango S;Blango-Weste S;;
Ceanataur Mail S;Malla de Ceanataur S;Cotte Ceanataur S;Cotta di Ceanataur S;Ceanataur-Panzer S;;
Ceanataur Vest S;Chaleco Ceanataur S;Tunique Ceanataur S;Pettor. Ceanataur S;Ceanataur-Weste S;;
Rathian Mail S;Malla de Rathian S;Cotte Rathian S;Cotta Rathian S;Rathian-Panzer S;;
Rathian Vest S;Chaleco de Rathian S;Tunique Rathian S;Pettorina Rathian S;Rathian-Weste S;;
Narga Mail S;Malla Narga S;Cotte Narga S;Cotta Narga S;Narga-Panzer S;;
Narga Vest S;Chal. Narga S;Tunique Narga S;Pettorina Narga S;Narga-Weste S;;
Tigrex Mail S;Malla de Tigrex S;Cotte Tigrex S;Cotta di Tigrex S;Tigrex-Panzer S;;
Tigrex Vest S;Chaleco de Tigrex S;Tunique Tigrex S;Pettorina Tigrex S;Tigrex-Weste S;;
Rathalos Mail S;Malla de Rathalos S;Cotte Rathalos S;Cotta Rathalos S;Rathalos-Panzer S;;
Rathalos Vest S;Chaleco Rathalos S;Tuniq ue Rathalos S;Pettorina Rathalos S;Rathalos-Weste S;;
Diablo Mail S;Malla de Diablos S;Cotte Diablos S;Cotta di Diablos S;Diablos-Panzer S;;
Diablo Vest S;Chaleco de Diablos S;Tunique Diablos S;Pettorina Diablos S;Diablos-Weste S;;
Gravios Mail S;Malla de Gravios S;Cotte Gravios S;Cotta Gravios S;Gravios-Panzer S;;
Gravios Vest S;Chaleco de Gravios S;Tunique Gravios S;Pettorina Gravios S;Gravios-Weste S;;
Leather Armor U;Armadura de Cuero U;Armure de cuir U;Armatura di Cuoio U;Lederrüstung U;;
Chain Mail U;Cota de Malla U;Cotte de mailles U;Cotta di Maglia U;Kettenpanzer U;;
Hunter's Mail U;Malla de Cazador U;Cotte de chasseur U;Cotta Cacciatore U;Jägerpanzer U;;
Hunter's Vest U;Chaleco de Cazador U;Tuniq. de chasseur U;Pettor. Cacciatore U;Jägerweste U;;
Bone Mail U;Malla de Hueso U;Cotte d'os U;Cotta d’Osso U;Knochenpanzer U;;
Bone Vest U;Chaleco de Hueso U;Tunique d'os U;Pettorina d’Osso U;Knochenweste U;;
Battle Mail U;Malla de Combate U;Cotte de combat U;Cotta da Battaglia U;Kampfpanzer U;;
Battle Vest U;Chaleco de Combate U;Tunique de combat U;Pettorina Batt. U;Kampfweste U;;
Giaprey Mail U;Malla de Giaprey U;Cotte Giaprey U;Cotta di Giaprey U;Giaprey-Panzer U;;
Giaprey Vest U;Chaleco de Giaprey U;Tunique Giaprey U;Pettorina Giaprey U;Giaprey-Weste U;;
Vespoid Mail U;Malla de Vespoid U;Cotte Vespoid U;Cotta Vespoid U;Vespoid-Panzer U;;
Vespoid Vest U;Chaleco de Vespoid U;Tunique Vespoid U;Pettorina Vespoid U;Vespoid-Weste U;;
Hi-Metal Mail U;Malla de Megametal U;Cotte haut-métal U;Cotta Hi-Metal U;Hochmetall-Panzer U;;
Hi-Metal Vest U;Chaleco Megametal U;Tunique haut-métal U;Pettorina Hi-Metal U;Hochmetall-Weste U;;
Steel Mail U;Malla de acero U;Cotte d'acier U;Cotta d’Acciaio U;Stahlpanzer U;;
Hornet Mail U;Malla de Hornet. U;Cotte Hornet U;Cotta Hornet U;Hornissen-Panzer U;;
Hornet Vest U;Chaleco de Hornet. U;Tunique Hornet U;Pettorina Hornet U;Hornissen-Weste U;;
Genprey Mail U;Malla de Genprey U;Cotte Genprey U;Cotta Genprey U;Genprey-Panzer U;;
Genprey Vest U;Chaleco de Genprey U;Tunique Genprey U;Pettorina Genprey U;Genprey-Weste U;;
Ioprey Mail U;Malla de Ioprey U;Cotte Ioprey U;Cotta Ioprey U;Ioprey-Panzer U;;
Ioprey Vest U;Chaleco de Ioprey U;Tunique Ioprey U;Pettorina Ioprey U;Ioprey-Weste U;;
Kut-Ku Mail U;Malla de Kut-Ku U;Cotte Kut-Ku U;Cotta Kut-Ku U;Kut-Ku-Panzer U;;
Kut-Ku Vest U;Chaleco de Kut-Ku U;Tunique Kut-Ku U;Pettorina Kut-Ku U;Kut-Ku-Weste U;;
Cephalos Mail U;Malla de Cephalos U;Cotte Cephalos U;Cotta Cephalos U;Cephalos-Panzer U;;
Cephalos Vest U;Chaleco Cephalos U;Tunique Cephalos U;Pettorina Cephalos U;Cephalos-Weste U;;
Conga Mail U;Malla de Conga U;Cotte Conga U;Cotta di Conga U;Conga-Panzer U;;
Conga Vest U;Chaleco de Conga U;Tunique Conga U;Pettorina di Conga U;Conga-Weste U;;
Gypceros Mail U;Malla de Gypceros U;Cotte Gypceros U;Cotta Gypceros U;Gypceros-Panzer U;;
Gypceros Vest U;Chaleco Gypceros U;Tunique Gypceros U;Pettorina Gypceros U;Gypceros-Weste U;;
Khezu Mail U;Malla de Khezu U;Cotte Khezu U;Cotta Khezu U;Khezu-Panzer U;;
Khezu Vest U;Chaleco de Khezu U;Tunique Khezu U;Pettorina Khezu U;Khezu-Weste U;;
Hermitaur Mail U;Malla de Hermitaur U;Cotte Hermitaur U;Cotta Hermitaur U;Hermitaur-Panzer U;;
Hermitaur Vest U;Chaleco Hermitaur U;Tunique Hermitaur U;Pettor. Hermitaur U;Hermitaur-Weste U;;
Basarios Mail U;Malla de Basarios U;Cotte Basarios U;Cotta Basarios U;Basarios-Panzer U;;
Basarios Vest U;Chaleco Basarios U;Tunique Basarios U;Pettorina Basarios U;Basarios-Weste U;;
Plesioth Mail U;Malla de Plesioth U;Cotte Plesioth U;Cotta Plesioth U;Plesioth-Panzer U;;
Plesioth Vest U;Chaleco Plesioth U;Tunique Plesioth U;Pettorina Plesioth U;Plesioth-Weste U;;
Blango Mail U;Malla de Blango U;Cotte Blango U;Cotta di Blango U;Blango-Panzer U;;
Blango Vest U;Chaleco de Blango U;Tunique Blango U;Pettorina Blango U;Blango-Weste U;;
Ceanataur Mail U;Malla de Ceanataur U;Cotte Ceanataur U;Cotta di Ceanataur U;Ceanataur-Panzer U;;
Ceanataur Vest U;Chaleco Ceanataur U;Tun ique Ceanataur U;Pettor. Ceanataur U;Ceanataur-Weste U;;
Diablo Mail U;Malla de Diablos U;Cotte Diablos U;Cotta di Diablos U;Diablos-Panzer U;;
Diablo Vest U;Chaleco de Diablos U;Tunique Diablos U;Pettorina Diablos U;Diablos-Weste U;;
Gravios Mail U;Malla de Gravios U;Cotte Gravios U;Cotta Gravios U;Gravios-Panzer U;;
Gravios Vest U;Chaleco de Gravios U;Tunique Gravios U;Pettorina Gravios U;Gravios-Weste U;;
(dummy)Famitsu T-Shirt S;(dummy)Famitsu T-Shirt S;(dummy)Famitsu T-Shirt S;(dummy)Famitsu T-Shirt S;(dummy)Famitsu T-Shirt S;;
Hunter T-Shirt;Camiseta de Cazador;T-shirt de chasseur;Maglietta cacciatore;Jäger-T-Shirt;;
Black Belt Mail S;Malla Cin. Neg. S;Cot. ceint. noire S;Cotta Cintura nera S;Schwarzgurt-Panzer S;;
Shinobi Suit(Heaven);Tr. Shinobi (Par.);Cost. Shinobi Cieux;Abito Shinobi(Par.);ShinobiGwndHimmelrch;;
Shinobi Suit (Earth);Tr. Shinobi (Tierra);Cost. Shinobi Terre;Abito Shinobi(Terra);Shinobi-Gewand Erde;;
Red Guild Guard Suit;Tra. Guar. Gre. Rojo;Costum.grd.gld rouge;Abito Rosso G. Gilda;Rt GildWächt-Gewand;;
Red Guild Guard Vest;Chal. Gua. Gre. Rojo;Tuniq.grd.gld rouge;Pett. Rossa G. Gilda;Rt GildWächt-Weste;;
Blue GuildGuard Suit;Traj. Cab. Gre. Azul;Costum.gard.gld bleu;Abito Blu G. Gilda;Bl GildWächt-Gewand;;
Blue GuildGuard Vest;Chal. Gua. Gre. Azul;Tuniq.grd.gld bleue;Pett.Blu Guard.Gilda;Bl GildWächt-Weste;;
Red Guild Guard Suit;Tra. Guar. Gre. Rojo;Costum.grd.gld rouge;Abito Rosso G. Gilda;Rt GildWächt-Gewand;;
Red Guild Guard Vest;Chal. Gua. Gre. Rojo;Tuniq.grd.gld rouge;Pett. Rossa G. Gilda;Rt GildWächt-Weste;;
Blue GuildGuard Suit;Traj. Cab. Gre. Azul;Costum.gard.gld bleu;Abito Blu G. Gilda;Bl GildWächt-Gewand;;
Blue GuildGuard Vest;Chal. Gua. Gre. Azul;Tuniq.grd.gld bleue;Pett.Blu Guard.Gilda;Bl GildWächt-Weste;;
(dummy)Devil Blos Mail;(dummy)Devil Blos Mail;(dummy)Devil Blos Mail;(dummy)Devil Blos Mail;(dummy)Devil Blos Mail;;
