english;spanish;french;italian;german;japanese;chinese
Tigrex Greaves;Grebas de Tigrex;Grèves Tigrex;Schinieri di Tigrex;Tigrex-Beinschienen;;
Tigrex Leggings;Calzas de Tigrex;Cuissardes Tigrex;Gambali di Tigrex;Tigrex-Gamaschen;;
Rathalos Greaves;Grebas de Rathalos;Grèves Rathalos;Schinieri Rathalos;Rathalos-Schienen;;
Rathalos Leggings;Calzas de Rathalos;Cuissardes Rathalos;Gambali Rathalos;Rathalos-Gamaschen;;
Diablo Greaves;Grebas Diablos;Grèves Diablos;Schinieri di Diablos;Diablos-Beinschienen;;
Diablo Leggings;Calzas de Diablos;Cuissardes Diablos;Gambali di Diablos;Diablos-Gamaschen;;
Gravios Greaves;Grebas de Gravios;Grèves Gravios;Schinieri Gravios;Gravios-Beinschienen;;
Gravios Leggings;Calzas de Gravios;Cuissardes Gravios;Gambali Gravios;Gravios-Gamaschen;;
Diablo Greaves D;Grebas Diablos D;Grèves Diablos D;Schinieri Diablos D;DiablosBeinschienenD;;
Diablo Leggings D;Calzas de Diablos D;Cuissardes Diablos D;Gambali di Diablos D;Diablos-Gamaschen D;;
Gravios Greaves D;Grebas de Gravios D;Grèves Gravios D;Schinieri Gravios D;Gravios-Schienen D;;
Gravios Leggings D;Calzas de Gravios D;Cuissardes Gravios D;Gambali Gravios D;Gravios-Gamaschen D;;
Mosswine Feet;Pezuñas de Mosswine;Pi eds Mosswine;Zampa Mosswine;Mosswine-Füße;;
Giaprey Feet;Pezuñas de Giaprey;Pieds Giaprey;Zampa di Giaprey;Giaprey-Füße;;
Velociprey Feet;Pezuñas Velociprey;Pieds Velociprey;Zampa Velociprey;Velociprey-Füße;;
(dummy)Famitsu Cloth Wrap;(dummy)Famitsu Cloth Wrap;(dummy)Famitsu Cloth Wrap;(dummy)Famitsu Cloth Wrap;(dummy)Famitsu Cloth Wrap;;
(dummy)Famitsu Pants;(dummy)Famitsu Pants;(dummy)Famitsu Pants;(dummy)Famitsu Pants;(dummy)Famitsu Pants;;
Genprey Feet;Pezuñas de Genprey;Pieds Genprey;Zampa Genprey;Genprey-Füße;;
Black Belt Greaves;Grebas Cint. Negro;Grèves ceint. noire;Schin. Cintura Nera;Schwarzgurt-Schienen;;
Shinobi Boots (Sun);Botas Shinobi (Sol);Bott. Shinobi Soleil;Stiv. Shinobi (Sole);ShinobiStiefel Sonne;;
Shinobi Boots (Moon);Botas Shinobi (Luna);Bott. Shinobi Lune;Stiv. Shinobi (Luna);Shinobi-Stiefel Mond;;
Guild Knight Boots;Botas Cab. Gremio;Bottes de la guilde;Stivali Cav. Gilda;Gildenritterstiefel;;
Guild Knight Tights;Leotardos Cab. Grem.;Chauss. de la guilde;Calzam. Cav. Gilda;GildenritterStrmpfhs;;
Guardian Boots;Botas de Guardián;Bottes du gardien;Stivali Guardiano;Wächter-Stiefel;;
Guardian Pants;Pantalones Guardián;Pantalon du gardien;Pantaloni Guardiano;Wächter-Hose;;
Maiden's Stockings;Medias de Doncella;Jupe de demoiselle;Calze da Donna;Magd-Strümpfe;;
Personal Tights;Leotardos Personales;Chausses perso.;Calzam. Personale;Persönl. Strumpfhose;;
Helper Socks;Calcetines Ayudante;Chaussettes aide;Calze Aiutante;Helfer-Socken;;
Healer Socks;Calcet. de Sanador;Chaussettes Guériss.;Calze Guaritrice;Heiler-Socken;;
Ioprey Feet;Pezuñas de Ioprey;Pieds Ioprey;Zampa Ioprey;Ioprey-Füße;;
Remobra Feet;Pezuñas de Remobra;Pieds Remobra;Zampa di Remobra;Remobra-Füße;;
Melahoa Roots;Raíces Melahoa;Racines Melahoa;Radici Melahoa;Melahoa-Wurzeln;;
Melahoa Taproot;Tallo Melahoa;Pivot Melahoa;Fittone Melahoa;Melahoa-Pfahlwurzel;;
Makluva Pants;Pantalones Makluva;Pantalon Makluva;Pantaloni Makluva;Makluva-Hose;;
Makluva Leggings;Calzas de Makluva;Cuissardes Makluva;Gambali Makluva;Makluva-Gamaschen;;
Hypno Greaves;Grebas Hypno;Grèves Hypno;Schinieri Hypno;Hypno-Schienen;;
Hypno Leggings;Calzas Hypno;Cuissardes Hypno;Gambali di Hypno;Hypno-Gamaschen;;
Obituary Gamba;Gamba de Obituario;Gamba nécrologie;Gamba Necrologio;Todes-Gamba;;
Obituary Femur;Fémur de Obituario;Fémur nécrologie;Femore Necrologio;Todes-Femur;;
Butterfly Gamba;Gamba de Mariposa;Gamba papillon;Gamba Farfalla;Schmetterling-Gamba;;
Butterfly Femur;Fémur de Mariposa;Fémur papillon;Femore Farfalla;Schmetterling-Femur;;
Black Feet;Pezuñas Negras;Pieds noirs;Piedi Neri;Schwarze Füße;;
Black Legs;Patas Negras;Jambes noires;Gambe Nere;Schwarze Beine;;
Death Stench Heel;Tacón Hedor Muerte;Talon odeur de mort;Tallone Puzza Morte;Todesgestank-Ferse;;
Death Stench March;Marcha Hedor Muerte;Marche odeur de mort;Marcia Puzza Morte;Todesgestank-Marsch;;
Lava Greaves;Grebas Lava;Grèves Lava X;Schinieri Lava X;Lava-Schienen;;
Lava Leggings;Calzas Lava;Cuissardes Lava X;Gambali di Lava X;Lava-Gamaschen;;
Mizuha Leg Wrap;Cinta Pierna Mizuha;Jambière Mizuha;Gambali Mizuha;Mizuha-Beinschutz;;
Extravagant Trousers;Pantalones Extrava.;Culotte extravagante;Pantaloni Stravag.;Extravagante Hose;;
Kushala Crus;Tibia Kushala;Mollet Kushala;Tibia di Kushala;Kushala-Crus;;
Kushala Shank;Anca Kushala;Jarret Kushala;Stinco di Kushala;Kushala-Unterschnkl;;
Kirin Leg Guards;Def. Piernas Kirin;Jambières Kirin;Paragambe Kirin;Kirin-Beinschutz;;
Kirin Boots;Botas de Kirin;Bottes Kirin;Stivali Kirin;Kirin-Stiefel;;
GuardianSpirit Boots;Botas de Matanza;Bottes Esprit Gard.;Stiv. Spir. Guard.;WächterseelenStiefel;;
Carnage Boots;Pant. Espír. Guar.;Pantalon carnage;Stivali Strage;Gemetzelstiefel;;
Auroros Pants;Pantalones Auroros;Pantalon Auroros;Pantaloni Auroros;Auroros-Hose;;
Genesis Pants;Pantalones Génesis;Pantalon Genesis;Pantaloni Genesis;Genesis-Hose;;
Borealis Pants;Pantalones Boreal;Pantalon Borealis;Pantaloni Borealis;Borealis-Hose;;
Glyph Pants;Pantalones Glyph;Pantalon Glyphe;Pantaloni Glifo;Glyph-Hose;;
Red Borealis Pants;Pant. Boreal Rojo;Pant. Borealis rouge;Pant. Borealis Rossi;Rote Borealis-Hose;;
Red Glyph Pants;Pant. Glyph Rojo;Pant. Glyphe rouge;Pant. Glifo Rossi;Rote Glyph-Hose;;
Empress Greaves;Grebas de Emperatriz;Grèves Impératrice;Schinieri Imperatr.;Kaiserin-Beinschn;;
Empress Leggings;Calzas de Emperatriz;Cuiss. Impératrice;Gambali Imperatrice;Kaiserin-Gamaschen;;
Indra Leggings;Calzas de Indra;Cuissardes Indra;Gambali Indra;Indra-Gamaschen;;
Steadfast Boots;Botas Firmes;Bottes inébranlables;Stivali Solidi;Standfeste Stiefel;;
Kaiser Greaves;Grebas de Kaiser;Grèves Kaiser;Schinieri del Kaiser;Kaiser-Beinschienen;;
Kaiser Leggings;Calzas de Kaiser;Cuissardes Kaiser;Gambali del Kaiser;Kaiser-Gamaschen;;
(dummy)Red Lobster Greaves;(dummy)Red Lobster Greaves;(dummy)Red Lobster Greaves;(dummy)Red Lobster Greaves;(dummy)Red Lobster Greaves;;
(dummy)RedLobster Leggings;(dummy)RedLobster Leggings;(dummy)RedLobster Leggings;(dummy)RedLobster Leggings;(dummy)RedLobster Leggings;;
Monodevil Greaves;Grebas Monodevil;Grèves Monodevil;Schinieri Monodevil;Monodevil-Beinschn;;
Monodevil Leggings;Calzas de Monodevil;Cuissardes Monodevil;Gambali Monodevil;Monodevil-Gamaschen;;
Rathian HeartGreaves;Greb. Cor. Rathian U;Grèves cœur Rathian;Sch. Cuore Rathian;Rathianherz-Schienen;;
RathianHeartLeggings;Calz. Cor. Rathian U;Cuiss. cœur Rathian;Gamb. Cuore Rathian;RathianherzGamaschen;;
Rathalos SoulGreaves;Greb. Alma RathalosU;Grèves âme Rathalos;Sch. Anima Rathalos;Rathalosseel-Schien;;
RathalosSoulLeggings;Calz. Alma RathalosU;Cuiss. âme Rathalos;Gamb. Anima Rathalos;Rathalosseel-Gamasch;;
Mafumofu Boots S;Botas Mafumofu S;Bottes Mafumofu S;Stivali Mafumofu S;Mafumofu-Stiefel S;;
Green Pants S;Pantalones Verdes S;Pantalon vert S;Pantaloni Verdi S;Grüne Hose S;;
Blue Pants S;Pantalones Azules S;Pantalon bleu S;Pantaloni Blu S;Blaue Hose S;;
Hunter's Greaves S;Grebas de Cazador S;Grèves de chasseur S;Schinieri Cacciat. S;Jäger-Beinschienen S;;
Hunter's Leggings S;Calzas de Cazador S;Cuiss. de chasseur S;Gambali Cacciat. S;Jäger-Gamaschen S;;
Bone Greaves S;Grebas de Hueso S;Grèves d'os S;Schinieri Osso S;Knochen-BeinschieneS;;
Bone Leggings S;Calzas de Hueso S;Cuissardes d'os S;Gambali Osso S;Knochen-Gamaschen S;;
Battle Greaves S;Grebas de Combate S;Grèves de combat S;Schinieri Batt. S;Kampf-Beinschienen S;;
Battle Leggings S;Calzas de Combate S;Cuiss. de combat S;Gambali Batt. S;Kampf-Gamaschen S;;
Velociprey Greaves S;Grebas Velociprey S;Grèves Velociprey S;Schin. Velociprey S;Velociprey-SchienenS;;
Velociprey LeggingsS;Calzas Velociprey S;Cuiss. Velociprey S;Gambali Velociprey S;Velociprey-GamascheS;;
Vespoid Greaves S;Grebas de Vespoid S;Grèves Vespoid S;Schinieri Vespoid S;Vespoid-Schienen S;;
Vespoid Leggings S;Calzas de Vespoid S;Cuiss. Vespoid S;Gambali Vespoid S;Vespoid-Gamaschen S;;
Hi-Metal Greaves S;Grebas Megametal S;Grèves haut-métal S;Schinieri Hi-Metal S;Hochmetall-SchienenS;;
Hi-Metal Leggings S;Calzas Megametal S;Cuiss. haut-métal S;Gambali Hi-Metal S;Hochmetall-GamascheS;;
Hornet Greaves S;Grebas de Hornet. S;Grèves Hornet S;Schinieri Hornet S;Hornissen-Schienen S;;
Hornet Leggings S;Calzas de Hornet. S;Cuissardes Hornet S;Gambali Hornet S;Hornissen-GamaschenS;;
Genprey Greaves S;Grebas de Genprey S;Grèves Genprey S;Schinieri Genprey S;GenpreyBeinschienenS;;
Genprey Leggings S;Calzas de Genprey S;Cuiss. Genprey S;Gambali Genprey S;Genprey-Gamaschen S;;
Ioprey Greaves S;Grebas de Ioprey S;Grèves Ioprey S;Schinieri Ioprey S;Ioprey-BeinschienenS;;
Ioprey Leggings S;Calzas de Ioprey S;Cuissardes Ioprey S;Gambali Ioprey S;Ioprey-Gamaschen S;;
Kut-Ku Greaves S;Grebas de Kut-Ku S;Grèves Kut-Ku S;Schinieri Kut-Ku S;Kut-Ku-BeinschienenS;;
Kut-Ku Leggings S;Calzas de Kut-Ku S;Cuissardes Kut-Ku S;Gambali di Kut-Ku S;Kut-Ku-Gamaschen S;;
Cephalos Greaves S;Grebas de Cephalos S;Grèves Cephalos S;Schinieri Cephalos S;Cephalos-Schienen S;;
Cephalos Leggings S;Calzas de Cephalos S;Cuiss. Cephalos S;Gambali Cephalos S;Cephalos-Gamaschen S;;
Conga Greaves S;Grebas de Conga S;Grèves Conga S;Schinieri di Conga S;Conga-Beinschienen S;;
Conga Leggings S;Calzas de Conga S;Cuissardes Conga S;Gambali di Conga S;Conga-Gamaschen S;;
Gypceros Greaves S;Grebas de Gypceros S;Grèves Gypceros S;Schinieri Gypceros S;Gypceros-Schienen S;;
Gypceros Leggings S;Calzas de Gypceros S;Cuiss. Gypceros S;Gambali Gypceros S;Gypceros-Gamaschen S;;
Khezu Greaves S;Grebas de Khezu S;Grèves Khezu S;Schinieri Khezu S;Khezu-Beinschienen S;;
Khezu Leggings S;Calzas de Khezu S;Cuissardes Khezu S;Gambali Khezu S;Khezu-Gamaschen S;;
Hermitaur Greaves S;Grebas Hermitaur S;Grèves Hermitaur S;Schin. Hermitaur S;Hermitaur-Beinschn S;;
Hermitaur Leggings S;Calzas de HermitaurS;Cuiss. Hermitaur S;Gambali Hermitaur S;Hermitaur-Gamaschn S;;
Hypno Greaves S;Grebas Hypno S;Grèves Hypno S;Schinieri Hypno S;Hypno-Schienen S;;
Hypno Leggings S;Calzas Hypno S;Cuissardes Hypno S;Gambali di Hypno S;Hypno-Gamaschen S;;
Basarios Greaves S;Grebas de Basarios S;Grèves Basarios S;Schinieri Basarios S;Basarios-Schienen S;;
Basarios Leggings S;Calzas de Basarios S;Cuiss. Basa rios S;Gambali Basarios S;Basarios-Gamaschen S;;
Plesioth Greaves S;Grebas de Plesioth S;Grèves Plesioth S;Schinieri Plesioth S;Plesioth-Schienen S;;
Plesioth Leggings S;Calzas de Plesioth S;Cuiss. Plesioth S;Gambali Plesioth S;Plesioth-Gamaschen S;;
Monoblos Greaves S;Grebas de Monoblos S;Grèves Monoblos S;Schinieri Monoblos S;Monoblos-Beinschn S;;
Monoblos Leggings S;Calzas Monoblos S;Cuiss. Monoblos S;Gambali Monoblos S;Monoblos-Gamaschen S;;
Garuga Greaves S;Grebas Garuga S;Grèves Garuga S;Schinieri Garuga S;Garuga-Schienen S;;
Garuga Leggings S;Calzas Garuga S;Cuissardes Garuga S;Gambali di Garuga S;Garuga-Gamaschen S;;
Blango Greaves S;Grebas de Blango S;Grèves Blango S;Schin. di Blango S;Blango-BeinschienenS;;
Blango Leggings S;Calzas de Blango S;Cuissardes Blango S;Gambali di Blango S;Blango-Gamaschen S;;
Ceanataur Greaves S;Grebas de Cenataur S;Grèves Ceanataur S;Schin. Ceanataur S;Ceanataur-Beinschn S;;
Ceanataur Leggings S;Calzas Ceanataur S;Cuiss. Ceanataur S;Gambali Ceanataur S;Ceanataur-Gamaschn S;;
Rathian Greaves S;Grebas de Rathian S;Grèves Rathian S;Schinieri Rathian S;Rathian-Schienen S;;
Rathian Leggings S;Calzas de Rathian S;Cuissardes Rathian S;Gambali Rathian S;Rathian-Gamaschen S;;
Narga Greaves S;Grebas Narga S;Grèves Narga S;Schinieri Narga S;Narga-Schienen S;;
Narga Leggings S;Calzas Narga S;Cuissardes Narga S;Gambali di Narga S;Narga-Gamaschen S;;
Tigrex Greaves S;Grebas de Tigrex S;Grèves Tigrex S;Schinieri Tigrex S;Tigrex-BeinschienenS;;
Tigrex Leggings S;Calzas de Tigrex S;Cuissardes Tigrex S;Gambali di Tigrex S;Tigrex-Gamaschen S;;
Rathalos Greaves S;Grebas de Rathalos S;Grèves Rathalos S;Schinieri Rathalos S;Rathalos-Schienen S;;
Rathalos Leggings S;Calzas de Rathalos S;Cuiss. Rathalos S;Gambali Rathalos S;Rathalos-Gamaschen S;;
Diablo Greaves S;Grebas Diablos S;Grèves Diablos S;Schinieri Diablos S;DiablosBeinschienenS;;
Diablo Leggings S;Calzas de Diablos S;Cuissardes Diablos S;Gambali di Diablos S;Diablos-Gamaschen S;;
Gravios Greaves S;Grebas de Gravios S;Grèves Gravios S;Schinieri Gravios S;Gravios-Schienen S;;
Gravios Leggings S;Calzas de Gravios S;Cuissardes Gravios S;Gambali Gravios S;Gravios-Gamaschen S;;
Cream Pants;Pantalones Crema;Pantalon crème;Pantaloni Crema;Cremefarbene Hose;;
Coffee Pants;Pantalones Café;Pantalon café;Pantaloni Caffè;Kaffeefarbene Hose;;
Hunter's Greaves U;Grebas de Cazador U;Grèves de chasseur U;Schinieri Cacciat. U;Jäger-Beinschienen U;;
Hunter's Leggings U;Calzas de Cazador U;Cuiss. de chasseur U;Gambali Cacciat. U;Jäger-Gamaschen U;;
Bone Greaves U;Grebas de Hueso U;Grèves d'os U;Schinieri Osso U;Knochen-BeinschieneU;;
Bone Leggings U;Calzas de Hueso U;Cuissardes d'os U;Gambali Osso U;Knochen-Gamaschen U;;
Battle Greaves U;Grebas de Combate U;Grèves de combat U;Schinieri Batt. U;Kampf-Beinschienen U;;
Battle Leggings U;Calzas de Combate U;Cuiss. de combat U;Gambali Batt. U;Kampf-Gamaschen U;;
Giaprey Greaves U;Grebas de Giaprey U;Grèves Giaprey U;Schinieri Giaprey U;Giaprey-Beinschn U;;
Giaprey Leggings U;Calzas de Giaprey U;Cuissardes Giaprey U;Gambali di Giaprey U;Giaprey-Gamaschen U;;
Vespoid Greaves U;Grebas de Vespoid U;Grèves Vespoid U;Schinieri Vespoid U;Vespoid-Schienen U;;
Vespoid Leggings U;Calzas de Vespoid U;Cuissardes Vespoid U;Gambali Vespoid U;Vespoid-Gamaschen U;;
Hi-Metal Greaves U;Grebas Megametal U;Grèves haut-métal U;Schinieri Hi-Metal U;Hochmetall-SchienenU;;
Hi-Metal Leggings U;Calzas Megametal U;Cuiss. haut-métal U;Gambali Hi-Metal U;Hochmetall-GamascheU;;
Hornet Greaves U;Grebas de Hornet. U;Grèves Hornet U;Schinieri Hornet U;Hornissen-Schienen U;;
Hornet Leggings U;Calzas de Hornet. U;Cuissardes Hornet U;Gambali Hornet U;Hornissen-GamaschenU;;
Genprey Greaves U;Grebas de Genprey U;Grèves Genprey U;Schinieri Genprey U;GenpreyBeinschienenU;;
Genprey Leggings U;Calzas de Genprey U;Cuissardes Genprey U;Gambali Genprey U;Genprey-Gamaschen U;;
Ioprey Greaves U;Grebas de Ioprey U;Grèves Ioprey U;Schinieri Ioprey U;Ioprey-BeinschienenU;;
Ioprey Leggings U;Calzas de Ioprey U;Cu issardes Ioprey U;Gambali Ioprey U;Ioprey-Gamaschen U;;
Kut-Ku Greaves U;Grebas de Kut-Ku U;Grèves Kut-Ku U;Schinieri Kut-Ku U;Kut-Ku-BeinschienenU;;
Kut-Ku Leggings U;Calzas de Kut-Ku U;Cuissardes Kut-Ku U;Gambali di Kut-Ku U;Kut-Ku-Gamaschen U;;
Cephalos Greaves U;Grebas de Cephalos U;Grèves Cephalos U;Schinieri Cephalos U;Cephalos-Schienen U;;
Cephalos Leggings U;Calzas de Cephalos U;Cuiss. Cephalos U;Gambali Cephalos U;Cephalos-Gamaschen U;;
Conga Greaves U;Grebas de Conga U;Grèves Conga U;Schinieri di Conga U;Conga-Beinschienen U;;
Conga Leggings U;Calzas de Conga U;Cuissardes Conga U;Gambali di Conga U;Conga-Gamaschen U;;
Gypceros Greaves U;Grebas de Gypceros U;Grèves Gypceros U;Schinieri Gypceros U;Gypceros-Schienen U;;
Gypceros Leggings U;Calzas de Gypceros U;Cuiss. Gypceros U;Gambali Gypceros U;Gypceros-Gamaschen U;;
Khezu Greaves U;Grebas de Khezu U;Grèves Khezu U;Schinieri Khezu U;Khezu-Beinschienen U;;
Khezu Leggings U;Calzas de Khezu U;Cuissardes Khezu U;Gambali Khezu U;Khezu-Gamaschen U;;
Hermitaur Greaves U;Grebas Hermitaur U;Grèves Hermitaur U;Schin. Hermitaur U;Hermitaur-Beinschn U;;
Hermitaur Leggings U;Calzas de HermitaurU;Cuiss. Hermitaur U;Gambali Hermitaur U;Hermitaur-Gamaschn U;;
Basarios Greaves U;Grebas de Basarios U;Grèves Basarios U;Schinieri Basarios U;Basarios-Schienen U;;
Basarios Leggings U;Calzas de Basarios U;Cuiss. Basarios U;Gambali Basarios U;Basarios-Gamaschen U;;
Plesioth Greaves U;Grebas de Plesioth U;Grèves Plesioth U;Schinieri Plesioth U;Plesioth-Schienen U;;
Plesioth Leggings U;Calzas de Plesioth U;Cuiss. Plesioth U;Gambali Plesioth U;Plesioth-Gamaschen U;;
Blango Greaves U;Grebas de Blango U;Grèves Blango U;Schin. di Blango U;Blango-BeinschienenU;;
Blango Leggings U;Calzas de Blango U;Cuissardes Blango U;Gambali di Blango U;Blango-Gamaschen U;;
Ceanataur Greaves U;Grebas de Cenataur U;Grèves Ceanataur U;Schin. Ceanataur U;Ceanataur-Beinschn U;;
Ceanataur Leggings U;Calzas Ceanataur U;Cuiss. Ceanataur U;Gambali Ceanataur U;Ceanataur-Gamaschn U;;
Diablo Greaves U;Grebas Diablos U;Grèves Diablos U;Schinieri Diablos U;DiablosBeinschienenU;;
Diablo Leggings U;Calzas de Diablos U;Cuissardes Diablos U;Gambali di Diablos U;Diablos-Gamaschen U;;
Gravios Greaves U;Grebas de Gravios U;Grèves Gravios U;Schinieri Gravios U;Gravios-Schienen U;;
Gravios Leggings U;Calzas de Gravios U;Cuissardes Gravios U;Gambali Gravios U;Gravios-Gamaschen U;;
(dummy)Famitsu Cloth Wrap S;(dummy)Famitsu Cloth Wrap S;(dummy)Famitsu Cloth Wrap S;(dummy)Famitsu Cloth Wrap S;(dummy)Famitsu Cloth Wrap S;;
