english;spanish;french;italian;german;japanese;chinese
Diablos Coin;Moneda Diablos;Pièce Diablos;Moneta Diablos;Diablos-Münze;;
Iodrome Skull;Cráneo Iodrome;Crâne d'Iodrome;Teschio Iodrome;Iodrome-Schädel;;
Daimyo Coin;Moneda de Daimyo;Pièce Daimyo;Moneta Daimyo;Daimyo-Münze;;
Remobra Skull;Cráneo Remobra;Crâne de Remobra;Teschio Remobra;Remobra-Schädel;;
FireWyvern Fluid;Fl. Wyv. fuego;Fluide Wyv. feu;Fluido wyv.fuoco;FeuerwyvernEssnz;;
Sunset Herb;Hierba atardecer;Herbe du soir;Erba Tramonto;Abendrot-Kraut;;
Cactus Flower;Flor de cactus;Fleur de cactus;Fiore di cactus;Kaktusblüte;;
Springnight Carp;Carpa primavera;Carpe printanuit;Carpa primavera;Frühlingskarpfen;;
Pin Tuna;Atún pincho;Pointhon;Tonno-spillo;Nadeltunfisch;;
Book of Combos 1;Libro combos 1;Tome de Combos 1;Libro combo 1;Kombi-Buch 1;;
Hypno Ticket;Ticket Hypno;Ticket Hypno;Buono Hypno;Hypno-Schein;;
OrangeHypnoPelt+;PeloHypnoNarnja+;PeauHypnoOrange+;PelleHypnoAranc+;OrangeHypnoPelz+;;
Hypno Fang;Colmillo Hypno;Croc Hypno;Zanna Hypno;Hypno-Reißzahn;;
Sleepyfish;Pez somnífero;Somnipoisson;Pesce-sonno;Schlaffisch;;
Top-GrdHypnoClaw;Gar Hypno gr cal;Top-Griffe Hypno;ArtiglioHypnoTop;ErstklasHypnKlau;;
Sleep Herb;Hierba somní­fera;Herbe sommeil;Erba soporifera;Schlafkraut;;
Great Hornfly;Gran mosca corn.;Gd papil. cornu;Gr. mosca-corno;Große Hornfliege;;
Hercudrome;Hercudrome;Hercudrome;Hercudrome;Herkudrome;;
Thunderbug;Bicho eléctrico;Foudrinsecte;Insetto-tuono;Donnerkäfer;;
Dark Stone;Piedra oscura;Pierre sombre;Pietra oscura;Dunkler Stein;;
Dark Piece;Trozo oscuro;Pièce sombre;Pezzo oscuro;Dunkler Splitter;;
Ancient Potion;Poción antigua;Potion antique;Antica pozione;Uralter Trank;;
Sinister Cloth;Tela siniestra;Vêtem. sinistre;Stoffa sinistra;Finsteres Tuch;;
Striped Skin;Piel rayada;Peau rayée;Pelle a strisce;Gestreifte Haut;;
Blos Fang;Colmillo de Blos;Croc Blos;Zanna di Blos;Blos-Reißzahn;;
Eldr Dragon Bone;H. dragón viejo;Os dragon anc.;Osso drago anz.;Drachältestknoch;;
Lavasioth Ticket;Ticket Lavasioth;Ticket Lavasioth;Buono Lavasioth;Lavasioth-Schein;;
ThckLavasiothScl;EscGrsaLavasioth;Éc. Lavsioth ép.;ScagSpeLavasioth;DickLavasiothSch;;
SpecLavasioFin+;AletaLavasEsp+;Nag Lavasio spé+;PinnSpLavasioth+;SpezLavasioFlo+;;
Chameleos Hide;Piel Chameleos;Peau Chameleos;Pelle Chameleos;Chameleos-Haut;;
ChameleosWebbing;Cincha Chameleos;Palm. Chameleos;Membr. Chameleos;Chameleos-Gewebe;;
Rathian Plate;Placa de Rathian;Plaque Rathian;Piastra Rathian;Rathian-Platte;;
Daora Horn;Cuerno de Daora;Corne Daora;Corno di Daora;Daora-Horn;;
Daora Shell;Concha de Daora;Carapace Daora;Corazza di Daora;Daora-Panzer;;
Kirin Hide;Piel de Kirin;Cuir Kirin;Pelle Kirin;Kirin-Haut;;
Kirin Horn;Cuerno de Kirin;Corne Kirin;Corno Kirin;Kirin-Horn;;
Kirin Mane;Crin de Kirin;Crinière Kirin;Criniera Kirin;Kirin-Mähne;;
Dragonmoss;Musgo de dragón;Moussedragon;Muschio di drago;Drachenmoos;;
Dragonwood;Madera de dragón;Boisdragon;Legno di drago;Drachenholz;;
Rathalos Plate;Placa Rathalos;Plate Rathalos;Piastra Rathalos;Rathalos-Platte;;
Lao-Shan's Scale;Escama Lao-Shan;Écaille Lao-Shan;Scaglia Lao-Shan;Lao-Shan-Schuppe;;
Lao-Shan's Horn;Cuerno Lao-Shan;Corne Lao-Shan;Corno Lao-Shan;Lao-Shan-Horn;;
Majestic Horn;Cuerno majest.;Corne grandiose;Corno maestoso;Erhabenes Horn;;
Lunastra Mane;Crin de Lunastra;CrinièreLunastra;CrinieraLunastra;Lunastra-Mähne;;
Fire Drgn Webbng;Cincha dr. fuego;Palm. dragon feu;Membr.Dragofuoco;FeuerDrachGewebe;;
ElderDragonBlood;Sangre dr. anc.;Sang Anc. dragon;Sangue drago anz;DrachÄltestBlut;;
Gaoren Shell;Concha de Gaoren;Carapace Gaoren;Corazza Gaoren;Gaoren-Panzer;;
Teostra Horn;Cuerno Teostra;Corne Teostra;Corno di Teostra;Teostra-Horn;;
Fire Dragon Scl;Esc. dr. fuego;Éca i. dragon feu;Scgl Drago fuoco;FeuerDrachSchup;;
(dummy)King Lobster Shl;(dummy)King Lobster Shl;(dummy)King Lobster Shl;(dummy)King Lobster Shl;(dummy)King Lobster Shl;;
(dummy)Famitsu Ticket;(dummy)Famitsu Ticket;(dummy)Famitsu Ticket;(dummy)Famitsu Ticket;(dummy)Famitsu Ticket;;
Wht Monoblos Hrn;Cuerno Mon. bl.;Corne Mono.blanc;Crn Monoblos bnc;Weiß Monob-Horn;;
Wht Monoblos Spn;Columna Mon. bl.;Vert. Mono.blanc;Sp.d.Monobl. bnc;Weiß Monob-Grat;;
Wht Monoblos Shl;Concha Mon. bl.;Cara. Mono.blanc;Cor.Monoblos bnc;Weiß Monob-Panz;;
Pnk Rathian Shl;Con. Rathian ro.;Carap. Rath.rose;Cor.Rathian rosa;Rosa Rath-Panzer;;
Pnk Rathian Scl;Es. Rathi. rosa;Écai. Rath. rose;Sc. Rathian rosa;Rosa Rath-Schupp;;
Rathian Spike;Púa de Rathian;Pointe Rathian;Punta Rathian;Rathian-Stachel;;
Azur Rthlos Wing;Ala Rthls. ce.;Aile Rathal.azur;Ala Rathalos azz;AzurRath-Flügel;;
Azure Rthlos Scl;Esc. Rthls. ce.;Écai.Rathal.azur;Sc. Rathalos azz;AzurRath-Schuppe;;
Azure Rthlos Shl;Cap. Rthls. ce.;Cara.Rathal.azur;Cor.Rathalos azz;AzurRath-Panzer;;
High Qualty Pelt;Piel alta calid.;Peau gd qualité;Pelle alta qual.;HochwertigerPelz;;
Blango Pelt+;Piel de Blango +;Peau Blango+;Pelle Blango+;Blango-Pelz+;;
Rainbow Insect;Insecto arcoiris;Insecte arc-en-c;Ins. Arcobaleno;Regenbogeninsekt;;
Bulldrome Hide+;Piel Bulldrome +;Cuir de Bulldr.+;Pelle Bulldrome+;Bulldrome-Haut+;;
Carbalite Ore;Min. Carbalita;Miner. Carbalite;Min. Carbalite;Karbalit-Erz;;
King Scarab;Escarabajo rey;Roi scarabée;Scarabeo gigante;Königsskarabäus;;
Master's Skull;Cráneo maestro;Crâne de maître;Teschio maestro;Meisterschädel;;
Stout Bone;Hueso sólido;Os résistant;Osso robusto;Robuster Knochen;;
Velociprey Scle+;Esc. Velociprey+;Éc. Velociprey+;Sc. Velociprey+;Velocip-Schuppe+;;
Velociprey Hide+;Piel Velociprey+;Peau Velociprey+;Pel. Velociprey+;Velociprey-Haut+;;
Vespoid InnrWng;Ala int. Vespoid;Aile int. Vesp.;Ala int. Vespoid;VespoidInnenFlüg;;
Vespoid Carapace;Caparaz. Vespoid;Cuirasse Vespoid;Carapace Vespoid;VespoidRückenPnz;;
Monster Broth;Caldo monstruo;Brouet monstre;Brodo di mostro;Monsterbrühe;;
Novacrystal;Cristal nova;Cristal nova;Novacristallo;Novakristall;;
DaoraDragonScale;Esc. drg. Daora;Éca. drag. Daora;Scaglia dr.Daora;DaoraDrachSchupp;;
HornetaurInnrWng;Ala int. Hornet.;Aile int. Horn.;Ala int.Hornet.;HornetaurInnFlüg;;
Hornetaur Crapce;Cap. Hornetaur;Cuir. Hornetaur;Carap. Hornetaur;HornetaurRückPnz;;
Genprey Scale+;Escama Genprey+;Écaille Genprey+;Scaglia Genprey+;Genprey-Schuppe+;;
Genprey Hide+;Piel de Genprey+;Peau Genprey+;Pelle Genprey+;Genprey-Haut+;;
Paralysis Sac;Bolsa parálisis;Poche paralysie;Sacca paralizz.;Lähmbeutel;;
Ioprey Scale+;Escama Ioprey+;Écaille Ioprey+;Scaglia Ioprey+;Ioprey-Schuppe+;;
Ioprey Hide+;Piel de Ioprey+;Peau Ioprey+;Pelle Ioprey+;Ioprey-Haut+;;
Toxin Sac;Bolsa de toxinas;Poche de toxine;Sacca di tossina;Toxinbeutel;;
Long Kut-Ku Ear;Or. Kut-Ku larga;Lg oreil. Kut-Ku;Or. lungo Kut-Ku;Kut-Ku-Langohr;;
Kut-Ku Carapace;Caparazón Kut-Ku;Cuirasse Kut-Ku;Carapace Kut-Ku;Kut-Ku-RückenPnz;;
Conga Pelt+;Piel de Conga +;Peau Conga+;Pelle di Conga+;Conga-Pelz+;;
Cephalos Scale+;Escama Cephalos+;Écail. Cephalos+;Sc. Cephalos+;CephalosSchuppe+;;
Cephalos Fin+;Aleta Cephalos+;Nageoi. Cepha.+;Pinna Cephalos+;Cephalos-Flosse+;;
Congalala Pelt+;Piel Congalala +;Peau Congalala+;Pelle Congalala+;Congalala-Pelz+;;
Congalala Claw+;Garra Congalala+;Grif. Congalala+;Art. Congalala+;Congalala-Klaue+;;
Rubbery Hide+;Piel gomosa+;Peau élastique+;Pelle gommosa+;Gummihaut+;;
Gypceros Head;Cabeza Gypceros;Tête Gypceros;Testa Gypceros;Gypceros-Kopf;;
Gendrome Tail;Cola de Gendrome;Queue Gendrome;Coda di Gendrome;Gendrome-Schweif;;
Khezu Hide - Tan;Piel Khezu Curt.;Cuir Khezu tanné;Pelle conc.Khezu;Khezu-Haut Gerb;;
Hrd Monster Bone;H. monstruo duro;Os monstre dur;Osso mostro duro;Monsterknochen X;;
Hermitaur Claw+;Garr. Hermit.+;GriffeHermitaur+;Art. Hermitaur+;Hermitaur-Klaue+;;
Hermitaur Carpce;Cap. Hermitaur;Cuir. Hermitaur;Carap. Hermitaur;HermitaurRückPnz;;
Wyvern Skull Shl;Con. cr. Wyvern;Car.crâne Wyvern;Cor.teschio wyv.;WyvernSchädelPnz;;
OrangeHypnoPelt;PeloHypnoNarnja;PeauHypnoOrange;PelleHypnoAranc;OrangeHypno-Pelz;;
RainbowTailFeath;PlmaColaArcoIris;PlumeQueueIrisée;Piuma arcobaleno;Rgnbognschwnzfdr;;
Hypno Beak;Pico Hypno;Bec Hypno;Becco Hypno;Hypno-Schnabel;;
Basarios Tears;Lágrima Basarios;Larmes Basarios;Lacrime Basarios;Basarios-Tränen;;
Basarios Carpace;Capar. Basarios;Cuiras. Basarios;Carap. Basarios;BasariosRückPanz;;
Kut-Ku Scale+;Escama Kut-Ku+;Écaille Kut-Ku+;Scaglia Kut-Ku+;Kut-Ku-Schuppe+;;
Blue Kut-Ku Scl+;Esc. Kut-Ku az.+;Éca. Ku t-Ku bl.+;Scl Kut-Ku blu+;BlaueKutKuSchup+;;
Plesioth Scale+;Escama Plesioth+;Écail. Plesioth+;Sc. Plesioth+;PlesiothSchuppe+;;
Plesioth Fin+;Aleta Plesioth +;Nag. Plesioth+;Pinna Plesioth+;Plesioth-Flosse+;;
MonoblosThoracic;Tórax Monoblos;Thorax Monoblos;Torace Monoblos;Monoblos-Thorax;;
Top-GrdRedHorn;CuernoRojoAltaCa;GrdeCorneRgeTop;Gran corno rosso;HochwrtRotesHorn;;
MonoblosCarapace;Cap. Monoblos;CuirasseMonoblos;CarapaceMonoblos;MonoblosRüknpnzr;;
Firecell Stone;Piedra lava;Pierre-lave;Cella di fuoco;Feuerzellenstein;;
Long Garuga Ear;Or.larga Garuga;Oreille Garuga L;Orec.LungoGaruga;LangesGaruga-Ohr;;
Rejuvenated Beak;Pico rejuvenec.;Bec rajeuni;Becco Fresco;VerjüngtSchnabel;;
Garuga Carapace;Caparazón Garuga;Cuirasse Garuga;Carapace Garuga;GarugaRücknpanzr;;
Blangonga Pelt+;Piel Blangonga+;Peau Blangonga+;Pelle Blangonga+;Blangonga-Pelz+;;
Blangonga Fang+;Colm. Blangonga+;Croc Blangonga+;Zanna Blangonga+;BlangongReißzhn+;;
Brute Bone;Hueso bruto;Os de brute;Osso bruto;Wilder Knochen;;
Ceanataur Carpce;Cap. Ceanataur;Cuir. Ceanataur;Carap. Ceanataur;CeanataurRückPnz;;
Ceanataur Claw+;Garr. Ceanat.+;GriffeCeanataur+;Art. Ceanataur+;Ceanataur-Klaue+;;
Rathian Scale+;Escama Rathian+;Écaille Rathian+;Scaglia Rathian+;Rathian-Schuppe+;;
Rathian Carapace;Caparaz. Rathian;Cuirasse Rathian;Carapace Rathian;RathianRückenPnz;;
Narga Tail Spike;Púa Cola Narga;Pointe q. Narga;Spine coda Narga;NargaSchwfStachl;;
Narga Scale+;Escama Narga+;Écaille Narga+;Scaglia Narga+;Narga-Schuppe+;;
Narga Brain Stem;Cerebro Narga;Cerveau Narga;MidolloAllNarga;Narga-Hirnstamm;;
Tigrex Claw+;Garra Tigrex +;Griffe Tigrex+;Artiglio Tigrex+;Tigrex-Klaue+;;
Tigrex Fang+;Colmillo Tigrex+;Croc Tigrex+;Zanna di Tigrex+;Tigrex-Reißzahn+;;
Rathalos Ruby;Rubí­ de Rathalos;Rubis Rathalos;Rubino Rathalos;Rathalos-Rubin;;
Rathalos Scale+;Escama Rathalos+;Écail. Rathalos+;Sc. Rathalos+;Rathal-Schuppe+;;
Diablos Carapace;Caparaz. Diablos;Cuirasse Diablos;Carapace Diablos;DiablosRückenpnz;;
Rare Scarab;Escarabajo raro;Scarabée rare;Raro scarabeo;Seltener Skarab.;;
Gravios Carapace;Caparaz. Gravios;Cuirasse Gravios;Carapace Gravios;GraviosRückenPnz;;
Giaprey Hide+;Piel de Giaprey+;Peau Giaprey+;Pelle Giaprey+;Giaprey-Haut+;;
Rainbow Ore;Mineral arcoiris;Minerai arc-en-c;Min. arcobaleno;Regenbogenerz;;
Giaprey Scale+;Escama Giaprey +;Écaille Giaprey+;Scaglia Giaprey+;Giaprey-Schuppe+;;
Blue Kut-Ku Cpc;Cap. Kut-Ku azul;Cui. Kut-Ku bleu;Carap.Kut-Ku blu;BlauKutKuRückPnz;;
Coral Cphlos Scl;Es. Cphls. coral;Éc.Cepha. corail;Sc. Ceph.corallo;KoralCeph-Schupp;;
Coral Cphlos Fin;Al. Cphls. coral;Nag.Cepha.corail;Pinna Ceph. cor.;KoralCeph-Flosse;;
Pur Gypceros Wng;Ala Gypceros pur;Aile Gypceros v.;Ala Gypc. viol.;LilaGypc-Flügel;;
Alluring Webbing;Cincha seductora;Palm. élégante;Membrana seduc.;Lockendes Gewebe;;
Pale Khezu Steak;Fil. Khezu pál.;Steak Khezu pâle;Bist Khezu pall.;BleichKhezuSteak;;
Small Goldenfish;Pez dorado peq.;Pt Poissondor;Pesce-dorato pic;Kl. Goldenfisch;;
Grn Plsioth Scl+;Esc. Plesioth v+;Éca. Plesi.vert+;Scgl Ples. vrd+;GrünPles-Schup+;;
Grn Plsioth Fin+;Al. Plesioth v.+;Nag. Plesi.vert+;PinnaPles.verde+;GrünPlesFlosse+;;
