english;spanish;french;italian;german;japanese;chinese
Ceanataur Guards;Guard. Ceanataur;Gardes Ceanataur;Protezioni Ceanataur;Ceanataur-Armschutz;;
Rathian Vambraces;Brazales de Rathian;Avant-bras Rathian;Parabraccia Rathian;Rathian-Armschienen;;
Rathian Guards;Guardabrazos Rathian;Gardes Rathian;Protezioni Rathian;Rathian-Armschutz;;
Tigrex Vambraces;Brazales de Tigrex;Avant-bras Tigrex;Parabraccia Tigrex;Tigrex-Armschienen;;
Tigrex Guards;Guardabrazos Tigrex;Gardes Tigrex;Protezioni di Tigrex;Tigrex-Armschutz;;
Rathalos Vambraces;Brazales de Rathalos;Avant-bras Rathalos;Parabraccia Rathalos;Rathalos-Armschienen;;
Rathalos Guards;Guardabr. Rathalos;Gardes Rathalos;Protezioni Rathalos;Rathalos-Armschutz;;
Diablo Vambraces;Brazales de Diablos;Avant-bras D iablos;Parabraccia Diablos;Diablos-Armschienen;;
Diablo Guards;Guardabrazos Diablos;Gardes Diablos;Protezioni Diablos;Diablos-Armschutz;;
Gravios Vambraces;Brazales de Gravios;Avant-bras Gravios;Parabraccia Gravios;Gravios-Armschienen;;
Gravios Guards;Guardabrazos Gravios;Gardes Gravios;Protezioni Gravios;Gravios-Armschutz;;
Diablo Vambraces D;Brazales Diablos D;Avt-bras Diablos D;ParabracciaDiablos D;DiablosArmschienen D;;
Diablo Guards D;Guardabr. Diablos D;Gardes Diablos D;Protezioni Diablos D;Diablos-Armschutz D;;
Gravios Vambraces D;Brazales Gravios D;Avant-bras Gravios D;Parabr. Gravios D;GraviosArmschienen D;;
Gravios Guards D;Guardabr. Gravios D;Gardes Gravios D;Protezioni Gravios D;Gravios-Armschutz D;;
Mosswine Gloves;Guantes Mosswine;Gants Mosswine;Guanti Mosswine;Mosswine-Handschuhe;;
Giaprey Gloves;Guantes de Giaprey;Gants Giaprey;Guanti di Giaprey;Giaprey-Handschuhe;;
Velociprey Gloves;Guantes Velociprey;Gants Velociprey;Guanti Velociprey;Velociprey-Handschuh;;
Genprey Gloves;Guantes Genprey;Gants Genprey;Guanti Genprey;Genprey-Handschuhe;;
Black Belt Vambraces;Brazal. Cint. Negro;Av-bras ceint. noire;Parabr. Cintura Nera;SchwarzgurtArmschien;;
Shinobi Kote (Sun);Kote Shinobi (Sol);Kote Shinobi Soleil;Kote Shinobi (Sole);Shinobi-Kote Sonne;;
Shinobi Kote (Moon);Kote Shinobi (Luna);Kote Shinobi Lune;Kote Shinobi (Luna);Shinobi-Kote Mond;;
Guild Knight Gloves;Guantes Cab. Gremio;Gants de la guilde;Guanti Cav. Gilda;GildenritterHndschuh;;
Guild Knight Sleeves;Mangas Cab. Gremio;Manches de la guilde;Maniche Cav. Gilda;Gildenritterärmel;;
Guardian Vambraces;Brazales Guardián;Avt-bras du gardien;Parabr. Guardiano;Wächter-Armschienen;;
Guardian Guards;Guardbr. Guardián;Gardes du gardien;Protezioni Guardiano;Wächter-Armschutz;;
Maiden's Sleeves;Mangas de Doncella;Manches demoiselle;Maniche da Donna;Magdärmel;;
Personal Sleeves;Mangas Personales;Manches personnelles;Maniche Personali;Persönliche Ärmel;;
Helper Sleeves;Mangas de Ayudante;Manches aide;Maniche Aiutante;Helfer-Ärmel;;
Healer Sleeves;Mangas de Sanador;Manches guérisseuses;Maniche Guaritrice;Heiler-Ärmel;;
Ioprey Gloves;Guantes Ioprey;Gants Ioprey;Guanti Ioprey;Ioprey-Handschuhe;;
Remobra Hands;Manos de Remobra;Mains Remobra;Mani di Remobra;Remobra-Hände;;
Melahoa Branch;Rama Melahoa;Branche Melahoa;Ramo Melahoa;Melahoa-Zweig;;
Melahoa Petal;Pétalo Melahoa;Pétale Melahoa;Petalo Melahoa;Melahoa-Blütenblatt;;
Makluva Sleeves;Mangas de Makluva;Manches Makluva;Maniche Makluva;Makluva-Ärmel;;
Makluva Sucker;Succionador Makluva;Ventouse Makluva;Parassita Makluva;Makluva-Sauger;;
Hypno Vambraces;Braz. Hypno;Avant-bras Hypno;Parabraccia Hypno;Hypno-Armschienen;;
Hypno Guards;Guardabr. Hypno;Gardes Hypno;Protezioni Hypno;Hypno-Armschutz;;
Obituary Mano;Mano de Obituario;Mano nécrologie;Mano Necrologio;Todes-Mano;;
Obituary Brasso;Brasso de Obituario;Brasso nécrologie;Brasso Necrologio;Todes-Brasso;;
Butterfly Mano;Mano de Mariposa;Mano papillon;Mano Farfalla;Schmetterling-Mano;;
Butterfly Brasso;Pulidor de Mariposa;Brasso papillon;Brasso Farfalla;Schmetterling-Brasso;;
Black Claw;Garra Negra;Griffe noire;Artiglio Nero;Schwarze Klaue;;
Black Fist;Puño Negro;Poing noir;Pugno Nero;Schwarze Faust;;
Death Stench Grip;Zarpa Hedor Muerte;Prise odeur de mort;Stretta Puzza Morte;Todesgestank-Klaue;;
Death Stench Grasp;Garra Hedor Muerte;Poigne odeur de mort;Presa Puzza di Morte;Todesgestank-Kralle;;
Lava Vambraces;Braz. Lava;Avant-bras Lava;Parabraccia Lava;Lava-Armschienen;;
Lava Guards;Guardabr. Lava;Gardes Lava X;Protezioni Lava X;Lava-Armschutz;;
Mizuha Sleeves;Mangas Mizuha;Manches Mizuha;Maniche Mizuha;Mizuha-Ärmel;;
Extravagant Sleeves;Mangas Extravagantes;Manches extravagance;Maniche Stravaganti;Extravagante Ärmel;;
Kushala Grip;Apretón Kushala;Poigne Kushala;Stretta di Kushala;Kushala-Griff;;
Kushala Embrace;Abrazo Kushala;Étreinte Kushala;Abbraccio di Kushala;Kushala-Umarmung;;
Kirin Longarms;Prot. Brazos Kirin;Bras-longs Kirin;Copribraccia Kirin;Kirin-Armstulpen;;
Kirin Gloves;Guantes de Kirin;Gants Kirin;Guanti Kirin;Kirin-Handschuhe;;
GuardianSprtVambrces;Braz. Espír. Guard.;Avt-bras esprit Gar.;Parabr. Spir. Guard.;WächtrselnArmschiene;;
Carnage Vambraces;Brazales Matanza;Avant-bras carnage;Parabraccia Strage;Gemetzel-Armschienen;;
Auroros Gauntlets;Guanteletes Auroros;Gantelets Auroros;Guanti Auroros;Auroros-Armpanzer;;
Genesis Gauntlets;Guanteletes Génesis;Gantelets Genesis;Guanti Genesis;Genesis-Armpanzer;;
Borealis Gauntlets;Guanteletes Boreal;Gantelets Borealis;Guanti Borealis;Borealis-Armpanzer;;
Glyph Gauntlets;Guanteletes Glyph;Gantelets Glyphe;Guanti Glifo;Glyph-Armpanzer;;
Empress Vambraces;Brazales Emperatriz;Avant-b. Impératrice;Parabr. Imperatrice;Kaiserin-Armschienen;;
Empress Guards;Guard. Emperatriz;Gardes Impératrice;Protez. Imperatrice;Kaiserin-Armschutz;;
Indra Gloves;Guantes de Indra;Gants Indra;Guanti Indra;Indra-Handschuhe;;
Steadfast Guards;Guardabrazos Firmes;Gardes inébranlables;Protezioni Solide;Standfester Armschtz;;
Kaiser Vambraces;Brazales de Kaiser;Avant-bras Kaiser;Parabraccia Kaiser;Kaiser-Armschienen;;
Kaiser Guards;Guardabr. de Kaiser;Gardes Kaiser;Protezioni Kaiser;Kaiser-Armschutz;;
(dummy)Red Lobster Braces;(dummy)Red Lobster Braces;(dummy)Red Lobster Braces;(dummy)Red Lobster Braces;(dummy)Red Lobster Braces;;
(dummy)Red Lobster Guards;(dummy)Red Lobster Guards;(dummy)Red Lobster Guards;(dummy)Red Lobster Guards;(dummy)Red Lobster Guards;;
Monodevil Vambraces;Brazales Monodevil;Avant-bras Monodevil;Parabr. Monodevil;MonodevilArmschienen;;
Monodevil Guards;Guardabr. Monodevil;Gardes Monodevil;Protezioni Monodevil;Monodevil-Armschutz;;
Rathian Heart Braces;Brazal. Cor. Rathian;A-bras cœur Rathian;Parabr.Cuore Rathian;RathianHzArmschienen;;
Rathian Heart Guards;Guard. Cor. Rathian;Gardes cœur Rathian;Protez.Cuore Rathian;RathianherzArmschutz;;
Rathalos Soul Braces;Braz. Alma Rathalos;Av-bras âme Rathalos;Parabr.AnimaRathalos;RathalosseelenSchien;;
Rathalos Soul Guards;Guard. Alma Rathal.;Gardes âme Rathalos;Prot. Anima Rathalos;RathalosseelenSchutz;;
Mafumofu Mittens S;Mitones Mafumofu S;Mitaines Mafumofu S;Guanti Mafumofu S;Mafumofu-FäustlingeS;;
Leather Vambraces S;Brazales de Cuero S;Avant-bras en cuir S;Parabraccia Cuoio S;Leder-Armschienen S;;
Chain Vambraces S;Brazal. Cota Malla S;Avt-bras en maille S;Parabraccia Maglia S;Ketten-Armschienen S;;
Hunter's Vambraces S;Brazales Cazador S;A-bras de chasseur S;Parabr. Cacciatore S;Jäger-Armschienen S;;
Hunter's Guards S;Guardabr. Cazador S;Gardes de chasseur S;Protez. Cacciatore S;Jäger-Armschutz S;;
Bone Vambraces S;Brazales de Hueso S;Avant-bras d'os S;Parabraccia Osso S;Knochen-ArmschienenS;;
Bone Guards S;Guardabrazos Hueso S;Gardes d'os S;Protezioni d’Osso S;Knochen-Armschutz S;;
Battle Vambraces S;Brazales Combate S;Avt-bras de combat S;Parabr. Battaglia S;Kampf-Armschienen S;;
Battle Guards S;Guardabr. Combate S;Gardes de combat S;Protez. Battaglia S;Kampf-Armschutz S;;
Velociprey Braces S;Brazal. Velociprey S;Av-bras Velociprey S;Parabr. Velociprey S;VelocipreyArmschienS;;
Velociprey Guards S;Guard. Velociprey S;Gardes Velociprey S;Protez. Velociprey S;Velociprey-Schutz S;;
Vespoid Vambraces S;Brazales Vespoid S;Avant-bras Vespoid S;Parabr. Vespoid S;VespoidArmschienen S;;
Vespoid Guards S;Guardabr. Vespoid S;Gardes Vespoid S;Protezioni Vespoid S;Vespoid-Armschutz S;;
Hi-Metal Vambraces S;Brazales Megametal S;Av-bras haut-métal S;Parabr. Hi-Metal S;HochmetallArmschienS;;
Hi-Metal Guards S;Guard. Megametal S;Gardes haut-métal S;Protez. Hi-Metal S;Hochmetall-Schutz S;;
Steel Vambraces S;Brazales de acero S;Avant-bras d'acier S;Parabr. Acciaio S;Stahl-Armschienen S;;
Hornet Vambraces S;Brazales Hornet. S;Avant-bras Hornet S;Parabraccia Hornet S;HornissenArmschieneS;;
Hornet Guards S;Guardab. Hornet. S;Gardes Hornet S;Protezioni Hornet S;Hornissen-ArmschutzS;;
Genprey Vambraces S;Brazales Genprey S;Avant-bras Genprey S;Parabr. Genprey S;GenpreyArmschienen S;;
Genprey Guards S;Guardabr. Genprey S;Gardes Genprey S;Protezioni Genprey S;Genprey-Armschutz S;;
Ioprey Vambraces S;Brazales de Ioprey S;Avant-bras Ioprey S;Parabraccia Ioprey S;Ioprey-Armschienen S;;
Ioprey Guards S;Guardabraz. Ioprey S;Gardes Ioprey S;Protezioni Ioprey S;Ioprey-Armschutz S;;
Kut-Ku Vambraces S;Brazales de Kut-Ku S;Avant-bras Kut-Ku S;Parabraccia Kut-Ku S;Kut-Ku-Armschienen S;;
Kut-Ku Guards S;Guardabr. Kut-Ku S;Gardes Kut-Ku S;Protezioni Kut-Ku S;Kut-Ku-Armschutz S;;
Cephalos Vambraces S;Brazales Cephalos S;Avt-bras Cephalos S;Parabr. Cephalos S;CephalosArmschienenS;;
Cephalos Guards S;Guardabr. Cephalos S;Gardes Cephalos S;Protez. Cephalos S;Cephalos-Armschutz S;;
Conga Vambraces S;Braz. de Conga S;Avant-bras Conga S;Parabraccia Conga S;Conga-Armschienen S;;
Conga Guards S;Guard. de Conga S;Gardes Conga S;Protezioni Conga S;Conga-Armschutz S;;
Gypceros Vambraces S;Brazales Gypceros S;Avt-bras Gypceros S;Parabr. Gypceros S;GypcerosArmschienenS;;
Gypceros Guards S;Guardabr. Gypceros S;Gardes Gypceros S;Protez. Gypceros S;Gypceros-Armschutz S;;
Khezu Vambraces S;Brazales de Khezu S;Avant-bras Khezu S;Parabraccia Khezu S;Khezu-Armschienen S;;
Khezu Guards S;Guardabr. de Khezu S;Gardes Khezu S;Protezioni Khezu S;Khezu-Armschutz S;;
Hermitaur Braces S;Brazales HermitaurS;Avant-bras Herm. S;Parabr. Hermitaur S;HermitaurArmschieneS;;
Hermitaur Guards S;Guardabr. HermitaurS;Gardes Hermitaur S;Protez. Hermitaur S;Hermitaur-Armschtz S;;
Hypno Vambraces S;Braz. Hypno S;Avant-bras Hypno S;Parabraccia Hypno S;Hypno-Armschienen S;;
Hypno Guards S;Guardabr. Hypno S;Gardes Hypno S;Protezioni Hypno S;Hypno-Armschutz S;;
Basarios Vambraces S;Brazales Basarios S;Avt-bras Basarios S;Parabr. Basarios S;BasariosArmschien S;;
Basarios Guards S;Guardabr. Basarios S;Gardes Basarios S;Protez. Basarios S;Basarios-Armschutz S;;
Plesioth Vambraces S;Brazales Plesioth S;Avt-bras Plesioth S;Parabr. Plesioth S;PlesiothArmschienenS;;
Plesioth Guards S;Guardabr. Plesioth S;Gardes Plesioth S;Protez. Plesioth S;Plesioth-Armschutz S;;
Monoblos Vambraces S;Brazales Monoblos S;Avt-bras Monoblos S;Parabr. Monoblos S;MonoblosArmschienenS;;
Monoblos Guards S;Guardabr. Monoblos S;Gardes Monoblos S;Protez. Monoblos S;Monoblos-Armschutz S;;
Garuga Vambraces S;Braz. Garuga S;Avant-bras Garuga S;Parabraccia Garuga S;Garuga-Armschienen S;;
Garuga Guards S;Guardabr. Garuga S;Gardes Garuga S;Protezioni Garuga S;Garuga-Armschutz S;;
Blango Vambraces S;Brazales de Blango S;Avant-bras Blango S;Parabraccia Blango S;Blango-Armschienen S;;
Blango Guards S;Guardabrazos BlangoS;Gardes Blango S;Protez. di Blango S;Blango-Armschutz S;;
Ceanataur Braces S;Brazales Ceanataur S;Avt-bras Ceanataur S;Parabr. Ceanataur S;CeanataurArmschieneS;;
Ceanataur Guards S;Guard. Ceanataur S;Gardes Ceanataur S;Protez. Ceanataur S;Ceanataur-Armschtz S;;
Rathian Vambraces S;Brazales Rathian S;Avant-bras Rathian S;Parabr. Rathian S;RathianArmschienen S;;
Rathian Guards S;Guardabr. Rathian S;Gardes Rathian S;Protezioni Rathian S;Rathian-Armschutz S;;
Narga Vambraces S;Braz. Narga S;Avant-bras Narga S;Parabraccia Narga S;Narga-Armschienen S;;
Narga Guards S;Guardabr. Narga S;Gardes Narga S;Protezioni Narga S;Narga-Armschutz S;;
Tigrex Vambraces S;Brazales de Tigrex S;Avant-bras Tigrex S;Parabraccia Tigrex S;Tigrex-Armschienen S;;
Tigrex Guards S;Guardabrazos TigrexS;Gardes Tigrex S;Protezioni Tigrex S;Tigrex-Armschutz S;;
Rathalos Vambraces S;Brazales Rathalos S;Avt-bras Rathalos S;Parabr. Rathalos S;RathalosArmschienenS;;
Rathalos Guards S;Guardabr. Rathalos S;Gardes Rathalos S;Protez. Rathalos S;Rathalos-Armschutz S;;
Diablo Vambraces S;Brazales Diablos S;Avt-bras Dia blos S;ParabracciaDiablos S;DiablosArmschienen S;;
Diablo Guards S;Guardabr. Diablos S;Gardes Diablos S;Protezioni Diablos S;Diablos-Armschutz S;;
Gravios Vambraces S;Brazales Gravios S;Avant-bras Gravios S;Parabr. Gravios S;GraviosArmschienen S;;
Gravios Guards S;Guardabr. Gravios S;Gardes Gravios S;Protezioni Gravios S;Gravios-Armschutz S;;
Leather Vambraces U;Brazales de Cuero U;Avant-bras en cuir U;Parabraccia Cuoio U;Leder-Armschienen U;;
Chain Vambraces U;Braz. Cota Malla U;Avt-bras en maille U;Parabraccia Maglia U;Ketten-Armschienen U;;
Hunter's Vambraces U;Brazales Cazador U;A-bras de chasseur U;Parabr. Cacciatore U;Jäger-Armschienen U;;
Hunter's Guards U;Guardabr. Cazador U;Gardes de chasseur U;Protez. Cacciatore U;Jäger-Armschutz U;;
Bone Vambraces U;Brazales de Hueso U;Avant-bras d'os U;Parabraccia Osso U;Knochen-ArmschienenU;;
Bone Guards U;Guardabrazos Hueso U;Gardes d'os U;Protezioni d’Osso U;Knochen-Armschutz U;;
Battle Vambraces U;Brazales Combate U;Avt-bras de combat U;Parabr. Battaglia U;Kampf-Armschienen U;;
Battle Guards U;Guardabr. Combate U;Gardes de combat U;Protez. Battaglia U;Kampf-Armschutz U;;
Giaprey Vambraces U;Brazales Giaprey U;Avant-bras Giaprey U;Parabr. Giaprey U;Giaprey-ArmschienenU;;
Giaprey Guards U;Guard. Giaprey U;Gardes Giaprey U;Protezioni Giaprey U;Giaprey-Armschutz U;;
Vespoid Vambraces U;Brazales Vespoid U;Avant-bras Vespoid U;Parabr. Vespoid U;Vespoid-ArmschienenU;;
Vespoid Guards U;Guardabr. Vespoid U;Gardes Vespoid U;Protezioni Vespoid U;Vespoid-Armschutz U;;
Hi-Metal Vambraces U;Brazal. Megametal U;Av-bras haut-métal U;Parabr. Hi-Metal U;HochmetallArmschienU;;
Hi-Metal Guards U;Guard. Megametal U;Gardes haut-métal U;Protez. Hi-Metal U;Hochmetall-Schutz U;;
Steel Vambraces U;Brazales de Acero U;Avant-bras d'acier U;Parabr. Acciaio U;Stahl-Armschienen U;;
Hornet Vambraces U;Brazales Hornet. U;Avant-bras Hornet U;Parabraccia Hornet U;HornissenArmschieneU;;
Hornet Guards U;Guardab. Hornet. U;Gardes Hornet U;Protezioni Hornet U;Hornissen-ArmschutzU;;
Genprey Vambraces U;Brazales Genprey U;Avant-bras Genprey U;Parabr. Genprey U;Genprey-ArmschienenU;;
Genprey Guards U;Guardabr. Genprey U;Gardes Genprey U;Protezioni Genprey U;Genprey-Armschutz U;;
Ioprey Vambraces U;Brazales Ioprey U;Avant-bras Ioprey U;Parabraccia Ioprey U;Ioprey-Armschienen U;;
Ioprey Guards U;Guardabr. Ioprey U;Gardes Ioprey U;Protezioni Ioprey U;Ioprey-Armschutz U;;
Kut-Ku Vambraces U;Brazales Kut-Ku U;Avant-bras Kut-Ku U;Parabraccia Kut-Ku U;Kut-Ku-Armschienen U;;
Kut-Ku Guards U;Guardabraz. Kut-Ku U;Gardes Kut-Ku U;Protezioni Kut-Ku U;Kut-Ku-Armschutz U;;
Cephalos Vambraces U;Brazales Cephalos U;Avt-bras Cephalos U;Parabr. Cephalos U;CephalosArmschienenU;;
Cephalos Guards U;Guardabr. Cephalos U;Gardes Cephalos U;Protez. Cephalos U;Cephalos-Armschutz U;;
Conga Vambraces U;Braz. de Conga U;Avant-bras Conga U;Parabraccia Conga U;Conga-Armschienen U;;
Conga Guards U;Guard. de Conga U;Gardes Conga U;Protezioni Conga U;Conga-Armschutz U;;
Gypceros Vambraces U;Brazales Gypceros U;Avt-bras Gypceros U;Parabr. Gypceros U;GypcerosArmschienenU;;
Gypceros Guards U;Guardabr. Gypceros U;Gardes Gypceros U;Protez. Gypceros U;Gypceros-Armschutz U;;
Khezu Vambraces U;Brazales de Khezu U;Avant-bras Khezu U;Parabraccia Khezu U;Khezu-Armschienen U;;
Khezu Guards U;Guardabr. de Khezu U;Gardes Khezu U;Protezioni Khezu U;Khezu-Armschutz U;;
Hermitaur Braces U;Brazales HermitaurU;Avant-bras Herm. U;Parabr. Hermitaur U;HermitaurArmschieneU;;
Hermitaur Guards U;Guardabr. HermitaurU;Gardes Hermitaur U;Protez. Hermitaur U;Hermitaur-Armschtz U;;
Basarios Vambraces U;Brazales Basarios U;Avt-bras Basarios U;Parabr. Basarios U;BasariosArmschien U;;
Basarios Guards U;Guardabr. Basarios U;Gardes Basarios U;Protez. Basarios U;Basarios-Armschutz U;;
Plesioth Vambraces U;Brazales Plesioth U;Avt-bras Plesioth U;Parabr. Plesioth U;PlesiothArmschienenU;;
Plesioth Guards U;Guardabr. Plesioth U;Gardes Plesioth U;Protez. Plesioth U;Plesioth-Armschutz U;;
Blango Vambraces U;Brazales de Blango U;Avant-bras Blango U;Parabraccia Blango U;Blango-Armschienen U;;
Blango Guards U;Guardabrazos BlangoU;Gardes Blango U;Protez. di Blango U;Blango-Armschutz U;;
Ceanataur Braces U;Brazales Ceanataur U;Avt-bras Ceanataur U;Parabr. Ceanataur U;CeanataurArmschieneU;;
Ceanataur Guards U;Guard. Ceanataur U;Gardes Ceanataur U;Protez. Ceanataur U;Ceanataur-Armschtz U;;
Diablo Vambraces U;Brazales Diablos U;Avt-bras Diablos U;ParabracciaDiablos U;Diablos-ArmschienenU;;
Diablo Guards U;Guardabr. Diablos U;Gardes Diablos U;Protezioni Diablos U;Diablos-Armschutz U;;
Gravios Vambraces U;Brazales Gravios U;Avant-bras Gravios U;Parabr. Gravios U;GraviosArmschienen U;;
Gravios Guards U;Guardabr. Gravios U;Gardes Gravios U;Protezioni Gravios U;Gravios-Armschutz U;;
BlackBeltVambraces S;Braz. Cin. Negr. S;Av-bras ct. noire S;Parabr. Cint. Nera S;SchwzgrtArmschienenS;;
Shinobi Kote(Heaven);Kote Shinobi (Par.);Kote Shinobi Cieux;Kote Shinobi(Parad.);ShinobiKoteHimmelrch;;
Shinobi Kote (Earth);Kote Shinobi (Tierr);Kote Shinobi Terre;Kote Shinobi (Terra);Shinobi-Kote Erde;;
RedGuildGuard Gloves;Gua. Guar. Gre. Roj.;Gants grd.gld. roug.;Guanti Rossi G.Gilda;RtGildWächt-Hndschuh;;
RedGuildGuardSleeves;Man. Guar. Gre. Roj.;Manch.grd.gld.rouges;Maniche RosseG.Gilda;Rt GildWächt-Ärmel;;
