english;spanish;french;italian;german;japanese;chinese
Terrain;Terreno;Terrain;Terreno;Gelände;;
Stamina;Resist.;Vigueur;Resistenza;Ausdauer;;
Constitutn;Const.;Constitutn;Costituz.;Konstitutn;;
Hunger;Hambre;Faim;Fame;Hunger;;
Sneak;Sigilo;Discrétion;Furtivit.;Schleichen;;
Fate;Destino;Destin;Fato;Schicksal;;
SpeedSetup;Confg.vel.;Inst. Rap.;MontaVeloc;SchnllAufb;;
Tranquilzr;Tranquil.;Tranquilst;Tranquill.;Beruhigung;;
Perceive;Percepción;Perception;Percezione;Wahrnehmen;;
Recovery;Recuperac.;Récup.;Recupero;Erholung;;
Everlastng;Eterno;Éternel;Eterno;Immerwhrnd;;
Wide Area;Área ampl.;Zone;Ampia area;Großraum;;
Throw;Lanzam.;Lancer;Lancio;Werfen;;
BombStrUp;SubFueBomb;Aug. bombe;FrzBombaSu;BombKrfHoc;;
Gluttony;Glotonerí a;Glouton;Ingordigia;Schlemmen;;
Cooking;Cocina;Cuisine;Cucina;Kochen;;
BBQ;Barbacoa;BBQ;BBQ;Grillen;;
Horn;Cuerno;Cor;Corno;Horn;;
MixSucRate;ÍndexMixto;Ch.suc.cmb;% succ.mix;MixErfRate;;
Shot Mix;DispMixto;Mix tir;ColpiMisti;SchussMix;;
Alchemy;Alquimia;Alchimie;Alchimia;Alchimie;;
ComrdGuide;GuiaCamrda;GuideComp.;GuidaCompa;KameradLtg;;
ComradeAtk;AtqCamrda;Att. Comp.;Att. Compa;KameradAng;;
ComradeDef;DefCamrda;Déf. Comp.;Dif. Compa;KameradVer;;
Torso Inc;AumenTorso;Aug. Torse;Torso aum.;RumpfVerst;;
Attack Up (Large);Sub ataque (grande);Attaque augm. (gd);Attacco aum.(gran.);Angriff hoch (sehr);;
Attack Up (Medium);Sub ataque (medio);Attaque augm. (my);Attacco aum.(medio);Angriff hoch(mittel);;
Attack Up (Small);Sub ataque (peq.);Attaque augm. (pt);Attacco aum.(picc.);Angriff hoch (wenig);;
Attack Down (Small);Ataque abajo (peq.);Baisse attaque (Pte);Attacco dim.(picc.);Angr. runter (wenig);;
Attack Down (Medium);Ataque abajo (medio);Baisse attaque (Moy);Attacco dim.(medio);Ang. runter (mittel);;
Attack Down (Large);Ataque abajo (grnde);Baisse attaque (Gde);Attacco dim.(gran.);Angr. runter (sehr);;
Defense +40;Defensa +40;Défense +40;Difesa +40;Verteidigung +40;;
Defense +30;Defensa +30;Défense +30;Difesa +30;Verteidigung +30;;
Defense +20;Defensa +20;Défense +20;Difesa +20;Verteidigung +20;;
Defense -20;Defensa -20;Défense -20;Difesa -20;Verteidigung -20;;
Defense -30;Defensa -30;Défense -30;Difesa -30;Verteidigung -30;;
Defense -40;Defensa -40;Défense -40;Difesa -40;Verteidigung -40;;
Health +50;Salud +50;Santé +50;Salute +50;Gesundheit +50;;
Health +30;Salud +30;Santé +30;Salute +30;Gesundheit +30;;
Health +20;Salud +20;Santé + 20;Salute +20;Gesundheit +20;;
Health -10;Salud -10;Santé -10;Salute -10;Gesundheit -10;;
Health -20;Salud -20;Santé -20;Salute -20;Gesundheit -20;;
Health -30;Salud -30;Santé -30;Salute -30;Gesundheit -30;;
All Res +10;Res. todo +10;Toutes rés. +10;Res. a tutto +10;Alle Abwehr +10;;
All Res +5;Res. todo +5;Toutes rés. +5;Res. a tutto +5;Alle Abwehr +5;;
All Res +3;Res. todo +3;Toutes rés. +3;Res. a tutto +3;Alle Abwehr +3;;
All Res -3;Res. todo -3;Toutes rés. -3;Res. a tutto -3;Alle Abwehr -3;;
All Res -5;Res. todo -5;Toutes rés. -5;Res. a tutto -5;Alle Abwehr -5;;
All Res -10;Res. todo -10;Toutes rés. -10;Res. a tutto -10;Alle Abwehr -10;;
Ice Res +10;Res. hielo +10;Rés. Glace +10;Res. a Ghiaccio +10;Eisabwehr +10;;
Ice Res +5;Res. hielo +5;Rés. Glace +5;Res. a Ghiaccio +5;Eisabwehr +5;;
Ice Res -5;Res. hielo -5;Rés. Glace -5;Res. a Ghiaccio -5;Eisabwehr -5;;
Ice Res -10;Res. hielo -10;Rés. Glace -10;Res. a Ghiaccio -10;Eisabwehr -10;;
Water Res +10;Res. agua +10;Rés. Eau +10;Res. ad Acqua +10;Wasserabwehr +10;;
Water Res +5;Res. agua +5;Rés. Eau +5;Res. ad Acqua +5;Wasserabwehr +5;;
Water Res -5;Res. agua -5;Rés. Eau -5;Res. ad Acqua -5;Wasserabwehr -5;;
Water Res -10;Res. agua -10;Rés. Eau -10;Res. ad Acqua -10;Wasserabwehr -10;;
Thunder Res +10;Res. trueno +10;Rés. Foudre +10;Res. a Tuono +10;Donnerabwehr +10;;
Thunder Res +5;Res. trueno +5;Rés. Foudre +5;Res. a Tuono +5;Donnerabwehr +5;;
Thunder Res -5;Res. trueno -5;Rés. Foudre -5;Res. a Tuono -5;Donnerabwehr -5;;
Thunder Res -10;Res. trueno -10;Rés. Foudre -10;Res. a Tuono -10;Donnerabwehr -10;;
Dragon Res +10;Res. dragón +10;Rés. Dragon +10;Res. a Drago +10;Drachenabwehr +10;;
Dragon Res +5;Res. dragón +5;Rés. Dragon +5;Res. a Drago +5;Drachenabwehr +5;;
Dragon Res -5;Res. dragón -5;Rés. Dragon -5;Res. a Drago -5;Drachenabwehr -5;;
Dragon Res -10;Res. dragón -10;Rés. Dragon -10;Res. a Drago -10;Drachenabwehr -10;;
Fire Res +10;Res. fuego +10;Rés. Feu +10;Res. a Fuoco +10;Feuerabwehr +10;;
Fire Res +5;Res. fuego +5;Rés. Feu +5;Res. a Fuoco +5;Feuerabwehr +5;;
Fire Res -5;Res. fuego -5;Rés. Feu -5;Res. a Fuoco -5;Feuerabwehr -5;;
Fire Res -10;Res. fuego -10;Rés. Feu -10;Res. a Fuoco -10;Feuerabwehr -10;;
Faint Negated;Desmayo anulado;Évan. annulé;Svenimento annullato;K.O. nichtig;;
Faint Prob Halved;Prob. desmayo mitad;Chances évan. Moitié;Prob. Sven. dimezz.;K.O.-Wahrsch. halb.;;
Faint Duration[x2];Dur. desmayo[x2];Durée évan.[×2];Durata Svenim.[×2];K.O.-Dauer [x2];;
Poison Negated;Veneno anulado;Poison annulé;Veleno annullato;Gift nichtig;;
Poison Dur Halved;Dur. veneno mitad;Durée poison moitié;Durata Veleno dimezz;Giftdauer halbiert;;
Poison Dur[x2];Dur. veneno[x2];Durée poison[×2];Durata Veleno[×2];Giftdauer[x2];;
Paralysis Negated;Parálisis anulada;Paralysie annulée;Paralis. Annullata;Lähmung nichtig;;
Para Duration Halved;Dur. paral. a mitad;Durée para. moitié;Durata Paral. dimezz;Lähmdauer halbiert;;
Para Duration[x2];Dur. paral.[x2];Durée para.[×2];Durata Paralis.[×2];Lähmdauer[x2];;
Sleep Negated;Sueño anulado;Sommeil annulé;Sonno annullato;Schlaf nichtig;;
Sleep Dur Halved;Dur. sueño a mitad;Durée sommeil moitié;Durata Sonno dimezz;Schlafdauer halbiert;;
Sleep Dur[x2];Dur. sueño[x2];Durée sommeil[×2];Durata Sonno[×2];Schlafdauer[x2];;
Antiseptic;Antiséptico;Antiseptique;Antisettico;Antiseptikum;;
Fatigue Cancellation;Canc. Fatiga;Annulation fatigue;Annullam. fatica;Ermüdungsaufhebung;;
Snow Res;Resistencia nieve;Résistance neige;Resistenza neve;Schneeabwehr;;
Quake Res;Anti-temblor;Rés.aux tremblements;Resistenza scossa;Erdbebenabwehr;;
High Grade Earplug;Tapón oí dos gran cal;Bouch. d'oreille top;Tappo or. alto liv.;Bester Ohrstöpsel;;
Earplug;Tapón de oí do;Bouchon d'oreille;Tappo per orecchie;Ohrstöpsel;;
Dragon Wind Breaker;Anular viento dragón;Coupe-vent dragon;Annulla Vento drago;Drachenwind-Brecher;;
High Wind Res;Res. viento alta;Haute rés. vent;Res. Vento alta;Hohe Windabwehr;;
Low Wind Res;Res. viento baja;Basse rés. vent;Res. a Vento bassa;Geringe Windabwehr;;
Steal No Effect;Robo sin efecto;Vol sans effet;Anti-ladro;Diebst. ohne Effekt;;
Self-Defense;Auto-Defensa;Self-Defense;Auto-Difesa;Selbstverteidigung;;
Metallic Protection;Protección metálica;Protection métalliq.;Protezione metallica;Metallischer Schutz;;
Frosty Protection;Protección helada;Protection froid;Protezione Gelo;Frostiger Schutz;;
Fiery Protection;Protección ardiente;Protection flamme;Protezione Fuoco;Feuriger Schutz;;
Sharpness +1;Afilado +1;Tranchant +1;Acutezza +1;Schärfe +1;;
Sharp Sword;Espada afilada;Épée aiguisée;Spada affilata;Scharfschwert;;
Blunt;Desafilado;Émoussé;Smussata;Stumpf;;
ESP;ESP;PSI;ESP;Übersinnliche Kraft;;
Sharpening Skl Inc;Hab. Afilado aum.;Tal.aiguis. augmenté;Ab.Affilatura aument;Schärffähigk. erhöht;;
Sharpening Skl Half;Hab. Afilado mitad;Tal.aiguis. moitié;Ab.Affilatura dimezz;Schärffähigkeit halb;;
Guard +2;Protección +2;Garde +2;Guardia +2;Block +2;;
Guard +1;Protección +1;Garde +1;Guardia +1;Block +1;;
Guard -1;Protección -1;Garde -1;Guardia -1;Block -1;;
Guard -2;Protección -2;Garde -2;Guardia -2;Block -2;;
Auto-Guard;Autoprotección;Garde auto.;Auto-guardia;Autoblock;;
Art of Unsheathing;Arte desenfundar;L'art de dégainer;Arte dello sguaino;KunstDesErnstmachens;;
Stellar Hunter;Cazador estelar;Chasseur brillant;Cacciatore stellare;Sternenjäger;;
NormalS/RapidBow Up;Dnormal/ArcRáp subir;Augm. MnNorm/Arc rap;Pnorm./ArcoRap. aum.;NormalS/SchnllBogn h;;
PierceS/PierceBow Up;Dperf/ArcPerf subir;Augm. MnPrc/Arc pr c;PPerf/ArcoPerf aum.;PierceS/PierceBogn h;;
PelletS/ScattrBow Up;Dperd/ArcDspr subir;Augm. MnPlmb/Arc frg;PFram/ArcoSpars aum.;SchrotS/ScatterBognh;;
Normal S All LV Add;Añ. D.nor.todos NV;Aj. Mn Norm.tous Niv;Agg. P Norm.tutti lv;NormalS alleSt zufüg;;
Pierce S All LV Add;Añ. D.perf.todos NV;Aj. Mn Perç.tous Niv;Agg. P Perf.tutti lv;PierceS alleSt zufüg;;
Pierce S LV1 Add;Añadir D.perf. NV1;Aj. Mn Perçante Nv1;Agg. P Perfor. LV1;Pierce S St1 zufüg;;
Pellet S All LV Add;Añ. D.perd.todos NV;Aj. Mn Plmb tous Niv;Agg. P Pall.tutti lv;SchrotS alleSt zufüg;;
Pellet S LV1 Add;Añadir D.perd. NV1;Ajout Mn Plomb Nv1;Agg. P Pall. LV1;Schrot S St1 zufüg;;
Crag S All LV Add;Añ. D.expl.todos NV;Aj. Mn Expl.tous Niv;Agg.P Picco tutti lv;Crag S alle St zufüg;;
Crag S LV1 Add;Añadir D.expl. NV1;Ajout Mn Explos. Nv1;Agg. P Picco LV1;Crag S St1 zufüg;;
Clust S All LV Add;Añ. D.grupo todos NV;Aj. Mn Frag. tous Nv;Agg.P Grapp.tutti lv;Streu S alleSt zufüg;;
Clust S LV1 Add;Añadir D.grupo NV1;Aj. Mn Fragment Nv1;Agg. P Grappolo LV1;Streu S St1 zufüg;;
Reloading Speed +3;Velocidad recarga +3;Vit. rechargement +3;Velocità ricarica +3;NachladeGeschw +3;;
Reloading Speed +2;Velocidad recarga +2;Vit. rechargement +2;Velocità ricarica +2;NachladeGeschw +2;;
Reloading Speed +1;Velocidad recarga +1;Vit. rechargement +1;Velocità ricarica +1;NachladeGeschw +1;;
Reloading Speed -1;Velocidad recarga -1;Vit. rechargement -1;Velocità ricarica -1;NachladeGeschw -1;;
Reloading Speed -2;Velocidad recarga -2;Vit. rechargement -2;Velocità ricarica -2;NachladeGeschw -2;;
Reloading Speed -3;Velocidad recarga -3;Vit. rechargement -3;Velocità ricarica -3;NachladeGeschw -3;;
AutoReload;Autorecarga;Recharge auto;Autocarica;Autom. Nachladen;;
Recoil Reduction +2;Reduc. retroceso +2;Réduction recul +2;Riduzione rinculo +2;Rückstoßminderung +2;;
Recoil Reduction +1;Reduc. retroceso +1;Réduction recul +1;Riduzione rinculo +1;Rückstoßminderung +1;;
Shell Deviation Down;Desv. proyectil. -;Baisse déviation tir;Deriva colpo -;Abweichung -;;
Shell Deviation Up;Desv. proyectil. +;Augm. déviation tir;Deriva colpo +;Abweichung +;;
Poison Coating Add;Añ. Rev. veneno;Ajout Enduit poison;Sostanza Veleno agg.;Giftbeschichtung zuf;;
Paralysis Coat Add;Añ. Rev. parálisis;Aj. Enduit paralysie;Sostanza Paral. agg.;Lähmbeschichtung zuf;;
Sleep Coating Add;Añ. Rev. sueño;Ajout Enduit sommeil;Sostanza Sonno agg.;Schlafbschichtng zuf;;
Power Coating Add;Añ. Rev. energí a;Aj. Enduit d'énergie;Sostanza Forza agg.;Kraftbeschichtng zuf;;
ClsRngCAdd;Añ.Rev.cmb;Aj.E.combo;SAtt. Ravvicin. agg.;NhkpfBsZuf;;
Straight & True;Firme y decidido;Droit et franc;Retto e saldo;Ehrlich & direkt;;
Reckless Abandon+3;Abandono temerario+3;Abandon total +3;Fervore sconsider.+3;Hemmungslosigkeit+3;;
Reckless Abandon+2;Abandono temerario+2;Abandon total +2;Fervore sconsider.+2;Hemmungslosigkeit+2;;
Reckless Abandon+1;Abandono temerario+1;Abandon total +1;Fervore sconsider.+1;Hemmungslosigkeit+1;;
Reckless Abandon-1;Abandono temerario-1;Abandon téméraire -1;Fervore sconsid. -1;Hemmungslosigkeit-1;;
Reckless Abandon-2;Abandono temerario-2;Abandon téméraire -2;Fervore sconsid. -2;Hemmungslosigkeit-2;;
Reckless Abandon-3;Abandono temerario-3;Abandon téméraire -3;Fervore sconsid. -3;Hemmungslosigkeit-3;;
Abnormal Sts Atk Up;Subir atq est.anorm.;Att.augm.stat.anorm.;Att.StatusAnorm.aum.;AbartigStrkAngr hoch;;
Element Attack Up;Subir atq elemental;Augm. attaq.élément.;Att. Elemento aum.;Elementangriff hoch;;
Damage Rec Speed +2;Vel.recup. daño +2;Vit.récup.dommages+2;Vel. recup. danni +2;SchadBeseitGeschw +2;;
Damage Rec Speed +1;Vel.recup. daño +1;Vit.récup.dommages+1;Vel. recup. danni +1;SchadBeseitGeschw +1;;
Damage Rec Speed -1;Vel.recup. daño -1;Vit.récup.dommages-1;Vel. recup. danni -1;SchadBeseitGeschw -1;;
Damage Rec Speed -2;Vel.recup. daño -2;Vit.récup.dommages-2;Vel. recup. danni -2;SchadBeseitGeschw -2;;
Divine Protection;Protección divina;Protection divine;Protezione divina;Göttlicher Schutz;;
Demonic Protection;Protección diabólica;Protect. démoniaque;Protezione demoniaca;Dämonischer Schutz;;
Guard Inc;Subir protección;Augm. garde;Guardia aumentata;Block verstärkt;;
Evade +2;Evadir +2;Évasion+2;Evasione +2;Ausweichen +2;;
Evade +1;Evadir +1;Évasion+1;Evasione +1;Ausweichen +1;;
Evade Distance Up;Sub. Dist. Evasión;Dist. évasion augm.;Distanza evasione +;Ausweichdistanz Hoch;;
Adrenaline +2;Adrenalina +2;Adrénaline +2;Adrenalina +2;Adrenalin +2;;
Adrenaline +1;Adrenalina +1;Adrénaline +1;Adrenalina +1;Adrenalin +1;;
Worry;Preocuparse;Inquiétude;Inquietudine;Sorgen;;
Gunnery King;Rey artillerí a;Roi en artillerie;Re artiglieria;Schießkönig;;
Gunnery Master;Maestro artillero;Maître en artillerie;Maestro artiglieria;Schießmeister;;
Capacity Up;Capac. +;Supercharge;Capacità +;Kapazität hoch;;
Focus;Concentración;Concentration;Concentrazione;Fokus;;
Distracted;Distracción;Distrait;Sovrappensiero;Abgelenkt;;
Guts;Agallas;Tripes;Coraggio;Mut;;
Emboldened;Envalentonado;Enhardi;Irato;Ermutigt;;
Farsight;Clarividencia;Vue lointaine;Vista lunga;Weitsicht;;
Map Unavailable;Mapa no disponible;Carte indisponible;Mappa non disp.;Karte nicht verfügb.;;
Autotracker;Autoseguimiento;Traqueur auto.;Autotracciamento;Automatik-Aufspürer;;
Detect;Detección;Détection;Individua;Aufspüren;;
Gathering +2;Recogida +2;Collecte +2;Raccolta +2;Sammeln +2;;
Gathering +1;Recogida +1;Collecte +1;Raccolta +1;Sammeln +1;;
Gathering -1;Recogida -1;Collecte -1;Raccolta -1;Sammeln -1;;
Gathering -2;Recogida -2;Collecte -2;Raccolta -2;Sammeln -2;;
Carving Celebrity;Celebridad cortante;Dépeceur célèbre;Scalco celebrità;Zerleger-Promi;;
Carving Iron Man;Hombre hierro cort.;Dépeceur de fer;Scalco uomo di ferro;Zerleger-Eisenmann;;
High Speed Gathering;Recogida gran veloc.;Collecte rapide;Raccolta alta vel.;Schnelles Sammeln;;
Backpacking Expert;Experto mochilero;Expert routard;Esp. viaggio zaino;Rucksackexperte;;
Divine Whim;Capricho divino;Lubie divine;Capriccio divino;Göttliche Laune;;
Spirit's Whim;Capricho de espí ritu;Lubie de l'esprit;Capriccio di spirito;Geisterlaune;;
Spectre's Whim;Capricho de espectro;Lubie du spectre;Capriccio di spettro;Gespensterlaune;;
Devil's Whim;Capricho de demonio;Lubie du démon;Capriccio di diavolo;Teufelslaune;;
Fishing Expert;Experto en pesca;Expert pêcheur;Esperto pesca;Angelexperte;;
Heat Cancel [Hi];Canc. calor [alto];Annul. chaleur [Ht];Annulla Calore (al);Hitze beenden [H];;
Heat Cancel [Lo];Canc. calor [bajo];Annul. chaleur [Bs];Annulla Calore (bas);Hitze beenden [N];;
Heat Inc [Lo];Aum. calor [bajo];Augm. chaleur [Bs];Aum. Calore (bas);Hitze erhöhen [N];;
Heat Inc [Hi];Aum. calor [alto];Augm. chaleur [Ht];Aum. Calore (al);Hitze erhöhen [H];;
Cold Elimination[Hi];Eliminar frí o [alto];Élimin. froid [Ht];Elimin. Freddo (al);Kälte beenden[H];;
Cold Elimination[Lo];Eliminar frí o [bajo];Élimin. froid [Bs];Elimin. Freddo (bas);Kälte beenden[N];;
Cold Increase [Lo];Aum. Frí o [bajo];Augm. froid [Bs];Aum. Freddo (bas);Kälte erhöhen [N];;
Cold Increase [Hi];Aum. Frí o [alto];Augm. froid [Ht];Aum. Freddo (al);Kälte erhöhen [H];;
TerrainDamageNegate;Anular Daño Terreno;Annule dmg terrain;Danno Terreno annul.;GeländeschadnNegiert;;
TerrainDamageHalf;Daño Terreno Mitad;Dmg terrain moitié;Danno Terreno dimez.;Geländeschaden halb;;
TerrainDamageInc[Lo];AumDañoTerreno[ba];Augm. dmg terr. [Bs];Aum.DannoTerr.[bas];GlndeSchdnErhöh[N];;
TerrainDamageInc[Hi];AumDañoTerreno[al];Augm. dmg terr. [Ht];Aum.DannoTerr.[al];GlndeSchdnErhöh[H];;
Runner;Corredor;Coureur;Corridore;Läufer;;
Flat Footed;Pies planos;Pieds plats;Piedi piatti;Plattfüßig;;
Constitution +2;Constitución +2;Constitution +2;Costituzione +2;Konstitution +2;;
Constitution +1;Constitución +1;Constitution +1;Costituzione +1;Konstitution +1;;
Constitution -1;Constitución -1;Constitution -1;Costituzione -1;Konstitution -1;;
Constitution -2;Constitución -2;Constitution -2;Costituzione -2;Konstitution -2;;
Hunger Negated;Hambre anulada;Faim annulée;Fame annullata;Hunger nichtig;;
Hunger Halved;Hambre a mitad;Faim moitié;Fame dimezzata;Hunger halbiert;;
Hunger Increase [Lo];Aumento hambre [ba];Augm. faim [Bs];Aumento Fame (bas);Hunger erhöhen [N];;
Hunger Increase [Hi];Aumento hambre [al];Augm. faim [Ht];Aumento Fame (al);Hunger erhöhen [H];;
Stealth;Sigilo;Furtivité;Furtività;Tarnung;;
Taunt;Provocación;Provocation;Provocazione;Provokation;;
Luck Booster;Impulso de suerte;Augmenteur de chance;Potenziafortuna;Glücksverstärker;;
Good Luck;Buena suerte;Bonne fortune;Fortuna;Glück;;
Bad Luck;Mala suerte;Mauvaise fortune;Sfortuna;Pech;;
Calamity;Calamidad;Calamité;Calamità;Unglück;;
Trap Master;Maestro trampas;Maître des pièges;Mastro di trappole;Fallenmeister;;
Tranquilizing Celeb;Celebridad Tranquil.;Maître de la capture;Maestro tranquillan.;Beruhigender Star;;
Tranquilizing Whiz;Susurro Tranquil.;As de la capture;Esperto tranquillan.;Beruhigender Könner;;
Tranquilizing Guru;Gurú Tranquil.;Gourou de la capture;Guru tranquillanti;Beruhigender Guru;;
HealthRecItemsImprvd;ObjRecSaludMejorados;Obj.réc.santé amél.;OggRecupSalutePotenz;GenesungsObjekteVerb;;
HealthRecItemsWeaknd;ObjRecSaluddebilit.;Obj.réc.santé faible;Ogg.rec.Salute deb.;GenesungsObjktSchwch;;
Item Usage Improve;Mejora uso objetos;Amél. usage objet;Migliora uso oggetti;Objktntzng besser;;
Item Usage Decline;Declive uso objetos;Déclin usage objet;Peggiora uso oggetti;Objktntzng schlchtr;;
Wide Area +2;Área amplia +2;Étendu +2;Ampia area +2;Großraum +2;;
Wide Area +1;Área amplia +1;Étendu +1;Ampia area +1;Großraum +1;;
Throwing Skill Up;Subir lanzamiento;Talent lancer augm.;Abilità Lancio aum.;Wurffähigkeit hoch;;
Bomber;Bombardero;Poseur de bombes;Bombardiere;Bomber;;
Scavenger;Carroñero;Mange-tout;Mangiatutto;Allesfresser;;
Filled Up;Relleno;Rempli;Riempito;Aufgefüllt;;
Quick Eating;Comer rápido;Repas rapide;Mangiaveloce;Schnelles Essen;;
Slow Life;Ralentizar vida;Vie lente;Vita lenta;Langsames Leben;;
BBQ Celebrity;Celebridad barbacoa;Célébrité BBQ;Celebrità BBQ;Grill-Promi;;
So-Called BBQ King;Rey barbacoa;Soi-disant roi BBQ;Cosiddetto re BBQ;Sog. Grill-König;;
Flute Expert;Experto en flauta;Expert en flûte;Esperto flauto;Flötenexperte;;
Combine Success +45%;Éxito combinac. +45%;Succès combin. +45%;Successo comb. +45%;Kombiniererfolg +45%;;
Combine Success +25%;Éxito combinac. +25%;Succès combin. +25%;Successo comb. +25%;Kombiniererfolg +25%;;
Combine Success +15%;Éxito combinac. +15%;Succès combin. +15%;Successo comb. +15%;Kombiniererfolg +15%;;
Combine Success -5%;Éxito combinac. -5%;Succès combin. -5%;Successo comb. -5%;Kombiniererfolg -5%;;
Combine Success -10%;Éxito combinac. -10%;Succès combin. -10%;Successo comb. -10%;Kombiniererfolg -10%;;
Combine Success -15%;Éxito combinac. -15%;Succès combin. -15%;Successo comb. -15%;Kombiniererfolg -15%;;
Bullet Limit;Lí mite de balas;Limite munition;Limite munizioni;Kugelbegrenzung;;
Alchemy;Alquimia;Alchimie;Alchimia;Alchimie;;
