english;spanish;french;italian;german;japanese;chinese
Nul-Thundr Jwl 1;J. antirayo 1;Joyau Anti-foudre 1;G isolante 1+;0-DonnerJwl1;制雷珠【１】;
Ice Res Jewel 1;J. res. hielo 1;Joyau Antigel 1;G antigelo 1;EisabwehrJwl1;耐氷珠【１】;
Nul-Ice Jewel 1;J. antihielo 1;Joyau Anti-glace 1;G antigelo 1+;0-Eis-Juwel 1;制氷珠【１】;
Dragon Res Jwl 1;J. res. draco 1;Joyau Draconien 1;G antidrago 1;DrachenabwJwl1;耐龍珠【１】;
Nul-Dragon Jwl 1;J. antidraco 1;Joyau Anti-dragon 1;G antidrago 1+;0-DrachenJwl1;制龍珠【１】;
Protection Jwl 1;Joya protecc. 1;Joyau Protection 1;G protez. 1;Schutz-Juwel 1;加護珠【１】;
Asylum Jewel 1;Joya celest. 1;Joyau Sanctuaire 1;G protez. 1+;ZufluchtJuwel1;神護珠【１】;
Vitality Jewel 1;Joya fuerza 1;Joyau Vitalité 1;G vita 1;LebenskraftJwl1;体力珠【１】;
Recovery Jewel 1;Joya recup. 1;Joyau Récup. 1;G recupero 1;ErholungJuwel1;早復珠【１】;
Recovery Jewel 2;Joya recup. 2;Joyau Récup. 2;G recupero 2;ErholungJuwel2;早復珠【２】;
Medicine Jewel 1;Joya curador 1;Joyau Médecin 1;G medicina 1;Medizin-Juwel 1;治癒珠【１】;
Medicine Jewel 2;Joya curador 2;Joyau Médecin 2;G medicina 2;Medizin-Juwel 2;治癒珠【２】;
Evasion Jewel 1;Joya evadir 1;Joyau Évasion 1;G schivata 1;AusweichJuwel1;回避珠【１】;
Evasion Jewel 2;Joya evadir 2;Joyau Évasion 2;G schivata 2;AusweichJuwel2;回避珠【２】;
Jumping Jewel 1;Joya salto 1;Joyau Esquive 1;G schivatore 1;Sprung-Juwel 1;跳躍珠【１】;
Jumping Jewel 2;Joya salto 2;Joyau Esquive 2;G schivatore 2;Sprung-Juwel 2;跳躍珠【２】;
Sheath Jewel 1;Joya enfund. 1;Joyau Rengain. 1;G rinfodero 1;WegsteckJwl1;速納珠【１】;
Sheath Jewel 2;Joya enfund. 2;Joyau Rengain. 2;G rinfodero 2;WegsteckJwl2;速納珠【２】;
Trapmaster Jwl 1;Joya trampas 1;Joyau Piège 1;G trappola 1;FallenmstrJwl1;罠師珠【１】;
Gobbler Jewel 1;Joya tragón 1;Joyau Repas 1;G cucina 1;VerschlingJwl1;早食珠【１】;
Gobbler Jewel 3;Joya tragón 3;Joyau Repas 3;G cucina 3;VerschlingJwl3;早食珠【３】;
Satiated Jewel 1;Joya saciada 1;Joyau Frugal 1;G dieta 1;Gesättigtes Jwl1;節食珠【１】;
Sprinter Jewel 1;Joya veloz 1;Joyau Stamina 1;G resistenza 1;SprinterJuwel1;強走珠【１】;
Sprinter Jewel 3;Joya veloz 3;Joyau Stamina 3;G resistenza 3;SprinterJuwel3;強走珠【３】;
Physique Jewel 1;Joya salud 1;Joyau Athlète 1;G atleta 1;Figur-Juwel 1;体術珠【１】;
Physique Jewel 2;Joya salud 2;Joyau Athlète 2;G atleta 2;Figur-Juwel 2;体術珠【２】;
Refresh Jewel 1;Joya forma 1;Joyau Vigueur 1;G resistente 1;ErfrischngJwl1;早気珠【１】;
Refresh Jewel 2;Joya forma 2;Joyau Vigueur 2;G resistente 2;ErfrischngJwl2;早気珠【２】;
Hungerless Jwl 1;Joya antigula 1;Joyau Appétit 1;G fame 1;HungerfreiJwl1;無食珠【１】;
Metabolism Jwl 1;Joya glotón 1;Joyau Glouton 1;G ingordigia 1;StoffwechslJwl1;食漢珠【１】;
Fate Jewel 1;Joya suerte 1;Joyau Destin 1;G fato 1;SchicksalJuwel1;運気珠【１】;
Fate Jewel 3;Joya suerte 3;Joyau Destin 3;G fato 3;SchicksalJuwel3;運気珠【３】;
Capture Jewel 1;Joya captura 1;Joyau Capture 1;G premi 1;Fang-Juwel 1;捕獲珠【１】;
Capture Jewel 3;Joya captura 3;Joyau Capture 3;G premi 3;Fang-Juwel 3;捕獲珠【３】;
Carver Jewel 1;Joya cortante 1;Joyau Dépecer 1;G ricavo 1;SchneideJuwel1;皮剥珠【１】;
Carver Jewel 3;Joya cortante 3;Joyau Dépecer 3;G ricavo 3;SchneideJuwel3;皮剥珠【３】;
Transportr Jwl 1;Joya mochila 1;Joyau Convoyeur 1;G portatore 1;RucksackJwl1;運搬珠【１】;
Gathering Jwl 1;Joya recoge 1;Joyau Collecte 1;G raccolta 1;Sammel-Juwel 1;採取珠【１】;
Spree Jewel 1;Joya colector 1;Joyau Chapardeur 1;G contadino 1;SammelspaßJwl1;速集珠【１】;
Blessing Jewel 1;Joya bendita 1;Joyau Lubie 1;G fatalità 1;Segen-Juwel 1;祝福珠【１】;
Friendship Jwl 1;Joya amistad 1;Joyau Soutien 1;G ampia area 1;FreundschftJwl1;友愛珠【１】;
Friendship Jwl 2;Joya amistad 2;Joyau Soutien 2;G ampia area 2;FreundschftJwl2;友愛珠【２】;
Psychic Jewel 1;Joya psique 1;Joyau Lucidité 1;G sibilla 1;Vision-Juwel 1;千里珠【１】;
Professor Jwl 1;Joya profesor 1;Joyau Inventeur 1;G combinat. 1;ProfessorJwl1;博士珠【１】;
Factory Jewel 1;Joya armero 1;Joyau Alchimiste 1;G alchimista 1;FertigungJuwel1;弾製珠【１】;
Enduring Jewel 1;Joya tenaz 1;Joyau Objets 1;G oggetti 1;Dauer-Juwel 1;持続珠【１】;
Perception Jwl 1;Joya percibe 1;Joyau Perception 1;G cattura 1;WahrnehmJwl1;観察珠【１】;
Ranger Jewel 1;Joya soldado 1;Joyau Chasse 1;G ranger 1;Ranger-Juwel 1;狩人珠【１】;
Ninja Jewel 1;Joya ninja 1;Joyau Ninja 1;G presenza 1;Ninja-Juwel 1;忍脚珠【１】;
Handicraft Jwl 2;Joya artesan. 2;Joyau Artisanat 2;G artigiano 2;HandwerkJuwel2;匠珠【２】;
Handicraft Jwl 3;Joya artesan. 3;Joyau Artisanat 3;G artigiano 3;HandwerkJuwel3;匠珠【３】;
Artisan Jewel 3;Joya orfebre 3;Joyau Orfèvre 3;G artigiano 3+;HandwerkerJwl3;名匠珠【３】;
Fencer Jewel 1;Joya esgrima 1;Joyau Escrime 1;G scherma 1;Fecht-Juwel 1;剣豪珠【１】;
Fencer Jewel 3;Joya esgrima 3;Joyau Escrime 3;G scherma 3;Fecht-Juwel 3;剣豪珠【３】;
Razor Jewel 1;Joya cuchilla 1;Joyau Dextérité 1;G acutezza 1;Klingen-Juwel 1;斬鉄珠【１】;
Razor Jewel 3;Joya cuchilla 3;Joyau Dextérité 3;G acutezza 3;Klingen-Juwel 3;斬鉄珠【３】;
Draw Jewel 1;Joya desenf. 1;Joyau Dégain. 1;G rapi-danno 1;Hieb-Juwel 1;抜刀珠【１】;
Draw Jewel 2;Joya desenf. 2;Joyau Dégain. 2;G rapi-danno 2;Hieb-Juwel 2;抜刀珠【２】;
Gambit Jewel 1;Joya gambito 1;Joyau Punition 1;G punizione 1;Gambit-Juwel 1;抜打珠【１】;
Gambit Jewel 3;Joya gambito 3;Joyau Punition 3;G punizione 3;Gambit-Juwel 3;抜打珠【３】;
Ironwall Jewel 1;Joya guardia 1;Joyau Garde 1;G guardia 1;EisenmauerJwl1;鉄壁珠【１】;
Ironwall Jewel 2;Joya guardia 2;Joyau Garde 2;G guardia 2;EisenmauerJwl2;鉄壁珠【２】;
Shield Jewel 1;Joya escudo 1;Joyau Bouclier 1;G blocco 1;Schild-Juwel 1;強壁珠【１】;
Shield Jewel 2;Joya escudo 2;Joyau Bouclier 2;G blocco 2;Schild-Juwel 2;強壁珠【２】;
Grinder Jewel 1;Joya afilador 1;Joyau Aiguiseur 1;G rasoio 1;Schleif-Juwel 1;研磨珠【１】;
Forceshot Jwl 1;Joya disparo 1;Joyau Normal G 1;G normale 1;StarkschusJwl1;強弾珠【１】;
Forceshot Jwl 3;Joya disparo 3;Joyau Normal G 3;G normale 3;StarkschusJwl3;強弾珠【３】;
Pierce Jewel 1;Joya perfor. 1;Joyau Perç. G 1;G perforan. 1;PerforierenJwl1;貫通珠【１】;
Pierce Jewel 3;Joya perfor. 3;Joyau Perç. G 3;G perforan. 3;PerforierenJwl3;貫通珠【３】;
Pellet Jewel 1;Joya perdig. 1;Joyau Plomb G 1;G ventaglio 1;Schrot-Juwel 1;散弾珠【１】;
Pellet Jewel 3;Joya perdig. 3;Joyau Plomb G 3;G ventaglio 3;Schrot-Juwel 3;散弾珠【３】;
ShotPlus Jewel 1;J. mun. normal 1;Joyau Normal 1;G P normali 1;BonuschusJwl1;加弾珠【１】;
ShotPlus Jewel 2;J. mun. normal 2;Joyau Normal 2;G P normali 2;BonuschusJwl2;加弾珠【２】;
PiercePlus Jwl 1;J. mun. perf. 1;Joyau Perçant 1;G P perfor. 1;PerfBonusJwl1;加貫珠【１】;
PelletPlus Jwl 1;J. mun. perd. 1;Joyau Plomb 1;G P ventaglio 1;SchrotBnsJwl1;加散珠【１】;
CragPlus Jewel 1;J. mun. expl. 1;Joyau Antiblind. 1;G P esplosivi 1;ExplosBnsJwl1;加榴珠【１】;
ClustPlus Jwl 1;J. mun. fragm. 1;Joyau Frag 1;G P grappolo 1;StreuBonusJwl1;加拡珠【１】;
SlicePlus Jwl 1;J. mun. corta 1;Joyau Tranchant 1;G P laceranti 1;SchnittbonJwl1;加斬珠【１】;
BlastPlus Jwl 1;J. mun. nitro 1;Joyau Explosion 1;G P scoppio 1;SprengbonJwl1;加爆珠【１】;
Salvo Jewel 1;Joya bonus 1;Joyau Mitraille 1;G fuoco rap. 1;Salven-Juwel 1;速射珠【１】;
Salvo Jewel 3;Joya bonus 3;Joyau Mitraille 3;G fuoco rap. 3;Salven-Juwel 3;速射珠【３】;
Quickload Jwl 1;Joya recarga 1;Joyau Fusilier 1;G ricarica 1;NachladeJuwel1;早填珠【１】;
Quickload Jwl 2;Joya recarga 2;Joyau Fusilier 2;G ricarica 2;NachladeJuwel2;早填珠【２】;
Absorber Jewel 1;Joya retroc. 1;Joyau Tirailleur 1;G rinculo 1;AbsorberJuwel1;抑反珠【１】;
Absorber Jewel 3;Joya retroc. 3;Joyau Tirailleur 3;G rinculo 3;AbsorberJuwel3;抑反珠【３】;
Precise Jewel 1;Joya precisa 1;Joyau Kyudo 1;G mirino 1;Präzises Juwel 1;射法珠【１】;
Precise Jewel 2;Joya precisa 2;Joyau Kyudo 2;G mirino 2;Präzises Juwel 2;射法珠【２】;
Sniper Jewel 1;Joya tirador 1;Joyau Sniper 1;G precisione 1;HcknschützJwl1;点射珠【１】;
Paracoat Jewel 1;Joya paraliz. 1;Joyau F Paraly 1;G B paralisi 1;LähmbeschJwl1;痺瓶珠【１】;
Paracoat Jewel 2;Joya paraliz. 2;Joyau F Paraly 2;G B paralisi 2;LähmbeschJwl2;痺瓶珠【２】;
Sleepcoat Jwl 1;Joya sueño 1 (Solo artillero);Joyau F Somnifère 1;G B sonno 1;SchlafbeschJwl1;眠瓶珠【１】;
Poisoncoat Jwl 1;Joya venen. 1;Joyau F Poison 1;G B veleno 1;GiftbeschJwl1;毒瓶珠【１】;
Powercoat Jwl 1;Joya refuerza 1;Joyau F Force 1;G B potenza 1;KraftbeschJwl1;強瓶珠【１】;
Powercoat Jwl 2;Joya refuerza 2;Joyau F Force 2;G B potenza 2;KraftbeschJwl2;強瓶珠【２】;
Rangecoat Jwl 1;Joya alcance 1;Joyau F Combat 1;G B cortor. 1;NhkmpfbschJwl1;接瓶珠【１】;
Blastcoat Jwl 1;Joya nitro 1+;Joyau F Explosion 1;G B scoppio 1;SprengbschJwl1;爆瓶珠【１】;
Draincoat Jwl 1;Joya fatiga 1;Joyau F Faiblesse 1;G B fatica 1;EntzugbschJwl1;減瓶珠【１】;
Torchlight Jwl 1;Joya aura 1;Joyau Brasier 1;G aura luce 1;Fackel-Juwel 1;燃焼珠【１】;
Release Jewel 2;Joya libera 2;Joyau Réveil 2;G risveglio 2;BefreiungJwl2;解放珠【２】;
Catalyst Jewel 3;Joya libera 3;Joyau Catalyste 3;G risveglio 3;AuslöserJuwel3;覚醒珠【３】;
TrueCatalystJwl 3;Joya cataliz. 3+;J Catalyste EX 3;G risveglio 3+;WhrsKatalysJwl 3;真覚醒珠【３】;
Guts Jewel 1;Joya tripas 1;Joyau Bravoure 1;G coraggio 1;Mut-Juwel 1;根性珠【１】;
Guts Jewel 2;Joya tripas 2;Joyau Bravoure 2;G coraggio 2;Mut-Juwel 2;根性珠【２】;
Meateater Jwl 1;Joya carne 1;Joyau Carnivore 1;G predatore 1;FleischfresJwl1;肉食珠【１】;
Meatlover Jwl 1;Joya carne 1+;Joyau Cannibale 1;G predatore 1+;FleischfanJwl1;肉好珠【１】;
Fungiform Jewel 1;Joya micótica 1;Joyau Mycologie 1;G micologia 1;Pilzform-Juwel 1;茸好珠【１】;
Honeybee Jewel 1;Joya abeja 1;Joyau Miel 1;G miele 1;Bienen-Juwel 1;蜜集珠【１】;
Queenbee Jewel 1;Joya abeja 1+;Joyau Abeille 1;G miele 1+;BienenkönJwl1;蜜占珠【１】;
Biology Jewel 1;Joya biólogo 1;Joyau Biologie 1;G biologia 1;BiologieJwl1;菌学珠【１】;
Microbio Jewel 1;Joya biólogo 1+;Joyau Docteur 1;G biologia 1+;MikrobioJwl1;菌究珠【１】;
Spirit Jewel 1;Joya espíritu 1;Joyau Courage 1;G spirito 1;Elan-Juwel 1;闘魂珠【１】;
Spirit Jewel 2;Joya espíritu 2;Joyau Courage 2;G spirito 2;Elan-Juwel 2;闘魂珠【２】;
Flawless Jewel 1;Joya ileso 1;Joyau Invincible 1;G illeso 1;MakellosJwl1;無傷珠【１】;
Flawless Jewel 2;Joya ileso 2;Joyau Invincible 2;G illeso 2;MakellosJwl2;無傷珠【２】;
Steady Jewel 1;Joya aguante 1;Joyau Consta. 1;G tenacia 1;Stabil-Juwel 1;剛体珠【１】;
Steady Jewel 3;Joya aguante 3;Joyau Consta. 3;G tenacia 3;Stabil-Juwel 3;剛体珠【３】;
Player Jewel 1;Joya equipo 1;Joyau Alliance 1;G gregario 1;Spieler-Juwel 1;采配珠【１】;
Morale Jewel 1;Joya moral 1;Joyau Moral 1;G gregario 1+;Moral-Juwel 1;名采配珠【１】;
Leader Jewel 1;Joya líder 1;Joyau Leader 1;G capitano 1;AnführerJwl1;号令珠【１】;
Leader Jewel 2;Joya líder 2;Joyau Leader 2;G capitano 2;AnführerJwl2;号令珠【２】;
Charmer Jewel 1;Joya amuleto 1;Joyau Charme 1;G idolatra 1;AmulettfindJwl1;護石珠【１】;
Rodeo Jewel 1;Joya rodeo 1;Joyau Cavalier 1;G cavaliere 1;Rodeo-Juwel 1;乗慣珠【１】;
