key;value
Heat Inc [Hi];Heat Inc [Hi]
Cold Elimination[Hi];Cold Elimination[Hi]
Cold Elimination[Lo];Cold Elimination[Lo]
Cold Increase [Lo];Cold Increase [Lo]
Cold Increase [Hi];Cold Increase [Hi]
TrrainDmgeReduce[Hi];TerrainDamageNegate
TrrainDmgeReduce[Lo];TerrainDamageHalf
TerrainDamageInc[Lo];TerrainDamageInc[Lo]
TerrainDamageInc[Hi];TerrainDamageInc[Hi]
Runner;Runner
Flat Footed;Flat Footed
Defensive Maneuvers +2;Constitution +2
Defensive Maneuvers +1;Constitution +1
Defensive Maneuvers -1;Constitution -1
Defensive Maneuvers -2;Constitution -2
Hunger Negated;Hunger Negated
Hunger Halved;Hunger Halved
Hunger Increase [Lo];Hunger Increase [Lo]
Hunger Increase [Hi];Hunger Increase [Hi]
Stealth;Stealth
Taunt;Taunt
Luck Booster;Luck Booster
Good Luck;Good Luck
Bad Luck;Bad Luck
Calamity;Calamity
Trap Expert;Trap Master
Reward Celebrity;Tranquilizing Celeb
Reward Specialist;Tranquilizing Whiz
Eagle Eye;Tranquilizing Guru
HealthRecItemsImprvd;HealthRecItemsImprvd
HealthRecItemsWeak;HealthRecItemsWeaknd
Item Usage Improve;Item Usage Improve
Item Usage Decline;Item Usage Decline
Wide Area +2;Wide Area +2
Wide Area +1;Wide Area +1
Throwing Skill Up;Throwing Skill Up
Bomber;Bomber
Picky Eater;Scavenger
Filled Up;Filled Up
Quick Eating;Quick Eating
Slow Life;Slow Life
BBQ Celebrity;BBQ Celebrity
So-Called BBQ King;So-Called BBQ King
Flute Expert;Flute Expert
Combine Success +45%;Combine Success +45%
Combine Success +25%;Combine Success +25%
Combine Success +15%;Combine Success +15%
Combine Success -5%;Combine Success -5%
Combine Success -10%;Combine Success -10%
Combine Success -15%;Combine Success -15%
Bullet Limit;Bullet Limit
Alchemy;Alchemy
Felyne Mentor;ComradGuidance&Trade
Felyne Tutor;Comrade Guidance
Felyne Attack Up;Comrade Attack Up
Felyne Defence Up;Comrade Defense Up
