key;value
Blue GuildGuard Coil;Blue GuildGuard Coil
Blue GuildGuard Coat;Blue GuildGuard Coat
Red Guild Guard Coil;Red Guild Guard Coil
Red Guild Guard Coat;Red Guild Guard Coat
Blue GuildGuard Coil;Blue GuildGuard Coil
Blue GuildGuard Coat;Blue GuildGuard Coat
Devil Blos Coil;(dummy)Devil Blos Coil
Devil Blos Coat;(dummy)Devil Blos Coat
Jolly Roger Coil;(dummy)Jolly Roger Coil
Jolly Roger Skirt;(dummy)Jolly Roger Skirt
Golden Obi;Golden Obi
Puppet Master Obi;Puppet Master Obi
Obituary Anka S;Obituary Anca S
Obituary Cocusa S;Obituary Cocusa S
Butterfly Anka S;Butterfly Anca S
Butterfly Cocusa S;Butterfly Cocusa S
DeathStench Bowels S;DeathStench Bowels S
Death Stench Belly S;Death Stench Belly S
Supreme Mizuha Sash;Supreme Mizuha Sash
SuprmExtravagantCoat;SuprmExtravagantCoat
Kushala Cocoon S;Kushala Cocoon S
Kushala Wind Wrap S;Kushala Wind Wrap S
Kirin Hoop S;Kirin Hoop S
Kirin Shorts S;Kirin Shorts S
Auroros Tasset Haku;Auroros Tasset Haku
Genesis Tasset Haku;Genesis Tasset Haku
Borealis Tasset Haku;Borealis Tasset Haku
Glyph Tasset Haku;Glyph Tasset Haku
Ultimate Indra Wrap;Ultimate Indra Wrap
SupremeSteadfastCoat;SupremeSteadfastCoat
Kaiser Tasset S;Kaiser Tasset S
Kaiser Coat S;Kaiser Coat S
Dragon Spine S;Dragon Spine S
Dragon Scale S;Dragon Scales S
DarkAkantor Cincture;DarkAkantor Cincture
Dark Akantor Sash;Dark Akantor Sash
Bistro Apron U;Bistro Apron U
Shinobi Belt (Sky);Shinobi Belt (Sky)
Shinobi Belt (Sea);Shinobi Belt (Sea)
Guardian Coil U;Guardian Coil U
Guardian Coat U;Guardian Coat U
Helper Skirt U;Helper Skirt U
Healer Frills U;Healer Frills U
Melahoa Skirt U;Melahoa Skirt U
Melahoa Trunk U;Melahoa Trunk U
Makluva Coat U;Makluva Coat U
Makluva Fin U;Makluva Fin U
Monodevil Coil U;Monodevil Coil U
Monodevil Coat U;Monodevil Coat U
Rathian Heart Coil U;Rathian Heart Coil U
Rathian Heart Coat U;Rathian Heart Coat U
Rathalos Soul Coil U;Rathalos Soul Coil U
Rathalos Soul Coat U;Rathalos Soul Coat U
Golden Moon Tasset;Golden Moon Tasset
Golden Moon Coat;Golden Moon Coat
Silver Sol Tasset;Silver Sol Tasset
Silver Sol Coat;Silver Sol Coat
Auroros Tasset Ten;Auroros Tasset Ten
Genesis Tasset Ten;Genesis Tasset Ten
Borealis Tasset Ten;Borealis Tasset Ten
Glyph Tasset Ten;Glyph Tasset Ten
Fatalis Spine;Fatalis Spine
Fatalis Scale;Fatalis Scales
White Fatalis Spine;White Fatalis Spine
White Fatalis Scale;White Fatalis Scale
Kut-Ku Tasset X;Kut-Ku Tasset X
Kut-Ku Coat X;Kut-Ku Coat X
Conga Tasset X;Conga Tasset X
Conga Coat X;Conga Coat X
Gypceros Tasset X;Gypceros Tasset X
Gypceros Coat X;Gypceros Coat X
Khezu Tasset X;Khezu Tasset X
Khezu Coat X;Khezu Coat X
Hermitaur Tasset X;Hermitaur Tasset X
Hermitaur Coat X;Hermitaur Coat X
Hypnoc Tasset X;Hypno Tasset X
Hypnoc Coat X;Hypno Coat X
Basarios Tasset X;Basarios Tasset X
Basarios Coat X;Basarios Coat X
Plesioth Tasset X;Plesioth Tasset X
Plesioth Coat X;Plesioth Coat X
Monoblos Coil X;Monoblos Coil X
Monoblos Coat X;Monoblos Coat X
Garuga Tasset X;Garuga Tasset X
Garuga Coat X;Garuga Coat X
Blango Tasset X;Blango Tasset X
Blango Coat X;Blango Coat X
Ceanataur Tasset X;Ceanataur Tasset X
Ceanataur Coat X;Ceanataur Coat X
Rathian Tasset X;Rathian Tasset X
Rathian Coat X;Rathian Coat X
Naruga Tasset X;Narga Tasset X
Naruga Coat X;Narga Coat X
Volganos Tasset X;Lava Tasset X
Volganos Coat X;Lava Coat X
Tigrex Tasset X;Tigrex Tasset X
Tigrex Coat X;Tigrex Coat X
Rathalos Tasset X;Rathalos Tasset X
Rathalos Coat X;Rathalos Coat X
Diablo Coil X;Diablo Coil X
Diablo Coat X;Diablo Coat X
Gravios Tasset X;Gravios Tasset X
Gravios Coat X;Gravios Coat X
Kut-Ku Tasset Z;Kut-Ku Tasset Z
Kut-Ku Coat Z;Kut-Ku Coat Z
Conga Tasset Z;Conga Tasset Z
Conga Coat Z;Conga Coat Z
Gypceros Tasset Z;Gypceros Tasset Z
Gypceros Coat Z;Gypceros Coat Z
Khezu Tasset Z;Khezu Tasset Z
Khezu Coat Z;Khezu Coat Z
Hermitaur Tasset Z;Hermitaur Tasset Z
Hermitaur Coat Z;Hermitaur Coat Z
Plesioth Tasset Z;Plesioth Tasset Z
Plesioth Coat Z;Plesioth Coat Z
Blango Tasset Z;Blango Tasset Z
Blango Coat Z;Blango Coat Z
Ceanataur Tasset Z;Ceanataur Tasset Z
Ceanataur Coat Z;Ceanataur Coat Z
Diablo Coil Z;Diablo Coil Z
Diablo Coat Z;Diablo Coat Z
Gravios Tasset Z;Gravios Tasset Z
Gravios Coat Z;Gravios Coat Z
Crystal Sash;Chakra Tasset
True Golden Obi;Golden Obi Shin
True PuppetMastr Obi;PuppetMasterObiShin
Black Belt Tasset X;Black Belt Tasset X
Black Belt Coat X;Black Belt Coat X
Obituary Anka X;Obituary Anca X
Obituary Cocusa X;Obituary Cocusa X
Butterfly Anka X;Butterfly Anca X
Butterfly Cocusa X;Butterfly Cocusa X
True Mizuha Sash;Mizuha Sash Shin
True Extrvagant Coat;ExtravagantCoatShin
Kushala Cocoon X;Kushala Cocoon X
Kushala Wind Wrap X;Kushala Wind Wrap X
Kirin Hoop X;Kirin Hoop X
Kirin Shorts X;Kirin Shorts X
Empress Tasset X;Empress Coil X
Empress Coat X;Empress Coat X
True Indra Wrap;Indra Wrap Shin
True Steadfast Coat;Steadfast Coat Shin
Kaiser Tasset X;Kaiser Tasset X
Kaiser Coat X;Kaiser Coat X
True GuardnSpritCoil;GuardianSprtCoilShin
True Carnage Wrap;Carnage Wrap Shin
Dragon Spine X;Dragon Spine X
Dragon Scale X;Dragon Scales X
Ucamulbas Cincture;DarkUkanlosCincture
Ucamulbas Sash;Dark Ukanlos Sash
Melahoa Skirt Z;Melahoa Skirt Z
Melahoa Trunk Z;Melahoa Trunk Z
Makluva Coat Z;Makluva Coil Z
Makluva Fin Z;Makluva Fin Z
Rathian Heart Coil Z;Rathian Heart Coil Z
Rathian Heart Coat Z;Rathian Heart Coat Z
Rathalos Soul Coil Z;Rathalos Soul Coil Z
Rathalos Soul Coat Z;Rathalos Soul Coat Z
Golden Moon Tasset Z;Golden Moon Coil Z
Golden Moon Coat Z;Golden Moon Coat Z
Silver Sol Tasset Z;Silver Sol Coil Z
Silver Sol Coat Z;Silver Sol Coat Z
Auroros Tasset Kyoku;Auroros Tasset Goku
Genesis Tasset Kyoku;Genesis Tasset Goku
BorealisTasset Kyoku;Borealis Tasset Goku
Glyph Tasset Kyoku;Glyph Tasset Goku
Fatalis Spine Z;Fatalis Spine Z
Fatalis Scale Z;Fatalis Scale Z
Wht Fatalis Spine Z;WhiteFatalisSpineZ
Wht Fatalis Scale Z;WhiteFatalisScaleZ
