key;value
Pirate J Ticket;(dummy)Pirate J Ticket
Teostra Carapace;Teostra Carapace
Remobra Skin+;Remobra Skin+
Rajang Horn;Rajang Horn
Gold Rajang Pelt;Gold Rajang Pelt
Blk Rajang Pelt;Blk Rajang Pelt
DaoraDragonScal+;DaoraDragonScal+
Thunderbug Juice;Thunderbug Juice
Inferno Sac;Inferno Sac
Chameleos Hide+;Chameleos Hide+
Chameleos Jewel;Chameleos Jewel
Daora Jewel;Daora Jewel
Kirin Hide+;Kirin Hide+
Kirin Azure Horn;Kirin Azure Horn
Lao-Shan Scale+;Lao-Shan Scale+
Lao-Shan's Claw;Lao-Shan's Claw
Gaoren Carapace;Gaoren Carapace
Gaoren Thoracic;Gaoren Thoracic
Teostra Horn+;Teostra Horn+
Fire Drgn Scl+;Fire Drgn Scl+
Fire Drgn Jwl;Fire Drgn Jwl
Fatalis Eye;Fatalis Eye
Fatalis Scale;Fatalis Scale
Fatalis Horn;Fatalis Horn
FireWyvrn BrnStm;FireWyvrn BrnStm
Akantor Claw;Akantor Claw
Akantor Shell;Akantor Shell
Akantor Scale;Akantor Scale
Wyvern Stone;Wyvern Stone
Gourmet Fish+;Gourmet Fish+
Slvr Rathlos Cpc;Slvr Rthlos Cpc
Union Ore;Union Ore
Rajang Coin;Rajang Coin
Armor Pill;Armor Pill
Speartuna;Speartuna
WhtMnoblosThrcic;WhtMonoblosThora
Wht Monoblos Cpc;Wht Monoblos Cpc
Majestic Wht Hrn;Top-GrdPlatHorn
Pnk Rathian Cpc;Pnk Rathian Cpc
PnkRathian Scl+;Pnk Rathian Scl+
Rathian Spike+;Rathian Spike+
Azre Rathlos Cpc;Azure Rthlos Cpc
Gld Rathian Cpc;Gld Rathian Cpc
Gld Rathian Scl+;Gld Rathian Scl+
Rathian Ruby;Rathian Ruby
Slvr Rathlos Wng;Slvr Rthlos Wing
Azure LaoS Shell;Azure LaoS Shell
Azure LaoS Horn;Azure LaoS Horn
Fatalis DevilEye;Fatalis DevilEye
Fatalis CrmsnScl;Fatalis CrmsnScl
Fatalis CrmsnHrn;Fatalis CrmsnHrn
Wht Fatalis Scl;Wht Fatalis Scl
White Ftalis Hrn;Wht Fatalis Horn
Lucky Kut-KuEar;Lucky Kut-Ku Ear
Kut-Ku Hvy Cpc;Hvy Kut-Ku Shell
Kut-Ku Hrd Wbbng;Str Kut-Ku Wing
Congalala Pelt G;HrdCongalalaPlt+
Congalala Claw G;HrdCongalalaClw+
Rubbery Hide G;SpecRubberyHide+
Gypceros HrdHead;HardGypcerosHead
Pure Crystal;Purecrystal
Khezu Hide-Gloss;KhezuHide-Cream
Hvy Monster Bone;Hvy Monster Bone
Monster Broth+;Monster Essence
HermitaurClaw G;HrdHermitaurClaw
Hermitaur HvyCpc;HvyHermitaurShl
HypncGizzardStn+;Hypno Bezoar+
Kut-Ku Thck Scl;Thick Kut-Ku Scl
Basarios Hvy Cpc;HvyBasariosShell
BasariosStrngWng;StrBasariosWing
Ancient Fish;Ancient Fish
Etherlite Ore;Eltalite Ore
Plsioth Thck Scl;ThckPlesiothScl
Plesioth Fin G;SpecPlesiothFin+
Piscine Fang+;HvyPiscineFang
Melange Ore;Mellanje Ore
Garuga Hvy Cpc;Hvy Garuga Shell
Garuga Slvr Mane;SilverGarugaPelt
Blangonga Pelt G;HrdBlangongaPlt+
Blangnga HvyFang;HvyBlangongaFang
Razor Claw;Piercing Claw
CeanataurHvyCpc;HvyCeanataurShl
CeanataurClaw G;HrdCeanataurClaw
Rathian Thck Scl;ThckRathianScl
Rathian Hvy Cpc;HvyRathianShell
Naruga Hvy Spike;HvyNargaTailSpik
Naruga Thck Scl;ThickNargaScale
NarugaDvinePlate;HvnlyNargaScale
Volganos Hvy Cpc;HvyLavasiothShl
Remobra Skin G;SpecRemobraSkin+
Tigrex StrngClaw;Hard Tigrex Claw
TigrexDvinePlate;HvnlyTigrexScale
Rathalos ThckScl;Hrd Rathalos Scl
RathlosStrngWng;StrRathalosWing
RathlosDvnePlate;HvnlyRathalosScl
Diablos Hvy Cpc;HvyDiablosShell
Glorious Horn;StoutWarpedHorn
PhantomButterfly;PhantomButterfly
Gravios Hvy Cpc;HvyGraviosShell
Gravios BrainStm;Gravios BrainStm
BlueKut-KuHvyCpc;HvyBlueKut-KuShl
GrnCongalalaPelt;E.CongalalaPelt+
Vibrant Crown;Vibrant Comb
GrnCongalalaClaw;HrdE.CongaClaw
Pur Gyp StrngWng;HrdPuGypcerosWng
Alluring Wing;StrAlluringWing
ChoiceKhezuSteak;KhezuSpecialCut
Lifepowder;Lifepowder
Pur HermitaurClw;PlumD.HermitrClw
Pur HermitaurShl;PlumD.HermitrShl
GrnPlsiothThkScl;ThckGrnPlesioScl
GrnPlsioth Fin G;SpecGrnPlesioFn+
Brwn BlngngaPelt;C.BlangongaPelt+
Brwn BlngngaFang;HvyC.BlangoFang
RedCeanataurShl;TerraCeanatrShl
RedCeanataurClaw;TerraCeanatrClaw
Black Pearl+;Giant Blk Pearl
Blk Blos Hvy Cpc;HvyBlkBlosShell
RobustBlkBlosHrn;StoutBlkTwstdHrn
Lg Wyvern Stone;Big Wyvern Stone
BlkGraviosHvyShl;HvyBlkGraviosShl
Rajang Hard Horn;Hard Rajang Horn
BlkRajangThkPelt;Blk Rajang Pelt+
DaoraDrgnThckScl;ThckDaoraDrgnScl
ShiningRajangPlt;GoldRajangPelt+
GldRathianThkScl;ThckGldRathnScl
Azure LaoS Claw;Azure LaoS Claw
Expert Coin G;Expert Coin G
Fighter Coin G;Warrior Coin G
Kirin Hide G;SpecialKirinHide
Legendary Coin G;Legend Coin G
Commendation S;Commendation S
Thunderbug Jelly;Thunderbug Jelly
Blaze Sac;Blazing Fire Sac
Chameleos Hide G;SpecChameleHide+
Elder Dragon Jwl;BigEDragonJewel
Daora Hvy Carpce;Hvy Daora Shell
Daora Horn G;Hard Daora Horn
Ancient DrgnBone;BigEDragonBone
Kirin Slvr Mane;Platinum Mane
Fire Drgn HvyScl;ThckFireDrgnScl
Lunastra Carpace;LunastraCarapace
Lunastra Shell;Lunastra Shell
Gaoren Hvy Cpc;HvyGaorenShell
Gaoren Hvy Spn;Hvy Gaoren Spine
Chameleos Horn G;HrdChameleosHorn
GaorenDvinePlate;HvnlyGaorenShell
Teostra Horn G;HardTeostraHorn
Dragonmoss G;AncientDrgnmoss
Dragonwood G;AncientDrgnwood
YamatsukamiFluid;YamaTsukamiFluid
Fatalis Evil Eye;Fatalis Evil Eye
Fatalis Thck Scl;ThckFatalisScale
Fatalis Hvy Horn;HardFatalisHorn
Ucamulbas Fin;StrongUkanlosFin
Ucamulbas Shell;HvyUkanlosShell
Lao-Shan Hvy Cpc;Lao-Shan'sHvyShl
Ucamu Divine Jwl;Ukanlos Stone
Book of Combos 5;Book of Combos 5
PnkRathianHvyCpc;HvyPnkRathianShl
PnkRathianThkScl;ThckPnkRathnScl
Rathian Spike G;Rathian Thorn
AzrRathlosHvyCpc;HvyAzurRthlsShl
GldRathianHvyCpc;HvyGldRathianShl
GldRathianSpike;GoldRathianThorn
RathianDvnePlate;HvnlyRathianScl
SlvrRthlosHvyCpc;HvySlvrRthlsShl
LaoS Dvine Plate;Lao-ShanHvnlyScl
FataHvyCrmsnShl;HvyFatalisCrmShl
FataHvyCrmsnHrn;HrdFatlisCrmHorn
WhtFatalisThkScl;ThckWhtFatlisScl
WhtFatalisHvyHrn;HrdWhtFatlisHorn
Giadrome Hide;Giadrome Hide
Poison Sac;Poison Sac
Conga Pelt;Conga Pelt
Sm Hermitaur Shl;Sm Hermitaur Shl
Piscine Fang;Piscine Fang
Blue Kut-Ku Scl;Blue Kut-Ku Scl
Monoblos Spine;Monoblos Spine
Garuga Scale;Garuga Scale
Garuga Wing;Garuga Wing
Tigrex Fang;Tigrex Fang
Tigrex Claw;Tigrex Claw
Rathalos Webbing;Rathalos Webbing
Rathalos Shell;Rathalos Shell
Diablos Spine;Diablos Spine
Iodrome Hide;Iodrome Hide
Black Blos Spine;Black Blos Spine
Blangonga Coin;Blangonga Coin
Hunter Soul Tckt;Hunter Soul Tkt
Hot Meat;Hot Meat
Remobra Skin;Remobra Skin
Ivy;Ivy
Burst Arrowana;Burst Arrowana
Volganos HvyFang;HvyLavasiothFang
Daora Webbing;Daora Webbing
Lao-Shan's Shell;Lao-Shan's Shell
Teostra Mane;Teostra Mane
Monoblos Heart;Monoblos Heart
FireWyvern Claw;Fire Wyvern Claw
Hypnoc Claw+;Hypno Claw+
HypncGizzardStne;Hypno Bezoar
Garuga Scale+;Garuga Scale+
Naruga Pelt;Black Narga Pelt
Naruga Fang+;Nargacuga Fang+
Tigrex Carapace;Tigrex Carapace
Rathalos Carpace;Rathalos Carpace
Diablos Thoracic;Diablos Thoracic
Sleep Sac;Sleep Sac
Blk Blos Thracic;Blk Blos Thracic
Famitsu Invoice;(dummy)Famitsu Invoice
Hunter's Ticket;Hunter's Ticket
Tigrex Scale+;Tigrex Scale+
FireWyvrn Marrow;FireWyvrn Marrow
Lao-ShanCarapace;Lao-ShanCarapace
Fatalis Shell;Fatalis Shell
Akantor Fang;Akantor Fang
Spicy Mushroom;Spicy Mushroom
Gastronome Tuna;Gastronome Tuna
Azr Rathlos Scl+;Azre Rthlos Scl+
Slvr Ratlos Scl+;Slvr Rthlos Scl+
Lunastra Tail;Lunastra Tail
Fatalis CrmsnShl;Fatalis CrmsnShl
Wht Fatalis Cpc;Wht Fatalis Shl
BirdWyvnStoutBne;RobustWyvernBone
Venom Sac;DeadlyPoisonSac
Garuga Scale G;ThickGarugaScale
Garuga StrngWng;Str Garuga Wing
Colossal Bone;Massive Bone
Naruga Blk Pelt;BlackNargaPelt+
Naruga Hvy Fang;HvyNargacugaFang
Tigrex Hvy Cpc;Hvy Tigrex Shell
Tigrex Hvy Fang;Hvy Tigrex Fang
Rathalos Hvy Cpc;HvyRathalosShl
Diablos HvySpne;HvyDiablosSpine
Coma Sac;Coma Sac
BlueKut-KuThkScl;ThkBlueKut-KuScl
Bullfango Pelt+;ThkBullfangoPelt
Blngnga HrdWhskr;Lthr Pelagus Plt
Blk Blos Hvy Spn;HvyBlkBlosSpine
BlkGravDvnePlate;HvnlyBlkGraviShl
FamitsuSpcialTkt;(dummy)FamitsuSpcialTkt
Blackbelt Coin G;BlackBeltCoinG
Puppet Ticket+;SpecPuppetTicket
Rajang StrngClaw;Hard Rajang Claw
Rajang Hvy Fang;Hvy Rajang Fang
Daora Webbing G;Str Daora Wing
KirinThndrTail G;LthrKirinThndrTl
Lunastra Horn G;Lunastra Spike
Teostra Hvy Cpc;HvyTeostraShell
Yamatsukami Fin;YamaTsukaFillet
Fatalis Hvy Shl;Hvy Fatalis Shl
Fatalis Hrd Wbng;Str Fatalis Wng
Ucamulbas Jaw;UkanlosShovelJaw
Ucamulbas Scale;UkanlosUnderscl
AzrRathlosThkScl;ThckAzurRthlsScl
SlvrRthlosThkScl;ThckSlvrRthlsScl
FataThkCrmsnScl;ThckFatlisCrmScl
WhtFatalisHvyCpc;HvyWhtFatalisShl
Genprey Fang;Genprey Fang
Ioprey Fang;Ioprey Fang
Garuga Tail;Garuga Tail
Ceanataur Pincer;Ceanataur Pincer
Rathalos Tail;Rathalos Tail
Giadrome Claw;Giadrome Claw
Velocidrome Claw;Velocidrome Claw
Plesioth Coin;Plesioth Coin
Cephalos Coin;Cephadrome Coin
Sap Plant;Sap Plant
Nutrients;Nutrients
Chameleos Claw;Chameleos Claw
Daora Claw;Daora Claw
Gaoren Pincer;Gaoren Pincer
Teostra Shell;Teostra Shell
Fire Dragon Claw;Fire Dragon Claw
Azr Rathlos Tail;Azur Rthlos Tail
Velocidrome Clw+;Velocidrome Clw+
Vespoid Abdomen;Vespoid Abdomen
Blangonga Tail;Blangonga Tail
Rajang Tail;Rajang Tail
Thunder Sac;Thunder Sac
Chameleos Spike;Chameleos Spike
Daora Sharp Claw;Daora Sharp Claw
Gravios Coin;Gravios Coin
Mega Armorskin;Mega Armorskin
Slvr Ratlos Tail;Slvr Rthlos Tail
Fatalis CrmsnWng;Fatalis CrmsnWng
Wht Fatalis Wbng;Wht Fatalis Wbng
Garuga Tail+;LethrGarugaTail
Blangonga Tail G;LeathrBlangoTail
CeanataurHvyLeg;HvyCeanataurLeg
Tigrex Thck Scl;ThickTigrexScale
GraviosDvnePlate;HvnlyGraviosShl
Lightning Sac;Lightning Sac
Brwn BlngngaTail;LthrC.BlangoTail
GaorenStrngClaw;Hard Gaoren Claw
FireDrgnStrngClw;HrdFireDrgnClaw
Yamatsukami Skin;YamaTsukamiHide
Ucamulbas Fang;UkanlosDiggngClw
SlvRthlosHrdTail;LthrSlvrRthlsTal
FataHrdCrmsnWng;StrFatlisCrmWing
Wht Fatalis Wng;StrWhtFatalisWng
Med Monster Bone;Med Monster Bone
Congalala Fang;Congalala Fang
Cold Meat;Cold Meat
Armorskin;Armorskin
Pale Extract;Pale Extract
Great Ladybug;Great Ladybug
Chameleos Tail;Chameleos Tail
Lunastra Horn;Lunastra Horn
Lg Bone Husk;Lg Bone Husk
Bulldrome Tusk;Bulldrome Tusk
Naruga Wing;NargaCuttingWing
Gaoren Claw;Gaoren Claw
Akantor Spike;Akantor Spike
Frozen Berry;Frozen Berry
FireWyvrnHrdClaw;HrdFireWyvernClw
Naruga Strng Wng;StrNargaCttngWng
ConglalaStrngFng;Lg Pelagus Fang
Chameleos Tail G;LthrChameleoTail
Ucamulbas Tail;Hvy Ukanlos Tail
Lao-ShanThckScl;Lao-Shan'sThkScl
Ceanataur Leg;Ceanataur Leg
ShakalakaTreasre;ShakalakaTreasre
Antidote Herb;Antidote Herb
Immunizer;Immunizer
Glutton Tuna;Glutton Tuna
Mega Demondrug;Mega Demondrug
Famitsu PT Tckt;(dummy)Famitsu PT Tckt
ShakaInheritance;ShakaInheritance
Kirin Thndr Tail;Kirin Thndr Tail
Max Potion;Max Potion
Lao-Shan's Ruby;Lao-Shan's Ruby
Hg Lobstershell;Gt Lobstershell
ChameleosWbng G;StrChameleosWing
Power Seed;Power Seed
Suiko Jewel;Suiko Jewel
Demondrug;Demondrug
Akito Jewel;Akito Jewel
LapislazuliJewel;LapisLazuliJewel
BattlefieldJewel;BattlefieldJewel
QueenVespoidShl;VespoidQn'sCrown
Herbal Medicine;Herbal Medicine
Bitterbug;Bitterbug
Energy Drink;Energy Drink
Power Pill;Power Pill
Blangonga Fang;Blangonga Fang
Black Blos Tail;Black Blos Tail
Splendid Beak;Splendid Beak
Rumblefish;Rumblefish
Congalala Claw;Congalala Claw
Normal S Lv3;Normal S Lv3
Pierce S Lv3;Pierce S Lv3
Pellet S Lv3;Pellet S Lv3
Crag S Lv3;Crag S Lv3
Clust S Lv3;Clust S Lv3
PowerCoating;Power Coating
RazorCoating;CloseRngCoating
PoisonCoatng;Poison Coating
Para Coating;ParalysisCoating
SleepCoating;Sleep Coating
Dragonwood+;Dragonwood+
Kelbi Horn;Kelbi Horn
Shock Trap;Shock Trap
Well-Done Steak;Well-Done Steak
Gourmet Steak;Gourmet Steak
Burnt Meat;Burnt Meat
Mega Juice;Mega Juice
Daora Tail;Daora Tail
Lg Lobstershell;Lg Lobstershell
Big-Tailed Frog;Tailed Frog
Felvine;Felvine
Catalyst;Catalyst
Vespoid RazrWng;Vspoid Razorwing
Power Extract;Power Extract
Fire Herb;Fire Herb
Dragon Seed;Dragon Seed
Dragon S;Dragon S
HorneturRazrWng;Hornet Razorwing
Nitroshroom;Nitroshroom
Bughopper;Bughopper
Boomerang;Boomerang
Flute;Flute
Exciteshroom;Exciteshroom
Mega Pickaxe;Mega Pickaxe
Mega Bugnet;Mega Bugnet
ShakalakaTrsure+;ShakalakaTreasr+
Net;Net
Trap Tool;Trap Tool
Steel Egg;Steel Egg
Gold Egg;Golden Egg
Cricket;Cricket
Yambug;Yambug
Psychoserum;Psychoserum
Binoculars;Binoculars
Honey;Honey
Health Flute;Health Flute
Gunpowder;Gunpowder
FlynFighterPass;Comrade Ticket
