key;value
Gypceros Vest S;Gypceros Vest S
Khezu Mail S;Khezu Mail S
Khezu Vest S;Khezu Vest S
Hermitaur Mail S;Hermitaur Mail S
Hermitaur Vest S;Hermitaur Vest S
Hypnoc Mail S;Hypno Mail S
Hypnoc Vest S;Hypno Vest S
Basarios Mail S;Basarios Mail S
Basarios Vest S;Basarios Vest S
Plesioth Mail S;Plesioth Mail S
Plesioth Vest S;Plesioth Vest S
Monoblos Mail S;Monoblos Mail S
Monoblos Vest S;Monoblos Vest S
Yian Garuga Mail S;Garuga Mail S
Yian Garuga Vest S;Garuga Vest S
Blango Mail S;Blango Mail S
Blango Vest S;Blango Vest S
Ceanataur Mail S;Ceanataur Mail S
Ceanataur Vest S;Ceanataur Vest S
Rathian Mail S;Rathian Mail S
Rathian Vest S;Rathian Vest S
Naruga Mail S;Narga Mail S
Naruga Vest S;Narga Vest S
Tigrex Mail S;Tigrex Mail S
Tigrex Vest S;Tigrex Vest S
Rathalos Mail S;Rathalos Mail S
Rathalos Vest S;Rathalos Vest S
Diablo Mail S;Diablo Mail S
Diablo Vest S;Diablo Vest S
Gravios Mail S;Gravios Mail S
Gravios Vest S;Gravios Vest S
Leather Armor U;Leather Armor U
Chain Mail U;Chain Mail U
Hunter's Mail U;Hunter's Mail U
Hunter's Vest U;Hunter's Vest U
Bone Mail U;Bone Mail U
Bone Vest U;Bone Vest U
Battle Mail U;Battle Mail U
Battle Vest U;Battle Vest U
Giaprey Mail U;Giaprey Mail U
Giaprey Vest U;Giaprey Vest U
Vespoid Mail U;Vespoid Mail U
Vespoid Vest U;Vespoid Vest U
Hi-Metal Mail U;Hi-Metal Mail U
Hi-Metal Vest U;Hi-Metal Vest U
Steel Mail U;Steel Mail U
Hornet Mail U;Hornet Mail U
Hornet Vest U;Hornet Vest U
Genprey Mail U;Genprey Mail U
Genprey Vest U;Genprey Vest U
Ioprey Mail U;Ioprey Mail U
Ioprey Vest U;Ioprey Vest U
Kut-Ku Mail U;Kut-Ku Mail U
Kut-Ku Vest U;Kut-Ku Vest U
Cephalos Mail U;Cephalos Mail U
Cephalos Vest U;Cephalos Vest U
Conga Mail U;Conga Mail U
Conga Vest U;Conga Vest U
Gypceros Mail U;Gypceros Mail U
Gypceros Vest U;Gypceros Vest U
Khezu Mail U;Khezu Mail U
Khezu Vest U;Khezu Vest U
Hermitaur Mail U;Hermitaur Mail U
Hermitaur Vest U;Hermitaur Vest U
Basarios Mail U;Basarios Mail U
Basarios Vest U;Basarios Vest U
Plesioth Mail U;Plesioth Mail U
Plesioth Vest U;Plesioth Vest U
Blango Mail U;Blango Mail U
Blango Vest U;Blango Vest U
Ceanataur Mail U;Ceanataur Mail U
Ceanataur Vest U;Ceanataur Vest U
Diablo Mail U;Diablo Mail U
Diablo Vest U;Diablo Vest U
Gravios Mail U;Gravios Mail U
Gravios Vest U;Gravios Vest U
Famitsu T-Shirt S;(dummy)Famitsu T-Shirt S
Hunter T-Shirt;Hunter T-Shirt
Black Belt Mail S;Black Belt Mail S
Shinobi Suit(Heaven);Shinobi Suit(Heaven)
Shinobi Suit (Earth);Shinobi Suit (Earth)
Red Guild Guard Suit;Red Guild Guard Suit
Red Guild Guard Vest;Red Guild Guard Vest
Blue GuildGuard Suit;Blue GuildGuard Suit
Blue GuildGuard Vest;Blue GuildGuard Vest
Red Guild Guard Suit;Red Guild Guard Suit
Red Guild Guard Vest;Red Guild Guard Vest
Blue GuildGuard Suit;Blue GuildGuard Suit
Blue GuildGuard Vest;Blue GuildGuard Vest
Devil Blos Mail;(dummy)Devil Blos Mail
Devil Blos Vest;(dummy)Devil Blos Vest
Jolly Roger Suit;(dummy)Jolly Roger Suit
Jolly Roger Jacket;(dummy)Jolly Roger Jacket
Golden Haori;Golden Haori
PuppetMaster Costume;PuppetMaster Costume
Obituary Petto S;Obituary Petto S
Obituary Pectus S;Obituary Pectus S
Butterfly Petto S;Butterfly Petto S
Butterfly Pectus S;Butterfly Pectus S
DeathStench Muscle S;DeathStench Muscle S
Death Stench Heart S;Death Stench Heart S
SupremeMizuha Guards;SupremeMizuha Guards
SprmExtrvagantCamise;SprmExtrvagantCamise
Kushala Cista S;Kushala Cista S
Kushala Vise S;Kushala Vise S
Kirin Jacket S;Kirin Jacket S
Kirin Cape S;Kirin Cape S
Auroros Torso Haku;Auroros Torso Haku
Genesis Torso Haku;Genesis Torso Haku
Borealis Chest Haku;Borealis Chest Haku
Glyph Chest Haku;Glyph Chest Haku
Ultimate Indra Vest;Ultimate Indra Vest
SupremeSteadfastVest;SupremeSteadfastVest
Kaiser Mail S;Kaiser Mail S
Kaiser Vest S;Kaiser Vest S
Dragonhide S;Dragonhide S
Dragonskin S;Dragonskin S
Dark Akantor Aegis;Dark Akantor Aegis
Dark Akantor Plate;Dark Akantor Plate
Bistro Jacket U;Bistro Jacket U
Shinobi Suit (Sky);Shinobi Suit (Sky)
Shinobi Suit (Sea);Shinobi Suit (Sea)
Guardian Suit U;Guardian Suit U
Guardian Vest U;Guardian Vest U
Helper Vest U;Helper Vest U
Healer Vest U;Healer Vest U
MelahoaFlowerJacketU;MelahoaFlowerJacketU
Melahoa Stalk U;Melahoa Stalk U
Makluva Cover U;Makluva Cover U
Makluva Scale U;Makluva Scale U
Monodevil Mail U;Monodevil Mail U
Monodevil Vest U;Monodevil Vest U
Rathian Heart Mail U;Rathian Heart Mail U
Rathian Heart Vest U;Rathian Heart Vest U
Rathalos Soul Mail U;Rathalos Soul Mail U
Rathalos Soul Vest U;Rathalos Soul Vest U
Golden Moon Mail;Golden Moon Mail
Golden Moon Vest;Golden Moon Vest
Silver Sol Mail;Silver Sol Mail
Silver Sol Vest;Silver Sol Vest
Auroros Torso Ten;Auroros Torso Ten
Genesis Torso Ten;Genesis Torso Ten
Borealis Chest Ten;Borealis Chest Ten
Glyph Chest Ten;Glyph Chest Ten
Fatalis Hide;Fatalis Hide
Fatalis Skin;Fatalis Skin
White Fatalis Hide;White Fatalis Hide
White Fatalis Skin;White Fatalis Skin
Kut-Ku Mail X;Kut-Ku Mail X
Kut-Ku Vest X;Kut-Ku Vest X
Conga Mail X;Conga Mail X
Conga Vest X;Conga Vest X
Gypceros Mail X;Gypceros Mail X
Gypceros Vest X;Gypceros Vest X
Khezu Mail X;Khezu Mail X
Khezu Vest X;Khezu Vest X
Hermitaur Mail X;Hermitaur Mail X
Hermitaur Vest X;Hermitaur Vest X
Hypnoc Mail X;Hypno Mail X
Hypnoc Vest X;Hypno Vest X
Basarios Mail X;Basarios Mail X
Basarios Vest X;Basarios Vest X
Plesioth Mail X;Plesioth Mail X
Plesioth Vest X;Plesioth Vest X
Monoblos Mail X;Monoblos Mail X
Monoblos Vest X;Monoblos Vest X
Yian Garuga Mail X;Garuga Mail X
Yian Garuga Vest X;Garuga Vest X
Blango Mail X;Blango Mail X
Blango Vest X;Blango Vest X
Ceanataur Mail X;Ceanataur Mail X
Ceanataur Vest X;Ceanataur Vest X
Rathian Mail X;Rathian Mail X
Rathian Vest X;Rathian Vest X
Naruga Mail X;Narga Mail X
Naruga Vest X;Narga Vest X
Volganos Mail X;Lava Mail X
Volganos Vest X;Lava Vest X
Tigrex Mail X;Tigrex Mail X
Tigrex Vest X;Tigrex Vest X
Rathalos Mail X;Rathalos Mail X
Rathalos Vest X;Rathalos Vest X
Diablo Mail X;Diablo Mail X
Diablo Vest X;Diablo Vest X
Gravios Mail X;Gravios Mail X
Gravios Vest X;Gravios Vest X
Kut-Ku Mail Z;Kut-Ku Mail Z
Kut-Ku Vest Z;Kut-Ku Vest Z
Conga Mail Z;Conga Mail Z
Conga Vest Z;Conga Vest Z
Gypceros Mail Z;Gypceros Mail Z
Gypceros Vest Z;Gypceros Vest Z
Khezu Mail Z;Khezu Mail Z
Khezu Vest Z;Khezu Vest Z
Hermitaur Mail Z;Hermitaur Mail Z
Hermitaur Vest Z;Hermitaur Vest Z
Plesioth Mail Z;Plesioth Mail Z
Plesioth Vest Z;Plesioth Vest Z
Blango Mail Z;Blango Mail Z
Blango Vest Z;Blango Vest Z
Ceanataur Mail Z;Ceanataur Mail Z
Ceanataur Vest Z;Ceanataur Vest Z
Diablo Mail Z;Diablo Mail Z
Diablo Vest Z;Diablo Vest Z
Gravios Mail Z;Gravios Mail Z
Gravios Vest Z;Gravios Vest Z
Crystal Necklace;Chakra Necklace
Famitsu T-Shirt X;(dummy)Famitsu T-Shirt X
Hunter Soul T-Shirt X;HuntingSoulT-ShirtX
Hunter T-Shirt X;Hunter T-Shirt X
True Golden Haori;Golden Haori Shin
TruePuppetMstrCostume;PupptMastrCostShin
Black Belt Mail X;Black Belt Mail X
Black Belt Vest X;Black Belt Vest X
Obituary Petto X;Obituary Petto X
Obituary Pectus X;Obituary Pectus X
Butterfly Petto X;Butterfly Petto X
Butterfly Pectus X;Butterfly Pectus X
True Mizuha Guards;Mizuha Guards Shin
TrueExtrvagantCamise;ExtrvagantCamiseShin
Kushala Cista X;Kushala Cista X
Kushala Vise X;Kushala Vise X
Kirin Jacket X;Kirin Jacket X
Kirin Cape X;Kirin Cape X
Empress Mail X;Empress Mail X
Empress Vest X;Empress Vest X
True Indra Vest;Indra Vest Shin
TrueSteadfastVest;Steadfast Vest Shin
Kaiser Mail X;Kaiser Mail X
Kaiser Vest X;Kaiser Vest X
TruGuardnSpritRaiment;GuardSprRaimentShin
True Carnage Raiment;Carnage Raiment Shin
Dragonhide X;Dragonhide X
Dragonskin X;Dragonskin X
Ucamulbas Aegis;Dark Ukanlos Aegis
Ucamulbas Plate;Dark Ukanlos Plate
MelahoaFlowerJacketZ;MelahoaFlowerJacketZ
Melahoa Stalk Z;Melahoa Stalk Z
Makluva Cover Z;Makluva Cover Z
Makluva Scale Z;Makluva Scale Z
Rathian Heart Mail Z;Rathian Heart Mail Z
Rathian Heart Vest Z;Rathian Heart Vest Z
Rathalos Soul Mail Z;Rathalos Soul Mail Z
Rathalos Soul Vest Z;Rathalos Soul Vest Z
Golden Moon Mail Z;Golden Moon Mail Z
Golden Moon Vest Z;Golden Moon Vest Z
Silver Sol Mail Z;Silver Sol Mail Z
Silver Sol VestZ;Silver Sol Vest Z
Auroros Torso Kyoku;Auroros Torso Goku
Genesis Torso Kyoku;Genesis Torso Goku
Borealis Chest Kyoku;Borealis Chest Goku
Glyph Chest Kyoku;Glyph Chest Goku
Fatalis Hide Z;Fatalis Hide Z
Fatalis Skin Z;Fatalis Skin Z
White Fatalis Hide Z;White Fatalis Hide Z
White Fatalis Skin Z;White Fatalis Skin Z
