key;value
Impale Jewel;Pierce Jewel+
Pellet Jewel;Pellet Jewel
Scatter Jewel;Pellet Jewel+
Shot Bonus Jewel;Shot Bonus Jewel
PierceBonusJewel;PierceBonusJewel
PelletBonusJewel;PelletBonusJewel
Bomb Bonus Jewel;Crag Bonus Jewel
ScatterBonusJewel;ScattrBonusJewel
PowerCoating Jewel;Power Coat Jewel
Force Coating Jewel;PowerCAddJewel
RazorCoating Jewel;Combo Coat Jewel
PoisnCoating Jewel;PoisonCoatJewel
ParaCoating Jewel;ParalysCoatJewel
Petrify Coating Jewel;ParalysisCAddJwl
SleepCoating Jewel;Sleep Coat Jewel
Ammo Box Jewel;Ammo Box Jewel
Magazine Jewel;Magazine Jewel
Sniper Jewel;Sniper Jewel
SharpshootrJewel;SharpshootrJewel
SpecialAtk Jewel;SpecialAtk Jewel
SpecialStrikeJewel;SpecialAtkJewel+
Element Jewel;Element Jewel
Dire Element Jewel;Element Jewel+
Bombardier Jewel;Bombardier Jewel
TrapMaster Jewel;TrapMasterJewel
PickyEater Jewel;PickyEater Jewel
Fasting Jewel;Fasting Jewel
Anorexic Jewel;No Food Jewel
Fatso Jewel;Fatso Jewel
QuickEaterJewel;QuickEaterJewel
Fast Food Jewel;Fast Food Jewel
Instant Meal Jewel;Scarfing Jewel
BBQ Jewel;BBQ Jewel
Marathon Jewel;Marathon Jewel
Sprinter Jewel;Sprinter Jewel
Stamina Jewel;ConsitutnJewel
Body Arts Jewel;Health Jewel
Protection Jewel;Protection Jewel
DivinePrtctionJewel;DivineProtectJwl
Earplug Jewel;Earplug Jewel
Silencer Jewel;Silencer Jewel
PaperweightJewel;PaperweightJewel
HeavyMetal Jewel;HeavyMetal Jewel
Solid Rock Jewel;Solid Rock Jewel
Melt-Proof Jewel;Melt-Proof Jewel
Anti-Thaw Jewel;Anti-Thaw Jewel
Evade Jewel;Evade Jewel
Dodge Jewel;Dodge Jewel
Jump Jewel;Jumping Jewel
Leap Jewel;Flying Jewel
Danger Jewel;Danger Jewel
Calamity Jewel;Pinch Jewel
Crisis Jewel;Crisis Jewel
Survivor Jewel;Guts Jewel
Immortal Jewel;More Guts Jewel
Alarm Jewel;Alarm Jewel
StayingPwr Jewel;StayingPwr Jewel
Permanence Jewel;Permanence Jewel
Eternal Jewel;Eternal Jewel
Friendship Jewel;Friendship Jewel
Beloved Jewel;Beloved Jewel
True Love Jewel;Tenderness Jewel
Backpacker Jewel;Backpacker Jewel
Impervious Jewel;Impervious Jewel
Omnipotent Jewel;Omnipotent Jewel
Invulnerable Jewel;TrueResistJewel
Inferno Jewel;Inferno Jewel
Crimson Jewel;Crimson Jewel
Stream Jewel;Stream Jewel
Torrent Jewel;Torrent Jewel
Freeze Jewel;Freeze Jewel
Glacier Jewel;Glacier Jewel
Lightning Jewel;Lightning Jewel
Thunder Jewel;Thunder Jewel
Slayer Jewel;Slayer Jewel
Extinction Jewel;Extinction Jewel
Dracocide Jewel;DragonslyrJewel
CoolBreeze Jewel;CoolBreeze Jewel
Cold Wind Jewel;Cold Wind Jewel
Icy Gale Jewel;ColdBreezeJewel
Warm Breeze Jewel;WarmBreeze Jewel
Hot Wind Jewel;Hot Wind Jewel
Fiery Gale Jewel;HotBreezeJewel
Map Jewel;Map Jewel
Gathering Jewel;Gathering Jewel
Grab'n'DashJewel;Grab'n'DashJewel
Good Luck Jewel;Good Luck Jewel
Blessing Jewel;Blessing Jewel
HideCutter Jewel;HideCutter Jewel
ShellCutter Jewel;Carving Jewel
Bind Jewel;Tranq Jewel
Cage Jewel;Knockout Jewel
Fate Jewel;Fate Jewel
Destiny Jewel;Destiny Jewel
Fisher Jewel;Fisher Jewel
Psychic Jewel;Psychic Jewel
Observer Jewel;Perceive Jewel
Feel Good Jewel;Feel Good Jewel
Quick Fix Jewel;SpeedyRecvrJewel
Curing Jewel;Curing Jewel
Cure All Jewel;Cure All Jewel
Divine Cure Jewel;Cure All Jewel+
Professor Jewel;Professor Jewel
Armory Jewel;Armory Jewel
SecretArts Jewel;SecretArts Jewel
Small Arms Jewel;Small Arms Jewel
Howitzer Jewel;Howitzer Jewel
Fife Jewel;Fife Jewel
FlynMaster Jewel;Cat Guide Jewel
FlynAttack Jewel;Cat Attack Jewel
FlynDefence Jewel;CatDefenseJewel
