"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Rathian Guards","3350z","Rathian Scale",3,"Rathian Shell",3,"Machalite Ore",2,"Lg Monster Bone",1,8,4,0,-2,2,3350,"Male/Female","Gunner",3,1,1,"---","Health",5,"Fate",2,"Worry",-4,,,,
"Cephalos Vambraces","2350z","Cephalos Scale",3,"Cephalos Fin",1,"Disk Stone",6,"Monster Fluid",1,14,-3,-4,0,2,2350,"Male/Female","Blade",3,1,1,"---","Heat Res",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Cephalos Guards","2350z","Cephalos Scale",3,"Cephalos Fin",1,"Disk Stone",6,"Monster Fluid",1,8,-1,-2,1,5,2350,"Male/Female","Gunner",3,1,1,"---","Heat Res",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Kut-Ku Vambraces","1650z","Kut-Ku Scale",3,"Kut-Ku Shell",2,"Kut-Ku Webbing",2,,,12,2,0,-1,-2,1650,"Male/Female","Blade",3,1,1,"---","Attack",4,"Fire Res",2,"Health",2,"Water Res",-3,,
"Kut-Ku Guards","1650z","Kut-Ku Scale",3,"Kut-Ku Shell",2,"Kut-Ku Webbing",2,,,6,5,3,0,1,1650,"Male/Female","Gunner",3,1,1,"---","Attack",4,"Fire Res",2,"Health",2,"Water Res",-3,,
"Battle Vambraces","750z","Kut-Ku Scale",2,"Iron Ore",3,"Earth Crystal",2,"Whetstone",2,8,2,-2,0,-2,750,"Male/Female","Blade",2,1,1,"---","Guard",3,"Health",2,"Defense",2,,,,
"Battle Guards","750z","Kut-Ku Scale",2,"Iron Ore",3,"Huskberry",10,"Small Bone Husk",3,5,4,0,2,0,750,"Male/Female","Gunner",2,1,1,"---","Load",3,,,,,,,,
"Monoblos Vambraces","4950z","Crimson Horn",1,"Monoblos Spine",1,"Monoblos Shell",2,"Machalite Ore",4,18,2,-2,-1,-1,4950,"Male/Female","Blade",3,1,1,"---","Attack",5,"Paralysis",3,"Hunger",-3,,,,
"Monoblos Guards","4950z","Crimson Horn",1,"Monoblos Spine",1,"Monoblos Shell",2,"Machalite Ore",4,9,4,0,0,2,4950,"Male/Female","Gunner",3,1,1,"---","Attack",5,"Paralysis",3,"Hunger",-3,,,,
"Bone Vambraces","650z","Sm Monster Bone",5,"Bullfango Pelt",1,"Kelbi Hide",2,"Velociprey Scale",1,7,2,-2,-2,2,650,"Male/Female","Blade",2,1,1,"---","StealNoEff",5,"Hunger",2,"PsychicVis",2,"Worry",-2,,
"Bone Guards","650z","Sm Monster Bone",5,"Bullfango Pelt",1,"Kelbi Hide",2,"Velociprey Scale",1,4,5,0,0,5,650,"Male/Female","Gunner",2,1,1,"---","StealNoEff",5,"Hunger",2,"PsychicVis",2,"Worry",-2,,
"Gypceros Vambraces","2350z","Rubbery Hide",3,"Antiseptic Stone",2,"Machalite Ore",2,,,14,-4,4,0,1,2350,"Male/Female","Blade",3,1,1,"---","Wide Cntr",3,"Health",2,"Paralysis",2,"ThunderRes",2,"Water Res",-2
"Gypceros Guards","2350z","Rubbery Hide",3,"Antiseptic Stone",2,"Machalite Ore",2,,,7,-1,6,0,4,2350,"Male/Female","Gunner",3,1,1,"---","Wide Cntr",3,"Health",2,"Paralysis",2,"ThunderRes",2,"Water Res",-2
"Rathalos Vambraces","4150z","Rathalos Shell",2,"Rathalos Scale",5,"Rathalos Webbing",1,"Machalite Ore",2,17,2,2,-4,-1,4150,"Male/Female","Blade",3,1,1,"---","Attack",3,"Fire Res",2,"Rec Speed",2,"Worry",-2,"Dragon Res",-2
"Rathalos Guards","4150z","Rathalos Tail",1,"Rathalos Scale",2,"Rathalos Webbing",1,"Machalite Ore",2,9,4,5,-2,2,4150,"Male/Female","Gunner",3,1,1,"---","Attack",3,"Fire Res",2,"Rec Speed",2,"Worry",-2,"Dragon Res",-2
"Gravios Vambraces+","23250z","Gravios Carapace",2,"Gravios Shell",4,"Lg Monster Bone",5,"Dragonite Ore",3,30,2,2,-2,-2,23250,"Male/Female","Blade",4,1,1,"---","Health",2,"Heat Res",3,"Cold Res",3,"PsychicVis",1,"Faint",-2
"Gravios Guards+","23250z","Gravios Carapace",2,"Gravios Shell",4,"Lg Monster Bone",5,"Dragonite Ore",3,15,4,3,0,1,23250,"Male/Female","Gunner",4,1,1,"---","Health",2,"Heat Res",3,"Cold Res",3,"PsychicVis",1,"Faint",-2
"Hi-Metal Vambraces+","7750z","Dragonite Ore",8,"Machalite Ore",15,"Monster Bone+",1,"Thunderbug",2,20,-2,3,0,-2,7750,"Male/Female","Blade",4,1,1,"---","Health",3,"MixSucRate",4,"ThunderRes",2,"Water Res",-2,,
"Hi-Metal Guards+","7750z","Dragonite Ore",8,"Machalite Ore",15,"Monster Bone+",1,"Thunderbug",2,13,0,5,0,0,7750,"Male/Female","Blade/Gunner",4,1,1,"---","Health",3,"MixSucRate",4,"ThunderRes",2,"Water Res",-2,,
"Diablo Vambraces+","19750z","Diablos Spine",3,"Majestic Horn",1,"Diablos Shell",4,"Gendrome Hide",2,28,3,1,0,-1,19750,"Male/Female","Blade",4,1,1,"---","WindPress",5,"Attack",2,"Hunger",-4,,,,
"Diablo Guards+","19750z","Diablos Spine",3,"Majestic Horn",1,"Diablos Shell",4,"Gendrome Hide",2,15,5,4,0,2,19750,"Male/Female","Gunner",4,1,1,"---","WindPress",5,"Attack",2,"Hunger",-4,,,,
"Auroros Gauntlets","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathalos Wing",1,"Commendation",1,22,-2,0,-4,2,16125,"Male","Blade",5,1,1,"---","Rec Speed",2,"Guard",3,"Fire Res",3,,,,
"Genesis Gauntlets","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathalos Wing",1,"Commendation",1,11,1,2,-2,3,16125,"Male","Gunner",5,1,1,"---","Rec Speed",2,"Load",3,"Fire Res",3,,,,
"Borealis Gauntlets","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathalos Wing",1,"Commendation",1,22,-2,0,-4,2,16125,"Female","Blade",5,1,1,"---","Rec Speed",2,"Guard",3,"Fire Res",3,,,,
"Glyph Gauntlets","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathalos Wing",1,"Commendation",1,11,1,2,-2,3,16125,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Load",3,"Fire Res",3,,,,
"Vespoid Vambraces+","7750z","Vespoid Bladefin",1,"Vespoid Wing",12,"Monster Bone+",1,"Gendrome Hide",2,20,-6,2,2,-5,7750,"Male/Female","Blade",4,1,1,"---","Sleep",4,"Poison",2,"Paralysis",2,"Faint",-3,,
"Vespoid Guards+","7750z","Vespoid Bladefin",1,"Vespoid Abdomen",1,"Monster Bone+",1,"Gendrome Hide",2,13,-5,5,2,-4,7750,"Male/Female","Gunner",4,1,1,"---","Sleep",5,"Poison",2,"Paralysis",2,"Faint",-2,,
"Khezu Vambraces+","16750z","Pale Bone",1,"Flabby Hide",2,"Electro Sac",3,"Lifepowder",2,26,-3,4,0,3,16750,"Male/Female","Blade",4,1,1,"---","Rec Speed",2,"Wide Rec",3,"Recovery",2,"Faint",-2,"Fate",-1
"Khezu Guards+","16750z","Pale Bone",1,"Flabby Hide",2,"Electro Sac",3,"Lifepowder",2,15,-1,6,0,5,16750,"Male/Female","Gunner",4,1,1,"---","Rec Speed",2,"Wide Rec",3,"Recovery",2,"Faint",-2,"Fate",-2
"Lobster Vambraces+","18250z","Lg Lobstershell",1,"Dragonite Ore",4,"Union Ore",2,"Iodrome Hide",2,27,-2,-6,-2,4,18250,"Male/Female","Blade",4,1,1,"---","Cold Res",5,"Water Res",2,"Sleep",2,"Fire Res",-2,,
"Lobster Guards+","18250z","Lg Lobstershell",1,"Dragonite Ore",4,"Union Ore",2,"Iodrome Hide",2,15,0,-5,0,6,18250,"Male/Female","Gunner",4,1,1,"---","Cold Res",5,"Water Res",2,"Sleep",2,"Fire Res",-2,,
"Plesioth Vambraces+","18250z","Monster Bone+",2,"Plesioth Scale",4,"Plesioth Fin",3,"Union Ore",3,27,-4,-4,0,4,18250,"Male/Female","Blade",4,1,1,"---","Heat Res",3,"Hunger",2,"Water Res",2,"Sleep",2,"Fire Res",-2
"Plesioth Guards+","18250z","Monster Bone+",2,"Plesioth Scale",4,"Plesioth Fin",3,"Union Ore",3,15,-2,-2,1,6,18250,"Male/Female","Gunner",4,1,1,"---","Heat Res",3,"Hunger",2,"Water Res",2,"Sleep",2,"Fire Res",-2
"Hornet Vambraces+","7750z","Hornet Bladefin",1,"Hornetaur Wing",16,"Hornetaur Shell",10,"Monster Bone+",1,20,-6,-5,2,-1,7750,"Male/Female","Blade",4,1,1,"---","Poison",5,"Paralysis",4,"Faint",-2,,,,
"Hornet Guards+","7750z","Hornet Bladefin",1,"Hornetaur Wing",16,"Hornetaur Shell",10,"Monster Bone+",1,13,-5,-3,3,2,7750,"Male/Female","Gunner",4,1,1,"---","Poison",4,"Paralysis",4,"Faint",-3,,,,
"Dragonclaw","22222z","Fatalis' Horn",2,"Fatalis' Crust",1,"Fatalis' Shell",3,"Rathian Plate",1,24,0,2,-5,2,22222,"Male/Female","Blade",5,1,1,"---","Rec Speed",2,"Attack",2,"WindPress",2,"PsychicVis",3,"Hunger",-2
"Dragonfist","22222z","Fatalis' Horn",2,"Fatalis' Crust",1,"Fatalis' Shell",3,"Rathian Plate",1,12,2,4,-2,4,22222,"Male/Female","Gunner",5,1,1,"---","Rec Speed",2,"Attack",2,"WindPress",2,"PsychicVis",3,"Hunger",-2
"Guild Knight Gloves","16125z","Light Crystal",1,"Saber Ticket",3,"Egg Ticket",1,"Khezu Coin",3,10,0,0,0,0,16125,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Guild Knight Sleeves","16125z","Light Crystal",1,"Saber Ticket",3,"Egg Ticket",1,"Monoblos Coin",3,10,0,0,0,0,16125,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Maiden's Sleeves","16125z","Light Crystal",1,"Saber Ticket",3,"Egg Ticket",1,"Khezu Coin",3,10,0,0,0,0,16125,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Personal Sleeves","16125z","Light Crystal",1,"Saber Ticket",3,"Egg Ticket",1,"Monoblos Coin",3,10,0,0,0,0,16125,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Shinobi Kote (Sun)","16125z","Sm Lao-Shan Claw",1,"Saber Ticket",3,"Monster Fluid",2,"Rathian Scale",5,10,0,2,1,-6,16125,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",2,"Worry",2,"Hunger",2,"PsychicVis",3,,
"Shinobi Kote (Moon)","16125z","Sm Lao-Shan Claw",1,"Saber Ticket",3,"Monster Fluid",2,"Rathian Scale",5,10,2,4,2,-5,16125,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",2,"Worry",2,"Hunger",2,"PsychicVis",3,,
"Hi-Metal Vambraces","1150z","Machalite Ore",6,"Iron Ore",6,"Monster Fluid",1,,,10,-2,3,0,-2,1150,"Male/Female","Blade",3,1,1,"---","Health",3,"MixSucRate",4,"ThunderRes",2,"Water Res",-2,,
"Hi-Metal Guards","1150z","Machalite Ore",6,"Iron Ore",6,"Monster Fluid",1,,,5,0,5,0,0,1150,"Male/Female","Blade/Gunner",3,1,1,"---","Health",3,"MixSucRate",4,"ThunderRes",2,"Water Res",-2,,
"Khezu Vambraces","3350z","Flabby Hide",3,"Iron Ore",6,"Thunderbug",1,,,16,-3,4,0,3,3350,"Male/Female","Blade",3,1,1,"---","Rec Speed",3,"Wide Rec",3,"Recovery",2,"Faint",-2,"Fate",-1
"Khezu Guards","3350z","Flabby Hide",3,"Iron Ore",6,"Thunderbug",1,,,9,-1,6,0,5,3350,"Male/Female","Gunner",3,1,1,"---","Rec Speed",3,"Wide Rec",2,"Recovery",2,"Faint",-2,"Fate",-2
"Lobster Vambraces","4150z","Sm Lobstershell",1,"Machalite Ore",4,"Ioprey Hide",2,,,17,-2,-6,-2,4,4150,"Male/Female","Blade",3,1,1,"---","Cold Res",5,"Water Res",2,"Sleep",2,"Fire Res",-2,,
"Lobster Guards","4150z","Sm Lobstershell",1,"Machalite Ore",4,"Ioprey Hide",2,,,9,0,-5,0,6,4150,"Male/Female","Gunner",3,1,1,"---","Cold Res",5,"Water Res",2,"Sleep",2,"Fire Res",-2,,
"Plesioth Vambraces","4150z","Plesioth Scale",3,"Monster Fluid",1,"Piscine Fang",2,"Plesioth Fin",1,17,-4,-4,0,4,4150,"Male/Female","Blade",3,1,1,"---","Hunger",3,"Water Res",2,"Sleep",2,"PsychicVis",2,"Fire Res",-2
"Plesioth Guards","4150z","Plesioth Scale",3,"Monster Fluid",1,"Piscine Fang",2,"Plesioth Fin",1,9,-2,-2,1,6,4150,"Male/Female","Gunner",3,1,1,"---","Hunger",3,"Water Res",2,"Sleep",2,"PsychicVis",2,"Fire Res",-2
"Vespoid Vambraces","1150z","Vespoid Wing",8,"Iron Ore",5,"Earth Crystal",2,,,10,-6,2,2,-5,1150,"Male/Female","Blade",3,1,1,"---","Sleep",5,"Backpackng",4,,,,,,
"Vespoid Guards","1150z","Vespoid Shell",5,"Iron Ore",5,"Earth Crystal",2,,,5,-5,5,2,-4,1150,"Male/Female","Gunner",3,1,1,"---","Sleep",5,"Backpackng",4,,,,,,
"Diablo Vambraces","4950z","Twisted Horn",1,"Diablos Shell",3,"Lg Monster Bone",3,,,18,3,1,0,-1,4950,"Male/Female","Blade",3,1,1,"---","WindPress",4,"PsychicVis",4,"Hunger",-3,,,,
"Diablo Guards","4950z","Twisted Horn",1,"Diablos Shell",3,"Lg Monster Bone",3,,,10,5,4,0,2,4950,"Male/Female","Gunner",3,1,1,"---","WindPress",4,"PsychicVis",4,"Hunger",-3,,,,
"Hornet Vambraces","1150z","Hornetaur Wing",6,"Hornetaur Shell",1,"Iron Ore",5,"Monster Fluid",1,10,-6,-5,2,-1,1150,"Male/Female","Blade",3,1,1,"---","Poison",5,"PsychicVis",5,,,,,,
"Hornet Guards","1150z","Hornetaur Wing",6,"Hornetaur Shell",1,"Iron Ore",5,"Monster Fluid",1,5,-5,-3,3,2,1150,"Male/Female","Gunner",3,1,1,"---","Poison",5,,,,,,,,
"Gravios Vambraces","7750z","Gravios Shell",6,"Flame Sac",1,"Machalite Ore",2,"Ioprey Hide",3,20,2,2,-2,-2,7750,"Male/Female","Blade",3,1,1,"---","Health",2,"Heat Res",3,"Cold Res",2,"Faint",-2,"Hunger",-2
"Gravios Guards","7750z","Gravios Shell",6,"Flame Sac",1,"Machalite Ore",2,"Ioprey Hide",3,10,4,3,0,1,7750,"Male/Female","Gunner",3,1,1,"---","Health",2,"Heat Res",3,"Cold Res",2,"Faint",-2,"Hunger",-2
"Steel Vambraces","1650z","Machalite Ore",10,"Iron Ore",10,"Disk Stone",6,,,12,2,-2,0,2,1650,"Male/Female","Blade",3,1,1,"---","MixSucRate",4,"Health",3,"ThunderRes",-2,"Worry",-2,,
"Steel Vambraces+","10750z","Dragonite Ore",10,"Machalite Ore",12,"Monster Bone+",2,,,22,2,-2,0,2,10750,"Male/Female","Blade",4,1,1,"---","MixSucRate",5,"Health",2,"ThunderRes",-2,"Worry",-2,,
"Rathian Vambraces+","16750z","Rathian Plate",1,"Rathian Shell",4,"Rathian Claw",4,"Dragonite Ore",4,26,2,-2,-4,0,16750,"Male/Female","Blade",4,1,1,"---","Health",5,"Fate",2,"Worry",-4,,,,
"Rathian Guards+","16750z","Rathian Plate",1,"Rathian Shell",6,"Rathian Claw",3,"Dragonite Ore",4,14,4,0,-2,2,16750,"Male/Female","Gunner",4,1,1,"---","Health",5,"Fate",2,"Worry",-4,,,,
"Rathalos Vambraces+","18250z","Rathalos Plate",1,"Rathalos Shell",4,"Flame Sac",2,"Union Ore",2,27,2,2,-4,-1,18250,"Male/Female","Blade",4,1,1,"---","Attack",3,"Rec Speed",2,"Fire Res",2,"ThunderRes",-2,"Dragon Res",-2
"Rathalos Guards+","18250z","Rathalos Plate",1,"Rathalos Tail",3,"Flame Sac",2,"Union Ore",2,15,4,5,-2,2,18250,"Male/Female","Gunner",4,1,1,"---","Attack",3,"Rec Speed",2,"Fire Res",2,"ThunderRes",-2,"Worry",-2
"Kut-Ku Vambraces+","10750z","Union Ore",1,"Kut-Ku Shell",8,"Kut-Ku Ear",1,"Monster Bone+",2,22,2,0,-1,-2,10750,"Male/Female","Blade",4,1,1,"---","Attack",3,"Faint",4,"PsychicVis",1,"Defense",-3,,
"Kut-Ku Guards+","10750z","Union Ore",1,"Kut-Ku Shell",8,"Kut-Ku Ear",1,"Monster Bone+",2,14,5,3,0,1,10750,"Male/Female","Gunner",4,1,1,"---","Attack",3,"Faint",4,"PsychicVis",1,"Health",-3,,
"Leather Vambraces+","1350z","Dragonite Ore",1,"Kelbi Hide",3,"Lg Monster Bone",1,"Monster Bone+",1,11,2,0,0,0,1350,"Male/Female","Blade/Gunner",4,1,1,"---","Throw",5,"Backpackng",3,"Worry",-3,,,,
"Chain Vambraces+","1650z","Dragonite Ore",1,"Iron Ore",6,"Med Monster Bone",3,"Monster Bone+",1,12,2,-2,0,2,1650,"Male/Female","Blade/Gunner",4,1,1,"---","Gathering",2,"Gluttony",2,"Defense",3,"Health",4,,
"Hunter's Vambraces+","2350z","Dragonite Ore",2,"Bullfango Pelt",5,"Kelbi Hide",5,"Monster Bone+",1,14,0,-4,0,0,2350,"Male/Female","Blade",4,1,1,"---","Fishing",3,"Guard Up",2,"WideEffect",2,"PsychicVis",2,"Hunger",-2
"Hunter's Guards+","2350z","Dragonite Ore",2,"Bullfango Pelt",5,"Kelbi Hide",5,"Monster Bone+",1,13,2,-2,0,2,2350,"Male/Female","Gunner",4,1,1,"---","Fishing",3,"NormalSAdd",2,"WideEffect",2,"Hunger",-2,"Load",-2
"Bone Vambraces+","4150z","Dragonite Ore",2,"Med Monster Bone",3,"Kut-Ku Scale",3,"Monster Bone+",1,17,2,-2,-2,2,4150,"Male/Female","Blade",4,1,1,"---","StealNoEff",5,"Hunger",2,"Flute",2,"Worry",-2,,
"Bone Guards+","4150z","Dragonite Ore",2,"Med Monster Bone",3,"Kut-Ku Scale",3,"Monster Bone+",1,13,5,0,0,5,4150,"Male/Female","Gunner",4,1,1,"---","StealNoEff",5,"Hunger",2,"Flute",2,"Worry",-2,,
"Velociprey Vambraces+","4950z","Dragonite Ore",2,"Velociprey Scale",4,"Lg Monster Bone",2,"Monster Bone+",1,18,1,1,-1,1,4950,"Male/Female","Blade",4,1,1,"---","Faint",5,"Gluttony",6,,,,,,
"Velociprey Guards+","4950z","Dragonite Ore",2,"Velociprey Scale",4,"Lg Monster Bone",2,"Monster Bone+",1,13,3,3,0,3,4950,"Male/Female","Gunner",4,1,1,"---","Faint",5,"Gluttony",6,,,,,,
"Battle Vambraces+","4950z","Dragonite Ore",3,"Genprey Scale",3,"Earth Crystal",10,"Monster Bone+",1,18,2,-2,0,-2,4950,"Male/Female","Blade",4,1,1,"---","Guard",4,"Health",2,"Defense",2,"Faint",-3,,
"Battle Guards+","4950z","Dragonite Ore",3,"Genprey Scale",3,"Small Bone Husk",10,"Monster Bone+",1,13,4,0,2,0,4950,"Male/Female","Gunner",4,1,1,"---","Load",3,"PsychicVis",2,"Health",-3,"Protection",-2,,
"Genprey Vambraces+","9250z","Dragonite Ore",3,"Genprey Scale",5,"Machalite Ore",5,"Monster Bone+",1,21,2,3,-1,-2,9250,"Male/Female","Blade",4,1,1,"---","Paralysis",5,"ThunderRes",4,"Water Res",-2,,,,
"Genprey Guards+","9250z","Dragonite Ore",3,"Genprey Scale",5,"Machalite Ore",5,"Monster Bone+",1,14,4,5,0,0,9250,"Male/Female","Gunner",4,1,1,"---","Paralysis",5,"ThunderRes",4,"Water Res",-2,,,,
"Ioprey Vambraces+","12250z","Nova Crystal",1,"Ioprey Scale",6,"Ioprey Hide",2,"Monster Bone+",2,23,3,-2,-1,2,12250,"Male/Female","Blade",4,1,1,"---","Poison",5,"ThunderRes",2,"Paralysis",2,"Water Res",-2,,
"Ioprey Guards+","12250z","Nova Crystal",1,"Ioprey Scale",6,"Ioprey Hide",2,"Monster Bone+",2,14,5,0,0,4,12250,"Male/Female","Gunner",4,1,1,"---","Poison",5,"ThunderRes",2,"Paralysis",2,"Water Res",-2,,
"Gypceros Vambraces+","13750z","Monster Bone+",2,"Rubbery Hide",4,"Antiseptic Stone",3,"Union Ore",2,24,-4,4,0,1,13750,"Male/Female","Blade",4,1,1,"---","Wide Cntr",3,"Health",2,"Paralysis",2,"ThunderRes",2,"Water Res",-2
"Gypceros Guards+","13750z","Monster Bone+",2,"Rubbery Hide",4,"Antiseptic Stone",3,"Union Ore",2,14,-1,6,0,4,13750,"Male/Female","Gunner",4,1,1,"---","Wide Cntr",3,"Health",2,"Paralysis",2,"ThunderRes",2,"Water Res",-2
"Cephalos Vambraces+","13750z","Union Ore",1,"Cephalos Scale",5,"Cephalos Fin",2,"Monster Bone+",2,24,-3,-4,0,2,13750,"Male/Female","Blade",4,1,1,"---","Heat Res",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Cephalos Guards+","13750z","Union Ore",1,"Cephalos Scale",5,"Cephalos Fin",2,"Monster Bone+",2,14,-1,-2,1,5,13750,"Male/Female","Gunner",4,1,1,"---","Heat Res",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Leather Vambraces S","3350z","Carbalite Ore",1,"Machalite Ore",10,"Kelbi Hide",2,"Monster Bone+",1,16,2,0,0,0,3350,"Male/Female","Blade/Gunner",6,1,1,"---","HearProtct",3,"Gathering",2,"Backpackng",2,"Faint",-2,"Worry",-2
"Chain Vambraces S","4150z","Carbalite Ore",2,"Machalite Ore",10,"Union Ore",2,,,17,2,-2,0,2,4150,"Male/Female","Blade/Gunner",6,1,1,"---","BombStrUp",2,"MixSucRate",3,"PsychicVis",3,"Health",-3,,
"Hunter's Vambraces S","13750z","Carbalite Ore",3,"Machalite Ore",8,"Union Ore",2,"Bullfango Pelt",2,24,0,-4,0,0,13750,"Male/Female","Blade",6,1,1,"---","Rec Speed",3,"Fate",2,"PsychicVis",4,"Sleep",-2,,
"Hunter's Guards S","13750z","Carbalite Ore",3,"Machalite Ore",8,"Union Ore",2,"Bullfango Pelt",2,18,2,-2,0,2,13750,"Male/Female","Gunner",6,1,1,"---","Rec Speed",2,"Fate",2,"PelletS Up",2,"PsychicVis",4,"Load",-1
"Bone Vambraces S","18250z","Inferno Sac",1,"Bullfango Pelt",3,"King Scarab",4,"Monster Bone+",2,27,2,-2,-2,2,18250,"Male/Female","Blade",6,1,1,"---","StealNoEff",2,"Heat Res",3,"SwdShrpner",2,"PsychicVis",2,"Faint",-2
"Bone Guards S","18250z","Inferno Sac",1,"Bullfango Pelt",3,"King Scarab",4,"Monster Bone+",2,18,5,0,0,5,18250,"Male/Female","Gunner",6,1,1,"---","StealNoEff",4,"Heat Res",3,"MixSucRate",2,"PsychicVis",2,,
"Velociprey Braces S","19750z","Velociprey Scle+",3,"Velociprey Hide+",5,"Union Ore",4,"Velocidrome Claw",3,28,1,1,-1,1,19750,"Male/Female","Blade",6,1,1,"---","Faint",4,"Sleep",2,"Health",3,"Guard",-2,,
"Velociprey Guards S","19750z","Velociprey Scle+",3,"Velociprey Hide+",5,"Union Ore",4,"Velocidrome Claw",3,18,3,3,0,3,19750,"Male/Female","Gunner",6,1,1,"---","Faint",4,"Sleep",2,"NormalS Up",2,"Load",-3,,
"Battle Vambraces S","19750z","Kut-Ku Carapace",3,"Pure Crystal",1,"Carbalite Ore",3,"Disk Stone",10,28,2,-2,0,-2,19750,"Male/Female","Blade",6,1,1,"---","PsychicVis",3,"Map",2,"Guard Up",2,"Recovery",-2,,
"Battle Guards S","19750z","Kut-Ku Carapace",3,"Pure Crystal",1,"Carbalite Ore",3,"Dragon Seed",2,18,4,0,2,0,19750,"Male/Female","Gunner",6,1,1,"---","Load",5,"PsychicVis",2,"Defense",-4,,,,
"Vespoid Vambraces S","23250z","Vspoid Razorwing",3,"Vespoid Carapace",3,"Vespoid Wing",6,"Joiner Grasshppr",2,30,-6,2,2,-5,23250,"Male/Female","Blade",6,1,1,"---","Poison",3,"WideEffect",2,"Sleep",5,"Hunger",-1,,
