"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Ioprey Leggings","1950z","Ioprey Scale",3,"Iron Ore",6,"Earth Crystal",3,"Sm Monster Bone",5,7,5,0,0,4,1950,"Male/Female","Gunner",2,1,1,"---","Poison",5,"ThunderRes",2,"Paralysis",2,"Water Res",-2,,
"Rathian Greaves","3350z","Rathian Scale",3,"Rathian Shell",3,"Machalite Ore",3,"Iron Ore",8,16,2,-2,-4,0,3350,"Male/Female","Blade",3,1,1,"---","Health",3,"Fire Res",2,"Water Res",-2,"ThunderRes",-2,"Worry",-2
"Rathian Leggings","3350z","Rathian Scale",3,"Rathian Shell",3,"Machalite Ore",3,"Iron Ore",8,8,4,0,-2,2,3350,"Male/Female","Gunner",3,1,1,"---","Health",3,"Fire Res",2,"Water Res",-2,"ThunderRes",-2,"Worry",-2
"(Torso Inc) Cephalos Greaves","2350z","Cephalos Fin",1,"Cephalos Scale",4,"Piscine Fang",3,"Machalite Ore",2,14,-3,-4,0,2,2350,"Male/Female","Blade",3,1,1,"---","Torso Inc",,,,,,,,,
"(Torso Inc) Cephalos Leggings","2350z","Cephalos Fin",1,"Cephalos Scale",4,"Piscine Fang",3,"Machalite Ore",2,8,-1,-2,1,5,2350,"Male/Female","Gunner",3,1,1,"---","Torso Inc",,,,,,,,,
"Battle Greaves","750z","Kut-Ku Scale",2,"Iron Ore",3,"Earth Crystal",3,"Whetstone",5,8,2,-2,0,-2,750,"Male/Female","Blade",2,1,1,"---","Guard",2,"Health",2,"Defense",2,"Backpackng",3,,
"Battle Leggings","750z","Kut-Ku Scale",2,"Bullfango Pelt",3,"Huskberry",20,"Small Bone Husk",5,5,4,0,2,0,750,"Male/Female","Gunner",2,1,1,"---","Load",3,"Backpackng",3,,,,,,
"Bone Greaves","650z","Sm Monster Bone",7,"Bullfango Pelt",1,"Kelbi Hide",2,,,7,2,-2,-2,2,650,"Male/Female","Blade",2,1,1,"---","StealNoEff",5,"Hunger",2,"Alchemy",2,"Worry",-2,,
"Bone Leggings","650z","Sm Monster Bone",7,"Bullfango Pelt",1,"Kelbi Hide",2,,,4,5,0,0,5,650,"Male/Female","Gunner",2,1,1,"---","StealNoEff",5,"Hunger",2,"Alchemy",2,"Worry",-2,,
"Gypceros Greaves","2350z","Rubbery Hide",3,"Antiseptic Stone",2,"Genprey Hide",3,,,14,-4,4,0,1,2350,"Male/Female","Blade",3,1,1,"---","Wide Cntr",5,"ThunderRes",2,"Paralysis",2,"Water Res",-2,,
"Gypceros Leggings","2350z","Rubbery Hide",3,"Antiseptic Stone",2,"Genprey Hide",3,,,7,-1,6,0,4,2350,"Male/Female","Gunner",3,1,1,"---","Wide Cntr",5,"ThunderRes",2,"Paralysis",2,"Water Res",-2,,
"Rathalos Greaves","4150z","Rathalos Shell",1,"Rathalos Scale",3,"Rathalos Webbing",3,"Machalite Ore",2,17,2,2,-4,-1,4150,"Male/Female","Blade",3,1,1,"---","Attack",5,"Fate",2,"Worry",-2,"Dragon Res",-2,,
"Rathalos Leggings","4150z","Rathalos Shell",2,"Rathalos Scale",3,"Rathalos Webbing",3,"Machalite Ore",2,9,4,5,-2,2,4150,"Male/Female","Gunner",3,1,1,"---","Attack",5,"Fate",2,"Worry",-2,"Dragon Res",-2,,
"Gravios Greaves+","23250z","Gravios Carapace",3,"Flame Sac",1,"Monster Fluid",4,"Iodrome Hide",2,30,2,2,-2,-2,23250,"Male/Female","Blade",4,1,1,"---","Health",2,"Heat Res",3,"Cold Res",3,"PsychicVis",1,"Faint",-2
"Gravios Leggings+","23250z","Gravios Carapace",3,"Flame Sac",1,"Monster Fluid",4,"Iodrome Hide",2,15,4,3,0,1,23250,"Male/Female","Gunner",4,1,1,"---","Health",2,"Heat Res",3,"Load",3,"Faint",-3,,
"Hi-Metal Greaves+","7750z","Dragonite Ore",8,"Machalite Ore",15,"Monster Bone+",1,"Velociprey Hide",10,20,-2,3,0,-2,7750,"Male/Female","Blade",4,1,1,"---","Health",3,"Map",3,"Backpackng",4,"PsychicVis",1,,
"Hi-Metal Leggings+","7750z","Dragonite Ore",8,"Machalite Ore",15,"Monster Bone+",1,"Velociprey Hide",10,13,0,5,0,0,7750,"Male/Female","Gunner",4,1,1,"---","Health",3,"Map",3,"Backpackng",4,"PsychicVis",1,,
"Auroros Pants","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathian Spike",2,"Commendation",1,22,-2,0,-4,2,16125,"Male","Blade",5,1,1,"---","Rec Speed",2,"Guard",4,,,,,,
"Genesis Pants","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathian Spike",2,"Commendation",1,11,1,2,-2,3,16125,"Male","Gunner",5,1,1,"---","Rec Speed",2,"Load",4,,,,,,
"Borealis Pants","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathian Spike",2,"Commendation",1,22,-2,0,-4,2,16125,"Female","Blade",5,1,1,"---","Rec Speed",2,"Guard",4,,,,,,
"Glyph Pants","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathian Spike",2,"Commendation",1,11,1,2,-2,3,16125,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Load",4,,,,,,
"Vespoid Greaves+","7750z","Vespoid Bladefin",1,"Vespoid Wing",12,"Monster Bone+",1,"Genprey Hide",10,20,-6,2,2,-5,7750,"Male/Female","Blade",4,1,1,"---","Sleep",5,"Poison",2,"Paralysis",2,"Faint",-2,,
"Vespoid Leggings+","7750z","Vespoid Bladefin",1,"Vespoid Shell",8,"Monster Bone+",1,"Genprey Hide",10,13,-5,5,2,-4,7750,"Male/Female","Gunner",4,1,1,"---","Sleep",5,"Poison",2,"Paralysis",2,"Faint",-2,,
"Khezu Greaves+","16750z","Pale Bone",1,"Flabby Hide",4,"Monster Fluid",3,"Lifepowder",2,26,-3,4,0,3,16750,"Male/Female","Blade",4,1,1,"---","Rec Speed",3,"Wide Rec",2,"Recovery",2,"Faint",-2,"Fate",-2
"Khezu Leggings+","16750z","Pale Bone",1,"Flabby Hide",4,"Monster Fluid",3,"Lifepowder",2,15,-1,6,0,5,16750,"Male/Female","Gunner",4,1,1,"---","Rec Speed",3,"Wide Rec",3,"Recovery",2,"Faint",-2,"Fate",-1
"Plesioth Greaves+","18250z","Monster Bone+",2,"Plesioth Scale",5,"Plesioth Fin",2,"Scatterfish",5,27,-4,-4,0,4,18250,"Male/Female","Blade",4,1,1,"---","Heat Res",3,"Hunger",2,"Water Res",2,"Sleep",2,"Fire Res",-2
"Plesioth Leggings+","18250z","Monster Bone+",2,"Plesioth Scale",5,"Plesioth Fin",2,"Scatterfish",5,15,-2,-2,1,6,18250,"Male/Female","Gunner",4,1,1,"---","Heat Res",3,"Hunger",2,"Water Res",2,"Sleep",2,"Fire Res",-2
"Hornet Greaves+","7750z","Hornet Bladefin",1,"Hornetaur Head",2,"Hornetaur Shell",10,"Monster Bone+",1,20,-6,-5,2,-1,7750,"Male/Female","Blade",4,1,1,"---","Poison",3,"Paralysis",2,"Backpackng",4,"Faint",-2,,
"Hornet Leggings+","7750z","Hornet Bladefin",1,"Hornetaur Head",2,"Hornetaur Shell",10,"Monster Bone+",1,13,-5,-3,3,2,7750,"Male/Female","Gunner",4,1,1,"---","Poison",3,"Paralysis",2,"Backpackng",4,"Faint",-2,,
"Dragonfeet","22222z","Fatalis' Scale",3,"Fatalis' Shell",2,"Fatalis' Webbing",1,"Pnk Rthian Plate",1,24,0,2,-5,2,22222,"Male/Female","Blade",5,1,1,"---","Rec Speed",2,"Attack",1,"WindPress",2,"PsychicVis",3,,
"Dragonlegs","22222z","Fatalis' Scale",3,"Fatalis' Shell",2,"Fatalis' Webbing",1,"Pnk Rthian Plate",1,12,2,4,-2,4,22222,"Male/Female","Gunner",5,1,1,"---","Rec Speed",2,"Attack",1,"WindPress",2,"PsychicVis",3,,
"Guild Knight Boots","16125z","Light Crystal",1,"Hammer Ticket",3,"Egg Ticket",1,"Kut-Ku Coin",3,10,0,0,0,0,16125,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Guild Knight Tights","16125z","Light Crystal",1,"Hammer Ticket",3,"Egg Ticket",1,"Gypceros Coin",3,10,0,0,0,0,16125,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Maiden's Stockings","16125z","Light Crystal",1,"Hammer Ticket",3,"Egg Ticket",1,"Kut-Ku Coin",3,10,0,0,0,0,16125,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Personal Tights","16125z","Light Crystal",1,"Hammer Ticket",3,"Egg Ticket",1,"Gypceros Coin",3,10,0,0,0,0,16125,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"PsychicVis",3,,,,
"Silver Boots(BuyShopOnly)","1900z","Iron Ore",10,"Machalite Ore",2,,,,,9,0,-2,0,2,1900,"Male/Female","Blade/Gunner",2,1,1,"---",,,,,,,,,,
"Dark Metal Boots(BuyShopOnly)","2300z","Iron Ore",15,"Disk Stone",30,,,,,10,0,2,0,-2,2300,"Male/Female","Blade/Gunner",2,1,1,"---",,,,,,,,,,
"Pink Metal Boots(BuyShopOnly)","3300z","Iron Ore",20,"Machalite Ore",7,"Dosbiscus",2,,,12,2,0,0,-2,3300,"Female","Blade/Gunner",2,1,1,"---",,,,,,,,,,
"Shinobi Boots (Sun)","16125z","Sm Lao-Shan Claw",1,"Lance Ticket",3,"Monster Fluid",2,"Pnk Rathian Scl",5,10,0,2,1,-6,16125,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",2,"Worry",2,"Hunger",2,"PsychicVis",4,,
"Shinobi Boots (Moon)","16125z","Sm Lao-Shan Claw",1,"Lance Ticket",3,"Monster Fluid",2,"Pnk Rathian Scl",5,10,2,4,2,-5,16125,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",2,"Worry",2,"Hunger",2,"PsychicVis",4,,
"Red Borealis Pants","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathian Spike",2,"Commendation",1,22,2,0,-4,-2,16125,"Female","Blade",5,1,1,"---","Rec Speed",2,"Fire Res",5,"PsychicVis",2,,,,
"Red Glyph Pants","16125z","Lao-Shan's Spine",1,"Lao-Shan's Scale",5,"Rathian Spike",2,"Commendation",1,11,3,2,-2,1,16125,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Fire Res",5,"PsychicVis",2,,,,
"Hi-Metal Greaves","1150z","Machalite Ore",6,"Iron Ore",6,"Thunderbug",1,,,10,-2,3,0,-2,1150,"Male/Female","Blade",3,1,1,"---","Health",3,"Map",3,"Gluttony",3,"Backpackng",2,,
"Hi-Metal Leggings","1150z","Machalite Ore",6,"Iron Ore",6,"Thunderbug",1,,,5,0,5,0,0,1150,"Male/Female","Gunner",3,1,1,"---","Health",2,"Map",3,"Gluttony",3,"Backpackng",2,,
"Khezu Greaves","3350z","Flabby Hide",3,"Machalite Ore",2,"Bullfango Pelt",3,,,16,-3,4,0,3,3350,"Male/Female","Blade",3,1,1,"---","Rec Speed",3,"Wide Rec",2,"Recovery",2,"Faint",-2,"Fate",-2
"Khezu Leggings","3350z","Flabby Hide",3,"Machalite Ore",2,"Bullfango Pelt",3,,,9,-1,6,0,5,3350,"Male/Female","Gunner",3,1,1,"---","Rec Speed",3,"Wide Rec",2,"Recovery",2,"Faint",-2,"Fate",-2
"Plesioth Greaves","4150z","Plesioth Scale",3,"Machalite Ore",2,"Cephalos Scale",3,"Plesioth Fin",1,17,-4,-4,0,4,4150,"Male/Female","Blade",3,1,1,"---","Hunger",3,"Water Res",2,"Sleep",2,"PsychicVis",2,"Fire Res",-2
"Plesioth Leggings","4150z","Plesioth Scale",3,"Machalite Ore",2,"Cephalos Scale",3,"Plesioth Fin",1,9,-2,-2,1,6,4150,"Male/Female","Gunner",3,1,1,"---","Hunger",3,"Water Res",2,"Sleep",2,"PsychicVis",2,"Fire Res",-2
"Vespoid Greaves","1150z","Vespoid Wing",5,"Disk Stone",5,"Monster Fluid",1,,,10,-6,2,2,-5,1150,"Male/Female","Blade",3,1,1,"---","Sleep",5,"PsychicVis",6,,,,,,
"Vespoid Leggings","1150z","Vespoid Shell",2,"Disk Stone",5,"Monster Fluid",1,,,5,-5,5,2,-4,1150,"Male/Female","Gunner",3,1,1,"---","Sleep",5,"PsychicVis",6,,,,,,
"Hornet Greaves","1150z","Hornetaur Wing",8,"Hornetaur Shell",1,"Earth Crystal",4,"Monster Fluid",1,10,-6,-5,2,-1,1150,"Male/Female","Blade",3,1,1,"---","Poison",5,,,,,,,,
"Hornet Leggings","1150z","Hornetaur Wing",8,"Hornetaur Shell",1,"Earth Crystal",4,"Monster Fluid",1,5,-5,-3,3,2,1150,"Male/Female","Gunner",3,1,1,"---","Poison",5,,,,,,,,
"Gravios Greaves","7750z","Gravios Shell",5,"Med Monster Bone",3,"Machalite Ore",5,"Ioprey Hide",5,20,2,2,-2,-2,7750,"Male/Female","Blade",3,1,1,"---","Health",2,"Heat Res",3,"Guard",3,"Faint",-3,,
"Gravios Leggings","7750z","Gravios Shell",5,"Med Monster Bone",3,"Machalite Ore",5,"Ioprey Hide",5,10,4,3,0,1,7750,"Male/Female","Gunner",3,1,1,"---","Health",2,"Heat Res",3,"Load",3,"Faint",-3,,
"Rathian Greaves+","16750z","Rathian Plate",1,"Rathian Scale",5,"Rathian Spike",1,"Union Ore",2,26,2,-2,-4,0,16750,"Male/Female","Blade",4,1,1,"---","Health",5,"Rec Speed",2,"Fire Res",2,"ThunderRes",-2,,
"Rathian Leggings+","16750z","Rathian Plate",1,"Rathian Scale",5,"Rathian Spike",1,"Union Ore",2,14,4,0,-2,2,16750,"Male/Female","Gunner",4,1,1,"---","Health",5,"Rec Speed",2,"Fire Res",2,"ThunderRes",-2,,
"Rathalos Greaves+","18250z","Rathalos Plate",1,"Rathalos Shell",3,"Rathalos Webbing",3,"Union Ore",2,27,2,2,-4,-1,18250,"Male/Female","Blade",4,1,1,"---","Attack",5,"Rec Speed",2,"Fate",2,"Dragon Res",-2,,
"Rathalos Leggings+","18250z","Rathalos Plate",1,"Rathalos Shell",3,"Rathalos Webbing",3,"Union Ore",2,15,4,5,-2,2,18250,"Male/Female","Gunner",4,1,1,"---","Attack",5,"Rec Speed",2,"Fate",2,"Worry",-2,,
"Chrome Metal Boots(BuyShopOnly)","3630z","Iron Ore",20,"Machalite Ore",5,"Small Goldenfish",5,,,12,2,0,0,-2,3630,"Male/Female","Blade/Gunner",3,1,1,"---",,,,,,,,,,
"Blue Pants+","1350z","Dragonite Ore",1,"Kelbi Hide",5,"Lg Monster Bone",1,"Monster Bone+",1,11,2,0,0,0,1350,"Male/Female","Blade/Gunner",4,1,1,"---","Throw",5,"Backpackng",3,"Worry",-3,,,,
"(Torso Inc) Green Pants+","1650z","Dragonite Ore",1,"Iron Ore",6,"Kelbi Hide",3,"Monster Bone+",1,12,2,-2,0,2,1650,"Male/Female","Blade/Gunner",4,1,1,"---","Torso Inc",,,,,,,,,
"Hunter's Greaves+","2350z","Dragonite Ore",1,"Bullfango Pelt",5,"Earth Crystal",6,"Monster Bone+",1,14,0,-4,0,0,2350,"Male/Female","Blade",4,1,1,"---","Fishing",4,"Guard Up",2,"Health",2,"Defense",-3,,
"Hunter's Leggings+","2350z","Dragonite Ore",1,"Bullfango Pelt",5,"Earth Crystal",6,"Monster Bone+",1,13,2,-2,0,2,2350,"Male/Female","Gunner",4,1,1,"---","Fishing",4,"NormalSAdd",2,"Health",2,"Defense",-3,,
"Bone Greaves+","4150z","Dragonite Ore",2,"Sm Monster Bone",7,"Velociprey Hide",3,"Monster Bone+",1,17,2,-2,-2,2,4150,"Male/Female","Blade",4,1,1,"---","StealNoEff",5,"Hunger",2,"Flute",2,"Worry",-2,,
"Bone Leggings+","4150z","Dragonite Ore",2,"Sm Monster Bone",7,"Velociprey Hide",3,"Monster Bone+",1,13,5,0,0,5,4150,"Male/Female","Gunner",4,1,1,"---","StealNoEff",5,"Hunger",2,"Flute",2,"Worry",-2,,
"Velociprey Greaves+","4950z","Dragonite Ore",2,"Velociprey Scale",4,"Earth Crystal",6,"Monster Bone+",1,18,1,1,-1,1,4950,"Male/Female","Blade",4,1,1,"---","Faint",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Velociprey Leggings+","4950z","Dragonite Ore",2,"Velociprey Scale",4,"Earth Crystal",6,"Monster Bone+",1,13,3,3,0,3,4950,"Male/Female","Gunner",4,1,1,"---","Faint",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Battle Greaves+","4950z","Dragonite Ore",4,"Kut-Ku Scale",3,"Earth Crystal",3,"Monster Bone+",1,18,2,-2,0,-2,4950,"Male/Female","Blade",4,1,1,"---","Guard",4,"Health",2,"Defense",2,"Faint",-3,,
"Battle Leggings+","4950z","Dragonite Ore",4,"Kut-Ku Scale",3,"Small Bone Husk",6,"Monster Bone+",1,13,4,0,2,0,4950,"Male/Female","Gunner",4,1,1,"---","Load",4,"PsychicVis",2,"Health",-3,"Protection",-2,,
"Silver Boots+(BuyShopOnly)","4700z","Iron Ore",50,"Machalite Ore",20,"King Scarab",4,,,14,0,-2,0,2,4700,"Male/Female","Blade/Gunner",4,1,1,"---",,,,,,,,,,
"Dark Metal Boots+(BuyShopOnly)","5700z","Iron Ore",60,"Dragonite Ore",10,"Basarios Shell",2,,,15,0,2,0,-2,5700,"Male/Female","Blade/Gunner",4,1,1,"---",,,,,,,,,,
"Genprey Greaves+","9250z","Dragonite Ore",2,"Genprey Scale",6,"Genprey Hide",6,"Monster Bone+",1,21,2,3,-1,-2,9250,"Male/Female","Blade",4,1,1,"---","Paralysis",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Genprey Leggings+","9250z","Dragonite Ore",2,"Genprey Scale",6,"Genprey Hide",6,"Monster Bone+",1,14,4,5,0,0,9250,"Male/Female","Gunner",4,1,1,"---","Paralysis",5,"PsychicVis",2,"Worry",-2,"Poison",-2,,
"Pink Metal Boots+(BuyShopOnly)","8300z","Machalite Ore",20,"Union Ore",10,"Pnk Rathian Scl",2,,,17,2,0,0,-2,8300,"Female","Blade/Gunner",4,1,1,"---",,,,,,,,,,
"Chrome Metal Boots+(BuyShopOnly)","9130z","Dragonite Ore",15,"Blk Gravios Crst",3,"Small Goldenfish",5,,,17,2,0,0,-2,9130,"Male/Female","Blade/Gunner",4,1,1,"---",,,,,,,,,,
"Ioprey Greaves+","12250z","Union Ore",1,"Ioprey Scale",6,"Machalite Ore",5,"Monster Bone+",2,23,3,-2,-1,2,12250,"Male/Female","Blade",4,1,1,"---","Poison",5,"ThunderRes",2,"Paralysis",2,"Water Res",-2,,
"Ioprey Leggings+","12250z","Union Ore",1,"Ioprey Scale",6,"Machalite Ore",5,"Monster Bone+",2,14,5,0,0,4,12250,"Male/Female","Gunner",4,1,1,"---","Poison",5,"ThunderRes",2,"Paralysis",2,"Water Res",-2,,
"Gypceros Greaves+","13750z","Monster Bone+",2,"Rubbery Hide",4,"Antiseptic Stone",4,"Gendrome Hide",1,24,-4,4,0,1,13750,"Male/Female","Blade",4,1,1,"---","Wide Cntr",5,"Paralysis",2,"ThunderRes",2,"Water Res",-2,,
"Gypceros Leggings+","13750z","Monster Bone+",2,"Rubbery Hide",4,"Antiseptic Stone",4,"Gendrome Hide",1,14,-1,6,0,4,13750,"Male/Female","Gunner",4,1,1,"---","Wide Cntr",5,"Paralysis",2,"ThunderRes",2,"Water Res",-2,,
"(Torso Inc) Cephalos Greaves+","13750z","Union Ore",1,"Cephalos Scale",5,"Bomb Arrowana",5,"Monster Bone+",2,24,-3,-4,0,2,13750,"Male/Female","Blade",4,1,1,"---","Torso Inc",,,,,,,,,
"(Torso Inc) Cephalos Leggings+","13750z","Union Ore",1,"Cephalos Scale",5,"Bomb Arrowana",5,"Monster Bone+",2,14,-1,-2,1,5,13750,"Male/Female","Gunner",4,1,1,"---","Torso Inc",,,,,,,,,
"Green Pants S","3350z","Carbalite Ore",1,"Machalite Ore",7,"Kelbi Hide",1,"Monster Bone+",1,16,2,0,0,0,3350,"Male/Female","Blade/Gunner",6,1,1,"---","HearProtct",3,"Gathering",2,"PsychicVis",3,"Faint",-3,,
"(Torso Inc) Blue Pants S","4150z","Pure Crystal",2,"Carbalite Ore",2,"Kelbi Hide",2,,,17,2,-2,0,2,4150,"Male/Female","Blade/Gunner",6,1,1,"---","Torso Inc",,,,,,,,,
"Hunter's Greaves S","13750z","Carbalite Ore",4,"Dragonite Ore",3,"Lg Monster Bone",2,"Bullfango Pelt",2,24,0,-4,0,0,13750,"Male/Female","Blade",6,1,1,"---","Rec Speed",2,"Fate",3,"Sleep",-2,,,,
"Hunter's Leggings S","13750z","Carbalite Ore",4,"Dragonite Ore",3,"Lg Monster Bone",2,"Bullfango Pelt",2,18,2,-2,0,2,13750,"Male/Female","Gunner",6,1,1,"---","Rec Speed",2,"Fate",3,"PelletS Up",3,"Load",-1,,
"Bone Greaves S","18250z","Joiner Grasshppr",2,"Bullfango Pelt",4,"King Scarab",4,"Monster Bone+",3,27,2,-2,-2,2,18250,"Male/Female","Blade",6,1,1,"---","StealNoEff",2,"Heat Res",2,"SwdShrpner",3,"PsychicVis",2,"Faint",-2
"Bone Leggings S","18250z","Joiner Grasshppr",2,"Bullfango Pelt",4,"King Scarab",4,"Monster Bone+",3,18,5,0,0,5,18250,"Male/Female","Gunner",6,1,1,"---","StealNoEff",2,"Heat Res",3,"MixSucRate",2,"PsychicVis",3,"Paralysis",-1
"Velociprey Greaves S","19750z","Velociprey Scle+",3,"Velociprey Hide+",3,"Machalite Ore",12,"Monster Bone+",1,28,1,1,-1,1,19750,"Male/Female","Blade",6,1,1,"---","Faint",4,"Sleep",2,"Health",2,"Guard",-3,,
"Velociprey Leggings S","19750z","Velociprey Scle+",3,"Velociprey Hide+",3,"Machalite Ore",12,"Monster Bone+",1,18,3,3,0,3,19750,"Male/Female","Gunner",6,1,1,"---","Faint",4,"Sleep",2,"PelletS Up",2,"Load",-3,,
"Battle Greaves S","19750z","Kut-Ku Carapace",3,"Pure Crystal",1,"King Scarab",5,"Disk Stone",10,28,2,-2,0,-2,19750,"Male/Female","Blade",6,1,1,"---","PsychicVis",4,"Map",2,"Guard Up",3,"Recovery",-2,,
"Battle Leggings S","19750z","Kut-Ku Carapace",3,"Pure Crystal",1,"King Scarab",5,"Dragon Seed",2,18,4,0,2,0,19750,"Male/Female","Gunner",6,1,1,"---","Load",5,"PsychicVis",2,"Defense",-4,,,,
"Silver Boots S(BuyShopOnly)","17250z","Machalite Ore",25,"Nova Crystal",1,"Cephalos Scale+",3,,,19,0,-2,0,2,17250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",5,"Attack",-2,,,,,,
"Vespoid Greaves S","23250z","Vspoid Razorwing",3,"Vespoid Carapace",4,"Vespoid Wing",9,"Joiner Grasshppr",2,30,-6,2,2,-5,23250,"Male/Female","Blade",6,1,1,"---","Poison",3,"WideEffect",2,"PsychicVis",1,"Hunger",-5,,
"Vespoid Leggings S","23250z","Vspoid Razorwing",3,"Vespoid Carapace",4,"Vespoid Wing",6,"Monster Broth",3,16,-5,5,2,-4,23250,"Male/Female","Gunner",6,1,1,"---","Poison",3,"WideEffect",2,"PsychicVis",3,"Hunger",-3,,
"Hornet Greaves S","23250z","Hornet Razorwing",2,"Hornet Carapace",3,"Hornet Bladefin",4,"Joiner Grasshppr",2,30,-6,-5,2,-1,23250,"Male/Female","Blade",6,1,1,"---","Dragon Res",5,"Fate",2,"Hunger",-4,,,,
"Hornet Leggings S","23250z","Hornet Razorwing",2,"Hornet Carapace",3,"Hornet Bladefin",4,"Monster Broth",3,15,-5,-3,3,2,23250,"Male/Female","Gunner",6,1,1,"---","Dragon Res",5,"Fate",2,"Defense",-4,,,,
"Hi-Metal Greaves S","23250z","Carbalite Ore",4,"Nova Crystal",1,"Dragonite Ore",10,"Machalite Ore",15,30,-2,3,0,-2,23250,"Male/Female","Blade",6,1,1,"---","Health",3,"Throw",3,"Cold Res",-5,,,,
"Hi-Metal Leggings S","23250z","Carbalite Ore",4,"Nova Crystal",1,"Dragonite Ore",10,"Machalite Ore",15,18,0,5,0,0,23250,"Male/Female","Gunner",6,1,1,"---","Health",2,"PierceS Up",3,"Cold Res",-4,"Load",-2,,
"Dark Metal Boots S(BuyShopOnly)","23250z","Carbalite Ore",5,"Dragonite Ore",10,"Basarios Wing",1,,,20,0,2,0,-2,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Worry",10,"Gluttony",-1,,,,,,
"Genprey Greaves S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Monster Bone+",3,31,2,3,-1,-2,24750,"Male/Female","Blade",6,1,1,"---","Paralysis",4,"Faint",2,"BombStrUp",2,"MixSucRate",-3,,
