key;value
Vangis Mail;Vangis Mail
Vangis Vest;Vangis Vest
Ranger Tunic;Ranger's Girdle
Scout Tunic;Archer's Girdle
Guild Bard Suit S;Guild Bard Bolero S
Guild Bard Vest S;Guild Bard Vest S
Scholar Suit S;Scholar's Blouse S
Scholar Vest S;Scholar's Vest S
Nightmare Toronko S;Mosgharl Ribplate S
Nightmare Toronko S;Mosgharl Ribplate S
Nightmare Shtam S;Mosgharl Ribguard S
Nightmare Shtam S;Mosgharl Ribguard S
Viking Mail S;Viking Mail S
Viking Vest S;Viking Vest S
Rouage Petto S;Aelucanth Thorax S
Rouage Pectus S;Aelucanth Pleuron S
Falmer Petto S;Rhopessa Thorax S
Falmer Pectus S;Rhopessa Pleuron S
Atea Mail S;Artian Mail S
Atea Vest S;Artian Vest S
Dianthus Blouse;Dianthus Jacket
Bellflower Blouse;Bellflower Blouse
Damascus Mail;Damascus Mail
Damascus Vest;Damascus Vest
Hi Yamato Plate;Grand Yamato Doate
Hi Courtier Plate;Grand Mutsu Doate
Hi Solar Plate;Grand Hyuga Muneate
Hi Divine Plate;Grand Amagi Muneate
Dark Akantor Aegis;Dark Akantor Aegis
Dark Akantor Plate;Dark Akantor Plate
Ukanlos Aegis;Ukanlos Aegis
Ukanlos Plate;Ukanlos Plate
Escadora Soul;Escadora Soul
Escadora Seele;Escadora Seele
Storm Wrap;Storm Wrap
Sky Cover;Sky Cover
Zuwaro Cloak S;Slagtoth Cloak S
Zuwaro Cape S;Slagtoth Wrap S
Luxury Bath Towel;Luxury Bath Towel
Acorn Mail S;Acorn Mail S
Acorn Vest S;Acorn Vest S
Crystal Necklace;Chakra Necklace
Warfront Jacket;ArmamentFront Jacket
Warfront Rider;ArmamentFront Rider
Hunter Jacket;Hunting Front Jacket
Hunter Rider;Hunting Front Rider
Jolly Roger Suit;Pirate J Suit
Jolly Roger Jacket;Pirate J Jacket
Snake Suit;Snake Suit
Snake Body;Snake Body
The Boss Suit;The Boss Suit
The Boss Body;The Boss Body
Uniqlo Blazer;UNIQLO Blazer
Uniqlo Jacket;UNIQLO Jacket
Street Jacket;Bouya's Jacket
Street Jumper;Bouya's Jumper
Street Jacket;Bouya's Jacket
Street Jumper;Bouya's Jumper
MH Jacket;MonHan Jacket
MH Jersey;MonHan Jersey
