key;value
Blight Jewel[3];Resistor Jewel 3
Inferno Jwl[1];Fire Res Jewel 1
Crimson Jwl[1];Nul-Fire Jewel 1
Stream Jewel[1];Water Res Jwl 1
Torrent Jwl[1];Nul-Water Jwl 1
Thunder Jwl[1];ThunderRes Jwl 1
LightningJwl[1];Nul-Thundr Jwl 1
Freeze Jewel[1];Ice Res Jewel 1
GlacierJwl[1];Nul-Ice Jewel 1
Slayer Jewel[1];Dragon Res Jwl 1
Extinction Jwl[1];Nul-Dragon Jwl 1
Protectn Jwl[1];Protection Jwl 1
DvnePrtctJwl[1];Asylum Jewel 1
Health Jewel[1];Vitality Jewel 1
FeelGood Jwl[1];Recovery Jewel 1
FeelGood Jwl[2];Recovery Jewel 2
Cure Jewel[1];Medicine Jewel 1
Cure Jewel[2];Medicine Jewel 2
Evade Jewel[1];Evasion Jewel 1
Evade Jewel[2];Evasion Jewel 2
Jump Jewel[1];Jumping Jewel 1
Jump Jewel[3];Jumping Jewel 3
Sheathe Jwl[1];Sheathe Jewel 1
Sheathe Jwl[2];Sheathe Jewel 2
TrapMastrJwl[1];TrapMastr Jwl 1
FastEaterJwl[1];Gobbler Jewel 1
FastEaterJwl[3];Gobbler Jewel 3
Marathon Jwl[1];Sprinter Jewel 1
Marathon Jwl[3];Sprinter Jewel 3
Constutn Jwl[1];Physique Jewel 1
Constutn Jwl[2];Physique Jewel 2
WillRecovJwl[1];Refresh Jewel 1
WillRecovJwl[2];Refresh Jewel 2
PickyEatrJwl[1];Hungerless Jwl 1
Fatso Jewel[1];Metabolism Jwl 1
Fate Jewel[1];Fate Jewel 1
Fate Jewel[3];Fate Jewel 3
Rewards Jwl[1];Capture Jewel 1
Rewards Jwl[3];Capture Jewel 3
HidecutterJwl[1];Carver Jewel 1
HidecutterJwl[3];Carver Jewel 3
BackpckngJwl[1];Transportr Jwl 1
GatherngJwl[1];Gathering Jwl 1
GrabnDashJwl[1];Spree Jewel 1
GoodLuck Jwl[1];Blessing Jewel 1
FriendshipJwl[1];Friendship Jwl 1
FriendshipJwl[2];Friendship Jwl 2
Psychic Jwl[1];Psychic Jewel 1
ProfessorJwl[1];Professor Jwl 1
Armory Jewel[1];Factory Jewel 1
StayngPwrJwl[1];Enduring Jewel 1
Perceptn Jwl[1];Perception Jwl 1
Dungmastr Jwl[1];Dungmaster Jwl 1
Huntsman Jwl[1];Ranger Jewel 1
Ninja Jewel[1];Ninja Jewel 1
Artisan Jwl[1];Handicraft Jwl 1
Artisan Jwl[3];Handicraft Jwl 3
Fencing Jwl[1];Fencer Jewel 1
Fencing Jwl[3];Fencer Jewel 3
Razor Jewel[1];Razor Jewel 1
Razor Jewel[3];Razor Jewel 3
CritDraw Jwl[1];Draw Jewel 1
CritDraw Jwl[2];Draw Jewel 2
PunshDrw Jwl[1];Gambit Jewel 1
PunshDrw Jwl[3];Gambit Jewel 3
IronWall Jwl[1];Ironwall Jewel 1
IronWall Jwl[2];Ironwall Jewel 2
HardWall Jwl[1];Shield Jewel 1
HardWall Jwl[2];Shield Jewel 2
Grinder Jwl[1];Grinder Jewel 1
StrngShotJwl[1];Forceshot Jwl 1
StrngShotJwl[3];Forceshot Jwl 3
Pierce Jewel[1];Pierce Jewel 1
Pierce Jewel[3];Pierce Jewel 3
Pellet Jewel[1];Pellet Jewel 1
Pellet Jewel[3];Pellet Jewel 3
ShotBonusJwl[1];ShotPlus Jewel 1
ShotBonusJwl[2];ShotPlus Jewel 2
PrceBonusJwl[1];PiercePlus Jwl 1
PlltBonusJwl[1];PelletPlus Jwl 1
BombBonusJwl[1];CragPlus Jewel 1
ScttrBnusJwl[1];ClustPlus Jwl 1
CuttrBnus Jwl[1];Slice Plus Jwl 1
RapidFireJwl[1];Salvo Jewel 1
RapidFireJwl[3];Salvo Jewel 3
HighSpeedJwl[1];Quickload Jwl 1
HighSpeedJwl[2];Quickload Jwl 2
Recoil Jewel[1];Absorber Jewel 1
Recoil Jewel[3];Absorber Jewel 3
Sniper Jewel[1];Sniper Jewel 1
Para Ct Jwl[1];Paracoat Jwl 1
Para Ct Jwl[2];Paracoat Jwl 2
Sleep Ct Jwl[1];Sleepcoat Jwl 1
PoisonCt Jwl[1];Poisoncoat Jwl 1
Power Ct Jwl[1];Powercoat Jwl 1
Power Ct Jwl[2];Powercoat Jwl 2
ClsRngCt Jwl[1];Rangecoat Jwl 1
FatigeCt Jwl[1];Draincoat Jwl 1
