key;value
Bone Leggings S;Bone Leggings S
Alloy Greaves S;Alloy Greaves S
Alloy Leggings S;Alloy Leggings S
Bnahabra Boots S;Bnahabra Boots S
Bnahabra Shoes S;Bnahabra Pants S
Rhenoplos Greaves S;Rhenoplos Greaves S
Rhenoplos Leggings S;Rhenoplos Leggings S
Jaggi Greaves S;Jaggi Greaves S
Jaggi Leggings S;Jaggi Leggings S
Grove Greaves S;Arzuros Greaves S
Grove Leggings S;Arzuros Leggings S
Froggi Greaves S;Wroggi Greaves S
Froggi Leggings S;Wroggi Leggings S
Urukusu Greaves S;Lagombi Greaves S
Urukusu Leggings S;Lagombi Leggings S
Qurupeco Greaves S;Qurupeco Greaves S
Qurupeco Leggings S;Qurupeco Leggings S
Ludroth Greaves S;Ludroth Greaves S
Ludroth Leggings S;Ludroth Leggings S
Barroth Greaves S;Barroth Greaves S
Barroth Leggings S;Barroth Leggings S
Ingot Greaves S;Ingot Greaves S
Ingot Leggings S;Ingot Leggings S
Baggi Greaves S;Baggi Greaves S
Baggi Leggings S;Baggi Leggings S
Ranguro Greaves S;Volvidon Greaves S
Ranguro Leggings S;Volvidon Leggings S
Rathian Greaves S;Rathian Greaves S
Rathian Leggings S;Rathian Leggings S
Hapuru Greaves S;Nibelsnarf Greaves S
Hapuru Leggings S;Nibel Leggings S
Nebula Greaves S;Gigginox Greaves S
Nebula Leggings S;Gigginox Leggings S
Narga Greaves S;Nargacuga Greaves S
Narga Leggings S;Nargacuga Leggings S
Barioth Greaves S;Barioth Greaves S
Barioth Leggings S;Barioth Leggings S
Rathalos Greaves S;Rathalos Greaves S
Rathalos Leggings S;Rathalos Leggings S
Uragaan Greaves S;Uragaan Greaves S
Uragaan Leggings S;Uragaan Leggings S
Dober Greaves;Dober Greaves
Dober Leggings;Dober Leggings
Jinouga  Greaves S;Zinogre  Greaves S
Jinouga Leggings S;Zinogre Leggings S
Diablos Greaves S;Diablos Greaves S
Diablos Leggings S;Diablos Leggings S
Tigrex Greaves S;Tigrex Greaves S
Tigrex Leggings S;Tigrex Leggings S
Agnaktor Greaves S;Agnaktor Greaves S
Agnaktor Leggings S;Agnaktor Leggings S
Doboru Greaves S;Duramboros Greaves S
Doboru Leggings S;Duramboros Leggings S
Qurupeco Greaves U;Qurupeco Greaves U
Qurupeco Leggings U;Qurupeco Leggings U
Ludroth Greaves U;Ludroth Greaves U
Ludroth Leggings U;Ludroth Leggings U
Barroth Greaves U;Barroth Greaves U
Barroth Leggings U;Barroth Leggings U
Nebula Greaves U;Gigginox Greaves U
Nebula Leggings U;Gigginox Leggings U
Narga Greaves U;Nargacuga Greaves U
Narga Leggings U;Nargacuga Leggings U
Barioth Greaves U;Barioth Greaves U
Barioth Leggings U;Barioth Leggings U
Uragaan Greaves U;Uragaan Greaves U
Uragaan Leggings U;Uragaan Leggings U
Diablos Greaves U;Diablos Greaves U
Diablos Leggings U;Diablos Leggings U
Tigrex Greaves U;Tigrex Greaves U
Tigrex Leggings U;Tigrex Leggings U
Agnaktor Greaves U;Agnaktor Greaves U
Agnaktor Leggings U;Agnaktor Leggings U
Golden Moon Greaves;Golden Lunegreaves
Golden Moon Leggings;Golden Luneleggings
Silver Sol Greaves;Silver Solgreaves
Silver Sol Leggings;Silver Solleggings
Vangis Greaves;Vangis Greaves
Vangis Leggings;Vangis Leggings
Ranger Socks;Ranger's Espadrilles
Scout Socks;Archer's Espadrilles
Guild Bard Boots S;Guild Bard Boots S
Guild Bard Shoes S;Guild Bard Gaiters S
Scholar Socks S;Scholar's Socks S
Scholar Sandals S;Scholar's Sandals S
Nightmare Rais S;Mosgharl Roots S
Nightmare Rais S;Mosgharl Roots S
Nightmare Voulzer S;Mosgharl Radicals S
Nightmare Voulzer S;Mosgharl Radicals S
Viking Greaves S;Viking Greaves S
Viking Leggings S;Viking Leggings S
Rouage Gamba S;Aelucanth Crura S
Rouage Femur S;Aelucanth Tarsi S
Falmer Gamba S;Rhopessa Crura S
Falmer Femur S;Rhopessa Tarsi S
Atea Greaves S;Artian Greaves S
Atea Leggings S;Artian Leggings S
Dianthus Shoes;Dianthus Shoes
Bellflower Shoes;Bellflower Shoes
Damascus Greaves;Damascus Greaves
Damascus Leggings;Damascus Leggings
Hi Yamato Greaves;Grand Yamato Gusoku
Hi Courtier Greaves;Grand Mutsu Gusoku
Hi Solar Pants;Grand Hyuga Hakama
Hi Divine Pants;Grand Amagi Hakama
Dark Akantor Hessian;Dark Akantor Hessian
Dark Akantor Boots;Dark Akantor Boots
Ukanlos Hessian;Ukanlos Hessian
Ukanlos Boots;Ukanlos Boots
Escadora Scale;Escadora Scale
Escadora Scala;Escadora Scala
Storm Pants;Storm Pants
Sky Leggings;Sky Leggings
Luxury Bath Sandals;Luxury Bath Sandals
Crystals Anklets;Chakra Anklet
Black Leather Pants;Black Leather Chaps
Black Leather Leggings;Black Leather Pants
Jolly Roger Boots;Pirate J Boots
Jolly Roger Pants;Pirate J Pants
Snake Boots;Snake Boots
Snake Shoes;Snake Shoes
The Boss Boots;The Boss Boots
The Boss Shoes;The Boss Shoes
Uniqlo Cargo Pants;UNIQLO Cargo Pants
Uniqlo Cut Pants;UNIQLO Cut Pants
Street Jeans;Bouya's Jeans
Street Denims;Bouya's Denims
Street Jeans;Bouya's Jeans
Street Denims;Bouya's Denims
