name;hr;village;slots;skill_one;skill_one_points;skill_two;skill_two_points;material_one;amount_one;material_two;amount_two;material_three;amount_three;material_four;amount_four;alt_material_one;alt_amount_one;alt_material_two;alt_amount_two;alt_material_three;alt_amount_three;alt_material_four;alt_amount_four
Frost Jewel 1;2;4;1;Ice Attack;1;Fire Attack;-1;Sunspire Jewel;1;Zaboazagiru Hide;2;;;;;;;;;;;;
Frost Jewel 2;5;-1;2;Ice Attack;3;Fire Attack;-1;Bloodrun Jewel;1;Freezer Sac;1;Lagombi Plastron+;2;;;;;;;;;;
Dragon Jewel 1;4;6;1;Dragon Attack;1;Status;-1;Sunspire Jewel;1;Mohran Scale;2;;;;;;;;;;;;
Dragon Jewel 2;5;-1;2;Dragon Attack;3;Status;-1;Bloodrun Jewel;1;Dragonbone Relic;2;Rathalos Carapace;2;;;;;;;;;;
Tenderizer Jewel 1;3;5;1;Tenderizer;1;Health;-1;Sunspire Jewel;1;Rathalos Webbing;1;Rathian Spike;1;;;Bloodrun Jewel;1;Rathalos Scale+;2;;;;
Tenderizer Jewel 3;7;-1;3;Tenderizer;4;Health;-2;Lazurite Jewel;1;Akantor Jaw;1;Rathalos Ruby;1;;;;;;;;;;
Destroyer Jewel 1;-1;6;1;Destroyer;1;Expert;-1;Sunspire Jewel;1;Duramboros Moss;1;Gravios Shell;2;;;Bloodrun Jewel;1;Gravios Carapace;2;;;;
Destroyer Jewel 3;8;-1;3;Destroyer;4;Expert;-2;Lazurite Jewel;1;Ukanlos Carapace;1;Rathian Ruby;1;;;;;;;;;;
Capacity Jewel 2;4;6;2;Loading;1;Reload Speed;-1;Sunspire Jewel;1;Mohran Brace;1;Tigrex Claw;2;;;Bloodrun Jewel;1;Deviljho Scalp;1;;;;
Capacity Jewel 3;7;-1;3;Loading;2;Reload Speed;-2;Lazurite Jewel;1;Mohran Brace+;1;Wyvern Stone;1;;;;;;;;;;
Charger Jewel 1;-1;4;1;Fast Charge;1;Constitution;-1;Sunspire Jewel;1;Tetsukabra Claw;1;Barroth Shell;2;;;Bloodrun Jewel;1;Tigrex Scale+;2;;;;
Charger Jewel 3;7;-1;3;Fast Charge;4;Constitution;-2;Lazurite Jewel;1;Mohran Rockskin+;1;Garara Carapace;2;;;;;;;;;;
Throttle Jewel 1;3;5;1;Gloves Off;1;Sense;-1;Sunspire Jewel;1;Zinogre Horn;1;Goa Magara Horn;2;;;Bloodrun Jewel;1;Zinogre Horn+;1;;;;
Throttle Jewel 2;5;-1;2;Gloves Off;3;Sense;-1;Lazurite Jewel;1;Goa Magara Horn+;1;Blangonga Pelt+;2;;;;;;;;;;
KO Jewel 1;3;5;1;KO;1;Fast Charge;-1;Sunspire Jewel;1;Monster Bone+;2;Rhenoplos Scalp;1;;;;;;;;;;
KO Jewel 2;4;-1;2;KO;3;Fast Charge;-1;Sunspire Jewel;1;Diablos Shell;2;Butterfly Beetle;2;;;Bloodrun Jewel;1;Stoutbone;2;;;;
Drain Jewel 1;2;4;1;Stamina Drain;1;Stamina;-1;Sunspire Jewel;1;Congalala Claw;1;Monster Bone M;1;;;;;;;;;;
Drain Jewel 2;8;-1;2;Stamina Drain;3;Stamina;-1;Sunspire Jewel;1;Chameleos Hide+;1;Brigade Ticket;1;;;Bloodrun Jewel;1;E.Congalala Claw+;1;;;;
Potential Jewel 1;-1;6;1;Potential;1;Protection;-1;Sunspire Jewel;1;Duramboros Moss;2;;;;;;;;;;;;
Potential Jewel 2;5;-1;2;Potential;3;Protection;-1;Bloodrun Jewel;1;Zaboazagiru Scale+;3;Lagombi Ear+;1;;;;;;;;;;
Fortitude Jewel 1;3;5;1;Survivor;1;Recovery Level;-1;Sunspire Jewel;1;Generu Tail;1;;;;;;;;;;;;
Fortitude Jewel 2;5;-1;2;Survivor;3;Recovery Level;-1;Bloodrun Jewel;1;Gravios Carapace;1;Garuga Ear;1;;;;;;;;;;
Bombardier Jewel 1;3;6;1;Bomb Boost;2;;;Sunspire Jewel;1;Mystery Slime;2;Great Jaggi Hide;1;;;;;;;;;;
Sonorous Jewel 1;2;4;1;Maestro;2;;;Sunspire Jewel;1;Garara Rattle;1;Field Horn;1;;;;;;;;;;
Artillery Jewel 1;2;3;1;Artillery;2;;;Sunspire Jewel;1;Ice Crystal;2;Large Barrel Bomb+;2;;;;;;;;;;
Defense Jewel 1;-1;3;1;Defense;1;Attack;-1;Aquaglow Jewel;1;Arzuros Shell;1;Adamant Seed;2;;;;;;;;;;
Defense Jewel 2;-1;5;2;Defense;3;Attack;-1;Sunspire Jewel;1;Uragaan Shell;1;Armorskin;2;;;Bloodrun Jewel;1;Aruserutasu Carapace;1;Mega Armorskin;2;;
Resistor Jewel 1;8;-1;1;Blight Res;1;Health;-1;Lazurite Jewel;1;Alatreon Plate;2;;;;;;;;;;;;
Resistor Jewel 3;8;-1;3;Blight Res;4;Health;-2;Lazurite Jewel;1;Skypiercer;1;;;;;;;;;;;;
Fire Res Jewel 1;1;1;1;Fire Res;1;Water Res;-1;Aquaglow Jewel;1;Fire Herb;5;;;;;;;;;;;;
Nul-Fire Jewel;2;4;1;Fire Res;2;;;Sunspire Jewel;1;Flame Sac;2;Monster Bone L;3;;;;;;;;;;
Water Res Jewel 1;1;1;1;Water Res;1;Thunder Res;-1;Aquaglow Jewel;1;Whetfish;5;;;;;;;;;;;;
Nul-Water Jewel 1;2;4;1;Water Res;2;;;Sunspire Jewel;1;Aqua Sac;2;Monster Bone L;3;;;;;;;;;;
Thunder Res Jewel 1;1;1;1;Thunder Res;1;Ice Res;-1;Aquaglow Jewel;1;Thunderbug;3;;;;;;;;;;;;
Nul-Thunder Jewel 1;3;5;1;Thunder Res;2;;;Sunspire Jewel;1;Zinogre Static Carapace;1;Monster Bone L;1;;;;;;;;;;
Ice Res Jewel 1;1;1;1;Ice Res;1;Fire Res;-1;Aquaglow Jewel;1;Ice Crystal;5;;;;;;;;;;;;
Nul-Ice Jewel 1;2;4;1;Ice Res;2;;;Sunspire Jewel;1;Lagombi Claw;2;Monster Bone L;3;;;;;;;;;;
Dragon Res Jewel 1;3;5;1;Dragon Res;1;Poison;-1;Aquaglow Jewel;1;Dragonfell Berry;2;;;;;;;;;;;;
Nul=Dragon Jewel 1;4;-1;1;Dragon Res;2;;;Bloodrun Jewel;1;Dragonbone Relic;1;Monster Keenbone;2;;;;;;;;;;
Protection Jewel 1;2;4;1;Protection;1;;;Sunspire Jewel;1;Rathian Shell;2;;;;;;;;;;;;
Asylum Jewel 1;7;-1;1;Protection;2;;;Lazurite Jewel;1;G.Rathian Carapace;2;Brigade Ticket;1;;;;;;;;;;
Vitality Jewel 1;1;2;1;Health;2;;;Aquaglow Jewel;1;Kunchuu Shell;1;;;;;;;;;;;;
Rec Speed Jewel 1;1;2;1;Rec Speed;1;Eating;-1;Aquaglow Jewel;1;Jaggi Hide;2;;;;;;;;;;;;
Rec Speed Jewel 2;2;4;2;Rec Speed;3;Eating;-1;Sunspire Jewel;1;Kut-Ku Shell;1;Pale Extract;2;;;Bloodrun Jewel;1;Great Jaggi Hide+;2;;;;
Medicine Jewel 1;2;3;1;Recovery Level;1;Rec Speed;-1;Sunspire Jewel;1;Kecha-Wacha Long Bone;1;Kelbi Horn;2;;;;;;;;;;
Medicine Jewel 2;4;-1;2;Recovery Level;3;Rec Speed;-1;Bloodrun Jewel;1;Kecha-Wacha Long Bone+;1;Ancient Potion;1;;;;;;;;;;
Evasion Jewel 1;2;4;1;Evasion;1;Health;-1;Sunspire Jewel;1;Lagombi Plastron;2;Killer Beetle;2;;;Bloodrun Jewel;1;Nerusukyura Horn+;2;;;;
Evasion Jewel 2;5;-1;2;Evasion;3;Health;-1;Lazurite Jewel;1;Garara Hide+;2;Lagombi Pelt+;2;;;;;;;;;;
Jumping Jewel 1;-1;5;1;Evade Distance;1;Health;-1;Sunspire Jewel;1;Nargacuga Pelt;2;Bnahabra Wing;2;;;Bloodrun Jewel;1;P.Gypceros Wing;2;;;;
Sheath Jewel 1;2;3;1;Sheathing;1;Sharpening Speed;-1;Sunspire Jewel;1;Glutton Tuna;1;Altaroth Stomach;1;;;Bloodrun Jewel;1;Jaggi Scale+;1;Brigade Ticket;1;;
Sheath Jewel 2;5;-1;2;Sheathing;3;Sharpening Speed;-1;Bloodrun Jewel;1;P.Basarios Carapace;2;Quality Sac;2;;;;;;;;;;
Trapmaster Jewel 1;2;4;1;Speed Setup;2;;;Sunspire Jewel;1;Fleshy Hide;1;Shock Trap;1;;;;;;;;;;
Gobbler Jewel 1;-1;5;1;Eating;1;Recovery Level;-1;Sunspire Jewel;1;Nibelsnarf Hide;1;Arzuros Shell;2;;;Bloodrun Jewel;1;Zaboazagiru Hide+;2;;;;
Gobbler Jewel 3;7;-1;3;Eating;4;Recovery Level;-2;Lazurite Jewel;1;Deviljho Jaw;2;Tigrex Fang+;2;;;;;;;;;;
Sprinter Jewel 1;-1;3;1;Stamina;1;Hunger;-1;Sunspire Jewel;1;Ludroth Claw;1;Mega Dash Juice;2;;;Bloodrun Jewel;1;P.Gypceros Hide;2;;;;
Sprinter Jewel 3;6;-1;3;Stamina;4;Hunger;-2;Lazurite Jewel;1;Garuga Scale+;1;P.Gypceros Wing;2;;;;;;;;;;
Physique Jewel 1;3;5;1;Constitution;1;Stamina;-1;Sunspire Jewel;1;Sharpened Beak;1;Ioprey Scale;2;;;Bloodrun Jewel;1;Barioth Pelt+;2;;;;
Physique Jewel 2;6;-1;2;Constitution;3;Stamina;-1;Lazurite Jewel;1;B.Gravios Carapace;1;Ioprey Hide+;2;;;;;;;;;;
Refresh Jewel 1;3;5;1;Stamina Recovery;1;Evasion;-1;Sunspire Jewel;1;Zinogre Shell;1;Monster Bone M;2;;;Bloodrun Jewel;1;Rhenoplos Carapace;2;Brigade Ticket;1;;
Refresh Jewel 2;5;-1;2;Stamina Recovery;3;Evasion;-1;Bloodrun Jewel;1;Zinogre Claw+;1;Monster Keenbone;2;;;;;;;;;;
Hungerless Jewel 1;1;2;1;Hunger;2;;;Aquaglow Jewel;1;Aruserutasu Horn;1;Well-Done Steak;1;;;;;;;;;;
Metabolism Jewel 1;1;3;1;Gluttony;2;;;Aquaglow Jewel;1;Jumbo Bone;1;;;;;;;;;;;;
Fate Jewel 1;4;-1;1;Fate;1;Whim;-1;Bloodrun Jewel;1;Bird Wyvern Stone;1;Silver Egg;2;;;;;;;;;;
Fate Jewel 3;8;-1;3;Fate;4;Whim;-2;Adamant Orb;1;G.Rathian Spike+;2;Golden Egg;2;;;;;;;;;;
Capture Jewel 1;4;-1;1;Tranquilizer;1;Fate;-1;Bloodrun Jewel;1;Proof of Courage;1;Zinogre Electrofur;1;;;;;;;;;;
Capture Jewel 3;8;-1;3;Tranquilizer;4;Fate;-2;Adamant Orb;1;Proof of Courage+;2;Zinogre Plate;1;;;;;;;;;;
Carver Jewel 1;7;-1;1;Carving;1;Fate;-1;Bloodrun Jewel;1;Deviljho Hide;1;;;;;;;;;;;;
Carver Jewel 3;8;-1;3;Carving;4;Fate;-2;Adamant Orb;1;Amadyura Hide;1;Earth Dragongem;1;;;;;;;;;;
Transporter Jewel 1;1;3;1;Transporter;2;;;Aquaglow Jewel;1;Dash Extract;1;;;;;;;;;;;;
Gathering Jewel 1;-1;4;1;Gathering;2;;;Aquaglow Jewel;1;Bumblepumpkin;2;;;;;;;;;;;;
Spree Jewel 1;-1;4;1;Speed Gatherer;2;;;Aquaglow Jewel;1;Bumblepumpkin;1;Monster Bone S;1;;;;;;;;;;
Blessing Jewel 1;1;1;1;Whim;2;;;Aquaglow Jewel;1;Iron Ore;1;;;;;;;;;;;;
Friendship Jewel 1;1;2;1;Wide Range;1;Sense;-1;Aquaglow Jewel;1;Kut-Ku Webbing;1;;;;;Sunspire Jewel;1;Felyne Ticket;1;Sm Goldenfish;2;;
Friendship Jewel 2;4;-1;2;Wide Range;3;Sense;-1;Bloodrun Jewel;1;Blue Kut-Ku Carapace;1;Lifepowder;2;;;;;;;;;;
Psychic Jewel 1;-1;3;1;Psychic;2;;;Aquaglow Jewel;1;Qurupeco Feather;1;;;;;;;;;;;;
Professor Jewel;1;2;1;Combo Rate;2;;;Aquaglow Jewel;1;Book of Combos 1;1;Gargwa Feather;1;;;;;;;;;;
Factory Jewel 1;1;1;1;Combo Plus;2;;;Aquaglow Jewel;1;Sm Goldenfish;1;;;;;;;;;;;;
Enduring Jewel 1;3;5;1;Lasting Power;2;;;Aquaglow Jewel;1;Remobra Skin;1;;;;;;;;;;;;
Perception Jewel 1;2;3;1;Perception;2;;;Aquaglow Jewel;1;Slagtoth Hide;1;Binoculars;1;;;;;;;;;;
Ranger Jewel 1;1;1;1;Ranger;2;;;Aquaglow Jewel;1;Sushifish;1;Raw Meat;2;;;;;;;;;;
Ninja Jewel 1;1;1;1;Sense;2;;;Aquaglow Jewel;1;Blue Kelbi Horn;2;;;;;;;;;;;;
Handicraft Jewel 2;6;-1;2;Handicraft;1;Sharpness;-1;Sunspire Jewel;1;Rough Dragonhorn;1;Agnaktor Carapace;2;;;Bloodrun Jewel;1;Deviljho Claw;2;;;;
Handicraft Jewel 3;8;-1;3;Handicraft;2;Sharpness;-2;Lazurite Jewel;1;Amadyura Claw;1;Deviljho Gem;1;;;;;;;;;;
Fencer Jewel 1;7;-1;1;Fencing;1;Handicraft;-1;Sunspire Jewel;1;Elder Dragon Blood;1;;;;;Bloodrun Jewel;1;S.Rathalos Carapace;2;B.Gravios Carapace;1;;
Fencer Jewel 3;8;-1;3;Fencing;4;Handicraft;-2;Lazurite Jewel;1;Ukanlos Carapace;2;Tigrex Agito;1;;;;;;;;;;
Razor Jewel 1;3;5;1;Sharpness;1;Handicraft;-1;Sunspire Jewel;1;Basarios Wing;1;Zinogre Shell;1;;;Bloodrun Jewel;1;Rathian Plate;1;;;;
Razor Jewel 3;5;-1;3;Sharpness;4;Handicraft;-2;Lazurite Jewel;1;P.Basarios Wing;1;Pale Bone;1;;;;;;;;;;
Draw Jewel 1;-1;6;1;Critical Draw;1;Expert;-1;Sunspire Jewel;1;Diablos Shell;2;Zinogre Horn;1;;;Bloodrun Jewel;1;Uragaan Shell;2;;;;
Draw Jewel 2;6;-1;2;Critical Draw;3;Expert;-1;Lazurite Jewel;1;Brachydios Ebonshell+;1;P.Basarios Carapace;1;;;;;;;;;;
Gambit Jewel 1;-1;5;1;Punishing Draw;1;Sharpness;-1;Sunspire Jewel;1;Uragaan Shell;1;Monster Bone+;2;;;Bloodrun Jewel;1;R.Tigrex Scale+;2;;;;
Gambit Jewel 3;6;-1;3;Punishing Draw;4;Sharpness;-2;Lazurite Jewel;1;S.Zinogre Horn+;1;Zaboazagiru Hide+;1;;;;;;;;;;
Ironwall Jewel 1;-1;4;1;Guard;1;Constitution;-1;Sunspire Jewel;1;Barroth Shell;2;;;;;;;;;;;;
Ironwall Jewel 2;6;-1;2;Guard;3;Constitution;-1;Sunspire Jewel;1;Agnaktor Fin+;1;Agnaktor Carapace;3;;;Bloodrun Jewel;1;P.Basarios Wing;2;;;;
Shield Jewel 1;3;5;1;Guard Boost;1;Stamina;-1;Sunspire Jewel;1;Firestone;2;;;;;;;;;;;;
Shield Jewel 2;6;-1;2;Guard Boost;3;Stamina;-1;Bloodrun Jewel;1;Brachydios Ebonshell+;1;Firecell Stone;3;;;;;;;;;;
Grinder Jewel;1;2;1;Sharpening Speed;2;;;Aquaglow Jewel;1;Great Jaggi Claw;1;Machalite Ore;1;;;;;;;;;;
Forceshot Jewel 1;3;5;1;Normal Up;1;Recoil;-1;Sunspire Jewel;1;Monster Bone+;2;Popfish;5;;;;;;;;;;
Forceshot Jewel 3;5;-1;3;Normal Up;4;Recoil;-2;Lazurite Jewel;1;P.Basarios Carapace;2;Monster Keenbone;2;;;;;;;;;;
Pierce Jewel 1;4;-1;1;Pierce Up;1;Recoil;-1;Sunspire Jewel;1;Stern Skull;1;Hercudrome;2;;;;;;;;;;
Pierce Jewel 3;6;-1;3;Pierce Up;4;Recoil;-2;Lazurite Jewel;1;B.Gravios Scalp;1;Rare Scarab;2;;;;;;;;;;
Pellet Jewel 1;2;3;1;Pellet Up;1;Recoil;-1;Sunspire Jewel;1;Ice Crystal;3;Wyvern Fang;5;;;;;;;;;;
Pellet Jewel 3;6;-1;3;Pellet Up;4;Recoil;-2;Lazurite Jewel;1;B.Gravios Carapace;1;Union Ore;2;;;;;;;;;;
ShotPlus Jewel 1;1;3;1;Normal S+;1;Reload Speed;-1;Aquaglow Jewel;1;Monster Bone M;2;;;;;;;;;;;;
ShotPlus Jewel 2;3;5;2;Normal S+;3;Reload Speed;-1;Sunspire Jewel;1;Monster Bone+;2;Cutlassfish;2;;;Bloodrun Jewel;1;Avian Finebone;2;Stoutbone;1;;
PiercePlus Jewel 1;2;4;1;Pierce S+;2;;;Sunspire Jewel;1;Dragonite Ore;2;;;;;;;;;;;;
PelletPlus Jewel 1;-1;5;1;Pellet S+;2;;;Sunspire Jewel;1;Nibelsnarf Hide;2;;;;;;;;;;;;
CragPlus Jewel 1;3;5;1;Crag S+;2;;;Sunspire Jewel;1;Rathalos Shell;2;;;;;;;;;;;;
ClustPlus Jewel 1;-1;5;1;Clust S+;1;Reload Speed;-1;Sunspire Jewel;1;Uragaan Shell;2;;;;;;;;;;;;
SlicePlus Jewel 1;2;4;1;SlicingS Add;2;;;Aquaglow Jewel;1;Lagombi Pelt;2;;;;;;;;;;;;
Salvo Jewel 1;3;5;1;Rapid Fire;1;Reload Speed;-1;Sunspire Jewel;1;Tigrex Fang;2;Zinogre Claw;2;;;Bloodrun Jewel;1;Rath Medulla;2;;;;
Salvo Jewel 3;8;-1;3;Rapid Fire;4;Reload Speed;-2;Lazurite Jewel;1;Ukanlos Jaw;2;Rathalos Plate;1;;;;;;;;;;
Quickload Jewel 1;4;-1;1;Reload Speed;1;Recoil;-1;Sunspire Jewel;1;Carbalite Ore;3;;;;;;;;;;;;
Quickload Jewel 2;-1;5;2;Reload Speed;3;Recoil;-1;Sunspire Jewel;1;Nargacuga Razor;2;Lightcrystal;2;;;Bloodrun Jewel;1;Alluring Webbing;2;;;;
Absorber Jewel 1;-1;4;1;Recoil;1;Reload Speed;-1;Sunspire Jewel;1;Barroth Scalp;1;Ludroth Claw;1;;;Bloodrun Jewel;1;Tetsukabra Carapace;2;;;;
Absorber Jewel 3;6;-1;3;Recoil;4;Reload Speed;-2;Lazurite Jewel;4;Zaboazagiru Hide+;2;B.Gravios Carapace;2;;;;;;;;;;
Sniper Jewel 1;1;1;1;Precision;2;;;Aquaglow Jewel;1;Unkown Skull;2;;;;;;;;;;;;
Paracoat Jewel 1;2;3;1;Paralysis C+;1;Attack;-1;Sunspire Jewel;1;Paralysis Sac;1;;;;;;;;;;;;
Paracoat Jewel 2;5;-1;2;Paralysis C+;3;Attack;-1;Bloodrun Jewel;1;Alluring Hide;1;Paralysis Sac;1;;;;;;;;;;
Sleepcoat Jewel 1;2;4;1;Sleep C+;2;;;Sunspire Jewel;1;Sleep Sac;1;;;;;;;;;;;;
Poisoncoat Jewel 1;2;3;1;Poison C+;2;;;Sunspire Jewel;1;Poison Sac;1;;;;;;;;;;;;
Powercoat Jewel 1;2;3;1;Power C+;1;Expert;-1;Sunspire Jewel;1;Aruserutasu Shell;1;Nitroshroom;5;;;;;;;;;;
Powercoat Jewel 2;4;-1;2;Power C+;3;Expert;-1;Bloodrun Jewel;1;Aruserutasu Carapace;1;Uragaan Marrow;1;;;;;;;;;;
Rangecoat Jewel 1;-1;3;1;C.Range C+;2;;;Sunspire Jewel;1;Ludroth Claw;1;Spongy Hide;1;;;;;;;;;;
Draincoat Jewel 1;2;4;1;Exhaust C+;2;;;Sunspire Jewel;1;Wanchovy;2;Monster Bone L;1;;;;;;;;;;
Torchlight Jewel 1;6;-1;1;Flame Aura;2;;;Sunspire Jewel;1;Mystery Slime;2;Agnaktor Carapace;2;;;;;;;;;;
Release Jewel 2;8;-1;2;Free Element;1;Status;-1;Adamant Orb;1;Kirin Hide+;1;Kirin Ice Horn;1;;;;;;;;;;
Catalyst Jewel 3;8;-1;3;Free Element;2;Status;-2;Adamant Orb;1;Kirin Icetail;2;Kirin Blue Horn;1;;;;;;;;;;
Guts Jewel 1;8;-1;1;Guts;1;Combo Rate;-1;Adamant Orb;1;Rajang Pelt;2;Rajang Fang+;1;;;;;;;;;;
Guts Jewel 2;8;-1;2;Guts;3;Combo Rate;-1;Adamant Orb;1;Rajang Soul;1;Rajang Horn+;3;;;;;;;;;;
Meateater Jewel 1;8;-1;1;Carnivore;1;Hunger;-1;Adamant Orb;1;Deviljho Scalp;2;;;;;;;;;;;;
Meatlover Jewel 1;8;-1;1;Carnivore;2;;;Adamant Orb;1;Deviljho Scalp;2;Slimy Oil;1;;;;;;;;;;
Honeybee Jewel 1;-1;3;1;Honey;1;Whim;-1;Aquaglow Jewel;1;Arzuros Shell;2;;;;;;;;;;;;
Queenbee Jewel 1;4;-1;1;Honey;2;;;Bloodrun Jewel;1;Arzuros Shell;4;Congalala Claw+;1;;;;;;;;;;
Biology Jewel 1;8;-1;1;Biology;1;Sense;-1;Adamant Orb;1;Volvidon Carapace;2;;;;;;;;;;;;
Microbio Jewel 1;8;-1;1;Biology;2;;;Adamant Orb;1;Volvidon Carapace;1;Brachydios Ebonshell+;2;;;;;;;;;;
Spirit Jewel 1;8;-1;1;Spirit;1;Guard;-1;Adamant Orb;1;Brachydios Carapace;2;Barroth Scalp;2;;;;;;;;;;
Spirit Jewel 2;8;-1;2;Spirit;3;Guard;-1;Adamant Orb;1;Brachydios Fist+;2;Zinogre Electrofur+;1;;;;;;;;;;
Flawless Jewel 1;8;-1;1;Unscathed;1;Rec Speed;-1;Adamant Orb;1;S.Zinogre Horn+;2;S.Zinogre Carapace;2;;;;;;;;;;
