name;hr;village;slots;gender;type;rarity;defense;fire;thunder;dragon;water;ice;skill_one;skill_one_points;skill_two;skill_two_points;skill_three;skill_three_points;skill_four;skill_four_points;skill_five;skill_five_points;material_one;amount_one;material_two;amount_two;material_three;amount_three;material_four;amount_four
Gypceros Vambraces;1;3;2;0;1;2;14;-4;2;0;1;-2;Stamina;3;Hunger;-2;Poison;2;;;;;Gypceros Hide;3;Earth Crystal;2;Machalite Ore;2;;
Gypceros Guards;1;3;2;0;2;2;7;-3;3;1;2;-1;Stamina;3;Hunger;-2;Poison;2;;;;;Gypceros Hide;3;Earth Crystal;2;Machalite Ore;2;;
Conga Vambraces;2;4;1;0;1;2;14;-3;1;2;1;-1;Biology;2;Gluttony;1;Hunger;-2;;;;;Congalala Pelt;2;Sharp Claw;3;Pelagus Bone;4;Killer Beetle;1
Conga Guards;2;4;1;0;2;2;7;-2;2;3;2;0;Biology;2;Gluttony;1;Hunger;-2;;;;;Congalala Pelt;2;Sharp Claw;3;Pelagus Bone;4;Killer Beetle;1
Ludroth Vambraces;-1;3;1;0;1;2;15;-3;-1;1;2;-1;Stamina;1;Water Attack;3;Thunder Res;-2;Heat Res;2;;;Ludroth Claw;1;Velociprey Scale;2;Spongy Hide;2;Aqua Sac;2
Ludroth Guards;-1;3;1;0;2;2;7;-2;0;2;3;0;Stamina;1;Water Attack;3;Thunder Res;-1;Heat Res;2;;;Ludroth Claw;1;Velociprey Scale;2;Spongy Hide;2;Aqua Sac;2
Lagombi Vambraces;2;4;1;0;1;2;15;-2;-1;2;2;2;Evade Distance;2;Heat Res;-1;Cold Res;3;;;;;Lagombi Claw;2;Lagombi Pelt;2;Lagombi Plastron;1;Fleshy Hide;4
Lagombi Guards;2;4;1;0;2;2;8;-1;0;3;3;3;Evade Distance;2;Heat Res;-1;Cold Res;3;;;;;Lagombi Claw;2;Lagombi Pelt;2;Lagombi Plastron;1;Fleshy Hide;4
Ioprey Vambraces;3;5;1;0;1;2;15;0;-3;2;-3;2;Status;3;Poison;1;Faint;-2;;;;;Iodrome Hide;1;Ioprey Fang;5;Ioprey Scale;2;Iron Ore;2
Ioprey Guards;3;5;1;0;2;2;8;1;-2;3;-2;3;Status;3;Poison;1;Faint;-2;;;;;Iodrome Hide;1;Ioprey Fang;5;Ioprey Scale;2;Iron Ore;2
Remobra Gloves;3;-1;2;0;1;2;15;1;2;-3;-2;1;Free Element;2;Blight Res;-1;Poison;1;;;;;Striped Skin;5;Rathalos Webbing;2;Killer Beetle;1;Insect Coin;1
Remobra Hands;3;-1;2;0;2;2;8;2;3;-2;-1;2;Free Element;2;Blight Res;-1;Poison;1;;;;;Striped Skin;5;Rathalos Webbing;2;Killer Beetle;1;Insect Coin;1
Tetsukabra Vambraces;1;3;1;0;1;2;16;2;-2;1;-3;0;Defense;2;Gathering;-1;Health;1;Sharpening Speed;2;;;Tetsukabra Claw;1;Tetsukabra Shell;2;Tetsukabra Scale;2;Slimy Oil;2
Tetsukabra Guards;1;3;1;0;2;2;8;3;-1;2;-2;1;Reload Speed;2;Defense;2;Gathering;-1;Health;1;;;Tetsukabra Claw;1;Tetsukabra Shell;2;Tetsukabra Scale;2;Slimy Oil;2
Kut-Ku Vambraces;1;2;0;0;1;2;16;2;-2;2;-1;-3;Attack;3;Fire Attack;3;Water Res;-1;;;;;Kut-Ku Scale;3;Kut-Ku Shell;2;Kut-Ku Webbing;2;;
Kut-Ku Guards;1;2;0;0;2;2;8;3;-1;3;0;-2;Attack;3;Fire Attack;3;Water Res;-1;;;;;Kut-Ku Scale;3;Kut-Ku Shell;2;Kut-Ku Webbing;2;;
King Lobster Vambraces;-1;4;1;0;1;4;16;-2;-5;-2;5;2;Evasion;2;Evade Distance;1;Fire Res;-3;;;;;Sm Lobster Shell;2;Zaboazagiru Fin;1;Slimy Oil;2;Earth Crystal;4
King Lobster Guards;-1;4;1;0;2;4;8;-1;-4;-1;6;3;Evasion;2;Evade Distance;1;Fire Res;-3;;;;;Sm Lobster Shell;2;Zaboazagiru Fin;1;Slimy Oil;2;Earth Crystal;4
Barroth Vambraces;-1;4;1;0;1;2;18;-4;1;0;4;-2;Attack;3;Defense;2;Guard;1;Hunger;-2;;;Barroth Shell;2;Rhenoplos Shell;3;Monster Bone S;4;;
Barroth Guards;-1;4;0;0;2;2;8;-3;2;1;5;-1;Attack;3;Defense;1;Precision;4;Hunger;-2;;;Barroth Shell;2;Rhenoplos Shell;3;Monster Bone S;4;;
Ingot Vambraces;3;5;1;0;1;3;18;-2;2;0;-2;0;Guard Boost;1;Sheathing;3;Thunder Attack;2;Whim;-2;;;Firestone;1;Dragonite Ore;4;Iron Ore;8;Machalite Ore;5
Ingot Guards;3;5;1;0;2;3;8;-1;3;1;-1;1;Recoil;2;Pellet Up;2;Thunder Attack;2;Whim;-2;;;Firestone;1;Dragonite Ore;4;Iron Ore;8;Machalite Ore;5
Basarios Vambraces;2;3;1;0;1;2;18;0;1;-3;-2;1;Heat Res;2;Poison;2;Paralysis;-2;Sleep;1;;;Basarios Shell;3;Machalite Ore;5;Poison Sac;3;Earth Crystal;10
Basarios Guards;2;3;1;0;2;2;9;1;2;-2;-1;2;Heat Res;2;Poison;2;Paralysis;-2;Sleep;1;;;Basarios Shell;3;Machalite Ore;5;Poison Sac;3;Earth Crystal;10
Guardian Vambraces;2;-1;1;1;1;4;18;0;0;0;0;0;Gathering;-2;Artillery;4;Protection;2;;;;;Dragonite Ore;2;Pinnacle Coin;3;Bird Coin;3;;
Guardian Guards;2;-1;1;1;2;4;9;1;1;1;1;1;Gathering;-2;Wide Range;3;Protection;2;;;;;Dragonite Ore;2;Pinnacle Coin;3;Bird Coin;3;;
Helper Gloves;2;-1;1;2;1;4;18;0;0;0;0;0;Gathering;-2;Artillery;4;Protection;2;;;;;Dragonite Ore;2;Pinnacle Coin;3;Bird Coin;3;;
Helper Cuffs;2;-1;1;2;2;4;9;1;1;1;1;1;Gathering;-2;Wide Range;3;Protection;2;;;;;Dragonite Ore;2;Pinnacle Coin;3;Bird Coin;3;;
Rouaga Manno;3;5;1;1;1;4;18;-4;3;1;0;-1;Free Element;1;Hearing;1;Dragon Attack;3;Protection;-3;;;Butterfly Beetle;1;Levitalite Ore;2;Pale Extract;5;Bitterbug;10
Rouaga Brasso;3;5;1;1;2;4;9;-3;4;2;1;0;Free Element;1;Hearing;1;Dragon Attack;3;Protection;-3;;;Butterfly Beetle;1;Levitalite Ore;2;Pale Extract;5;Bitterbug;10
Falmer Manno;3;5;1;2;1;4;18;-4;3;1;0;-1;Free Element;1;Hearing;1;Dragon Attack;3;Protection;-3;;;Butterfly Beetle;1;Levitalite Ore;2;Pale Extract;5;Bitterbug;10
Falmer Brasso;3;5;1;2;2;4;9;-3;4;2;1;0;Free Element;1;Hearing;1;Dragon Attack;3;Protection;-3;;;Butterfly Beetle;1;Levitalite Ore;2;Pale Extract;5;Bitterbug;10
Nightmare Rama;-1;4;0;0;1;4;19;-4;0;0;1;2;Destroyer;2;Fast Charge;3;Combo Rate;1;Combo Plus;2;Rec Speed;3;Bumblepumpkin;2;Killer Beetle;2;Spikeberry;10;Hot Pepper;10
Nightmare Asto;-1;4;0;0;2;4;9;-3;1;1;2;3;Destroyer;2;Fast Charge;3;Combo Rate;1;Combo Plus;2;Rec Speed;3;Bumblepumpkin;2;Killer Beetle;2;Spikeberry;10;Hot Pepper;10
Nerusukyura Vambraces;2;4;0;0;1;2;19;-2;-2;2;2;1;Perception;1;Hunger;-2;Speed Setup;4;Sleep;3;;;Nerusukyura Claw;2;Nerusukyura Shell;2;Monster Fluid;2;Kunchuu Shell;2
Nerusukyura Guards;2;4;0;0;2;2;9;-1;-1;3;3;2;Perception;1;Hunger;-2;Speed Setup;4;Sleep;3;;;Nerusukyura Claw;2;Nerusukyura Shell;2;Monster Fluid;2;Kunchuu Shell;2
Khezu Vambraces;2;4;1;0;1;2;19;-4;1;1;1;2;Thunder Attack;3;Recovery Level;2;;;;;;;Pale Bone;1;Flabby Hide;2;Iron Ore;6;Thunderbug;1
Khezu Guards;2;4;1;0;2;2;10;-3;2;2;2;3;Thunder Attack;3;Recovery Level;2;;;;;;;Pale Bone;1;Flabby Hide;2;Iron Ore;6;Thunderbug;1
Rathian Vambraces;2;4;1;0;1;2;19;2;-2;-3;0;0;Health;1;Fire Attack;3;Rec Speed;-2;;;;;Fire Wyvern Claw;2;Rathian Shell;2;Rathian Spike;1;Earth Crystal;5
Rathian Guards;2;4;1;0;2;2;10;3;-1;-2;1;1;Health;1;Fire Attack;3;Rec Speed;-2;;;;;Fire Wyvern Claw;2;Rathian Shell;2;Rathian Spike;1;Earth Crystal;5
Artian Vambraces;3;5;1;0;1;3;20;0;-3;2;-3;1;Guard Boost;1;Sharpening Speed;-5;Stamina Recovery;5;;;;;Rusted Fragment;4;Levitalite Ore;3;Earth Crystal;10;;
Artian Guards;3;5;1;0;2;3;10;1;-2;3;-2;2;Reload Speed;-5;Recoil;5;Precision;1;;;;;Rusted Fragment;4;Levitalite Ore;3;Earth Crystal;10;;
Zaboazagiru Vambraces;2;4;1;0;1;2;20;-2;-3;0;2;2;Ice Attack;3;Carnivore;1;Hunger;-2;;;;;Zaboazagiru Fin;1;Zaboazagiru Scale;2;Zaboazagiru Hide;3;Frost Sac;3
Zaboazagiru Guards;2;4;1;0;2;2;10;-1;-2;1;3;3;Ice Attack;3;Carnivore;1;Hunger;-2;;;;;Zaboazagiru Fin;1;Zaboazagiru Scale;2;Zaboazagiru Hide;3;Frost Sac;3
Garara Vambraces;2;4;0;0;1;2;20;1;0;1;-2;-4;Tranquilizer;3;Hearing;2;Whim;-2;Paralysis;3;;;Garara Fang;3;Garara Marrow;1;Garara Rattle;2;Slagtoth Hide;3
Garara Guards;2;4;0;0;2;2;10;2;1;2;-1;-3;Tranquilizer;3;Hearing;2;Whim;-2;Paralysis;3;;;Garara Fang;3;Garara Marrow;1;Garara Rattle;2;Slagtoth Hide;3
Plesioth Vambraces;-1;4;1;0;1;4;20;-4;-5;2;3;2;Tranquilizer;3;Stamina;2;Heat Res;2;Speed Setup;4;;;Plesioth Scale;3;Fleshy Hide;2;Slimy Oil;2;;
Plesioth Guards;-1;4;1;0;2;4;10;-3;-4;3;4;3;Tranquilizer;2;Stamina;1;Heat Res;2;Speed Setup;4;;;Plesioth Scale;3;Fleshy Hide;2;Slimy Oil;2;;
Guild Bard Vambraces;3;-1;1;1;1;4;20;0;0;0;0;0;Fate;3;Wide Range;4;Sense;-3;;;;;Levitalite Ore;1;Insect Coin;2;Bird Coin;3;Pinnacle Coin;3
Guild Bard Cuffs;3;-1;1;1;2;4;10;1;1;1;1;1;Fate;3;Wide Range;4;Sense;-3;;;;;Levitalite Ore;1;Insect Coin;2;Bird Coin;3;Pinnacle Coin;3
Scholar Gloves;3;-1;1;2;1;4;20;0;0;0;0;0;Fate;3;Wide Range;4;Sense;-3;;;;;Levitalite Ore;1;Insect Coin;2;Bird Coin;3;Pinnacle Coin;3
Scholar Cuffs;3;-1;1;2;2;4;10;1;1;1;1;1;Fate;3;Wide Range;4;Sense;-3;;;;;Levitalite Ore;1;Insect Coin;2;Bird Coin;3;Pinnacle Coin;3
Zinogre Vambraces;3;5;1;0;1;3;21;0;2;1;-2;-4;Gloves Off;1;Thunder Attack;3;Sense;-2;;;;;Zinogre Claw;3;Zinogre Plate;1;Zinogre Electrofur;2;Fulgurbug;2
Zinogre Guards;3;5;1;0;2;3;10;1;3;2;-1;-3;Gloves Off;1;Thunder Attack;3;Sense;-2;;;;;Zinogre Claw;3;Zinogre Plate;1;Zinogre Electrofur;2;Fulgurbug;2
Generu Vambraces;3;5;2;0;1;3;21;-3;-1;2;3;-2;Artillery;2;Sharpness;1;Stamina Recovery;-2;;;;;Generu Shield;3;Generu Shell;5;Generu Jaw;2;Monster Fluid;3
Generu Guards;3;5;2;0;2;3;10;-2;0;3;3;-1;Artillery;2;Crag S+;2;Stamina Recovery;-2;;;;;Generu Shield;3;Generu Shell;5;Generu Jaw;2;Monster Fluid;3
Nibelsnarf Vambraces;-1;5;1;0;1;2;21;2;-2;1;0;-4;Sheathing;3;Eating;2;;;;;;;Vivid Fluid;1;Jumbo Bone;2;Altaroth Jaw;2;;
Nibelsnarf Guards;-1;5;1;0;2;2;10;3;-1;2;1;-3;Sheathing;3;Eating;2;;;;;;;Vivid Fluid;1;Jumbo Bone;2;Altaroth Jaw;2;;
Ceanataur Vambraces;-1;5;1;0;1;2;21;1;-1;0;2;-1;Handicraft;2;Expert;-2;Sharpness;1;Sharpening Speed;3;;;Ceanataur Claw;1;Ceanataur Shell;2;Sharp Claw;2;;
Ceanataur Guards;-1;5;1;0;2;2;10;2;0;1;3;0;Defense;-1;Pierce Up;2;Pierce S+;1;Precision;2;;;Ceanataur Claw;1;Ceanataur Shell;2;Sharp Claw;2;;
Goa Vambraces;3;5;2;0;1;3;21;-4;-3;-2;2;1;Biology;3;Spirit;1;Fire Res;-3;;;;;Goa Magara Claw;2;Goa Magara Scale;2;Goa Magara Shell;4;Dragonite Ore;5
Goa Guards;3;5;2;0;2;3;11;-3;-2;-1;3;2;Biology;3;Spirit;1;Fire Res;-3;;;;;Goa Magara Claw;2;Goa Magara Scale;2;Goa Magara Shell;4;Dragonite Ore;5
Tigrex Vambraces;3;5;1;0;1;3;22;2;-4;-2;-1;0;Attack;2;Sharpening Speed;-2;Gluttony;2;;;;;Tigrex Fang;4;Tigrex Scale;3;Tigrex Claw;4;Great Jaggi Hide;2
Tigrex Guards;3;5;1;0;2;3;11;3;-3;-1;0;1;Recoil;-2;Attack;2;Gluttony;2;;;;;Tigrex Fang;4;Tigrex Scale;3;Tigrex Claw;4;Great Jaggi Hide;2
Brachydios Vambraces;3;6;2;0;1;3;22;2;0;0;-4;-2;Spirit;1;Evasion;-2;Bomb Boost;2;;;;;Brachydios Ebonshell;3;Brachydios Fist;2;Mystery Slime;3;Firestone;5
Brachydios Guards;3;6;2;0;2;3;11;3;1;1;-3;-1;Spirit;1;Evasion;-2;Bomb Boost;3;;;;;Brachydios Ebonshell;3;Brachydios Fist;2;Mystery Slime;3;Firestone;5
Nargacuga Vambraces;-1;5;2;0;1;3;22;-2;-4;1;1;1;Tenderizer;1;Evasion;2;Stamina;-2;Evade Distance;1;;;Nargacuga Razor;3;Monster Bone+;5;Slagtoth Hide;5;;
Nargacuga Guards;-1;5;2;0;2;3;11;-1;-3;2;2;2;Tenderizer;1;Evasion;2;Stamina;-2;Evade Distance;1;;;Nargacuga Razor;3;Monster Bone+;5;Slagtoth Hide;5;;
Gravios Vambraces;3;5;2;0;1;3;23;2;0;-2;-3;1;Defense;1;Guard;2;Stamina;-2;;;;;Gravios Shell;6;Sleep Sac;4;Monster Bone L;5;Dragonite Ore;3
Gravios Guards;3;5;2;0;2;3;12;3;1;-1;-2;2;Recoil;2;Defense;1;Stamina;-2;;;;;Gravios Shell;6;Sleep Sac;4;Monster Bone L;5;Dragonite Ore;3
Rathalos Vambraces;3;5;1;0;1;3;23;2;-2;-3;0;0;Attack;5;Fire Attack;2;Recovery Level;-2;;;;;Rathalos Tail;1;Fire Wyvern Claw;1;Rath Marrow;2;Dragonite Ore;3
Rathalos Guards;3;5;1;0;2;3;12;3;-1;-2;1;1;Attack;4;Fire Attack;2;Recovery Level;-2;;;;;Rathalos Tail;1;Fire Wyvern Claw;1;Rath Marrow;2;Dragonite Ore;3
Lavasioth Vambraces;-1;6;0;0;1;3;23;2;0;1;-3;0;Guard;2;Psychic;2;Rec Speed;3;Sense;-2;;;Lavasioth Scale;3;Monster Bone+;3;Levitalite Ore;2;;
Lavasioth Guards;-1;6;0;0;2;3;12;3;1;2;-2;1;Recoil;2;Psychic;2;Rec Speed;3;Sense;-2;;;Lavasioth Scale;3;Monster Bone+;3;Levitalite Ore;2;;
Diablos Vambraces;-1;6;0;0;1;3;23;2;0;0;0;-4;Critical Draw;3;Sharpening Speed;-2;Sheathing;3;Eating;3;Tremor Resistence;3;Majestic Horn;1;Monster Bone+;1;Rhenoplos Shell;3;;
Diablos Guards;-1;6;0;0;2;3;12;3;1;1;1;-3;Recoil;3;Sheathing;5;Pierce Up;4;Precision;-2;;;Majestic Horn;1;Monster Bone+;1;Rhenoplos Shell;3;;
Garuga Vambraces;3;5;3;0;1;3;24;1;1;0;-3;-2;Fencing;-1;Expert;2;Hearing;2;;;;;Garuga Scale;5;Garuga Shell;4;Garuga Wing;2;Monster Bone+;1
Garuga Guards;3;5;3;0;2;3;12;2;2;1;-2;-1;Expert;2;Hearing;2;Stamina;-1;;;;;Garuga Scale;5;Garuga Shell;4;Garuga Wing;2;Monster Bone+;1
Uragaan Vambraces;-1;5;1;0;1;3;24;2;1;-2;-4;-1;Defense;4;Stamina;-1;Stamina Drain;3;;;;;Uragaan Marrow;1;Uragaan Shell;1;Firestone;1;;
Uragaan Guards;-1;5;1;0;2;3;12;3;2;-1;-3;0;Defense;3;Stamina;-1;Normal Up;3;;;;;Uragaan Marrow;1;Uragaan Shell;1;Firestone;1;;
Duramboros Vambraces;-1;6;1;0;1;3;24;-4;1;1;2;-2;Attack;3;Expert;-1;Rec Speed;2;;;;;Duramboros Moss;4;Monster Bone L;3;Rhenoplos Shell;3;;
Duramboros Guards;-1;6;1;0;2;3;12;-3;2;2;3;-1;Attack;3;Expert;-1;Rec Speed;2;;;;;Duramboros Moss;4;Monster Bone L;3;Rhenoplos Shell;3;;
Arc Vambraces;7;6;1;1;1;3;24;-3;0;-5;3;1;Handicraft;2;Gloves Off;1;Fire Res;-3;Infection Res;3;;;Shagaru Claw;2;Shagaru Scale;2;Shagaru Shell;4;Levitalite Ore;3
Arc Guards;7;6;1;1;2;3;12;-2;1;-4;4;2;Gloves Off;1;Loading;2;Fire Res;-3;Infection Res;3;;;Shagaru Claw;2;Shagaru Scale;2;Shagaru Shell;4;Levitalite Ore;3
Philia Vambraces;7;6;1;2;1;3;24;-3;0;-5;3;1;Handicraft;2;Gloves Off;1;Fire Res;-3;Infection Res;3;;;Shagaru Claw;2;Shagaru Scale;2;Shagaru Shell;4;Levitalite Ore;3
Philia Guards;7;6;1;2;2;3;12;-2;1;-4;4;2;Gloves Off;1;Loading;2;Fire Res;-3;Infection Res;3;;;Shagaru Claw;2;Shagaru Scale;2;Shagaru Shell;4;Levitalite Ore;3
Zannyo Kote;4;6;0;1;1;3;26;2;-3;-3;1;2;Punishing Draw;2;Expert;3;Potential;-3;Stamina;2;;;Mohran Scale;6;Mohran Brace;1;Earth Dragongem;1;Machalite Ore;3
Shinonome Kote;4;6;2;1;2;3;13;3;-2;-2;2;3;Reload Speed;-3;Stamina;2;Unscathed;3;Pierce Up;2;;;Mohran Scale;6;Mohran Brace;1;Earth Dragongem;1;Machalite Ore;3
Tokiwa Kote;4;6;0;2;1;3;26;2;-3;-3;1;2;Punishing Draw;2;Expert;3;Potential;-3;Stamina;2;;;Mohran Scale;6;Mohran Brace;1;Earth Dragongem;1;Machalite Ore;3
Yachiyo Kote;4;6;2;2;2;3;13;3;-2;-2;2;3;Reload Speed;-3;Stamina;2;Unscathed;3;Pierce Up;2;;;Mohran Scale;6;Mohran Brace;1;Earth Dragongem;1;Machalite Ore;3
Kirin Long Arms;3;6;1;0;1;3;26;-2;4;2;-2;0;Blight Res;3;Fate;-2;Elemental Attack;2;;;;;Kirin Hide;5;Kirin Mane;2;Kut-Ku Shell;3;Thunderbug;5
Kirin Gloves;3;6;1;0;2;3;13;-1;5;3;-1;1;Blight Res;3;Fate;-2;Elemental Attack;2;;;;;Kirin Hide;5;Kirin Mane;2;Kut-Ku Shell;3;Thunderbug;5
Akatsuki Kote;-1;6;1;1;1;3;26;-2;0;-4;2;2;Fencing;3;Stamina;-2;Destroyer;4;Protection;1;;;Lao Shan Shell;3;Lao Shan Claw;1;Rathalos Webbing;2;;
Akebono Kote;-1;6;1;1;2;3;13;-1;1;-3;3;3;Stamina;-2;Destroyer;4;Loading;3;Protection;1;;;Lao Shan Shell;3;Lao Shan Claw;1;Rathalos Webbing;2;;
Rin Kote;-1;6;1;2;1;3;26;-2;0;-4;2;2;Fencing;3;Stamina;-2;Destroyer;4;Protection;1;;;Lao Shan Shell;3;Lao Shan Claw;1;Rathalos Webbing;2;;
Tsuya Kote;-1;6;1;2;2;3;13;-1;1;-3;3;3;Stamina;-2;Destroyer;4;Loading;3;Protection;1;;;Lao Shan Shell;3;Lao Shan Claw;1;Rathalos Webbing;2;;
Blue Star Vambraces;1;-1;1;0;1;7;26;1;1;1;1;1;Spirit;3;Water Attack;3;Team Player;3;;;;;Studio Pass;1;Guild Ticket;3;Fire Wyvern Claw;6;Rathalos Scale;4
Blue Star Cuffs;1;-1;1;0;2;7;13;2;2;2;2;2;Spirit;3;Water Attack;3;Team Player;3;;;;;Studio Pass;1;Guild Ticket;3;Fire Wyvern Claw;6;Rathalos Scale;4
Brave's Vambraces S;4;-1;1;0;1;4;18;3;0;2;0;0;Gathering;5;Health;-3;Rec Speed;1;Rider;1;;;Sky Crystal;2;Quality Pelt;1;Velociprey Scale+;2;Dragonite Ore;4
Brave's Guards S;4;-1;1;0;2;4;9;4;1;3;1;1;Gathering;5;Health;-3;Rec Speed;1;Rider;2;;;Sky Crystal;2;Quality Pelt;1;Velociprey Scale+;2;Dragonite Ore;4
Leather Vambraces S;4;-1;1;0;1;4;22;-2;0;2;0;0;Gathering;3;Fate;-1;Speed Gatherer;1;;;;;Quality Pelt;1;Monster Bone L;3;Kunchuu Carapace;1;;
Leather Guards S;4;-1;1;0;2;4;11;-1;1;3;1;1;Gathering;3;Fate;-1;Speed Gatherer;1;;;;;Quality Pelt;1;Monster Bone L;3;Kunchuu Carapace;1;;
